cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 2.0653974E+001, 3.3442094E+000,-5.0000000E-001, 1.1482158E+003, 1.2870002E+003, 1.1104123E+003, 8.8593447E+002, 7.2492779E+002, 6.0948155E+002, 2.1538443E+002, 2.8595653E+002, 4.1330110E+002, 4.1329622E+002, 3.6672439E+002, 2.9885067E+002,-2.0500000E+001, 5.0872365E-026, 7.6936082E-016, 9.2556651E-011, 1.4023477E-005, 1.8554777E-004, 7.8868385E-026, 3.2356409E-015, 3.1513967E-010, 1.2634390E-004, 1.0367892E-003
 9.9696970E-001, 2.0653974E+001, 3.3442094E+000,-2.0000000E-002, 1.1482158E+003, 1.2870002E+003, 1.1104123E+003, 8.8593447E+002, 7.2492779E+002, 6.0948155E+002, 2.1538443E+002, 2.8595653E+002, 4.1330110E+002, 4.1329622E+002, 3.6672439E+002, 2.9885067E+002,-2.0006024E+001, 5.0872365E-026, 7.6936082E-016, 9.2556651E-011, 1.4023477E-005, 1.8554777E-004, 7.8868385E-026, 3.2356409E-015, 3.1513967E-010, 1.2634390E-004, 1.0367892E-003
 1.4939394E+000, 1.6212569E+001, 3.8200954E+000, 4.6000000E-001, 1.2155120E+003, 1.3092903E+003, 1.1309197E+003, 8.8106813E+002, 7.1065133E+002, 5.9173421E+002, 2.6130457E+002, 2.8001561E+002, 4.0496596E+002, 3.9535415E+002, 3.5362915E+002, 2.8314951E+002,-1.9512048E+001, 1.7342801E-024, 8.2119208E-014, 7.6516323E-009, 3.0097716E-004, 5.0916771E-004, 2.9164731E-024, 3.9723994E-013, 2.6966372E-008, 2.6725313E-003, 2.3884336E-003
 1.9909091E+000, 1.2490211E+001, 3.5336318E+000, 9.4000000E-001, 1.2448422E+003, 1.1650304E+003, 1.0101488E+003, 8.1269665E+002, 6.6476461E+002, 5.6646876E+002, 2.7524978E+002, 3.3630784E+002, 3.9924017E+002, 3.8000510E+002, 3.3097068E+002, 2.6397953E+002,-1.9018072E+001, 1.7342801E-024, 8.2119208E-014, 7.6516323E-009, 3.0097716E-004, 5.0916771E-004, 2.9164731E-024, 3.9723994E-013, 2.6966372E-008, 2.6725313E-003, 2.3884336E-003
 2.4878788E+000, 1.0405249E+001, 3.4251367E+000, 1.4200000E+000, 1.0528898E+003, 1.0002276E+003, 8.6276670E+002, 7.1903773E+002, 6.0815570E+002, 5.4118099E+002, 3.3026669E+002, 3.8247573E+002, 4.0180893E+002, 3.7761970E+002, 3.0877338E+002, 2.4921835E+002,-1.8524096E+001, 5.8664320E-023, 9.6910038E-012, 4.1055411E-007, 1.3457635E-003, 1.2010800E-003, 1.0274176E-022, 4.7174833E-011, 1.5210305E-006, 9.4594343E-003, 5.1269778E-003
 2.9848485E+000, 9.1973308E+000, 3.4515515E+000, 1.9000000E+000, 8.4454708E+002, 8.8038673E+002, 7.7091765E+002, 6.4929335E+002, 5.6057242E+002, 5.2221440E+002, 3.1464871E+002, 3.7688320E+002, 4.0468828E+002, 3.7920918E+002, 2.9183248E+002, 2.4292110E+002,-1.8030120E+001, 5.8664320E-023, 9.6910038E-012, 4.1055411E-007, 1.3457635E-003, 1.2010800E-003, 1.0274176E-022, 4.7174833E-011, 1.5210305E-006, 9.4594343E-003, 5.1269778E-003
 3.4818182E+000, 8.3146733E+000, 3.4325310E+000, 2.3800000E+000, 7.3252022E+002, 8.2434947E+002, 7.1603422E+002, 6.0405229E+002, 5.3528348E+002, 5.0938385E+002, 3.4122606E+002, 3.7883923E+002, 4.0219129E+002, 3.6990483E+002, 2.9785031E+002, 2.4420033E+002,-1.7536145E+001, 2.1413689E-021, 1.0185031E-009, 1.7088211E-005, 2.7185645E-003, 1.6247462E-003, 3.9128907E-021, 4.7705171E-009, 6.3752522E-005, 1.5108378E-002, 5.8695234E-003
 3.9787879E+000, 7.6703991E+000, 3.4512405E+000, 2.8600000E+000, 6.8939653E+002, 7.7990995E+002, 6.7695740E+002, 5.7698879E+002, 5.3031334E+002, 4.9918530E+002, 4.0244098E+002, 3.9958172E+002, 4.0262443E+002, 3.5918189E+002, 3.1409399E+002, 2.4658536E+002,-1.7042169E+001, 2.1413689E-021, 1.0185031E-009, 1.7088211E-005, 2.7185645E-003, 1.6247462E-003, 3.9128907E-021, 4.7705171E-009, 6.3752522E-005, 1.5108378E-002, 5.8695234E-003
 4.4757576E+000, 7.1554681E+000, 3.4666764E+000, 3.3400000E+000, 6.8090218E+002, 7.3956377E+002, 6.5127520E+002, 5.6769954E+002, 5.3365150E+002, 4.9570953E+002, 4.3629609E+002, 4.1477175E+002, 4.0423018E+002, 3.5897746E+002, 3.2653229E+002, 2.5727273E+002,-1.6548193E+001, 7.1566734E-020, 7.3857384E-008, 3.3790412E-004, 4.9601697E-003, 2.7247438E-003, 1.4311430E-019, 3.1413981E-007, 1.2802465E-003, 1.8120050E-002, 7.2779703E-003
 4.9727273E+000, 6.7251683E+000, 3.5540982E+000, 3.8200000E+000, 6.8266621E+002, 7.1914607E+002, 6.2400214E+002, 5.6793424E+002, 5.4073623E+002, 4.9867774E+002, 4.4850298E+002, 4.3287619E+002, 4.0412645E+002, 3.6460954E+002, 3.3518677E+002, 2.6698591E+002,-1.6054217E+001, 7.1566734E-020, 7.3857384E-008, 3.3790412E-004, 4.9601697E-003, 2.7247438E-003, 1.4311430E-019, 3.1413981E-007, 1.2802465E-003, 1.8120050E-002, 7.2779703E-003
 5.4696970E+000, 6.4367328E+000, 3.7067841E+000, 4.3000000E+000, 7.0293129E+002, 7.0068122E+002, 5.9617848E+002, 5.7299020E+002, 5.4556748E+002, 5.0312599E+002, 4.5770424E+002, 4.4263342E+002, 3.9475328E+002, 3.6997211E+002, 3.3463038E+002, 2.7312615E+002,-1.5560241E+001, 2.7316158E-018, 4.1336659E-006, 3.5084306E-003, 9.7568295E-003, 5.5334214E-003, 6.6757674E-018, 1.5717160E-005, 1.1928447E-002, 2.7597627E-002, 1.4156923E-002
 5.9666667E+000, 6.2777271E+000, 3.9007630E+000, 4.7800000E+000, 7.1388791E+002, 6.7533432E+002, 5.8795875E+002, 5.8160693E+002, 5.4886873E+002, 5.0834128E+002, 4.5466473E+002, 4.5100554E+002, 3.8899420E+002, 3.7525018E+002, 3.3575307E+002, 2.7687874E+002,-1.5066265E+001, 2.7316158E-018, 4.1336659E-006, 3.5084306E-003, 9.7568295E-003, 5.5334214E-003, 6.6757674E-018, 1.5717160E-005, 1.1928447E-002, 2.7597627E-002, 1.4156923E-002
