s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PLUME FLUID MIXTURE
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.906E-02, 0.000E+00, 0.000E+00,-6.614E-02, 0.000E+00,-1.549E-02, 0.000E+00, 0.000E+00, 0.000E+00,-8.162E-02, 0.000E+00, 3.733E-03
 1.581E-01, 0.000E+00, 0.000E+00,-1.666E-01,-1.812E-08,-1.885E-02, 0.000E+00, 0.000E+00, 4.922E-02,-1.854E-01, 0.000E+00, 7.436E-03
 2.372E-01, 0.000E+00, 0.000E+00,-2.965E-01,-2.186E-08,-2.427E-02, 0.000E+00, 0.000E+00, 1.098E-01,-3.207E-01, 0.000E+00, 1.105E-02
 3.162E-01, 0.000E+00, 0.000E+00,-4.224E-01,-2.769E-08,-4.042E-02, 0.000E+00, 0.000E+00, 1.820E-01,-4.628E-01, 0.000E+00, 1.453E-02
 3.953E-01, 0.000E+00, 0.000E+00,-4.364E-01, 2.151E-09,-8.543E-02, 0.000E+00, 0.000E+00, 2.564E-01,-5.218E-01, 0.000E+00, 1.785E-02
 4.743E-01, 0.000E+00, 0.000E+00,-5.167E-01, 4.215E-08,-1.361E-01, 0.000E+00, 0.000E+00, 3.294E-01,-6.527E-01, 0.000E+00, 2.098E-02
 5.534E-01, 0.000E+00, 0.000E+00,-6.625E-01, 1.448E-07,-1.267E-01, 0.000E+00, 0.000E+00, 4.179E-01,-7.892E-01, 0.000E+00, 2.389E-02
 6.325E-01, 0.000E+00, 0.000E+00,-7.011E-01, 2.891E-07,-5.411E-02, 0.000E+00, 0.000E+00, 4.931E-01,-7.552E-01, 0.000E+00, 2.659E-02
 7.115E-01, 0.000E+00, 0.000E+00,-6.564E-01, 4.917E-07,-3.497E-02, 0.000E+00, 0.000E+00, 5.520E-01,-6.914E-01, 0.000E+00, 2.905E-02
 7.906E-01, 0.000E+00, 0.000E+00,-5.490E-01, 7.089E-07,-3.955E-02, 0.000E+00, 0.000E+00, 5.992E-01,-5.885E-01, 0.000E+00, 3.129E-02
 8.696E-01, 0.000E+00, 0.000E+00,-3.210E-01, 9.048E-07,-5.194E-02, 0.000E+00, 0.000E+00, 6.527E-01,-3.729E-01, 0.000E+00, 3.331E-02
 9.332E-01, 0.000E+00, 0.000E+00,-1.082E-01, 9.998E-07,-6.432E-02, 0.000E+00, 0.000E+00, 6.756E-01,-1.726E-01, 0.000E+00, 3.478E-02
 9.968E-01, 0.000E+00, 0.000E+00, 8.543E-02, 1.101E-06,-7.667E-02, 0.000E+00, 0.000E+00, 6.993E-01, 8.763E-03, 0.000E+00, 3.612E-02
 1.052E+00, 0.000E+00, 0.000E+00, 2.612E-01, 1.013E-06,-8.546E-02, 0.000E+00, 0.000E+00, 7.186E-01, 1.757E-01, 0.000E+00, 3.717E-02
 1.098E+00, 0.000E+00, 0.000E+00, 4.000E-01, 1.148E-06,-9.644E-02, 0.000E+00, 0.000E+00, 7.380E-01, 3.036E-01, 0.000E+00, 3.799E-02
 1.138E+00, 0.000E+00, 0.000E+00, 5.180E-01, 1.129E-06,-1.133E-01, 0.000E+00, 0.000E+00, 7.391E-01, 4.047E-01, 0.000E+00, 3.866E-02
 1.178E+00, 0.000E+00, 0.000E+00, 6.264E-01, 1.223E-06,-1.386E-01, 0.000E+00, 0.000E+00, 7.316E-01, 4.878E-01, 0.000E+00, 3.929E-02
 1.214E+00, 0.000E+00, 0.000E+00, 6.970E-01, 1.020E-06,-1.678E-01, 0.000E+00, 0.000E+00, 7.282E-01, 5.292E-01, 0.000E+00, 3.982E-02
 1.250E+00, 0.000E+00, 0.000E+00, 7.643E-01, 1.009E-06,-1.913E-01, 0.000E+00, 0.000E+00, 7.209E-01, 5.730E-01, 0.000E+00, 4.031E-02
 1.286E+00, 0.000E+00, 0.000E+00, 7.998E-01, 5.403E-07,-2.163E-01, 0.000E+00, 0.000E+00, 7.170E-01, 5.835E-01, 0.000E+00, 4.077E-02
 1.317E+00, 0.000E+00, 0.000E+00, 8.335E-01, 2.527E-07,-2.403E-01, 0.000E+00, 0.000E+00, 7.098E-01, 5.932E-01, 0.000E+00, 4.115E-02
 1.347E+00, 0.000E+00, 0.000E+00, 8.710E-01,-1.333E-07,-2.591E-01, 0.000E+00, 0.000E+00, 6.993E-01, 6.119E-01, 0.000E+00, 4.150E-02
 1.378E+00, 0.000E+00, 0.000E+00, 8.631E-01,-3.412E-07,-2.723E-01, 0.000E+00, 0.000E+00, 6.864E-01, 5.908E-01, 0.000E+00, 4.184E-02
 1.405E+00, 0.000E+00, 0.000E+00, 8.563E-01,-7.308E-07,-2.792E-01, 0.000E+00, 0.000E+00, 6.884E-01, 5.771E-01, 0.000E+00, 4.212E-02
 1.432E+00, 0.000E+00, 0.000E+00, 8.511E-01,-9.234E-07,-2.807E-01, 0.000E+00, 0.000E+00, 6.883E-01, 5.704E-01, 0.000E+00, 4.239E-02
 1.456E+00, 0.000E+00, 0.000E+00, 8.463E-01,-1.325E-06,-2.794E-01, 0.000E+00, 0.000E+00, 6.989E-01, 5.669E-01, 0.000E+00, 4.262E-02
 1.480E+00, 0.000E+00, 0.000E+00, 8.396E-01,-1.468E-06,-2.800E-01, 0.000E+00, 0.000E+00, 7.050E-01, 5.596E-01, 0.000E+00, 4.284E-02
 1.505E+00, 0.000E+00, 0.000E+00, 8.281E-01,-1.795E-06,-2.845E-01, 0.000E+00, 0.000E+00, 7.096E-01, 5.437E-01, 0.000E+00, 4.305E-02
 1.526E+00, 0.000E+00, 0.000E+00, 8.109E-01,-1.998E-06,-2.875E-01, 0.000E+00, 0.000E+00, 7.169E-01, 5.234E-01, 0.000E+00, 4.322E-02
 1.547E+00, 0.000E+00, 0.000E+00, 7.727E-01,-2.365E-06,-2.851E-01, 0.000E+00, 0.000E+00, 7.260E-01, 4.876E-01, 0.000E+00, 4.339E-02
 1.565E+00, 0.000E+00, 0.000E+00, 7.191E-01,-2.580E-06,-2.726E-01, 0.000E+00, 0.000E+00, 7.309E-01, 4.465E-01, 0.000E+00, 4.354E-02
 1.584E+00, 0.000E+00, 0.000E+00, 6.538E-01,-2.872E-06,-2.558E-01, 0.000E+00, 0.000E+00, 7.383E-01, 3.980E-01, 0.000E+00, 4.368E-02
 1.600E+00, 0.000E+00, 0.000E+00, 6.001E-01,-2.997E-06,-2.389E-01, 0.000E+00, 0.000E+00, 7.466E-01, 3.612E-01, 0.000E+00, 4.380E-02
 1.616E+00, 0.000E+00, 0.000E+00, 5.462E-01,-3.174E-06,-2.230E-01, 0.000E+00, 0.000E+00, 7.524E-01, 3.232E-01, 0.000E+00, 4.391E-02
 1.632E+00, 0.000E+00, 0.000E+00, 5.000E-01,-3.191E-06,-2.081E-01, 0.000E+00, 0.000E+00, 7.581E-01, 2.919E-01, 0.000E+00, 4.402E-02
 1.649E+00, 0.000E+00, 0.000E+00, 4.619E-01,-3.188E-06,-1.963E-01, 0.000E+00, 0.000E+00, 7.601E-01, 2.656E-01, 0.000E+00, 4.413E-02
 1.662E+00, 0.000E+00, 0.000E+00, 4.528E-01,-3.133E-06,-1.951E-01, 0.000E+00, 0.000E+00, 7.638E-01, 2.576E-01, 0.000E+00, 4.422E-02
