s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PLUME FLUID MIXTURE
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.941E-02, 0.000E+00, 0.000E+00,-2.585E-02, 0.000E+00,-2.147E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.732E-02, 0.000E+00, 2.330E-03
 9.882E-02, 0.000E+00, 0.000E+00,-7.992E-02,-1.411E-08,-2.259E-02, 0.000E+00, 0.000E+00, 2.418E-02,-1.025E-01, 0.000E+00, 4.664E-03
 1.482E-01, 0.000E+00, 0.000E+00,-1.459E-01,-2.033E-08,-2.633E-02, 0.000E+00, 0.000E+00, 5.903E-02,-1.722E-01, 0.000E+00, 6.977E-03
 1.976E-01, 0.000E+00, 0.000E+00,-2.187E-01,-2.943E-08,-3.672E-02, 0.000E+00, 0.000E+00, 1.044E-01,-2.554E-01, 0.000E+00, 9.255E-03
 2.471E-01, 0.000E+00, 0.000E+00,-2.980E-01,-1.756E-08,-5.372E-02, 0.000E+00, 0.000E+00, 1.531E-01,-3.517E-01, 0.000E+00, 1.149E-02
 2.965E-01, 0.000E+00, 0.000E+00,-3.567E-01,-9.662E-09,-7.364E-02, 0.000E+00, 0.000E+00, 2.030E-01,-4.303E-01, 0.000E+00, 1.367E-02
 3.459E-01, 0.000E+00, 0.000E+00,-4.181E-01, 3.181E-08,-8.960E-02, 0.000E+00, 0.000E+00, 2.543E-01,-5.077E-01, 0.000E+00, 1.579E-02
 3.953E-01, 0.000E+00, 0.000E+00,-4.822E-01, 8.482E-08,-9.501E-02, 0.000E+00, 0.000E+00, 3.057E-01,-5.772E-01, 0.000E+00, 1.785E-02
 4.447E-01, 0.000E+00, 0.000E+00,-5.507E-01, 1.762E-07,-8.566E-02, 0.000E+00, 0.000E+00, 3.573E-01,-6.364E-01, 0.000E+00, 1.983E-02
 4.941E-01, 0.000E+00, 0.000E+00,-5.491E-01, 2.958E-07,-5.054E-02, 0.000E+00, 0.000E+00, 3.990E-01,-5.996E-01, 0.000E+00, 2.172E-02
 5.435E-01, 0.000E+00, 0.000E+00,-5.499E-01, 4.429E-07,-3.052E-02, 0.000E+00, 0.000E+00, 4.317E-01,-5.804E-01, 0.000E+00, 2.354E-02
 5.929E-01, 0.000E+00, 0.000E+00,-5.090E-01, 6.268E-07,-2.922E-02, 0.000E+00, 0.000E+00, 4.786E-01,-5.382E-01, 0.000E+00, 2.527E-02
 6.423E-01, 0.000E+00, 0.000E+00,-3.713E-01, 8.174E-07,-3.144E-02, 0.000E+00, 0.000E+00, 5.086E-01,-4.027E-01, 0.000E+00, 2.691E-02
 6.917E-01, 0.000E+00, 0.000E+00,-2.405E-01, 9.701E-07,-3.471E-02, 0.000E+00, 0.000E+00, 5.355E-01,-2.752E-01, 0.000E+00, 2.846E-02
 7.412E-01, 0.000E+00, 0.000E+00,-9.956E-02, 1.084E-06,-4.053E-02, 0.000E+00, 0.000E+00, 5.659E-01,-1.401E-01, 0.000E+00, 2.992E-02
 7.906E-01, 0.000E+00, 0.000E+00, 7.690E-02, 1.112E-06,-4.569E-02, 0.000E+00, 0.000E+00, 6.013E-01, 3.121E-02, 0.000E+00, 3.129E-02
 8.348E-01, 0.000E+00, 0.000E+00, 2.343E-01, 1.154E-06,-4.813E-02, 0.000E+00, 0.000E+00, 6.195E-01, 1.861E-01, 0.000E+00, 3.245E-02
 8.701E-01, 0.000E+00, 0.000E+00, 3.633E-01, 1.123E-06,-5.047E-02, 0.000E+00, 0.000E+00, 6.341E-01, 3.128E-01, 0.000E+00, 3.332E-02
 9.016E-01, 0.000E+00, 0.000E+00, 4.710E-01, 1.148E-06,-5.536E-02, 0.000E+00, 0.000E+00, 6.402E-01, 4.156E-01, 0.000E+00, 3.407E-02
 9.331E-01, 0.000E+00, 0.000E+00, 5.668E-01, 1.086E-06,-6.231E-02, 0.000E+00, 0.000E+00, 6.487E-01, 5.045E-01, 0.000E+00, 3.478E-02
 9.608E-01, 0.000E+00, 0.000E+00, 6.374E-01, 1.093E-06,-7.348E-02, 0.000E+00, 0.000E+00, 6.527E-01, 5.639E-01, 0.000E+00, 3.538E-02
 9.885E-01, 0.000E+00, 0.000E+00, 7.142E-01, 9.675E-07,-8.661E-02, 0.000E+00, 0.000E+00, 6.580E-01, 6.276E-01, 0.000E+00, 3.595E-02
 1.016E+00, 0.000E+00, 0.000E+00, 7.800E-01, 9.125E-07,-1.009E-01, 0.000E+00, 0.000E+00, 6.620E-01, 6.791E-01, 0.000E+00, 3.650E-02
 1.040E+00, 0.000E+00, 0.000E+00, 8.233E-01, 7.718E-07,-1.135E-01, 0.000E+00, 0.000E+00, 6.667E-01, 7.099E-01, 0.000E+00, 3.695E-02
 1.063E+00, 0.000E+00, 0.000E+00, 8.828E-01, 7.003E-07,-1.262E-01, 0.000E+00, 0.000E+00, 6.659E-01, 7.566E-01, 0.000E+00, 3.739E-02
 1.087E+00, 0.000E+00, 0.000E+00, 9.230E-01, 5.806E-07,-1.381E-01, 0.000E+00, 0.000E+00, 6.675E-01, 7.849E-01, 0.000E+00, 3.781E-02
 1.110E+00, 0.000E+00, 0.000E+00, 9.545E-01, 5.135E-07,-1.463E-01, 0.000E+00, 0.000E+00, 6.690E-01, 8.082E-01, 0.000E+00, 3.821E-02
 1.134E+00, 0.000E+00, 0.000E+00, 9.906E-01, 3.673E-07,-1.494E-01, 0.000E+00, 0.000E+00, 6.698E-01, 8.412E-01, 0.000E+00, 3.860E-02
 1.155E+00, 0.000E+00, 0.000E+00, 9.963E-01, 3.292E-07,-1.487E-01, 0.000E+00, 0.000E+00, 6.703E-01, 8.475E-01, 0.000E+00, 3.892E-02
 1.175E+00, 0.000E+00, 0.000E+00, 1.008E+00, 2.243E-07,-1.449E-01, 0.000E+00, 0.000E+00, 6.714E-01, 8.634E-01, 0.000E+00, 3.924E-02
 1.195E+00, 0.000E+00, 0.000E+00, 1.017E+00, 1.903E-07,-1.420E-01, 0.000E+00, 0.000E+00, 6.742E-01, 8.752E-01, 0.000E+00, 3.954E-02
 1.216E+00, 0.000E+00, 0.000E+00, 1.026E+00,-8.899E-09,-1.438E-01, 0.000E+00, 0.000E+00, 6.773E-01, 8.822E-01, 0.000E+00, 3.984E-02
 1.233E+00, 0.000E+00, 0.000E+00, 1.034E+00,-5.432E-08,-1.453E-01, 0.000E+00, 0.000E+00, 6.822E-01, 8.884E-01, 0.000E+00, 4.007E-02
 1.250E+00, 0.000E+00, 0.000E+00, 1.030E+00,-2.366E-07,-1.504E-01, 0.000E+00, 0.000E+00, 6.842E-01, 8.798E-01, 0.000E+00, 4.030E-02
 1.267E+00, 0.000E+00, 0.000E+00, 1.030E+00,-3.167E-07,-1.621E-01, 0.000E+00, 0.000E+00, 6.898E-01, 8.681E-01, 0.000E+00, 4.053E-02
 1.282E+00, 0.000E+00, 0.000E+00, 1.019E+00,-4.792E-07,-1.693E-01, 0.000E+00, 0.000E+00, 6.961E-01, 8.502E-01, 0.000E+00, 4.071E-02
 1.296E+00, 0.000E+00, 0.000E+00, 9.995E-01,-5.595E-07,-1.715E-01, 0.000E+00, 0.000E+00, 7.015E-01, 8.280E-01, 0.000E+00, 4.089E-02
