s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PLUME FLUID MIXTURE
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.471E-02, 0.000E+00, 0.000E+00, 8.768E-03, 0.000E+00,-3.933E-02, 0.000E+00, 0.000E+00, 0.000E+00,-3.056E-02, 0.000E+00, 1.158E-03
 4.941E-02, 0.000E+00, 0.000E+00,-2.153E-02,-5.966E-09,-3.459E-02, 0.000E+00, 0.000E+00, 1.249E-02,-5.612E-02, 0.000E+00, 2.330E-03
 7.412E-02, 0.000E+00, 0.000E+00,-5.441E-02,-9.894E-09,-3.690E-02, 0.000E+00, 0.000E+00, 2.742E-02,-9.132E-02, 0.000E+00, 3.500E-03
 9.882E-02, 0.000E+00, 0.000E+00,-9.552E-02,-1.484E-08,-3.996E-02, 0.000E+00, 0.000E+00, 5.068E-02,-1.355E-01, 0.000E+00, 4.665E-03
 1.235E-01, 0.000E+00, 0.000E+00,-1.323E-01,-8.856E-09,-4.378E-02, 0.000E+00, 0.000E+00, 7.684E-02,-1.761E-01, 0.000E+00, 5.824E-03
 1.482E-01, 0.000E+00, 0.000E+00,-1.628E-01,-7.618E-09,-4.766E-02, 0.000E+00, 0.000E+00, 1.021E-01,-2.104E-01, 0.000E+00, 6.977E-03
 1.729E-01, 0.000E+00, 0.000E+00,-1.946E-01, 8.699E-09,-5.130E-02, 0.000E+00, 0.000E+00, 1.264E-01,-2.459E-01, 0.000E+00, 8.121E-03
 1.976E-01, 0.000E+00, 0.000E+00,-2.216E-01, 2.202E-08,-5.466E-02, 0.000E+00, 0.000E+00, 1.502E-01,-2.762E-01, 0.000E+00, 9.256E-03
 2.223E-01, 0.000E+00, 0.000E+00,-2.456E-01, 5.272E-08,-5.705E-02, 0.000E+00, 0.000E+00, 1.732E-01,-3.026E-01, 0.000E+00, 1.038E-02
 2.471E-01, 0.000E+00, 0.000E+00,-2.660E-01, 8.639E-08,-5.859E-02, 0.000E+00, 0.000E+00, 1.958E-01,-3.246E-01, 0.000E+00, 1.149E-02
 2.718E-01, 0.000E+00, 0.000E+00,-2.832E-01, 1.361E-07,-5.898E-02, 0.000E+00, 0.000E+00, 2.181E-01,-3.422E-01, 0.000E+00, 1.259E-02
 2.965E-01, 0.000E+00, 0.000E+00,-2.978E-01, 1.960E-07,-5.765E-02, 0.000E+00, 0.000E+00, 2.402E-01,-3.555E-01, 0.000E+00, 1.367E-02
 3.212E-01, 0.000E+00, 0.000E+00,-3.111E-01, 2.714E-07,-5.388E-02, 0.000E+00, 0.000E+00, 2.625E-01,-3.650E-01, 0.000E+00, 1.474E-02
 3.459E-01, 0.000E+00, 0.000E+00,-3.168E-01, 3.620E-07,-4.666E-02, 0.000E+00, 0.000E+00, 2.830E-01,-3.635E-01, 0.000E+00, 1.580E-02
 3.706E-01, 0.000E+00, 0.000E+00,-3.066E-01, 4.642E-07,-3.842E-02, 0.000E+00, 0.000E+00, 3.036E-01,-3.450E-01, 0.000E+00, 1.683E-02
 3.953E-01, 0.000E+00, 0.000E+00,-2.858E-01, 5.822E-07,-3.301E-02, 0.000E+00, 0.000E+00, 3.226E-01,-3.188E-01, 0.000E+00, 1.785E-02
 4.200E-01, 0.000E+00, 0.000E+00,-2.588E-01, 7.064E-07,-3.089E-02, 0.000E+00, 0.000E+00, 3.427E-01,-2.897E-01, 0.000E+00, 1.885E-02
 4.447E-01, 0.000E+00, 0.000E+00,-2.296E-01, 8.367E-07,-2.985E-02, 0.000E+00, 0.000E+00, 3.642E-01,-2.595E-01, 0.000E+00, 1.983E-02
 4.694E-01, 0.000E+00, 0.000E+00,-1.996E-01, 9.654E-07,-2.937E-02, 0.000E+00, 0.000E+00, 3.871E-01,-2.289E-01, 0.000E+00, 2.079E-02
 4.941E-01, 0.000E+00, 0.000E+00,-1.331E-01, 1.074E-06,-2.969E-02, 0.000E+00, 0.000E+00, 4.034E-01,-1.628E-01, 0.000E+00, 2.173E-02
 5.188E-01, 0.000E+00, 0.000E+00,-7.041E-02, 1.163E-06,-3.019E-02, 0.000E+00, 0.000E+00, 4.177E-01,-1.006E-01, 0.000E+00, 2.264E-02
 5.435E-01, 0.000E+00, 0.000E+00, 1.176E-02, 1.216E-06,-3.061E-02, 0.000E+00, 0.000E+00, 4.362E-01,-1.885E-02, 0.000E+00, 2.354E-02
 5.682E-01, 0.000E+00, 0.000E+00, 9.385E-02, 1.255E-06,-3.034E-02, 0.000E+00, 0.000E+00, 4.532E-01, 6.351E-02, 0.000E+00, 2.441E-02
 5.929E-01, 0.000E+00, 0.000E+00, 1.817E-01, 1.263E-06,-2.974E-02, 0.000E+00, 0.000E+00, 4.720E-01, 1.520E-01, 0.000E+00, 2.527E-02
 6.176E-01, 0.000E+00, 0.000E+00, 2.734E-01, 1.283E-06,-2.962E-02, 0.000E+00, 0.000E+00, 4.907E-01, 2.438E-01, 0.000E+00, 2.610E-02
 6.423E-01, 0.000E+00, 0.000E+00, 3.673E-01, 1.274E-06,-3.001E-02, 0.000E+00, 0.000E+00, 5.093E-01, 3.372E-01, 0.000E+00, 2.691E-02
 6.627E-01, 0.000E+00, 0.000E+00, 4.550E-01, 1.271E-06,-3.088E-02, 0.000E+00, 0.000E+00, 5.193E-01, 4.241E-01, 0.000E+00, 2.756E-02
 6.831E-01, 0.000E+00, 0.000E+00, 5.340E-01, 1.241E-06,-3.244E-02, 0.000E+00, 0.000E+00, 5.305E-01, 5.016E-01, 0.000E+00, 2.819E-02
 7.034E-01, 0.000E+00, 0.000E+00, 6.121E-01, 1.229E-06,-3.597E-02, 0.000E+00, 0.000E+00, 5.422E-01, 5.761E-01, 0.000E+00, 2.881E-02
 7.238E-01, 0.000E+00, 0.000E+00, 6.871E-01, 1.184E-06,-4.039E-02, 0.000E+00, 0.000E+00, 5.529E-01, 6.467E-01, 0.000E+00, 2.941E-02
 7.419E-01, 0.000E+00, 0.000E+00, 7.527E-01, 1.158E-06,-4.462E-02, 0.000E+00, 0.000E+00, 5.582E-01, 7.081E-01, 0.000E+00, 2.994E-02
 7.600E-01, 0.000E+00, 0.000E+00, 8.121E-01, 1.107E-06,-5.040E-02, 0.000E+00, 0.000E+00, 5.634E-01, 7.617E-01, 0.000E+00, 3.045E-02
 7.758E-01, 0.000E+00, 0.000E+00, 8.590E-01, 1.078E-06,-5.628E-02, 0.000E+00, 0.000E+00, 5.663E-01, 8.028E-01, 0.000E+00, 3.089E-02
 7.917E-01, 0.000E+00, 0.000E+00, 8.980E-01, 1.022E-06,-6.122E-02, 0.000E+00, 0.000E+00, 5.650E-01, 8.368E-01, 0.000E+00, 3.132E-02
 8.075E-01, 0.000E+00, 0.000E+00, 9.227E-01, 9.838E-07,-6.493E-02, 0.000E+00, 0.000E+00, 5.677E-01, 8.578E-01, 0.000E+00, 3.174E-02
 8.234E-01, 0.000E+00, 0.000E+00, 9.425E-01, 9.238E-07,-6.756E-02, 0.000E+00, 0.000E+00, 5.719E-01, 8.750E-01, 0.000E+00, 3.216E-02
 8.374E-01, 0.000E+00, 0.000E+00, 9.508E-01, 8.942E-07,-6.879E-02, 0.000E+00, 0.000E+00, 5.761E-01, 8.820E-01, 0.000E+00, 3.251E-02
