s,m/s
Time,WVELp6
 0.000E+00, 7.033E-03
 1.581E-01, 9.385E-03
 3.162E-01, 1.751E-02
 4.743E-01, 3.205E-02
 6.325E-01, 5.396E-02
 7.906E-01, 8.601E-02
 9.487E-01, 1.248E-01
 1.107E+00, 1.886E-01
 1.202E+00, 2.351E-01
 1.290E+00, 2.938E-01
 1.378E+00, 3.777E-01
 1.451E+00, 4.783E-01
 1.507E+00, 5.927E-01
 1.557E+00, 7.492E-01
 1.606E+00, 9.944E-01
 1.648E+00, 1.277E+00
 1.690E+00, 1.651E+00
 1.731E+00, 2.099E+00
 1.773E+00, 2.570E+00
 1.815E+00, 2.993E+00
 1.857E+00, 3.297E+00
 1.899E+00, 3.441E+00
 1.940E+00, 3.420E+00
 1.978E+00, 3.298E+00
 2.015E+00, 3.121E+00
 2.052E+00, 2.934E+00
 2.090E+00, 2.764E+00
 2.127E+00, 2.621E+00
 2.164E+00, 2.502E+00
 2.198E+00, 2.408E+00
 2.231E+00, 2.319E+00
 2.265E+00, 2.235E+00
 2.298E+00, 2.156E+00
 2.332E+00, 2.087E+00
 2.365E+00, 2.032E+00
 2.399E+00, 1.998E+00
 2.432E+00, 1.990E+00
 2.462E+00, 2.007E+00
 2.492E+00, 2.046E+00
 2.522E+00, 2.106E+00
 2.551E+00, 2.184E+00
 2.581E+00, 2.275E+00
 2.611E+00, 2.372E+00
 2.641E+00, 2.467E+00
 2.671E+00, 2.549E+00
 2.701E+00, 2.611E+00
 2.731E+00, 2.647E+00
 2.761E+00, 2.654E+00
 2.791E+00, 2.635E+00
 2.820E+00, 2.596E+00
 2.850E+00, 2.544E+00
 2.877E+00, 2.495E+00
 2.903E+00, 2.449E+00
 2.930E+00, 2.409E+00
 2.956E+00, 2.379E+00
 2.983E+00, 2.359E+00
 3.010E+00, 2.351E+00
 3.036E+00, 2.352E+00
 3.063E+00, 2.362E+00
 3.089E+00, 2.377E+00
 3.116E+00, 2.395E+00
 3.142E+00, 2.414E+00
 3.169E+00, 2.431E+00
 3.195E+00, 2.446E+00
 3.222E+00, 2.456E+00
 3.245E+00, 2.462E+00
 3.268E+00, 2.464E+00
 3.291E+00, 2.463E+00
 3.314E+00, 2.459E+00
 3.337E+00, 2.453E+00
 3.359E+00, 2.446E+00
 3.382E+00, 2.438E+00
 3.405E+00, 2.430E+00
 3.428E+00, 2.421E+00
 3.448E+00, 2.414E+00
 3.468E+00, 2.408E+00
 3.489E+00, 2.403E+00
 3.509E+00, 2.398E+00
 3.529E+00, 2.394E+00
 3.549E+00, 2.391E+00
 3.569E+00, 2.388E+00
 3.591E+00, 2.387E+00
 3.613E+00, 2.387E+00
 3.635E+00, 2.388E+00
 3.660E+00, 2.390E+00
 3.684E+00, 2.394E+00
 3.711E+00, 2.398E+00
 3.737E+00, 2.404E+00
 3.764E+00, 2.411E+00
 3.791E+00, 2.418E+00
 3.818E+00, 2.424E+00
 3.844E+00, 2.431E+00
 3.871E+00, 2.437E+00
 3.898E+00, 2.442E+00
 3.925E+00, 2.447E+00
 3.951E+00, 2.450E+00
 3.978E+00, 2.452E+00
 4.008E+00, 2.454E+00
 4.040E+00, 2.454E+00
 4.072E+00, 2.452E+00
 4.105E+00, 2.451E+00
 4.137E+00, 2.449E+00
 4.169E+00, 2.448E+00
 4.202E+00, 2.449E+00
 4.234E+00, 2.451E+00
 4.267E+00, 2.454E+00
 4.299E+00, 2.461E+00
 4.331E+00, 2.469E+00
 4.364E+00, 2.479E+00
 4.396E+00, 2.490E+00
 4.432E+00, 2.502E+00
 4.467E+00, 2.514E+00
 4.503E+00, 2.525E+00
 4.538E+00, 2.533E+00
 4.574E+00, 2.538E+00
 4.610E+00, 2.540E+00
 4.645E+00, 2.538E+00
 4.681E+00, 2.534E+00
 4.717E+00, 2.527E+00
 4.752E+00, 2.520E+00
 4.788E+00, 2.514E+00
 4.823E+00, 2.509E+00
 4.859E+00, 2.506E+00
 4.895E+00, 2.507E+00
 4.930E+00, 2.511E+00
 4.966E+00, 2.517E+00
 5.001E+00, 2.525E+00
 5.037E+00, 2.533E+00
 5.073E+00, 2.540E+00
 5.108E+00, 2.544E+00
 5.144E+00, 2.545E+00
 5.179E+00, 2.542E+00
 5.215E+00, 2.535E+00
 5.251E+00, 2.525E+00
 5.286E+00, 2.512E+00
 5.322E+00, 2.499E+00
 5.361E+00, 2.484E+00
 5.400E+00, 2.472E+00
 5.439E+00, 2.462E+00
 5.479E+00, 2.457E+00
 5.518E+00, 2.455E+00
 5.557E+00, 2.457E+00
 5.596E+00, 2.461E+00
 5.635E+00, 2.465E+00
 5.674E+00, 2.468E+00
 5.714E+00, 2.469E+00
 5.753E+00, 2.468E+00
 5.792E+00, 2.464E+00
 5.831E+00, 2.458E+00
 5.870E+00, 2.450E+00
 5.909E+00, 2.439E+00
 5.949E+00, 2.427E+00
 5.988E+00, 2.414E+00
 6.027E+00, 2.400E+00
 6.066E+00, 2.386E+00
 6.105E+00, 2.374E+00
 6.144E+00, 2.363E+00
 6.184E+00, 2.354E+00
 6.223E+00, 2.350E+00
 6.262E+00, 2.350E+00
 6.301E+00, 2.356E+00
 6.340E+00, 2.368E+00
 6.379E+00, 2.387E+00
 6.419E+00, 2.410E+00
 6.458E+00, 2.436E+00
 6.497E+00, 2.461E+00
 6.536E+00, 2.483E+00
 6.575E+00, 2.498E+00
 6.614E+00, 2.505E+00
 6.654E+00, 2.503E+00
 6.693E+00, 2.492E+00
 6.732E+00, 2.476E+00
 6.771E+00, 2.458E+00
 6.810E+00, 2.442E+00
 6.849E+00, 2.431E+00
 6.889E+00, 2.427E+00
 6.928E+00, 2.432E+00
 6.967E+00, 2.445E+00
 7.006E+00, 2.461E+00
 7.045E+00, 2.478E+00
 7.084E+00, 2.491E+00
 7.124E+00, 2.496E+00
 7.163E+00, 2.491E+00
 7.202E+00, 2.476E+00
 7.241E+00, 2.453E+00
 7.280E+00, 2.424E+00
 7.319E+00, 2.394E+00
 7.353E+00, 2.368E+00
 7.387E+00, 2.344E+00
 7.421E+00, 2.323E+00
 7.455E+00, 2.305E+00
 7.488E+00, 2.290E+00
 7.522E+00, 2.278E+00
 7.556E+00, 2.269E+00
 7.590E+00, 2.264E+00
 7.624E+00, 2.262E+00
 7.657E+00, 2.266E+00
 7.691E+00, 2.274E+00
 7.725E+00, 2.288E+00
 7.759E+00, 2.307E+00
 7.793E+00, 2.332E+00
 7.826E+00, 2.359E+00
 7.860E+00, 2.389E+00
 7.894E+00, 2.419E+00
 7.928E+00, 2.447E+00
 7.962E+00, 2.470E+00
 7.995E+00, 2.488E+00
 8.029E+00, 2.498E+00
 8.063E+00, 2.501E+00
 8.097E+00, 2.498E+00
 8.131E+00, 2.490E+00
 8.164E+00, 2.480E+00
 8.198E+00, 2.469E+00
 8.232E+00, 2.460E+00
 8.266E+00, 2.455E+00
 8.300E+00, 2.453E+00
 8.333E+00, 2.455E+00
 8.367E+00, 2.460E+00
 8.401E+00, 2.467E+00
 8.435E+00, 2.475E+00
 8.469E+00, 2.482E+00
 8.502E+00, 2.487E+00
 8.536E+00, 2.489E+00
 8.570E+00, 2.486E+00
 8.604E+00, 2.478E+00
 8.638E+00, 2.466E+00
 8.671E+00, 2.448E+00
 8.705E+00, 2.427E+00
 8.739E+00, 2.403E+00
 8.773E+00, 2.377E+00
 8.807E+00, 2.349E+00
 8.840E+00, 2.320E+00
 8.874E+00, 2.288E+00
 8.908E+00, 2.253E+00
 8.942E+00, 2.215E+00
 8.976E+00, 2.172E+00
 9.009E+00, 2.126E+00
 9.043E+00, 2.077E+00
 9.077E+00, 2.029E+00
 9.111E+00, 1.985E+00
 9.145E+00, 1.949E+00
 9.178E+00, 1.926E+00
 9.212E+00, 1.919E+00
 9.246E+00, 1.933E+00
 9.280E+00, 1.968E+00
 9.314E+00, 2.026E+00
 9.347E+00, 2.106E+00
 9.378E+00, 2.192E+00
 9.408E+00, 2.287E+00
 9.438E+00, 2.383E+00
 9.469E+00, 2.473E+00
 9.499E+00, 2.547E+00
 9.529E+00, 2.599E+00
 9.560E+00, 2.624E+00
 9.590E+00, 2.623E+00
 9.620E+00, 2.598E+00
 9.650E+00, 2.558E+00
 9.681E+00, 2.511E+00
 9.711E+00, 2.467E+00
 9.741E+00, 2.431E+00
 9.772E+00, 2.410E+00
 9.802E+00, 2.405E+00
 9.832E+00, 2.416E+00
 9.863E+00, 2.439E+00
 9.893E+00, 2.470E+00
 9.923E+00, 2.504E+00
 9.953E+00, 2.535E+00
 9.984E+00, 2.560E+00
 1.001E+01, 2.575E+00
 1.004E+01, 2.578E+00
 1.007E+01, 2.571E+00
 1.011E+01, 2.552E+00
 1.014E+01, 2.525E+00
 1.017E+01, 2.493E+00
 1.021E+01, 2.458E+00
 1.024E+01, 2.419E+00
 1.027E+01, 2.377E+00
 1.031E+01, 2.330E+00
 1.034E+01, 2.277E+00
 1.037E+01, 2.219E+00
 1.041E+01, 2.157E+00
 1.044E+01, 2.094E+00
 1.047E+01, 2.035E+00
 1.051E+01, 1.985E+00
 1.054E+01, 1.950E+00
 1.057E+01, 1.935E+00
 1.061E+01, 1.945E+00
 1.064E+01, 1.982E+00
 1.067E+01, 2.039E+00
 1.070E+01, 2.119E+00
 1.073E+01, 2.218E+00
 1.076E+01, 2.330E+00
 1.079E+01, 2.447E+00
 1.082E+01, 2.558E+00
 1.085E+01, 2.651E+00
 1.088E+01, 2.716E+00
 1.091E+01, 2.747E+00
 1.094E+01, 2.743E+00
 1.097E+01, 2.709E+00
 1.100E+01, 2.652E+00
 1.103E+01, 2.585E+00
 1.106E+01, 2.519E+00
 1.109E+01, 2.458E+00
 1.112E+01, 2.417E+00
 1.115E+01, 2.400E+00
 1.119E+01, 2.403E+00
 1.122E+01, 2.423E+00
 1.125E+01, 2.457E+00
 1.129E+01, 2.492E+00
 1.133E+01, 2.522E+00
 1.136E+01, 2.540E+00
 1.140E+01, 2.543E+00
 1.143E+01, 2.532E+00
 1.147E+01, 2.509E+00
 1.151E+01, 2.479E+00
 1.154E+01, 2.447E+00
 1.158E+01, 2.414E+00
 1.161E+01, 2.381E+00
 1.165E+01, 2.349E+00
 1.168E+01, 2.315E+00
 1.172E+01, 2.276E+00
 1.176E+01, 2.229E+00
 1.179E+01, 2.175E+00
 1.183E+01, 2.115E+00
 1.186E+01, 2.051E+00
 1.190E+01, 1.988E+00
 1.194E+01, 1.934E+00
 1.197E+01, 1.894E+00
 1.201E+01, 1.877E+00
 1.204E+01, 1.889E+00
 1.208E+01, 1.934E+00
 1.211E+01, 2.004E+00
 1.214E+01, 2.102E+00
 1.217E+01, 2.221E+00
 1.221E+01, 2.353E+00
 1.224E+01, 2.484E+00
 1.227E+01, 2.599E+00
 1.230E+01, 2.681E+00
 1.234E+01, 2.722E+00
 1.237E+01, 2.719E+00
 1.240E+01, 2.676E+00
 1.243E+01, 2.608E+00
 1.246E+01, 2.542E+00
 1.249E+01, 2.479E+00
 1.251E+01, 2.427E+00
 1.254E+01, 2.389E+00
 1.257E+01, 2.370E+00
 1.259E+01, 2.368E+00
 1.262E+01, 2.384E+00
 1.265E+01, 2.413E+00
 1.268E+01, 2.453E+00
 1.271E+01, 2.505E+00
 1.274E+01, 2.563E+00
 1.277E+01, 2.616E+00
 1.280E+01, 2.654E+00
 1.284E+01, 2.673E+00
 1.287E+01, 2.667E+00
 1.290E+01, 2.639E+00
 1.294E+01, 2.590E+00
 1.297E+01, 2.526E+00
 1.300E+01, 2.456E+00
 1.303E+01, 2.385E+00
 1.307E+01, 2.320E+00
 1.310E+01, 2.265E+00
 1.313E+01, 2.223E+00
 1.317E+01, 2.193E+00
 1.320E+01, 2.174E+00
 1.323E+01, 2.163E+00
 1.326E+01, 2.157E+00
 1.330E+01, 2.153E+00
 1.333E+01, 2.150E+00
 1.336E+01, 2.144E+00
 1.340E+01, 2.137E+00
 1.343E+01, 2.129E+00
 1.346E+01, 2.121E+00
 1.349E+01, 2.116E+00
 1.353E+01, 2.117E+00
 1.356E+01, 2.125E+00
 1.359E+01, 2.144E+00
 1.362E+01, 2.175E+00
 1.366E+01, 2.220E+00
 1.369E+01, 2.278E+00
 1.372E+01, 2.347E+00
 1.376E+01, 2.421E+00
 1.379E+01, 2.496E+00
 1.382E+01, 2.563E+00
 1.385E+01, 2.616E+00
 1.389E+01, 2.652E+00
 1.392E+01, 2.668E+00
 1.395E+01, 2.667E+00
 1.398E+01, 2.657E+00
 1.400E+01, 2.640E+00
 1.403E+01, 2.619E+00
 1.406E+01, 2.597E+00
 1.409E+01, 2.575E+00
 1.412E+01, 2.556E+00
 1.415E+01, 2.540E+00
 1.417E+01, 2.527E+00
 1.420E+01, 2.517E+00
 1.423E+01, 2.512E+00
 1.425E+01, 2.508E+00
 1.428E+01, 2.506E+00
 1.430E+01, 2.506E+00
 1.433E+01, 2.506E+00
 1.435E+01, 2.506E+00
 1.438E+01, 2.503E+00
 1.440E+01, 2.497E+00
 1.443E+01, 2.486E+00
 1.445E+01, 2.467E+00
 1.449E+01, 2.437E+00
 1.452E+01, 2.393E+00
 1.455E+01, 2.338E+00
 1.458E+01, 2.277E+00
 1.462E+01, 2.213E+00
 1.465E+01, 2.150E+00
 1.468E+01, 2.090E+00
 1.472E+01, 2.036E+00
 1.475E+01, 1.988E+00
 1.478E+01, 1.947E+00
 1.482E+01, 1.915E+00
 1.485E+01, 1.893E+00
 1.488E+01, 1.883E+00
 1.492E+01, 1.885E+00
 1.495E+01, 1.903E+00
 1.498E+01, 1.939E+00
 1.502E+01, 1.993E+00
 1.505E+01, 2.065E+00
 1.508E+01, 2.154E+00
 1.512E+01, 2.258E+00
 1.515E+01, 2.371E+00
 1.518E+01, 2.482E+00
 1.522E+01, 2.581E+00
 1.525E+01, 2.654E+00
