Time,HF_z20,HF_z50,HF_z75,HF_z100
[s],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
0.189726,5.637862999999999,1.691052,0.21881199999999998,-0.382771
0.39,5.7866079,1.8333243,0.35856820000000006,-0.24293329999999996
0.59,5.788359,1.8661979,0.3834817,-0.2180684
0.79,5.6601300000000005,1.70727,0.25063100000000005,-0.32404600000000006
0.99,5.613781,1.621766,0.160044,-0.434884
1.19,5.702524,1.58697,0.11125599999999997,-0.49700900000000003
1.39,5.788417000000001,1.5453269999999997,0.065274,-0.55101
1.59,5.759272,1.478389,0.017286000000000003,-0.60187
1.79,5.836419,1.4254830000000003,-0.030829999999999982,-0.647365
1.99,5.927087,1.398422,-0.07427200000000005,-0.6864969999999999
2.19,6.010161,1.3729789999999997,-0.11154800000000006,-0.7180809999999999
2.39,6.296984999999999,1.516877,-0.14431599999999997,-0.7448279999999999
2.59,6.864807000000001,1.933628,-0.15249000000000001,-0.784442
2.79,9.07339,1.9961563,0.08151399999999995,-0.814455
2.99,7.586511000000001,2.563909,0.23801499999999998,-0.8390489999999999
3.19,7.503672000000001,2.1266297,0.5321812,-0.375796
3.39,6.7122935,1.944527,0.41249,-0.330449
3.59,6.6899584,1.7885660000000003,0.25172700000000003,-0.266624
3.79,7.6038369999999995,1.6745779999999997,0.07810199999999992,-0.46919900000000003
3.99,11.88884,1.678739,0.023668000000000005,-0.5993729999999999
4.19,10.502,4.19412,-0.007678999999999974,-0.670032
4.39,8.99428,3.27292,1.3653,-0.699449
4.59,8.96376,2.6411759999999997,0.705347,0.109815
4.79,8.29193,3.2480789999999997,0.817224,-0.1466098
4.99,7.567457,2.907137,0.6986300000000001,-0.23421199999999998
5.19,7.418919,2.491157,1.041012,-0.1692563
5.39,7.746878,2.008972,0.48422129999999997,0.06815600000000001
5.59,8.044016000000001,1.937221,0.39548799999999995,-0.422105
5.79,10.76294,1.810974,0.26082,-0.4045
5.99,10.258370000000001,3.8002700000000003,0.14853199999999997,-0.5979829999999999
6.19,15.23075,2.483433,0.8953949999999999,-0.54779
6.39,11.67623,3.7168599999999996,0.6515413999999999,-0.698168
6.59,11.66865,4.07917,1.53367,-0.061213699999999996
6.79,12.881900000000002,3.96731,2.372436,-0.03156989999999999
6.99,11.82646,4.99665,1.1848899999999998,1.0666170000000001
7.19,12.9895,3.2577409999999998,1.3819249999999998,-0.006623999999999995
7.39,12.658990000000001,5.92873,0.264657,-0.07756829999999999
7.59,13.87193,3.42322,2.827783,-0.285418
7.79,13.451649999999999,5.64682,1.057763,-0.014078400000000001
7.99,12.66421,4.539440000000001,2.065738,0.52146
8.19,17.62399,2.3295120000000002,1.854519,0.273031
8.39,14.80162,5.10854,1.270327,1.156783
8.59,16.22704,4.013229999999999,1.5523930000000001,1.187992
8.79,13.1362,5.202120000000001,1.935238,-0.32553899999999997
8.99,21.0047,3.3004290000000003,1.7907799999999998,0.268225
9.19,11.08101,6.3846300000000005,2.875671,0.526272
9.39,15.31341,2.799529,2.050532,0.879017
9.59,17.69924,5.95293,1.1876710000000001,0.4145027
9.79,17.92157,5.26204,1.959308,0.1542108
9.99,15.28657,7.909610000000001,2.1331040000000003,0.0770002
10.19,17.39484,3.07986,2.2979220000000002,-0.015149800000000014
10.39,17.76316,2.899115,3.0216950000000002,1.0428835
10.59,20.969099999999997,4.66275,1.380795,0.8570582
10.79,18.965190000000003,4.00872,1.0085520000000001,-0.0677199
10.99,22.1387,5.760700000000001,0.7839961000000001,-0.223812
11.19,12.85409,6.91288,1.73556,-0.0382078
11.39,23.441800000000004,2.790779,2.235134,0.31474330000000006
11.59,11.780610000000001,6.44741,4.411392,0.29178000000000004
11.79,19.37785,2.6168589,1.312947,0.9130306
11.99,18.08194,7.18982,0.37607300000000005,-0.04137420000000001
12.19,19.143690000000003,4.38373,2.73598,-0.4055746
12.39,19.20064,3.7987399999999996,1.791048,2.5498606000000006
12.59,23.2834,4.98673,3.333823,0.7546621
12.79,19.56087,6.273899999999999,1.228144,0.05835910000000001
