Time,HF_z20,HF_z50,HF_z75,HF_z100
[s],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
0.189726,3.4752669999999997,2.147605,-0.2115495,-0.549344
0.39,3.420423,2.088519,-0.21185930000000003,-0.612741
0.59,3.3217130000000004,1.951188,-0.3232615,-0.7781679999999999
0.79,3.3367739999999997,1.9688189999999999,-0.47804840000000004,-0.795489
0.99,3.310465,1.9234500000000003,-0.4190746,-0.8313509999999998
1.19,3.4102609999999998,1.9274319999999998,-0.4574904,-0.831866
1.39,3.3933370000000003,1.8849559999999996,-0.5210359,-0.9769909999999999
1.59,3.592451,1.869864,-0.46934040000000005,-0.8780840000000001
1.79,3.9784058,1.887397,-0.4951534,-0.887404
1.99,4.841550999999999,1.898553,-0.4842153,-0.960794
2.19,4.6432340000000005,1.9089280000000004,-0.536081,-0.9012939999999999
2.39,4.7226550000000005,1.9355009999999997,-0.5320229999999999,-0.951106
2.59,3.6677360000000006,2.306487,-0.457235,-0.9545950000000001
2.79,3.7493799999999995,2.118103,-0.604577,-0.987606
2.99,3.788219,1.9255840000000002,-0.590588,-1.01239
3.19,3.871264,2.0137549999999997,-0.24595100000000003,-0.985778
3.39,4.129192800000001,2.4334959999999994,-0.302336,-0.8834500000000001
3.59,4.028224,2.339175,-0.548291,-0.741366
3.79,5.028274000000001,2.969172,-0.22657000000000002,-0.7165219999999999
3.99,4.468117,2.459955,0.024605000000000005,-0.7640540000000001
4.19,5.051646,2.6379315,0.1974127,-0.8832369999999999
4.39,5.164648000000001,2.950308,-0.342874,-0.16955499999999998
4.59,5.0667219999999995,2.385583,-0.031169999999999986,-0.7058009999999999
4.79,4.3646074,3.525183,0.36345299999999997,-0.374201
4.99,4.580369500000001,2.6610571,0.2206007,-0.145533
5.19,4.733732,2.375984,-0.219867,-0.41990999999999995
5.39,4.837459,2.573368,-0.12961499999999998,-0.7550060000000001
5.59,5.218291,2.7053847,0.04925999999999999,-0.644633
5.79,5.63135,2.276146,-0.11901000000000002,-0.541336
5.99,5.534092,2.7434808,-0.269303,-0.6427350000000001
6.19,5.71036,2.4333400000000003,-0.48486799999999997,-0.57884
6.39,4.834719999999999,2.6340529999999998,-0.22524,-0.997232
6.59,5.169026,2.330932,-0.48572800000000005,-0.381781
6.79,5.200456,2.6979026999999998,-0.2443,-0.809492
6.99,4.8809276,2.916689,-0.24247499999999997,-0.714579
7.19,5.93221,3.053571,0.727107,-0.95965
7.39,6.74738,2.5373959999999998,0.23393819999999999,-0.06940499999999997
7.59,4.89976128,2.9503209999999997,-0.19966800000000004,-0.2999806
7.79,6.33392,3.1736850000000003,1.356191,-0.637151
7.99,6.12408,3.2857929999999995,-0.061342000000000015,0.7820779999999999
8.19,5.935111,3.305115,0.114368,-0.434886
8.39,9.35736,2.9889099999999997,-0.320156,-0.685375
8.59,7.044449999999999,4.50525,1.008759,-0.8852749999999998
8.79,6.4713,2.530577,1.4017730000000002,-0.08200699999999998
8.99,6.0471260000000004,3.1925209999999997,-0.158155,-0.2194857
9.19,9.16331,4.41827,0.2941403,-0.741366
9.39,8.05631,4.453069999999999,1.261592,-0.906516
9.59,7.46368,3.4439979999999997,1.7890659999999998,-1.0306199999999999
9.79,9.544979999999999,2.9660062,0.1895659,0.042289999999999994
9.99,5.863037,3.7282260000000003,0.5348099999999999,-0.407189
10.19,6.442889999999999,2.790908,-0.04474099999999998,0.2696650000000001
10.39,7.554530000000001,4.84938,0.00011899999999999978,-0.512946
10.59,8.11657,4.1852,1.580916,-0.01581
10.79,6.076582999999999,3.9549860000000003,0.501225,0.27113200000000004
10.99,7.4770199999999996,2.869725,0.431606,-0.591831
11.19,8.658700000000001,2.8753699999999998,0.022524000000000002,-0.7117129999999999
11.39,6.172206,4.90124,-0.07436699999999999,-0.712507
11.59,6.574229,3.0169950000000005,1.146183,-0.970949
11.79,8.068940000000001,2.9473700000000003,0.25615814,-0.5695030000000001
11.99,6.229562,3.2973549999999996,0.795181,0.187152
12.19,6.3268510000000004,2.9234430000000002,0.428637,-0.17846189999999998
