Time,HF_z20,HF_z50,HF_z75,HF_z100
[s],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
0.189726,4.599399999999999,2.0685849,0.1760564,-0.33346960000000003
0.39,4.439407,1.944612,0.07597299999999998,-0.435027
0.59,4.372015,1.8726069999999997,-0.01503200000000001,-0.573275
0.79,4.314334999999999,1.824952,-0.07830500000000001,-0.6954199999999999
0.99,4.291367,1.768592,-0.12732600000000002,-0.798363
1.19,4.3161059999999996,1.7289169999999998,-0.190555,-0.8727829999999999
1.39,4.537280000000001,1.678333,-0.236144,-0.899034
1.59,4.79243,1.6501290000000002,-0.302573,-0.859488
1.79,5.282206,1.6548049999999999,-0.279413,-0.882803
1.99,6.0581179999999994,1.6379949999999999,-0.314567,-0.907884
2.19,5.600806,1.737144,-0.33984499999999995,-0.8849199999999999
2.39,6.716279999999999,2.390957,-0.3608700000000001,-0.959224
2.59,6.72726,2.984283,0.101464,-0.9887039999999999
2.79,5.965806,3.2790190000000004,0.35176730000000006,-1.0291960000000002
2.99,4.9353940000000005,2.366605,0.448792,-0.944826
3.19,5.663556,2.502582,0.09241700000000003,-0.44673699999999994
3.39,5.535941000000001,1.994994,0.620281,-0.529246
3.59,5.580406,2.110733,0.03765500000000003,-0.25991069999999994
3.79,6.246631000000001,2.07547,0.04092399999999998,-0.579328
3.99,6.690600000000001,2.010948,0.07951,-0.6539790000000001
4.19,5.814449000000001,3.4747399999999997,-0.160589,-0.6829120000000001
4.39,5.4942144,2.3317454000000004,0.825927,-0.738392
4.59,5.8100190000000005,1.89076,0.14434699999999998,-0.507467
4.79,5.9665539999999995,1.9374650000000002,-0.219409,-0.1708703
4.99,6.69553,2.726827,-0.22635899999999998,-0.657007
5.19,6.8646899999999995,2.097502,-0.015557999999999992,-0.93895
5.39,6.533034,2.2673330000000003,-0.09368399999999998,-0.46766399999999997
5.59,5.8646829,3.2701689999999997,0.114291,-0.701332
5.79,6.188059,3.081775,0.650817,-0.40662400000000004
5.99,6.418662,2.641779,0.7726179999999999,-0.08429499999999998
6.19,6.690179,2.578935,-0.08417200000000002,-0.459438
6.39,5.732882,2.914187,0.156281,-0.621118
6.59,9.67043,2.111722,0.30641830000000003,-0.445106
6.79,7.3523000000000005,2.4491227,0.15866499999999997,-0.2968265
6.99,8.12274,2.4579437000000004,0.21828,-0.640332
7.19,6.212626609999999,3.453859,1.2242339999999998,-0.33428399999999997
7.39,6.035596,2.203458,0.4569398,0.07042599999999999
7.59,6.473493,2.008464,0.256764,0.07273499999999998
7.79,8.01802,2.2956169999999996,0.3239797,-0.546504
7.99,7.209588000000001,2.1381419999999998,0.647323,-0.390829
8.19,8.73474,3.77611,0.21014800000000003,0.40660499999999994
8.39,7.53508,3.56981,0.488038,-0.3052022
8.59,8.48432,2.481545,1.3958130000000002,0.9803109999999999
8.79,9.3258,3.1883909999999998,0.31873450000000003,-0.22368035
8.99,9.616530000000001,3.788,0.7874680000000001,-0.1996775
9.19,8.472370000000002,3.5627389999999997,1.231643,-0.2577795
9.39,10.54412,4.273560000000001,0.623184,0.38587799999999994
9.59,7.093598,2.9207129999999997,-0.17565200000000003,-0.6580790000000001
9.79,8.56696,2.837258,1.6123049999999999,-0.455156
9.99,8.783209999999999,3.088337,1.1449939999999998,0.002397999999999996
10.19,9.683440000000001,3.85143,0.8947970000000001,-0.06383499999999998
10.39,10.62706,3.972,0.922024,-0.2290016
10.59,8.25226,4.77748,1.167596,0.40533199999999997
10.79,8.82174,2.123864,0.612187,-0.1546039
10.99,9.27078,4.05995,0.012184000000000026,-0.48805499999999996
11.19,9.90067,4.359889999999999,1.150306,-0.42774
11.39,9.58913,2.396487,0.13408399999999995,-0.1596849
11.59,9.380139999999999,4.54397,-0.027425000000000012,-0.5998430000000001
11.79,9.72976,2.4075450000000003,2.175274,-0.5629649999999999
11.99,8.247995000000001,3.699853,0.964348,0.847014
12.19,9.28672,4.8026599999999995,0.775132,0.26615
12.39,10.40309,3.4018829999999998,1.5907630000000001,-0.415485
12.59,12.502189999999999,3.9786000000000006,2.1723649999999997,0.629544
12.79,9.19071,3.339029,2.6811350000000003,1.157328
12.99,9.26445,3.465878,0.009324999999999988,-0.089243
13.19,12.596350000000001,4.46447,0.7868869999999999,-0.631381
13.39,9.50353,4.17566,0.571303,-0.2136473
13.59,9.64656,4.22607,1.090883,0.489215
13.79,11.812790000000001,3.541979,0.7754099999999999,0.9255630000000001
13.99,10.64771,5.3703199999999995,0.711789,0.08289999999999997
14.19,11.937610000000001,2.6052220000000004,1.8235899999999998,1.177232
14.39,11.45499,4.20218,0.4053686,0.6082190000000001
14.59,11.760639999999999,5.7859799999999995,2.989387,0.44375400000000004
14.79,11.06874,4.38687,0.35264999999999996,1.2759280000000002
14.99,10.749600000000001,3.567455,0.360538,-0.34011
15.19,12.77475,5.486440000000001,1.970795,0.21389800000000003
15.39,12.068430000000001,7.0764,3.4349700000000003,1.1669029999999998
15.59,9.873689999999998,4.36468,1.988183,-0.357544
15.79,12.40643,3.483159,0.018364000000000033,0.230224
15.99,11.259009999999998,4.60096,2.6634799999999994,1.596308
16.19,9.840182,3.919993,1.668022,0.7256630000000001
16.39,15.07247,4.024193,0.7863109999999999,0.6780729999999999
16.59,11.01256,5.23056,0.434568,0.11198799999999998
16.79,13.787580000000002,4.14551,3.037699,-0.20386669999999998
16.99,12.78933,3.915698,0.09445199999999994,0.782196
17.19,13.22107,5.57457,1.117545,-0.24389460000000002
17.39,12.18908,4.19737,5.350096,0.8225739999999999
17.59,10.934299999999999,4.4107899999999995,0.7406569999999999,2.337072
17.79,12.06426,3.6816660000000003,0.5361876,-0.2358666
17.99,15.111580000000002,7.22989,0.5939846400000001,-0.54844
18.19,13.029459999999998,4.73874,3.83063,2.1375699999999997
18.39,14.91516,5.09199,2.9240699999999995,1.628059
18.59,12.90609,3.1757849,2.017835,2.300996
18.79,14.51407,5.9288,1.847776,0.9756079999999999
18.99,14.11103,5.40747,1.8376590000000002,1.774693
19.19,14.706040000000002,5.31309,3.10816,0.5366949999999999
19.39,14.33098,5.14853,0.2878510000000001,0.44540199999999996
19.59,14.769140000000002,6.1343700000000005,2.331886,-0.32463200000000003
19.79,18.394989999999996,4.946020000000001,2.4230169999999998,-0.5224650000000001
19.99,11.805487000000001,5.58022,2.151256,2.370388
20.19,15.6604,3.843789,1.428266,1.9721309999999999
20.39,18.742279999999997,4.420907000000001,0.478371,-0.23352969999999998
20.59,17.73307,8.17708,0.34761300000000006,-0.7708430000000001
20.79,16.32479,6.11979,1.1412309999999999,0.651889
20.99,16.06448,6.11113,4.874518,-0.04618379999999999
21.19,13.92499,5.3295900000000005,1.6813099999999999,2.1188450000000003
21.39,20.88137,4.307569,0.19034399999999999,0.45755499999999993
21.59,15.148539999999999,6.58818,1.874784,1.08117
21.79,11.226316,4.3996900000000005,3.8908850000000004,1.869056
21.99,16.76196,3.3487380000000004,0.7679076,1.1006599999999997
22.19,25.987940000000002,4.844245,2.9263719999999998,0.6869979999999999
22.39,16.0365,8.35192,3.3662030000000005,1.284461
22.59,15.645290000000001,5.10933,3.209551,3.116024
22.79,15.42993,3.8242329999999995,0.988629,1.292878
22.99,14.451210000000001,5.25854,0.33106899999999995,-0.1751501
23.19,21.609920000000002,3.648285,0.8753082,-0.0548181
23.39,19.80648,6.06561,0.875451,0.917657
23.59,15.315769999999999,4.605171,1.780909,0.7562158
23.79,15.39149,5.18376,1.644144,-0.4971361
23.99,20.90069,4.322163,1.9467019999999997,0.201902
24.19,21.48371,7.13941,2.910294,0.148488
24.39,14.031049999999999,4.230327999999999,1.3233119999999998,3.734295
24.59,18.27178,5.02854,0.44780999999999993,0.34023659999999994
24.79,18.29073,6.04595,1.3230149999999998,0.068957
24.99,21.31041,10.716709999999999,1.461685,1.124097
25.19,14.75666,5.75111,0.7154759999999999,2.8639585000000003
25.39,16.9825,4.415768,0.88192278,0.8533558
25.59,33.6768,5.989319999999999,1.0334470000000002,-0.05667169999999999
25.79,21.20071,12.634789999999999,2.1994920000000002,1.29903
25.99,15.367074,4.425413,3.75963,1.0331154999999999
26.19,21.9722,3.8938309999999996,0.7128860000000001,0.4230984
26.39,17.44191,4.96558,0.7147380000000001,-0.637124
26.59,18.67511,3.955822,0.48258200000000007,-0.263973
26.79,14.3352,4.415119,2.701082,-0.31549
26.99,15.563348999999999,3.9760146,0.830998,1.362838
27.19,19.192534,5.24905,0.575081,-0.1974024
27.39,18.018909999999998,6.06788,2.097416,-0.5163078000000001
27.59,16.57305,4.356683,4.15451,5.87420269
27.79,18.813,4.615926,0.8433499999999999,0.09254760000000001
27.99,18.47904,4.619027,3.52412,0.5066508
28.19,20.140279999999997,9.655869999999998,7.557925,1.3430273
28.39,13.785425,5.37791,3.1280699999999997,3.446446
28.59,20.24982,4.342448899999999,1.0642213999999999,0.12261926
28.79,17.75554,4.71093,1.0321129999999998,-0.4495826
28.99,32.500800000000005,7.5104500000000005,0.621629,-0.3003364
29.19,14.494039999999998,3.9559055999999995,3.61011,2.609167
29.39,17.60092,3.8884239999999997,0.6393980000000001,0.8088217000000001
29.59,16.165114,4.673647,0.7654560000000001,-0.24619689
29.79,39.228,5.44257,0.804588,0.0317606
29.99,16.00439,4.048694,2.16434,2.4177149
30.19,17.23461,4.198142,1.529953,0.7069715
30.39,18.155230000000003,5.822476,1.4296662999999998,-0.24267990000000003
