Time,HRR
24.79,24.50346
24.99,30.24803
25.19,29.3521
25.39,28.11094
25.59,28.96146
25.79,30.994
25.99,31.94064
26.19,27.16152
26.39,33.668980000000005
26.59,30.93957
26.79,27.27434
26.99,29.860490000000002
27.19,32.7116
27.39,35.60181
27.59,27.837709999999998
27.79,34.50624
27.99,34.84257
28.19,29.74976
28.39,34.42044
28.59,33.24332
28.79,35.65476
28.99,30.48375
29.19,37.48843
29.39,41.12469
29.59,28.52852
29.79,37.67393
29.99,39.82935
30.19,33.54314
30.39,33.77974
30.59,37.693419999999996
30.79,42.217220000000005
30.99,30.85366
31.19,41.34185
31.39,42.807370000000006
31.59,29.02475
31.79,34.99059
31.99,39.07821
32.19,45.81087
32.39,34.192879999999995
32.59,41.98486
32.79,42.972449999999995
32.99,34.382
33.19,40.891040000000004
33.39,43.87708
33.59,41.08496
33.79,35.716029999999996
33.99,43.14446
34.19,45.74178
34.39,32.48739
34.59,42.322559999999996
34.79,49.94403
34.99,37.96835
35.19,38.786139999999996
35.39,42.9521
35.59,53.21235
35.79,35.16943
35.99,45.27386
36.19,43.8219
36.39,53.29685
36.59,38.90514
36.79,45.51364
36.99,48.47894
37.19,41.7685
37.39,49.64942
37.59,52.85918
37.79,36.84776
37.99,40.80773000000001
38.19,49.76945
38.39,54.93381
38.59,42.00498
38.79,47.95548
38.99,57.99175
39.19,39.82815
39.39,45.39419
39.59,52.05524
39.79,51.732279999999996
39.99,43.28509
40.19,55.58428
40.39,60.44589
40.59,39.64824
40.79,42.71745
40.99,61.14886
41.19,47.871790000000004
41.39,43.59429
41.59,40.08276
41.79,48.175839999999994
41.99,63.40985
42.19,54.71011
42.39,52.43225
42.59,59.88714
42.79,42.097519999999996
42.99,47.37267
43.19,61.719629999999995
43.39,43.64642
43.59,41.14175
43.79,56.57105
43.99,61.72769
44.19,40.74246
44.39,44.29287
44.59,61.81597
44.79,58.46906
44.99,43.658139999999996
45.19,50.28743
45.39,59.689370000000004
45.59,48.218849999999996
45.79,44.985279999999996
45.99,49.75554
46.19,59.59615
46.39,49.56732
46.59,51.32136
46.79,54.61749
46.99,55.0121
47.19,53.54268
47.39,63.490449999999996
47.59,53.53197
47.79,41.356910000000006
47.99,52.70377
48.19,71.04354
48.39,39.313629999999996
48.59,48.11139
48.79,44.053779999999996
48.99,63.91827
49.19,51.99085
49.39,54.200160000000004
49.59,51.111309999999996
49.79,49.665519999999994
49.99,59.39262
50.19,58.45396
50.39,57.18216
50.59,56.90642
50.79,58.027029999999996
50.99,42.948010000000004
51.19,58.89863
51.39,67.56342
51.59,49.61547
51.79,43.91328
51.99,67.31017999999999
52.19,62.75028
52.39,43.177730000000004
52.59,41.34019
52.79,63.54168
52.99,72.68861
53.19,49.32325
53.39,44.99395
53.59,62.42358
53.79,73.03258
53.99,44.36127
54.19,47.38001
54.39,57.74702
54.59,67.76058
54.79,49.38915
54.99,62.29213
55.19,65.92782000000001
55.39,43.67819
55.59,46.96527
55.79,65.90223
55.99,64.69524
56.19,42.70521
56.39,48.990809999999996
56.59,76.07130000000001
56.79,60.04785
56.99,47.61327
57.19,50.59858
57.39,66.39389999999999
57.59,62.458870000000005
57.79,48.75167
57.99,47.39866000000001
58.19,64.74916
58.39,59.68744
58.59,54.87869
58.79,56.67799
58.99,67.73415
59.19,51.55716
59.39,70.37968
59.59,66.48718
59.79,43.93816
59.99,47.67527
60.19,71.59196
60.39,59.36481
60.59,55.24613
60.79,50.8525
60.99,60.24499
61.19,63.96661
61.39,54.33016000000001
61.59,65.64967
61.79,62.57847
61.99,51.62177
62.19,64.96693
62.39,71.49942
62.59,44.49757
62.79,49.50093
62.99,71.32023
63.19,63.554
63.39,54.09878
63.59,48.782019999999996
63.79,61.80008
63.99,66.70468
64.19,60.22542
64.39,55.70976
64.59,77.73813
64.79,50.49889
64.99,62.250989999999994
65.19,80.45694999999999
65.39,46.228139999999996
65.59,43.72923
65.79,61.76657
65.99,83.29846
66.19,52.95097
66.39,50.65656
66.59,59.85561
66.79,60.65111
66.99,55.624050000000004
67.19,66.13521
67.39,70.05169000000001
67.59,51.801449999999996
67.79,62.351440000000004
67.99,80.05297999999999
68.19,44.60519
68.39,48.69461
68.59,64.77157
68.79,71.28232000000001
68.99,47.68264
69.19,55.31552
69.39,67.59478
69.59,59.34326
69.79,61.91399
69.99,70.17992
70.19,59.81843
70.39,51.96206
70.59,71.52369
70.79,62.77006
70.99,53.02458
71.19,55.42194
71.39,77.17828
71.59,51.07628
71.79,53.639019999999995
71.99,52.588089999999994
72.19,75.091
72.39,58.48592
72.59,63.45247
72.79,63.74603
72.99,63.73732
73.19,57.06969
73.39,68.39403
73.59,63.31994
73.79,48.80688
73.99,64.4267
74.19,79.72489
74.39,47.98932
74.59,56.58287
74.79,77.24933999999999
74.99,50.94469
75.19,53.14591
75.39,65.90937
75.59,79.74748
75.79,53.4386
75.99,56.89053
76.19,71.77539999999999
76.39,61.071059999999996
76.59,57.37172
76.79,66.07045
76.99,69.78211999999999
77.19,56.65133
77.39,75.6216
77.59,71.57063000000001
77.79,46.05088
77.99,55.55864
78.19,78.98636
78.39,53.47997
78.59,60.65334
78.79,53.78767
78.99,69.21368
79.19,58.156639999999996
79.39,62.74634
79.59,75.73695
79.79,58.256589999999996
79.99,55.349650000000004
80.19,79.48953999999999
80.39,58.40542
80.59,47.48901
80.79,58.17738
80.99,84.87101
81.19,54.080040000000004
81.39,54.90357
81.59,56.93299
81.79,78.29535
81.99,55.12811
82.19,58.432900000000004
82.39,75.11341
82.59,51.6676
82.79,60.466190000000005
82.99,75.89721
83.19,63.41451
83.39,45.35354
83.59,59.7071
83.79,79.98103
83.99,54.12064
84.19,55.03322
84.39,57.56218
84.59,86.91125
84.79,50.95335
84.99,56.854
85.19,85.9558
85.39,48.604980000000005
85.59,55.902519999999996
85.79,72.84339999999999
85.99,57.06298
86.19,51.831900000000005
86.39,63.777120000000004
86.59,77.76911
86.79,54.28571
86.99,56.70004
87.19,76.5187
87.39,51.99871
87.59,65.42305999999999
87.79,83.56214
87.99,48.029410000000006
88.19,44.062349999999995
88.39,64.35933
88.59,65.57217999999999
88.79,55.40379
88.99,66.16013000000001
89.19,63.07737
89.39,66.28786
89.59,55.9657
89.79,80.98152999999999
89.99,76.38235
90.19,45.27979
90.39,62.91171
90.59,75.11624
90.79,63.031099999999995
90.99,46.27213
91.19,58.776559999999996
91.39,76.08563000000001
91.59,60.41762
91.79,59.12911
91.99,55.576910000000005
92.19,79.87536999999999
92.39,54.58446
92.59,54.569410000000005
92.79,71.13771000000001
92.99,64.92748
93.19,56.66893
93.39,68.60815
93.59,73.78927
93.79,54.61609
93.99,51.605160000000005
94.19,76.55923
94.39,56.72491
94.59,58.70405
94.79,66.83078
94.99,76.47084
95.19,59.280809999999995
95.39,74.2196
95.59,67.29188
95.79,45.70865
95.99,53.468900000000005
96.19,79.02761
96.39,59.56104
96.59,51.999120000000005
96.79,52.353199999999994
96.99,72.19441
97.19,66.58904
97.39,60.72777
97.59,66.98776
97.79,67.30959
97.99,56.109550000000006
98.19,76.05717
98.39,68.66625
98.59,45.86164
98.79,56.31288
98.99,78.27859
99.19,58.54617
99.39,50.37742
99.59,50.46018
99.79,76.32945
99.99,65.41035
100.19,61.36746
100.39,48.301790000000004
100.59,72.6191
100.79,59.594879999999996
100.99,61.30664
101.19,81.07583
101.39,54.85729
101.59,53.919830000000005
101.79,73.03552
101.99,62.31298
102.19,52.124480000000005
102.39,59.70423
102.59,77.17000999999999
102.79,51.4936
102.99,53.43798
103.19,67.79462
103.39,69.48569
103.59,55.754239999999996
103.79,63.54294
103.99,81.73864999999999
104.19,54.30176
104.39,67.73104
104.59,77.10761
104.79,44.63508
104.99,46.02225
105.19,63.33773
105.39,81.17211999999999
105.59,55.038059999999994
105.79,58.42313
105.99,56.01001
106.19,67.25314999999999
106.39,77.69416
106.59,59.83018
106.79,77.90444000000001
106.99,52.41066
107.19,63.72833
107.39,74.07116
107.59,49.40404
107.79,49.23896
107.99,77.05829
108.19,76.24347999999999
108.39,46.17741
108.59,47.18141000000001
108.79,77.01797
108.99,67.37979
109.19,63.21511
109.39,46.83597
109.59,66.78895
109.79,66.49021
109.99,57.044599999999996
110.19,69.72647
110.39,67.2744
110.59,56.88918
110.79,78.55284
110.99,74.53011000000001
111.19,47.075129999999994
111.39,55.95494
111.59,72.45602000000001
111.79,68.24466000000001
111.99,50.34177
112.19,60.13572
112.39,73.8107
112.59,57.19483
112.79,52.888160000000006
112.99,61.11204
113.19,85.02112
113.39,54.92424
113.59,54.8808
113.79,60.99328
113.99,81.038
114.19,55.08817
114.39,60.278059999999996
114.59,68.77408
114.79,59.11166
114.99,60.0591
115.19,81.64998
115.39,54.49702
115.59,44.278059999999996
115.79,55.966800000000006
115.99,86.36513000000001
116.19,59.59783
116.39,60.03394
116.59,59.00703
116.79,63.37022
116.99,67.13337
117.19,62.45665
117.39,82.73049
117.59,51.532120000000006
117.79,70.97573
117.99,78.96454
118.19,45.59042
118.39,48.66847
118.59,67.44611
118.79,78.959
118.99,53.231019999999994
119.19,54.16029
119.39,61.27025
119.59,62.88617
119.79,58.54376
119.99,62.41375
120.19,88.16873
120.39,41.17608
120.59,46.70496
120.79,32.194990000000004
120.99,4.959581
121.19,0.5336318
121.39,0.11024540000000001
121.59,0.023022099999999997
121.79,0.004207237
121.99,0.0008290837
122.19,0.0001807038
122.39,4.6376380000000004e-05
122.59,1.506783e-05
122.79,5.583454e-06
122.99,2.174443e-06
123.19,1.029244e-06
123.39,5.996707e-07
123.59,4.086529e-07
123.79,3.009205e-07
123.99,2.5595830000000005e-07
124.19,2.38374e-07
124.39,2.308526e-07
124.59,2.270164e-07
124.79,2.255007e-07
124.99,2.2638519999999998e-07
125.19,2.245587e-07
125.39,2.217656e-07
125.59,2.206976e-07
125.79,2.244205e-07
125.99,2.231379e-07
126.19,2.2222609999999999e-07
126.39,2.207295e-07
126.59,2.190249e-07
126.79,2.236618e-07
126.99,2.254669e-07
127.19,2.219632e-07
127.39,2.2313540000000001e-07
127.59,2.2117130000000002e-07
127.79,2.20127e-07
127.99,2.217772e-07
128.19,2.2410520000000002e-07
128.39,2.2081499999999998e-07
128.59,2.236492e-07
128.79,2.2838479999999998e-07
128.99,2.2071990000000001e-07
129.19,2.232483e-07
129.39,2.189836e-07
129.59,2.218445e-07
129.79,2.222309e-07
129.99,2.2267829999999998e-07
