s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.0579326E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0579326E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0142968E-001, 2.0616314E+000,-3.2095725E-001, 1.3660058E-002,-2.9305752E-002,-7.4444163E-005, 0.0000000E+000, 0.0000000E+000, 1.6551732E+000, 1.7249541E+000, 1.6608290E-002, 6.4951410E-005,-1.2325785E-067,-3.4281959E-058
 1.0005151E+000, 5.3177301E+000,-1.1656007E+000,-3.0905627E-001,-1.2097677E-002,-1.4388543E-004, 0.0000000E+000, 0.0000000E+000, 3.6247202E+000, 3.8308316E+000, 4.4036338E-002, 1.6654797E-004,-1.6350200E-057,-1.5348028E-051
 1.5003841E+000, 9.1031334E+000,-1.9260570E+000,-4.9755491E+000,-1.5587502E-002,-1.8798579E-004, 0.0000000E+000, 0.0000000E+000, 1.9662743E+000, 2.1857518E+000, 5.9175031E-002, 2.2360980E-004,-1.2816425E-053,-1.4218641E-048
 2.0007343E+000, 1.0541184E+001,-2.2515736E+000,-8.2602387E+000,-1.5834947E-002,-1.9669178E-004, 0.0000000E+000, 0.0000000E+000,-2.0557339E-001, 1.3340540E-002, 6.5899197E-002, 2.4896317E-004,-1.7488878E-051,-7.1209640E-047
 2.5009608E+000, 1.1636155E+001,-2.3661821E+000,-8.0535115E+000,-1.9167397E-002,-1.9951128E-004, 0.0000000E+000, 0.0000000E+000, 9.0326903E-001, 1.1970940E+000, 6.8566852E-002, 2.5902094E-004,-3.9815965E-050,-8.7247790E-046
 3.0004671E+000, 1.1732763E+001,-2.4902076E+000,-9.0206163E+000,-1.7922650E-002,-2.0261403E-004, 0.0000000E+000, 0.0000000E+000,-6.9142204E-002, 2.0381382E-001, 6.9575878E-002, 2.6282482E-004,-3.3297411E-049,-4.7240430E-045
 3.5003958E+000, 1.2179949E+001,-2.5070093E+000,-9.2066616E+000,-1.5138087E-002,-1.9956842E-004, 0.0000000E+000, 0.0000000E+000, 1.6065683E-001, 4.5094044E-001, 6.9951029E-002, 2.6423909E-004,-1.4807005E-048,-1.5005720E-044
 4.0006394E+000, 1.1885953E+001,-2.4288785E+000,-8.6107736E+000,-1.7070128E-002,-1.9956896E-004, 0.0000000E+000, 0.0000000E+000, 3.8622961E-001, 8.2903109E-001, 7.0089727E-002, 2.6476204E-004,-4.1148602E-048,-3.1780035E-044
 4.5009294E+000, 1.2097188E+001,-2.5162769E+000,-8.6015016E+000,-2.2651910E-002,-2.0063712E-004, 0.0000000E+000, 0.0000000E+000, 5.1309568E-001, 9.5655695E-001, 7.0140836E-002, 2.6495471E-004,-8.3776156E-048,-5.1544523E-044
 5.0001292E+000, 1.2018205E+001,-2.5312077E+000,-9.0239582E+000,-2.2667690E-002,-1.9450438E-004, 0.0000000E+000, 0.0000000E+000, 4.5135608E-003, 4.4017657E-001, 7.0159628E-002, 2.6502555E-004,-1.3494341E-047,-6.8678332E-044
 5.5001121E+000, 1.2252181E+001,-2.4423430E+000,-9.1906836E+000,-2.2524678E-002,-2.0063103E-004, 0.0000000E+000, 0.0000000E+000, 1.4868985E-001, 5.9642896E-001, 7.0166543E-002, 2.6505162E-004,-1.8089274E-047,-7.7832601E-044
 6.0002465E+000, 1.1955342E+001,-2.5302108E+000,-1.0155786E+001,-1.9364983E-002,-2.0029111E-004, 0.0000000E+000, 0.0000000E+000,-1.0202586E+000,-7.5021953E-001, 7.0169090E-002, 2.6506122E-004,-2.0737924E-047,-7.6200150E-044
 6.5000329E+000, 1.2337287E+001,-2.5894630E+000,-8.4711311E+000,-1.7073846E-002,-2.0167091E-004, 0.0000000E+000, 0.0000000E+000, 8.9573483E-001, 1.2594177E+000, 7.0170028E-002, 2.6506476E-004,-2.1742366E-047,-6.7941526E-044
 7.0008068E+000, 1.1941623E+001,-2.3692889E+000,-7.4563785E+000,-1.8374213E-002,-2.0336882E-004, 0.0000000E+000, 0.0000000E+000, 1.5640998E+000, 2.0973781E+000, 7.0170372E-002, 2.6506606E-004,-2.0918332E-047,-5.5351803E-044
 7.5000405E+000, 1.1950165E+001,-2.4332547E+000,-1.0253375E+001,-2.9715353E-002,-2.0010575E-004, 0.0000000E+000, 0.0000000E+000,-1.1583186E+000,-7.6637993E-001, 7.0170499E-002, 2.6506654E-004,-1.8950661E-047,-4.2051822E-044
 8.0007448E+000, 1.2352471E+001,-2.5127072E+000,-9.5784785E+000,-2.1118635E-002,-2.0435291E-004, 0.0000000E+000, 0.0000000E+000,-1.5191459E-001, 2.3996197E-001, 7.0170546E-002, 2.6506671E-004,-1.6294599E-047,-3.0104385E-044
 8.5008993E+000, 1.1857580E+001,-2.4144879E+000,-8.6471236E+000,-2.0953041E-002,-1.9991751E-004, 0.0000000E+000, 0.0000000E+000, 3.5860721E-001, 7.7481530E-001, 7.0170563E-002, 2.6506678E-004,-1.3618035E-047,-2.0705957E-044
 9.0007257E+000, 1.2012398E+001,-2.5340125E+000,-9.7963782E+000,-2.0245662E-002,-2.0183146E-004, 0.0000000E+000, 0.0000000E+000,-8.0909999E-001,-3.3844021E-001, 7.0170569E-002, 2.6506680E-004,-1.0841383E-047,-1.3506910E-044
 9.5007372E+000, 1.2206654E+001,-2.4946188E+000,-8.4388064E+000,-1.8086846E-002,-2.0189892E-004, 0.0000000E+000, 0.0000000E+000, 7.9397233E-001, 1.2549397E+000, 7.0170572E-002, 2.6506681E-004,-8.4673368E-048,-8.5734130E-045
 1.0000918E+001, 1.2170845E+001,-2.4626157E+000,-9.6454047E+000,-2.1087075E-002,-2.0315900E-004, 0.0000000E+000, 0.0000000E+000,-2.3386897E-001, 4.1534570E-002, 7.0170573E-002, 2.6506681E-004,-6.4947906E-048,-5.2852785E-045
 1.0500587E+001, 1.1985938E+001,-2.4595854E+000,-9.1103984E+000,-1.7799963E-002,-1.9937288E-004, 0.0000000E+000, 0.0000000E+000,-4.2669416E-002, 3.9795506E-001, 7.0170573E-002, 2.6506681E-004,-4.9831396E-048,-3.1971758E-045
 1.1000296E+001, 1.2003654E+001,-2.4818442E+000,-9.0215231E+000,-2.4471878E-002,-2.0276478E-004, 0.0000000E+000, 0.0000000E+000, 8.7986903E-002, 4.7561224E-001, 7.0170573E-002, 2.6506681E-004,-3.9026210E-048,-1.9278233E-045
 1.1500435E+001, 1.2004857E+001,-2.4198340E+000,-8.6524794E+000,-1.7684347E-002,-2.0184527E-004, 0.0000000E+000, 0.0000000E+000, 5.0715267E-001, 9.1465720E-001, 7.0170573E-002, 2.6506681E-004,-3.1404869E-048,-1.1698063E-045
 1.2000332E+001, 1.2287275E+001,-2.5434690E+000,-9.7654278E+000,-2.1762551E-002,-2.0306036E-004, 0.0000000E+000, 0.0000000E+000,-3.7830405E-001,-4.3586956E-002, 7.0170573E-002, 2.6506681E-004,-2.6452122E-048,-7.3333289E-046
 1.2500365E+001, 1.1891488E+001,-2.5114937E+000,-9.7771060E+000,-2.1702141E-002,-2.0304516E-004, 0.0000000E+000, 0.0000000E+000,-7.3936790E-001,-4.1901735E-001, 7.0170573E-002, 2.6506681E-004,-2.3692816E-048,-4.9400905E-046
 1.3000181E+001, 1.2352876E+001,-2.5500850E+000,-8.3492073E+000,-2.2587619E-002,-2.0213933E-004, 0.0000000E+000, 0.0000000E+000, 1.0827487E+000, 1.4307940E+000, 7.0170573E-002, 2.6506681E-004,-2.2702767E-048,-3.7331341E-046
 1.3500283E+001, 1.1991677E+001,-2.4405326E+000,-8.6582307E+000,-1.8896272E-002,-2.0300935E-004, 0.0000000E+000, 0.0000000E+000, 3.9832946E-001, 8.7381430E-001, 7.0170573E-002, 2.6506681E-004,-2.2963898E-048,-3.2171673E-046
 1.4000587E+001, 1.2024691E+001,-2.4710680E+000,-9.7797079E+000,-2.3398902E-002,-1.9978627E-004, 0.0000000E+000, 0.0000000E+000,-5.5030946E-001,-2.4968362E-001, 7.0170573E-002, 2.6506681E-004,-2.3907134E-048,-3.0569748E-046
 1.4500535E+001, 1.2204325E+001,-2.5133062E+000,-8.3621732E+000,-1.7263282E-002,-2.0282441E-004, 0.0000000E+000, 0.0000000E+000, 8.6472154E-001, 1.3113795E+000, 7.0170573E-002, 2.6506681E-004,-2.4773853E-048,-3.0046483E-046
 1.5000164E+001, 1.1972651E+001,-2.4728319E+000,-9.8043443E+000,-2.5479005E-002,-2.0397288E-004, 0.0000000E+000, 0.0000000E+000,-7.3641954E-001,-3.3020803E-001, 7.0170573E-002, 2.6506681E-004,-2.5160520E-048,-2.9338991E-046
 1.5500961E+001, 1.2025071E+001,-2.3975457E+000,-9.0744920E+000,-1.8705338E-002,-2.0008148E-004, 0.0000000E+000, 0.0000000E+000, 9.8286718E-002, 5.3412798E-001, 7.0170573E-002, 2.6506681E-004,-2.4571999E-048,-2.7679995E-046
 1.6000647E+001, 1.1897416E+001,-2.3977572E+000,-9.4328842E+000,-2.1628044E-002,-2.0044300E-004, 0.0000000E+000, 0.0000000E+000,-3.3377293E-001, 4.4945711E-002, 7.0170573E-002, 2.6506681E-004,-2.3311129E-048,-2.5488324E-046
 1.6500790E+001, 1.2163103E+001,-2.5406650E+000,-9.4928458E+000,-2.3478713E-002,-2.0225677E-004, 0.0000000E+000, 0.0000000E+000,-2.9643598E-001, 1.0591133E-001, 7.0170573E-002, 2.6506681E-004,-2.1633906E-048,-2.3119686E-046
 1.7000586E+001, 1.2088572E+001,-2.4739454E+000,-9.5595528E+000,-2.3114953E-002,-2.0165335E-004, 0.0000000E+000, 0.0000000E+000,-2.2080284E-001, 3.1757260E-002, 7.0170573E-002, 2.6506681E-004,-2.0078299E-048,-2.1123301E-046
 1.7500919E+001, 1.2348716E+001,-2.5045975E+000,-8.1749274E+000,-1.8503634E-002,-2.0331731E-004, 0.0000000E+000, 0.0000000E+000, 1.2145057E+000, 1.6504839E+000, 7.0170573E-002, 2.6506681E-004,-1.9031023E-048,-1.9779431E-046
 1.8000488E+001, 1.1658932E+001,-2.3442690E+000,-9.0773128E+000,-2.9699332E-002,-2.0041596E-004, 0.0000000E+000, 0.0000000E+000,-2.2504818E-001, 2.0745085E-001, 7.0170573E-002, 2.6506681E-004,-1.8612280E-048,-1.9104272E-046
 1.8500786E+001, 1.2436932E+001,-2.5671051E+000,-1.0113558E+001,-2.8738557E-002,-2.0346689E-004, 0.0000000E+000, 0.0000000E+000,-5.5635527E-001,-2.7267337E-001, 7.0170573E-002, 2.6506681E-004,-1.8976232E-048,-1.9203011E-046
 1.9000360E+001, 1.2001661E+001,-2.5429519E+000,-9.5868705E+000,-1.9690080E-002,-2.0238264E-004, 0.0000000E+000, 0.0000000E+000,-4.3430109E-001,-1.4805367E-001, 7.0170573E-002, 2.6506681E-004,-1.9676982E-048,-1.9621428E-046
 1.9500763E+001, 1.1772440E+001,-2.5010656E+000,-8.5365193E+000,-2.0167090E-002,-2.0001307E-004, 0.0000000E+000, 0.0000000E+000, 4.1606647E-001, 7.1448759E-001, 7.0170573E-002, 2.6506681E-004,-2.0493024E-048,-2.0263721E-046
 2.0000000E+001, 1.2359760E+001,-2.5919506E+000,-8.6905521E+000,-1.8399936E-002,-2.0424698E-004, 0.0000000E+000, 0.0000000E+000, 7.2829471E-001, 1.0586528E+000, 7.0170573E-002, 2.6506681E-004,-2.1131893E-048,-2.1470426E-046
