s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0002642E+000, 9.0068583E+000,-1.8159552E+000,-7.0799694E+000,-1.6241714E-002, 1.9872091E-003, 0.0000000E+000,-3.6506148E-002, 9.9164560E-002, 6.0173052E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0245584E-002, 1.7759854E-004, 2.1951869E-005
 1.0000259E+001, 9.0077758E+000,-1.7520489E+000,-7.2923615E+000,-1.5075311E-002, 1.9711169E-003, 0.0000000E+000,-3.5863265E-002,-3.4294203E-002,-8.5602166E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8886148E-002, 1.7759855E-004, 2.1951871E-005
 1.1000297E+001, 9.0364177E+000,-1.7266327E+000,-7.7164662E+000,-1.2420449E-002, 1.9794325E-003, 0.0000000E+000,-3.5843372E-002,-4.1723822E-001,-4.5296553E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7526318E-002, 1.7759855E-004, 2.1951871E-005
 1.2000057E+001, 9.0617348E+000,-1.6493168E+000,-7.1029530E+000,-1.1408406E-002, 1.9862124E-003, 0.0000000E+000,-3.5652335E-002, 3.1034017E-001, 2.6439040E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6165105E-002, 1.7759855E-004, 2.1951872E-005
 1.3000160E+001, 8.9737961E+000,-1.5395626E+000,-7.5960309E+000,-1.2549854E-002, 1.9893900E-003, 0.0000000E+000,-3.4383404E-002,-1.7130003E-001,-2.0674122E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4804782E-002, 1.7759855E-004, 2.1951872E-005
 1.4000306E+001, 8.7865213E+000,-1.4221298E+000,-7.5327144E+000,-1.1755974E-002, 1.8963893E-003, 0.0000000E+000,-3.4233451E-002,-1.5840366E-001,-2.1241592E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3445737E-002, 1.7759855E-004, 2.1951872E-005
 1.5000044E+001, 8.9628864E+000,-1.3815671E+000,-7.2504035E+000,-9.0041147E-003, 1.8068753E-003, 0.0000000E+000,-3.2035881E-002, 3.3867857E-001, 2.9168268E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2084952E-002, 1.7759855E-004, 2.1951872E-005
 1.6000267E+001, 9.0571416E+000,-1.3105876E+000,-7.2527658E+000,-1.0051459E-002, 1.8009713E-003, 0.0000000E+000,-3.3467758E-002, 5.0833006E-001, 4.5206994E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0725177E-002, 1.7759855E-004, 2.1951872E-005
 1.7000523E+001, 8.9297054E+000,-1.2014697E+000,-8.4772531E+000,-1.0357643E-002, 1.7786888E-003, 0.0000000E+000,-3.3030003E-002,-7.4626984E-001,-7.9062632E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9367155E-002, 1.7759855E-004, 2.1951872E-005
 1.8000698E+001, 8.6723855E+000,-1.0527857E+000,-7.3133165E+000,-8.8208045E-003, 1.6579005E-003, 0.0000000E+000,-3.2173512E-002, 3.2396884E-001, 2.6694690E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800900E-001, 1.7759855E-004, 2.1951872E-005
 1.9000216E+001, 9.0527881E+000,-1.0625933E+000,-8.3294727E+000,-9.5224239E-003, 1.5327882E-003, 0.0000000E+000,-3.2590949E-002,-3.0812938E-001,-3.7985854E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664761E-001, 1.7759855E-004, 2.1951872E-005
 2.0000341E+001, 8.9050939E+000,-9.8499683E-001,-7.9675777E+000,-1.0196216E-002, 1.5475351E-003, 0.0000000E+000,-3.1301955E-002,-3.0959766E-002,-8.7431317E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528601E-001, 1.7759855E-004, 2.1951872E-005
 2.1000002E+001, 8.9006125E+000,-9.2875433E-001,-8.3857918E+000,-1.0540513E-002, 1.3854974E-003, 0.0000000E+000,-3.1544555E-002,-3.9729732E-001,-4.5463318E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392460E-001, 1.7759855E-004, 2.1951872E-005
 2.2000265E+001, 8.7662024E+000,-8.2239966E-001,-7.7130254E+000,-9.0536936E-003, 1.2804928E-003, 0.0000000E+000,-3.0679202E-002, 2.3118521E-001, 1.9232499E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256505E-001, 1.7759855E-004, 2.1951872E-005
 2.3000290E+001, 8.9899881E+000,-7.6133430E-001,-8.1580120E+000,-9.5373976E-003, 1.2739731E-003, 0.0000000E+000,-3.0126612E-002, 7.9709071E-002, 3.2251786E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120573E-001, 1.7759855E-004, 2.1951872E-005
 2.4000025E+001, 8.9270507E+000,-7.1183168E-001,-7.7573569E+000,-8.3462597E-003, 1.1656802E-003, 0.0000000E+000,-2.9199214E-002, 4.7406252E-001, 4.2148230E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984464E-001, 1.7759855E-004, 2.1951872E-005
 2.5000465E+001, 8.8394592E+000,-6.4857823E-001,-7.9886147E+000,-8.3256310E-003, 1.0907512E-003, 0.0000000E+000,-3.0062444E-002, 2.0064096E-001, 1.6496892E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848573E-001, 1.7759855E-004, 2.1951872E-005
 2.6000334E+001, 8.8171260E+000,-5.7714466E-001,-8.6710044E+000,-7.5814032E-003, 1.0337767E-003, 0.0000000E+000,-2.9488721E-002,-4.1667438E-001,-4.6705941E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712746E-001, 1.7759855E-004, 2.1951872E-005
 2.7000364E+001, 8.9731050E+000,-5.5081030E-001,-8.5844244E+000,-5.9192717E-003, 1.0126563E-003, 0.0000000E+000,-2.8215615E-002,-1.5390115E-001,-1.9525195E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576655E-001, 1.7759855E-004, 2.1951872E-005
 2.8000343E+001, 9.0143976E+000,-4.9737883E-001,-8.2630711E+000,-7.0126218E-003, 9.7773089E-004, 0.0000000E+000,-2.8389668E-002, 2.6389052E-001, 2.1952319E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440658E-001, 1.7759855E-004, 2.1951872E-005
 2.9000044E+001, 8.7737899E+000,-4.4096950E-001,-8.6694406E+000,-6.9056391E-003, 9.4402725E-004, 0.0000000E+000,-2.8453148E-002,-3.2325922E-001,-3.7103496E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304550E-001, 1.7759855E-004, 2.1951872E-005
 3.0000063E+001, 9.0821859E+000,-3.8231305E-001,-8.4979416E+000,-6.6900723E-003, 9.0771156E-004, 0.0000000E+000,-2.7888125E-002, 2.0268977E-001, 1.6826079E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168408E-001, 1.7759855E-004, 2.1951872E-005
 3.1000042E+001, 8.5809481E+000,-2.7743459E-001,-8.2012061E+000,-8.6464758E-003, 8.9840455E-004, 0.0000000E+000,-2.6644645E-002, 9.3273493E-002, 6.7914658E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032455E-001, 1.7759855E-004, 2.1951872E-005
 3.2000385E+001, 8.7926999E+000,-2.2955502E-001,-8.6745463E+000,-5.2657199E-003, 8.2982324E-004, 0.0000000E+000,-2.7034760E-002,-1.1742579E-001,-1.4287211E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896599E-001, 1.7759855E-004, 2.1951872E-005
 3.3000557E+001, 8.6204802E+000,-1.6215535E-001,-8.5407603E+000,-4.9687973E-003, 7.6797190E-004, 0.0000000E+000,-2.6336226E-002,-9.7727655E-002,-1.1297254E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760865E-001, 1.7759855E-004, 2.1951872E-005
 3.4000568E+001, 7.6502667E+000,-1.0929007E-001,-8.6411042E+000,-3.5755282E-003, 5.1979968E-004, 0.0000000E+000,-2.4618016E-002,-1.1199096E+000,-1.1278014E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4625091E-001, 1.7759855E-004, 2.1951872E-005
 3.5001137E+001, 6.8102818E+000,-6.6380444E-002,-6.3584370E+000,-1.1844734E-003, 3.2697848E-004, 0.0000000E+000,-2.4395716E-002, 3.6238396E-001, 3.6021113E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5489270E-001, 1.7759855E-004, 2.1951872E-005
 3.6001263E+001, 5.9980243E+000,-3.9192676E-002,-6.7383433E+000,-1.4449337E-003, 2.3097717E-004, 0.0000000E+000,-2.4933750E-002,-8.0780202E-001,-8.0565937E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6353643E-001, 1.7759855E-004, 2.1951872E-005
 3.7000767E+001, 5.7333882E+000,-2.3825116E-002,-6.4604988E+000,-1.2961738E-003, 1.6044200E-004, 0.0000000E+000,-2.4704008E-002,-7.9123556E-001,-7.7677542E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7217681E-001, 1.7759855E-004, 2.1951872E-005
 3.8000053E+001, 5.0505720E+000,-1.3083558E-002,-5.3239999E+000,-3.1850481E-004, 1.3128266E-004, 0.0000000E+000,-2.1804601E-002,-3.1734776E-001,-3.0850325E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8081113E-001, 1.7759855E-004, 2.1951872E-005
 3.9000175E+001, 2.6519126E+000,-5.5751257E-003,-3.4134803E+000,-8.5997888E-005, 1.1296093E-004, 0.0000000E+000,-1.8852947E-002,-8.0117063E-001,-7.8596880E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8944851E-001, 1.7759855E-004, 2.1951872E-005
 4.0000805E+001, 9.0895646E-001,-2.6477184E-003,-1.4544576E+000, 1.1446053E-004, 1.0626069E-004, 0.0000000E+000,-1.0057494E-002,-5.7416916E-001,-5.5798564E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9809041E-001, 1.7759855E-004, 2.1951872E-005
 4.1001381E+001, 1.4339627E-001,-1.0460311E-003,-4.6651041E-001, 5.3636136E-005, 1.0665052E-004, 0.0000000E+000,-1.7479019E-003,-3.3757036E-001,-3.2574778E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0673676E-001, 1.7759855E-004, 2.1951872E-005
 4.2000881E+001, 2.8589189E-002,-3.3829508E-004,-1.9945624E-001, 3.8433941E-005, 1.1447018E-004, 0.0000000E+000,-5.7618579E-004,-1.8298239E-001,-1.7162863E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537632E-001, 1.7759855E-004, 2.1951872E-005
 4.3001102E+001, 3.3373947E-004,-9.2312076E-005,-8.8362530E-002, 5.2036208E-005, 1.2170245E-004, 0.0000000E+000,-5.5694092E-004,-9.9774141E-002,-8.8504305E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2401522E-001, 1.7759855E-004, 2.1951872E-005
 4.4000393E+001, 1.6445078E-008, 1.1743864E-005,-1.7860860E-002, 5.8322866E-005, 1.2371684E-004, 0.0000000E+000,-5.3142345E-004,-2.9501321E-002,-1.8198483E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3265381E-001, 1.7759855E-004, 2.1951872E-005
 4.5000690E+001, 1.9426625E-011, 3.8555984E-005, 3.1383322E-003, 6.6382046E-005, 1.3040528E-004, 0.0000000E+000,-5.1772185E-004,-8.6079729E-003, 2.8559537E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4129178E-001, 1.7759855E-004, 2.1951872E-005
 4.6001198E+001, 0.0000000E+000, 5.0114142E-005, 8.6689699E-003, 8.1604714E-005, 1.4300132E-004, 0.0000000E+000,-4.5607949E-004,-3.1221599E-003, 8.4876106E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993574E-001, 1.7759855E-004, 2.1951872E-005
 4.7000282E+001, 0.0000000E+000, 5.4027445E-005, 8.6638767E-003, 7.7662349E-005, 1.3115762E-004, 0.0000000E+000,-4.7339735E-004,-3.3241917E-003, 8.4533267E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5857323E-001, 1.7759855E-004, 2.1951872E-005
 4.8000347E+001, 0.0000000E+000, 6.3135429E-005, 9.6874433E-003, 1.1720197E-004, 1.4211168E-004, 0.0000000E+000,-4.0821416E-004,-2.3172030E-003, 9.6016782E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6720899E-001, 1.7759855E-004, 2.1951872E-005
 4.9000416E+001, 0.0000000E+000, 6.5420940E-005, 8.7938715E-003, 1.2681279E-004, 1.5279123E-004, 0.0000000E+000,-3.6673455E-004,-3.3080004E-003, 8.7721619E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7585013E-001, 1.7759855E-004, 2.1951872E-005
 5.0000019E+001, 0.0000000E+000, 6.4893333E-005, 1.0295033E-002, 1.2046446E-004, 1.3535666E-004, 0.0000000E+000,-3.9145708E-004,-2.0261793E-003, 1.0224290E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8448885E-001, 1.7759855E-004, 2.1951872E-005
 5.1001373E+001, 0.0000000E+000, 6.9469155E-005, 9.7382127E-003, 1.4294783E-004, 1.3342537E-004, 0.0000000E+000,-3.6290827E-004,-2.6783609E-003, 9.7211468E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9313244E-001, 1.7759855E-004, 2.1951872E-005
 5.2000519E+001, 0.0000000E+000, 6.4193337E-005, 1.1378962E-002, 1.4369128E-004, 1.1511323E-004, 0.0000000E+000,-3.2479508E-004,-1.2001118E-003, 1.1377165E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0177423E-001, 1.7759855E-004, 2.1951872E-005
 5.3000832E+001, 0.0000000E+000, 6.0861139E-005, 1.1839828E-002, 1.4205853E-004, 9.8411104E-005, 0.0000000E+000,-3.4278517E-004,-9.9237068E-004, 1.1798374E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041197E-001, 1.7759855E-004, 2.1951872E-005
 5.4000374E+001, 0.0000000E+000, 6.0450763E-005, 1.2282689E-002, 1.4357290E-004, 1.0529331E-004, 0.0000000E+000,-3.3578949E-004,-6.9803690E-004, 1.2256216E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1905147E-001, 1.7759855E-004, 2.1951872E-005
 5.5000198E+001, 0.0000000E+000, 6.1147151E-005, 1.1874872E-002, 1.5244804E-004, 1.0573636E-004, 0.0000000E+000,-3.3243859E-004,-1.2161241E-003, 1.1861765E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2768817E-001, 1.7759855E-004, 2.1951872E-005
 5.6000919E+001, 0.0000000E+000, 6.6671388E-005, 1.2145106E-002, 1.6466446E-004, 1.1979387E-004, 0.0000000E+000,-3.0098536E-004,-1.0451685E-003, 1.2195250E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3633091E-001, 1.7759855E-004, 2.1951872E-005
 5.7000916E+001, 0.0000000E+000, 6.7165434E-005, 1.2443040E-002, 1.7098756E-004, 1.1930990E-004, 0.0000000E+000,-3.0511784E-004,-8.8008951E-004, 1.2495385E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4497390E-001, 1.7759855E-004, 2.1951872E-005
 5.8000164E+001, 0.0000000E+000, 6.7695522E-005, 1.2906213E-002, 1.7863069E-004, 1.3577795E-004, 0.0000000E+000,-2.8540399E-004,-5.1316500E-004, 1.3002913E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361030E-001, 1.7759855E-004, 2.1951872E-005
 5.9000244E+001, 0.0000000E+000, 6.8805401E-005, 1.2979211E-002, 1.8250120E-004, 1.2481591E-004, 0.0000000E+000,-2.5855169E-004,-5.9818254E-004, 1.3096782E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6224737E-001, 1.7759855E-004, 2.1951872E-005
 6.0000370E+001, 0.0000000E+000, 6.3986214E-005, 1.2841822E-002, 1.8257197E-004, 1.0226084E-004, 0.0000000E+000,-2.6377680E-004,-9.2778669E-004, 1.2926865E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7088853E-001, 1.7759855E-004, 2.1951872E-005
 6.1001190E+001, 0.0000000E+000, 6.7475298E-005, 1.3682189E-002, 1.8742879E-004, 1.4214302E-004, 0.0000000E+000,-2.6664437E-004,-1.5990917E-004, 1.3812591E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953311E-001, 1.7759855E-004, 2.1951872E-005
 6.2001274E+001, 0.0000000E+000, 7.1441539E-005, 1.3087149E-002, 1.9013709E-004, 1.4990060E-004, 0.0000000E+000,-2.4868148E-004,-9.2482921E-004, 1.3249946E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8817666E-001, 1.7759855E-004, 2.1951872E-005
 6.3000477E+001, 0.0000000E+000, 6.5420252E-005, 1.3955238E-002, 2.0063223E-004, 1.2773919E-004, 0.0000000E+000,-2.1954051E-004,-2.0741332E-004, 1.4129489E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9681327E-001, 1.7759855E-004, 2.1951872E-005
 6.4000610E+001, 0.0000000E+000, 6.2370195E-005, 1.3131935E-002, 1.9177334E-004, 1.1969926E-004, 0.0000000E+000,-2.4886158E-004,-1.2515666E-003, 1.3256916E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0545038E-001, 1.7759855E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 6.8648659E-005, 1.3014554E-002, 1.9938428E-004, 1.6594745E-004, 0.0000000E+000,-2.7906436E-004,-1.4882528E-003, 1.3169470E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1408814E-001, 1.7759855E-004, 2.1951872E-005
