cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 1.0705348E+001, 2.0734183E+000,-5.0000000E-001, 1.4233821E+003, 1.2755718E+003, 1.0421487E+003, 7.8170817E+002, 6.5166725E+002, 5.7455639E+002, 1.6441391E+002, 2.7617843E+002, 2.9800408E+002, 2.3865844E+002, 1.7853150E+002, 1.3392605E+002,-2.0500000E+001, 5.0092330E-009, 6.1686739E-008, 6.7009184E-007, 2.4198154E-005, 2.9182641E-004, 2.3862394E-009, 1.6200070E-007, 1.3769152E-006, 2.9651771E-005, 8.2611597E-004
 4.6000000E+000, 1.3903428E+001, 4.0982103E+000, 1.5000000E+000, 1.3927066E+003, 1.2749493E+003, 1.0612411E+003, 7.8256251E+002, 6.4482851E+002, 5.6903214E+002, 1.5960583E+002, 2.8417604E+002, 3.0840575E+002, 2.2794805E+002, 1.7097606E+002, 1.2896535E+002,-1.8450000E+001, 3.2460142E-007, 4.5064032E-006, 4.3253358E-005, 8.3774143E-004, 2.7725680E-003, 1.1758726E-007, 1.2577848E-005, 1.0384976E-004, 1.0996969E-003, 4.3827325E-003
 8.7000000E+000, 1.1832228E+001, 5.0130688E+000, 3.5000000E+000, 1.1496165E+003, 1.0016427E+003, 8.5620051E+002, 6.9749547E+002, 6.0423031E+002, 5.3839945E+002, 3.4331297E+002, 3.7886423E+002, 3.3379357E+002, 2.2632399E+002, 1.6801946E+002, 1.2702363E+002,-1.6400000E+001, 3.2460142E-007, 4.5064032E-006, 4.3253358E-005, 8.3774143E-004, 2.7725680E-003, 1.1758726E-007, 1.2577848E-005, 1.0384976E-004, 1.0996969E-003, 4.3827325E-003
 1.2800000E+001, 9.5230385E+000, 5.0163408E+000, 5.5000000E+000, 6.4037436E+002, 6.5292066E+002, 6.3463807E+002, 5.7886860E+002, 5.3068932E+002, 4.8657032E+002, 2.4796732E+002, 2.9450671E+002, 2.8188906E+002, 2.0249069E+002, 1.5277770E+002, 1.1466379E+002,-1.4350000E+001, 1.6705945E-005, 2.2654822E-004, 1.3866256E-003, 1.0337596E-002, 1.4001060E-002, 8.8167041E-006, 7.0060964E-004, 3.3444141E-003, 1.1905958E-002, 1.1411370E-002
 1.6900000E+001, 7.4227723E+000, 5.0585028E+000, 7.5000000E+000, 3.9824359E+002, 4.4059293E+002, 4.7315378E+002, 4.6931764E+002, 4.5544587E+002, 4.3481112E+002, 1.0457287E+002, 1.5799789E+002, 1.7947265E+002, 1.4709254E+002, 1.2508485E+002, 1.0186286E+002,-1.2300000E+001, 1.6705945E-005, 2.2654822E-004, 1.3866256E-003, 1.0337596E-002, 1.4001060E-002, 8.8167041E-006, 7.0060964E-004, 3.3444141E-003, 1.1905958E-002, 1.1411370E-002
 2.1000000E+001, 5.4875950E+000, 4.7506326E+000, 9.5000000E+000, 3.1588044E+002, 3.4099244E+002, 3.6945100E+002, 3.8112211E+002, 3.8688132E+002, 3.8932821E+002, 2.9359606E+001, 7.1238041E+001, 1.0530193E+002, 9.7982302E+001, 9.3000302E+001, 8.5065955E+001,-1.0250000E+001, 5.2712537E-004, 2.4842101E-003, 8.0899067E-003, 2.5155766E-002, 3.4193647E-002, 6.3794532E-004, 6.5566704E-003, 1.7068493E-002, 2.7584729E-002, 2.8269416E-002
 2.5100000E+001, 3.1429954E+000, 3.6525341E+000, 1.1500000E+001, 2.9665684E+002, 3.0227648E+002, 3.1489258E+002, 3.3008095E+002, 3.3926887E+002, 3.4611205E+002, 3.5026474E+000, 1.8576700E+001, 4.7211145E+001, 5.6129098E+001, 5.5448437E+001, 5.4991216E+001,-8.2000000E+000, 8.4968068E-003, 1.8696336E-002, 2.9964586E-002, 4.9825958E-002, 5.4624734E-002, 8.4024022E-003, 2.4751549E-002, 3.6186153E-002, 3.8611007E-002, 3.6003849E-002
 2.9200000E+001, 2.0561276E+000, 2.7757627E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1500000E+000, 4.9052635E-002, 6.3657389E-002, 7.1425794E-002, 7.8933627E-002, 7.5228393E-002, 2.9369811E-002, 5.4876692E-002, 6.1869798E-002, 4.7388067E-002, 3.8706054E-002
 3.3300000E+001, 1.2940759E+000, 1.8826734E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1000000E+000, 1.7412550E-001, 1.6526580E-001, 1.4868928E-001, 1.1119202E-001, 9.2353239E-002, 6.9837666E-002, 1.2603497E-001, 1.1252241E-001, 5.6338151E-002, 4.0251313E-002
 3.7400000E+001, 8.2685263E-001, 1.2176431E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0500000E+000, 8.3987663E-001, 4.8017279E-001, 3.3077810E-001, 1.4904750E-001, 1.0748615E-001, 4.9967136E-001, 3.9823226E-001, 2.6384517E-001, 6.6933015E-002, 3.8131438E-002
 4.1500000E+001, 5.3951410E-001, 7.6051359E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0000000E-002, 1.9129761E+000, 1.3915821E+000, 7.1284690E-001, 1.7795598E-001, 1.1748936E-001, 3.1908421E-001, 6.1263291E-001, 5.1090248E-001, 7.3975262E-002, 3.7918923E-002
 4.5600000E+001, 3.0647390E-001, 3.8585021E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 8.1999151E-001, 5.3794316E-001, 3.7584793E-001, 1.4986547E-001, 1.0655488E-001, 5.3331557E-001, 4.9218134E-001, 3.2916172E-001, 6.0538663E-002, 3.7409611E-002
 4.9700000E+001, 2.2225657E-001, 2.5576915E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 1.6592380E-001, 1.7234438E-001, 1.6504482E-001, 1.1392473E-001, 8.9804751E-002, 7.7416969E-002, 1.3689159E-001, 1.3811362E-001, 5.7911115E-002, 3.6942152E-002
 5.3800000E+001, 1.7037363E-001, 1.8502853E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 4.4389265E-002, 5.8127065E-002, 7.4397466E-002, 7.9955848E-002, 7.0591124E-002, 2.7272391E-002, 4.9422334E-002, 6.8012713E-002, 4.8443243E-002, 3.6985345E-002
 5.7900000E+001, 1.3598397E-001, 1.4197816E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.2000000E+000, 6.4413417E-003, 1.3928694E-002, 2.7777106E-002, 4.5521156E-002, 5.1760171E-002, 7.4524004E-003, 1.7364805E-002, 3.4389332E-002, 3.8128576E-002, 3.4879100E-002
 6.2000000E+001, 1.1315188E-001, 1.1347586E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0250000E+001, 3.1290834E-004, 1.3545129E-003, 5.3246350E-003, 2.1900614E-002, 3.2110941E-002, 3.9490202E-004, 2.5518801E-003, 1.1998582E-002, 2.5129031E-002, 2.6763331E-002
 6.6100000E+001, 9.7116620E-002, 9.3441990E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2300000E+001, 1.6724348E-005, 3.6558663E-005, 5.0509497E-004, 5.4713608E-003, 1.1454277E-002, 4.9822593E-006, 4.6661993E-005, 1.2250969E-003, 8.2285191E-003, 1.0119726E-002
 7.0200000E+001, 7.9399108E-002, 7.0490957E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4350000E+001, 1.6724348E-005, 3.6558663E-005, 5.0509497E-004, 5.4713608E-003, 1.1454277E-002, 4.9822593E-006, 4.6661993E-005, 1.2250969E-003, 8.2285191E-003, 1.0119726E-002
