cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 8.8987815E+000, 1.1726058E+000,-5.0000000E-001, 1.2647755E+003, 1.3002538E+003, 1.1810820E+003, 9.7519040E+002, 8.1345261E+002, 6.7070936E+002, 1.5301499E+002, 2.4536231E+002, 3.7534698E+002, 3.9366002E+002, 3.2571067E+002, 2.5284440E+002,-2.0500000E+001, 1.7400534E-016, 1.3434185E-014, 1.3348287E-012, 1.0899788E-008, 1.2694481E-007, 7.7366769E-017, 4.7975944E-014, 4.7112391E-012, 8.0594437E-008, 3.5868132E-007
 1.5000000E+000, 1.6068585E+001, 2.2404526E+000, 5.0000000E-001, 1.2795925E+003, 1.3158084E+003, 1.2100887E+003, 1.0024540E+003, 8.3069989E+002, 6.8503264E+002, 1.4250326E+002, 2.2992288E+002, 3.6089699E+002, 3.8842553E+002, 3.3350822E+002, 2.6446664E+002,-1.9500000E+001, 7.2424420E-015, 1.5057437E-012, 1.0627698E-010, 1.8385079E-006, 6.3231928E-006, 3.7282780E-015, 5.7683215E-012, 4.1929877E-010, 1.5608862E-005, 1.9308210E-005
 2.5000000E+000, 2.1078557E+001, 2.8213733E+000, 1.5000000E+000, 1.3331302E+003, 1.2393994E+003, 1.1368069E+003, 9.5235850E+002, 8.1354203E+002, 6.7151051E+002, 2.2012766E+002, 3.1207125E+002, 3.8142305E+002, 3.7791297E+002, 3.3779977E+002, 2.5625513E+002,-1.8500000E+001, 7.2424420E-015, 1.5057437E-012, 1.0627698E-010, 1.8385079E-006, 6.3231928E-006, 3.7282780E-015, 5.7683215E-012, 4.1929877E-010, 1.5608862E-005, 1.9308210E-005
 3.5000000E+000, 1.9874935E+001, 2.6155192E+000, 2.5000000E+000, 1.1289847E+003, 1.0562682E+003, 9.7960682E+002, 8.5068557E+002, 7.5150988E+002, 6.3605933E+002, 3.7780137E+002, 3.8906135E+002, 3.9628003E+002, 3.6464034E+002, 3.1583038E+002, 2.4521383E+002,-1.7500000E+001, 5.4614863E-013, 1.5552105E-010, 8.8437783E-009, 9.2648361E-005, 1.9035875E-004, 2.9960326E-013, 6.5336750E-010, 3.9605926E-008, 8.7419148E-004, 6.5871090E-004
 4.5000000E+000, 1.7163126E+001, 2.6130117E+000, 3.5000000E+000, 8.3954669E+002, 8.4343639E+002, 8.1101927E+002, 7.3946962E+002, 6.8067558E+002, 5.9392924E+002, 4.0418861E+002, 3.9611887E+002, 3.7798908E+002, 3.3744970E+002, 2.9646959E+002, 2.2885320E+002,-1.6500000E+001, 5.4614863E-013, 1.5552105E-010, 8.8437783E-009, 9.2648361E-005, 1.9035875E-004, 2.9960326E-013, 6.5336750E-010, 3.9605926E-008, 8.7419148E-004, 6.5871090E-004
 5.5000000E+000, 1.4653955E+001, 2.6644989E+000, 4.5000000E+000, 6.0921645E+002, 6.6036681E+002, 6.6728021E+002, 6.3275125E+002, 6.0348908E+002, 5.5369243E+002, 2.9526465E+002, 3.4259628E+002, 3.3759325E+002, 2.9093596E+002, 2.6299691E+002, 2.1411960E+002,-1.5500000E+001, 2.9040368E-011, 1.8114375E-008, 6.6660836E-007, 8.2382848E-004, 2.3158095E-003, 1.5758462E-011, 9.7240319E-008, 3.6058614E-006, 5.6511751E-003, 5.8578993E-003
 6.5000000E+000, 1.2682254E+001, 2.7716929E+000, 5.5000000E+000, 4.5293108E+002, 5.1513177E+002, 5.6165330E+002, 5.4434448E+002, 5.3225421E+002, 5.0619138E+002, 1.8798577E+002, 2.5092561E+002, 2.9162760E+002, 2.5060849E+002, 2.3564151E+002, 1.9129366E+002,-1.4500000E+001, 2.9040368E-011, 1.8114375E-008, 6.6660836E-007, 8.2382848E-004, 2.3158095E-003, 1.5758462E-011, 9.7240319E-008, 3.6058614E-006, 5.6511751E-003, 5.8578993E-003
 7.5000000E+000, 1.1149460E+001, 2.8856510E+000, 6.5000000E+000, 3.6928020E+002, 4.1416831E+002, 4.7863894E+002, 4.7747225E+002, 4.8134326E+002, 4.6337961E+002, 1.2031454E+002, 1.6675034E+002, 2.4216525E+002, 2.2154458E+002, 2.1239886E+002, 1.6661484E+002,-1.3500000E+001, 1.1716383E-009, 2.1201373E-006, 3.8562387E-005, 3.2659033E-003, 9.3505199E-003, 5.6887428E-010, 1.4982156E-005, 2.5828042E-004, 1.4092704E-002, 1.4134346E-002
 8.5000000E+000, 9.9898659E+000, 2.9628711E+000, 7.5000000E+000, 3.2418586E+002, 3.5136336E+002, 4.0580839E+002, 4.1957487E+002, 4.3533833E+002, 4.2821150E+002, 8.5203250E+001, 1.0907859E+002, 1.7642222E+002, 1.7881685E+002, 1.8736665E+002, 1.4341456E+002,-1.2500000E+001, 1.1716383E-009, 2.1201373E-006, 3.8562387E-005, 3.2659033E-003, 9.3505199E-003, 5.6887428E-010, 1.4982156E-005, 2.5828042E-004, 1.4092704E-002, 1.4134346E-002
