s,mol/mol
Time,"XO2"
 0.0000000E+000, 2.0755882E-001
 1.0000537E+000, 2.0755882E-001
 2.0007141E+000, 2.0755882E-001
 3.0000806E+000, 2.0755882E-001
 4.0009120E+000, 2.0755882E-001
 5.0004541E+000, 2.0755882E-001
 6.0005050E+000, 2.0753137E-001
 7.0008372E+000, 2.0253492E-001
 8.0000492E+000, 1.9710110E-001
 9.0003078E+000, 1.9186014E-001
 1.0000731E+001, 1.8694321E-001
 1.1000270E+001, 1.8215041E-001
 1.2000166E+001, 1.7780461E-001
 1.3000614E+001, 1.7352131E-001
 1.4000771E+001, 1.6963906E-001
 1.5000668E+001, 1.6582766E-001
 1.6000416E+001, 1.6221297E-001
 1.7000469E+001, 1.5856787E-001
 1.8000010E+001, 1.5527445E-001
 1.9000747E+001, 1.5218503E-001
 2.0000776E+001, 1.4948986E-001
 2.1000581E+001, 1.4609924E-001
 2.2000640E+001, 1.4338628E-001
 2.3000030E+001, 1.4196112E-001
 2.4000714E+001, 1.3831724E-001
 2.5000208E+001, 1.3584786E-001
 2.6000266E+001, 1.3353487E-001
 2.7000188E+001, 1.3071821E-001
 2.8000275E+001, 1.2843531E-001
 2.9000166E+001, 1.2625970E-001
 3.0000708E+001, 1.2429409E-001
 3.1000717E+001, 1.2210963E-001
 3.2000485E+001, 1.2015770E-001
 3.3000233E+001, 1.1824360E-001
 3.4000547E+001, 1.1638785E-001
 3.5000414E+001, 1.1461059E-001
 3.6000911E+001, 1.1285767E-001
 3.7000031E+001, 1.1120829E-001
 3.8000607E+001, 1.0954761E-001
 3.9000612E+001, 1.0796767E-001
 4.0000739E+001, 1.0642215E-001
 4.1001274E+001, 1.0492369E-001
 4.2001090E+001, 1.0345391E-001
 4.3000316E+001, 1.0203626E-001
 4.4000670E+001, 1.0064939E-001
 4.5000889E+001, 9.9300566E-002
 4.6000915E+001, 9.8003945E-002
 4.7000735E+001, 9.6739317E-002
 4.8000346E+001, 9.5513307E-002
 4.9000901E+001, 9.4327255E-002
 5.0000288E+001, 9.3141052E-002
 5.1001181E+001, 9.2003358E-002
 5.2000852E+001, 9.0876222E-002
 5.3000005E+001, 8.9784006E-002
 5.4001115E+001, 8.8720897E-002
 5.5001047E+001, 8.7674515E-002
 5.6000293E+001, 8.6650617E-002
 5.7000501E+001, 8.5653700E-002
 5.8000719E+001, 8.4683647E-002
 5.9000474E+001, 8.3744300E-002
 6.0000667E+001, 8.2817181E-002
 6.1000534E+001, 8.1914222E-002
 6.2000199E+001, 8.1006707E-002
 6.3000422E+001, 8.0164621E-002
 6.4000621E+001, 7.9310136E-002
 6.5000000E+001, 7.8478960E-002
