s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.8133663E-005, 6.1808249E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8133657E-005, 0.0000000E+000, 0.0000000E+000
 2.0010908E+000, 1.2945442E+001,-1.9822503E+000,-7.1000888E+000,-7.0844147E-001, 2.9019004E-003, 0.0000000E+000, 0.0000000E+000, 3.1235590E+000, 3.1575638E+000, 7.1265419E-004, 7.1265419E-004
 4.0006766E+000, 2.2184259E+001,-3.7167341E+000,-1.7502608E+001,-7.5522671E-001, 5.4170715E-003, 0.0000000E+000, 0.0000000E+000, 2.5449793E-001, 2.1510647E-001, 1.0628566E-003, 1.0628566E-003
 6.0006866E+000, 2.2554435E+001,-3.7483891E+000,-1.7747689E+001,-6.6529285E-001, 4.9412263E-003, 0.0000000E+000, 0.0000000E+000, 4.5005971E-001, 3.9800562E-001, 1.0722039E-003, 1.0722039E-003
 8.0000725E+000, 2.2303995E+001,-3.6645034E+000,-1.7521262E+001,-7.5978146E-001, 5.5783996E-003, 0.0000000E+000, 0.0000000E+000, 4.2139815E-001, 3.6402624E-001, 1.0723768E-003, 1.0723768E-003
 1.0000117E+001, 2.2487565E+001,-3.7216353E+000,-1.7975350E+001,-7.6125648E-001, 5.6067212E-003, 0.0000000E+000, 0.0000000E+000, 8.9635112E-002, 3.4929766E-002, 1.0723799E-003, 1.0723799E-003
 1.2000332E+001, 2.2737129E+001,-3.8541303E+000,-1.8469904E+001,-7.6882716E-001, 5.8393260E-003, 0.0000000E+000, 0.0000000E+000,-3.3000524E-001,-3.4989334E-001, 1.0723800E-003, 1.0723800E-003
 1.4001068E+001, 2.1881772E+001,-3.6575218E+000,-1.8115274E+001,-7.4184004E-001, 5.5244130E-003, 0.0000000E+000, 0.0000000E+000,-5.8683997E-001,-6.2733901E-001, 1.0723800E-003, 1.0723800E-003
 1.6000690E+001, 2.2524561E+001,-3.6517024E+000,-1.7930513E+001,-7.7146326E-001, 5.7735499E-003, 0.0000000E+000, 0.0000000E+000, 2.2887477E-001, 1.7665591E-001, 1.0723800E-003, 1.0723800E-003
 1.8000723E+001, 2.2200049E+001,-3.5365574E+000,-1.8428952E+001,-8.1509745E-001, 6.0918388E-003, 0.0000000E+000, 0.0000000E+000,-5.0932667E-001,-5.7446657E-001, 1.0723800E-003, 1.0723800E-003
 2.0000652E+001, 2.2968733E+001,-3.6796306E+000,-1.8223009E+001,-7.7927779E-001, 5.8188750E-003, 0.0000000E+000, 0.0000000E+000, 3.5187520E-001, 2.9263506E-001, 1.0723800E-003, 1.0723800E-003
 2.2000187E+001, 2.2650619E+001,-3.6978735E+000,-1.7641503E+001,-8.1465178E-001, 6.0607014E-003, 0.0000000E+000, 0.0000000E+000, 5.5427679E-001, 5.0265101E-001, 1.0723800E-003, 1.0723800E-003
 2.4000605E+001, 2.2232129E+001,-3.6277024E+000,-1.7709017E+001,-8.0848611E-001, 6.0479043E-003, 0.0000000E+000, 0.0000000E+000, 1.2535958E-001, 9.2971367E-002, 1.0723800E-003, 1.0723800E-003
 2.6000002E+001, 2.2274546E+001,-3.6017912E+000,-1.8201344E+001,-7.7033984E-001, 5.9146880E-003, 0.0000000E+000, 0.0000000E+000,-2.6692887E-001,-2.9301421E-001, 1.0723800E-003, 1.0723800E-003
 2.8000528E+001, 2.2971171E+001,-3.5890579E+000,-1.8306201E+001,-8.1586557E-001, 6.2190243E-003, 0.0000000E+000, 0.0000000E+000, 3.2345678E-001, 2.6626536E-001, 1.0723800E-003, 1.0723800E-003
 3.0000240E+001, 2.1676512E+001,-3.6187508E+000,-1.8099219E+001,-6.7307146E-001, 5.1462188E-003, 0.0000000E+000, 0.0000000E+000,-6.6793902E-001,-7.0938298E-001, 1.0723800E-003, 1.0723800E-003
 3.2000603E+001, 2.2787488E+001,-3.7459896E+000,-1.8771646E+001,-7.9279727E-001, 6.1663348E-003, 0.0000000E+000, 0.0000000E+000,-4.7464450E-001,-5.1677853E-001, 1.0723800E-003, 1.0723800E-003
