s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.6514267E-005, 9.5653984E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6514171E-005, 0.0000000E+000, 0.0000000E+000
 2.0011523E+000, 1.2903296E+001,-1.3924966E+000,-7.4832422E+000,-3.9610302E-001,-7.2563436E-004, 0.0000000E+000, 0.0000000E+000, 3.4387356E+000, 3.6307282E+000, 6.5837956E-004, 6.5837956E-004
 4.0004463E+000, 1.4267807E+001,-1.6069173E+000,-1.3102718E+001,-4.0358723E-001,-1.1097030E-003, 0.0000000E+000, 0.0000000E+000,-7.7711984E-001,-8.4652471E-001, 6.6862187E-004, 6.6862187E-004
 6.0022216E+000, 1.3409755E+001,-1.5274113E+000,-1.1954442E+001,-3.9910042E-001,-1.1723093E-003, 0.0000000E+000, 0.0000000E+000,-4.4519793E-001,-4.7237136E-001, 6.4258459E-004, 6.4258459E-004
 8.0025454E+000, 1.3064409E+001,-1.4168999E+000,-1.1047668E+001,-3.8483387E-001,-1.2291976E-003, 0.0000000E+000, 0.0000000E+000, 2.3983127E-001, 2.1377788E-001, 6.2152998E-004, 6.2152998E-004
 1.0002672E+001, 1.2865917E+001,-1.4347572E+000,-1.1372378E+001,-3.8296138E-001,-1.2809966E-003, 0.0000000E+000, 0.0000000E+000,-3.0520452E-001,-3.2546048E-001, 6.1354086E-004, 6.1354086E-004
 1.2002488E+001, 1.2702308E+001,-1.3303154E+000,-1.0769889E+001,-3.7475631E-001,-1.3133671E-003, 0.0000000E+000, 0.0000000E+000, 2.9128956E-001, 2.2603375E-001, 6.0416305E-004, 6.0416305E-004
 1.4000844E+001, 1.2414302E+001,-1.3648179E+000,-1.0835417E+001,-3.9868760E-001,-1.2427131E-003, 0.0000000E+000, 0.0000000E+000,-1.3855186E-001,-1.8586353E-001, 5.9212892E-004, 5.9212892E-004
 1.6000088E+001, 1.2350866E+001,-1.3216601E+000,-1.0925574E+001,-3.5881753E-001,-1.2862788E-003, 0.0000000E+000, 0.0000000E+000,-2.1276042E-001,-2.5647124E-001, 5.8135182E-004, 5.8135182E-004
 1.8000830E+001, 1.2038081E+001,-1.2669858E+000,-1.0142033E+001,-3.5845614E-001,-1.3378693E-003, 0.0000000E+000, 0.0000000E+000, 3.1612005E-001, 2.6926862E-001, 5.7500655E-004, 5.7500655E-004
 2.0002037E+001, 1.1814227E+001,-1.1524510E+000,-9.8209579E+000,-3.5733477E-001,-1.3195708E-003, 0.0000000E+000, 0.0000000E+000, 5.1784259E-001, 4.8216326E-001, 5.6052527E-004, 5.6052527E-004
 2.2000326E+001, 1.1944287E+001,-1.2159758E+000,-1.0822423E+001,-3.7050883E-001,-1.3331455E-003, 0.0000000E+000, 0.0000000E+000,-4.0053008E-001,-4.6595389E-001, 5.6179740E-004, 5.6179740E-004
 2.4001064E+001, 1.1614570E+001,-1.1318765E+000,-9.8707418E+000,-3.6188225E-001,-1.3530215E-003, 0.0000000E+000, 0.0000000E+000, 3.1569743E-001, 2.4871638E-001, 5.5423134E-004, 5.5423134E-004
 2.6001974E+001, 1.1559273E+001,-1.1690888E+000,-1.0446143E+001,-3.6307378E-001,-1.3903403E-003, 0.0000000E+000, 0.0000000E+000,-3.4578496E-001,-4.2042292E-001, 5.4966942E-004, 5.4966942E-004
 2.8001226E+001, 1.1445102E+001,-1.1197455E+000,-9.9888171E+000,-3.4708450E-001,-1.3502767E-003, 0.0000000E+000, 0.0000000E+000, 5.4324474E-002,-1.1895134E-002, 5.4665710E-004, 5.4665710E-004
 3.0000223E+001, 1.1147785E+001,-1.0936619E+000,-9.7142866E+000,-3.2968887E-001,-1.3974496E-003, 0.0000000E+000, 0.0000000E+000, 6.7428035E-002, 8.7498110E-003, 5.3135632E-004, 5.3135632E-004
 3.2001171E+001, 1.0937876E+001,-1.0257729E+000,-9.9427565E+000,-3.2075452E-001,-1.3988952E-003, 0.0000000E+000, 0.0000000E+000,-3.1482115E-001,-3.5280652E-001, 5.1991519E-004, 5.1991519E-004
 3.4001781E+001, 1.0776571E+001,-9.9768747E-001,-9.3652066E+000,-3.2285522E-001,-1.4069905E-003, 0.0000000E+000, 0.0000000E+000, 1.0408193E-001, 8.9414494E-002, 5.1283251E-004, 5.1283251E-004
 3.6002197E+001, 1.0751217E+001,-1.0045840E+000,-9.4215150E+000,-3.3128665E-001,-1.4151894E-003, 0.0000000E+000, 0.0000000E+000, 2.8810236E-002,-7.5838768E-003, 5.1826023E-004, 5.1826023E-004
 3.8000568E+001, 1.0608422E+001,-1.0203466E+000,-9.6937887E+000,-3.1517920E-001,-1.3953596E-003, 0.0000000E+000, 0.0000000E+000,-3.8168548E-001,-4.2228756E-001, 5.0513986E-004, 5.0513986E-004
 4.0001411E+001, 1.0506932E+001,-9.9173739E-001,-9.0055289E+000,-3.1116298E-001,-1.3974613E-003, 0.0000000E+000, 0.0000000E+000, 2.5266089E-001, 1.9710513E-001, 5.0110553E-004, 5.0110553E-004
