s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.4053952E-005, 1.0566365E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4053941E-005, 0.0000000E+000, 0.0000000E+000
 2.0001192E+000, 1.2288316E+001,-2.0908891E+000,-5.0144194E+000,-7.3813836E-001, 1.1668632E-003, 0.0000000E+000, 0.0000000E+000, 4.3929853E+000, 4.4460363E+000, 7.0756479E-004, 7.0756479E-004
 4.0001402E+000, 2.0958168E+001,-3.9481194E+000,-1.6278068E+001,-5.7327677E-001, 1.7034524E-003, 0.0000000E+000, 0.0000000E+000, 9.5181656E-002, 1.6040695E-001, 1.0570274E-003, 1.0570274E-003
 6.0000582E+000, 2.2761034E+001,-4.3456594E+000,-1.8137666E+001,-5.1378917E-001, 1.5290035E-003, 0.0000000E+000, 0.0000000E+000,-2.8748861E-001,-2.3455092E-001, 1.0663445E-003, 1.0663445E-003
 8.0004148E+000, 2.2380449E+001,-4.3778417E+000,-1.6869195E+001,-5.5767544E-001, 1.6479740E-003, 0.0000000E+000, 0.0000000E+000, 5.2943833E-001, 5.7738512E-001, 1.0665168E-003, 1.0665168E-003
 1.0000086E+001, 2.2130927E+001,-4.1440494E+000,-1.7348871E+001,-6.1201893E-001, 1.8748546E-003, 0.0000000E+000, 0.0000000E+000,-2.1585189E-002, 2.7862702E-002, 1.0665199E-003, 1.0665199E-003
 1.2000504E+001, 2.2994128E+001,-4.3759513E+000,-1.8056525E+001,-5.8579220E-001, 1.7795019E-003, 0.0000000E+000, 0.0000000E+000,-7.7118391E-002,-2.2361439E-002, 1.0665200E-003, 1.0665200E-003
 1.4000162E+001, 2.2706437E+001,-4.3441379E+000,-1.7979274E+001,-6.3244552E-001, 1.9297143E-003, 0.0000000E+000, 0.0000000E+000,-3.0693688E-001,-2.4749050E-001, 1.0665200E-003, 1.0665200E-003
 1.6000040E+001, 2.1568777E+001,-4.1937598E+000,-1.7227429E+001,-5.9616219E-001, 1.7845690E-003, 0.0000000E+000, 0.0000000E+000,-5.0431654E-001,-4.4678892E-001, 1.0665200E-003, 1.0665200E-003
 1.8000454E+001, 2.2254605E+001,-4.2762263E+000,-1.6889620E+001,-5.8462485E-001, 1.6807226E-003, 0.0000000E+000, 0.0000000E+000, 4.5747269E-001, 5.0581436E-001, 1.0665200E-003, 1.0665200E-003
 2.0000278E+001, 2.2237752E+001,-4.3790339E+000,-1.7572851E+001,-5.9968197E-001, 1.8407303E-003, 0.0000000E+000, 0.0000000E+000,-3.6982454E-001,-3.1197432E-001, 1.0665200E-003, 1.0665200E-003
 2.2000265E+001, 2.2878018E+001,-4.4554120E+000,-1.6887440E+001,-6.0420768E-001, 1.8174753E-003, 0.0000000E+000, 0.0000000E+000, 8.7236805E-001, 9.3277617E-001, 1.0665200E-003, 1.0665200E-003
 2.4000311E+001, 2.1635263E+001,-4.2028385E+000,-1.7430541E+001,-6.1341202E-001, 1.8440900E-003, 0.0000000E+000, 0.0000000E+000,-6.6206324E-001,-6.0968465E-001, 1.0665200E-003, 1.0665200E-003
 2.6000069E+001, 2.2227503E+001,-4.2628750E+000,-1.6942341E+001,-6.0666287E-001, 1.7603970E-003, 0.0000000E+000, 0.0000000E+000, 3.5742342E-001, 4.1738481E-001, 1.0665200E-003, 1.0665200E-003
 2.8000542E+001, 2.2659171E+001,-4.3191315E+000,-1.7006773E+001,-5.9284226E-001, 1.8045543E-003, 0.0000000E+000, 0.0000000E+000, 6.8523568E-001, 7.4222904E-001, 1.0665200E-003, 1.0665200E-003
 3.0000154E+001, 2.2794779E+001,-4.3347561E+000,-1.8313189E+001,-5.7436251E-001, 1.7247024E-003, 0.0000000E+000, 0.0000000E+000,-4.8360449E-001,-4.2580451E-001, 1.0665200E-003, 1.0665200E-003
 3.2000393E+001, 2.2429100E+001,-4.1298596E+000,-1.7453717E+001,-5.9943045E-001, 1.8562960E-003, 0.0000000E+000, 0.0000000E+000, 1.9154598E-001, 2.4794885E-001, 1.0665200E-003, 1.0665200E-003
 3.4000504E+001, 2.1634497E+001,-4.0303349E+000,-1.7681649E+001,-6.0293120E-001, 1.8078894E-003, 0.0000000E+000, 0.0000000E+000,-7.2896633E-001,-6.7861031E-001, 1.0665200E-003, 1.0665200E-003
 3.6000206E+001, 2.2678168E+001,-4.3792116E+000,-1.6645135E+001,-6.1335097E-001, 1.7996394E-003, 0.0000000E+000, 0.0000000E+000, 9.7592966E-001, 1.0422704E+000, 1.0665200E-003, 1.0665200E-003
 3.8000393E+001, 2.2994215E+001,-4.6691331E+000,-1.7533666E+001,-5.9365327E-001, 1.7540913E-003, 0.0000000E+000, 0.0000000E+000, 1.3044456E-001, 1.9951620E-001, 1.0665200E-003, 1.0665200E-003
 4.0000149E+001, 2.1446244E+001,-4.1358412E+000,-1.6696364E+001,-5.9542154E-001, 1.7067442E-003, 0.0000000E+000, 0.0000000E+000,-3.5972837E-002, 2.0324448E-002, 1.0665200E-003, 1.0665200E-003
 4.2000469E+001, 2.2427277E+001,-4.2154681E+000,-1.8249117E+001,-5.9381706E-001, 1.8669677E-003, 0.0000000E+000, 0.0000000E+000,-6.9025219E-001,-6.2925856E-001, 1.0665200E-003, 1.0665200E-003
