cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_avg_1D,T_avg_1_5D,T_avg_2D,T_avg_2_5D,T_avg_3D,T_avg_3_5D,T_rms_1D,T_rms_1_5D,T_rms_2D,T_rms_2_5D,T_rms_3D,T_rms_3_5D
0.0,616.1927907100729,610.252848115817,607.9308448204642,595.8532598835611,591.9019709698943,583.0698016689611,45.97991145697693,59.3319623040076,70.55279755661778,81.90690088194873,90.59551035161181,94.95640417829597
0.5,616.1927907100729,610.252848115817,607.9308448204642,595.8532598835611,591.9019709698943,583.0698016689611,45.97991145697693,59.3319623040076,70.55279755661778,81.90690088194873,90.59551035161181,94.95640417829597
1.0,616.1927907100729,610.252848115817,607.9308448204642,595.8532598835611,591.9019709698943,583.0698016689611,45.97991145697693,59.3319623040076,70.55279755661778,81.90690088194873,90.59551035161181,94.95640417829597
1.5,616.1927907100729,610.252848115817,607.9308448204642,595.8532598835611,591.9019709698943,583.0698016689611,45.97991145697693,59.3319623040076,70.55279755661778,81.90690088194873,90.59551035161181,94.95640417829597
2.0,616.1927907100729,610.252848115817,607.9308448204642,595.8532598835611,591.9019709698943,583.0698016689611,45.97991145697693,59.3319623040076,70.55279755661778,81.90690088194873,90.59551035161181,94.95640417829597
2.5,616.1927907100729,610.252848115817,607.9308448204642,595.8532598835611,591.9019709698943,583.0698016689611,45.97991145697693,59.3319623040076,70.55279755661778,81.90690088194873,90.59551035161181,94.95640417829597
3.0,419.51220275187023,409.53842396780357,411.0971469489692,418.5399674208183,425.91508122524596,436.08343804737166,58.77561926255309,74.94727011070924,81.3422065965622,92.87130114503206,96.81863775145906,102.06802340645773
3.5,419.51220275187023,409.53842396780357,411.0971469489692,418.5399674208183,425.91508122524596,436.08343804737166,58.77561926255309,74.94727011070924,81.3422065965622,92.87130114503206,96.81863775145906,102.06802340645773
4.0,419.51220275187023,409.53842396780357,411.0971469489692,418.5399674208183,425.91508122524596,436.08343804737166,58.77561926255309,74.94727011070924,81.3422065965622,92.87130114503206,96.81863775145906,102.06802340645773
4.5,419.51220275187023,409.53842396780357,411.0971469489692,418.5399674208183,425.91508122524596,436.08343804737166,58.77561926255309,74.94727011070924,81.3422065965622,92.87130114503206,96.81863775145906,102.06802340645773
5.0,419.51220275187023,409.53842396780357,411.0971469489692,418.5399674208183,425.91508122524596,436.08343804737166,58.77561926255309,74.94727011070924,81.3422065965622,92.87130114503206,96.81863775145906,102.06802340645773
5.5,308.8408580048084,317.54032667782786,324.6771250354016,340.38313409495566,350.55377186713775,361.9684023047745,8.163381191295425,25.23096785346331,31.01743284867816,44.62675217573332,50.37545933113075,58.37902344301123
6.0,308.8408580048084,317.54032667782786,324.6771250354016,340.38313409495566,350.55377186713775,361.9684023047745,8.163381191295425,25.23096785346331,31.01743284867816,44.62675217573332,50.37545933113075,58.37902344301123
6.5,308.8408580048084,317.54032667782786,324.6771250354016,340.38313409495566,350.55377186713775,361.9684023047745,8.163381191295425,25.23096785346331,31.01743284867816,44.62675217573332,50.37545933113075,58.37902344301123
7.0,308.8408580048084,317.54032667782786,324.6771250354016,340.38313409495566,350.55377186713775,361.9684023047745,8.163381191295425,25.23096785346331,31.01743284867816,44.62675217573332,50.37545933113075,58.37902344301123
7.5,308.8408580048084,317.54032667782786,324.6771250354016,340.38313409495566,350.55377186713775,361.9684023047745,8.163381191295425,25.23096785346331,31.01743284867816,44.62675217573332,50.37545933113075,58.37902344301123
8.0,300.2014824881451,302.0473788842539,304.2674052624358,309.9668873600334,318.0865299700207,323.4185196628673,0.6988761385660134,4.977421909479021,7.615253667170165,13.82057716155112,24.222192869974073,27.018250550502366
8.5,300.2014824881451,302.0473788842539,304.2674052624358,309.9668873600334,318.0865299700207,323.4185196628673,0.6988761385660134,4.977421909479021,7.615253667170165,13.82057716155112,24.222192869974073,27.018250550502366
9.0,300.2014824881451,302.0473788842539,304.2674052624358,309.9668873600334,318.0865299700207,323.4185196628673,0.6988761385660134,4.977421909479021,7.615253667170165,13.82057716155112,24.222192869974073,27.018250550502366
9.5,300.2014824881451,302.0473788842539,304.2674052624358,309.9668873600334,318.0865299700207,323.4185196628673,0.6988761385660134,4.977421909479021,7.615253667170165,13.82057716155112,24.222192869974073,27.018250550502366
10.0,300.2014824881451,302.0473788842539,304.2674052624358,309.9668873600334,318.0865299700207,323.4185196628673,0.6988761385660134,4.977421909479021,7.615253667170165,13.82057716155112,24.222192869974073,27.018250550502366
10.5,299.8385145624588,299.99492408165236,300.16446955311955,301.85546613188376,305.3884173508348,307.4178786780337,0.02997552389732557,0.4022294925392888,0.5170587270751423,4.585544568491396,10.312603701416469,12.480444639575135
11.0,299.8385145624588,299.99492408165236,300.16446955311955,301.85546613188376,305.3884173508348,307.4178786780337,0.02997552389732557,0.4022294925392888,0.5170587270751423,4.585544568491396,10.312603701416469,12.480444639575135
11.5,299.8385145624588,299.99492408165236,300.16446955311955,301.85546613188376,305.3884173508348,307.4178786780337,0.02997552389732557,0.4022294925392888,0.5170587270751423,4.585544568491396,10.312603701416469,12.480444639575135
12.0,299.8385145624588,299.99492408165236,300.16446955311955,301.85546613188376,305.3884173508348,307.4178786780337,0.02997552389732557,0.4022294925392888,0.5170587270751423,4.585544568491396,10.312603701416469,12.480444639575135
12.5,299.8385145624588,299.99492408165236,300.16446955311955,301.85546613188376,305.3884173508348,307.4178786780337,0.02997552389732557,0.4022294925392888,0.5170587270751423,4.585544568491396,10.312603701416469,12.480444639575135
