cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_avg_W_1D,T_avg_W_1_5D,T_avg_W_2D,T_avg_W_2_5D,T_avg_W_3D,T_avg_W_3_5D,T_rms_W_1D,T_rms_W_1_5D,T_rms_W_2D,T_rms_W_2_5D,T_rms_W_3D,T_rms_W_3_5D
0.0,838.4729107965437,937.8629819766473,1009.033722640049,1033.705570837888,1013.3528101334133,969.8380698456294,122.26353793024217,146.10945636694402,200.06714967810217,252.97066274534168,292.89688494003667,315.6632385651521
0.5,838.4729107965437,937.8629819766473,1010.0969747683806,1033.705570837888,1013.3528101334133,969.8380698456294,122.26353793024217,146.10945636694402,204.61421349140534,252.97066274534168,292.89688494003667,315.6632385651521
1.0,891.1662527707981,920.3843977137172,965.9133756307945,979.4613307263115,968.0787049800758,934.5869786447862,140.1512036724614,196.008841697381,263.6813903399585,306.4739051992787,321.205813295968,330.84386124729355
1.5,871.4887699291943,866.4547260149938,910.018764325229,910.4173820326878,904.5635815437395,875.9126263141117,193.32845902731708,280.82028352810255,310.17453387410137,340.27607765693296,341.9980852057817,339.0724478767808
2.0,816.9481428002608,873.6672874156126,856.0949298352821,833.1602901975708,826.5443457022224,805.7565276592512,279.0416660422355,295.30446051431693,344.3567088192562,363.93430052168014,357.3087192780632,344.06159181977085
2.5,836.4718622419634,873.6672874156126,856.0949298352821,833.1602901975708,826.5443457022224,805.7565276592512,238.07230724381895,295.30446051431693,344.3567088192562,363.93430052168014,357.3087192780632,344.06159181977085
3.0,781.568366598739,789.5199622570747,762.051628846974,738.9360875948169,739.107731304608,734.444360737347,318.497489229784,354.25811246577786,384.60506851801824,380.79781233853737,358.15440297810324,340.3937065102153
3.5,728.3168434551612,725.3416777446232,697.5251042804499,668.7049018336428,668.003613798405,677.7703263764876,355.53470817471236,366.90526822000646,396.7844623904349,380.3685887731639,348.63179400270985,329.9377685720129
4.0,700.8765791696138,693.3926345141654,664.4031299544292,627.305703594556,614.322772525707,627.6266607892072,394.28955258165496,373.9480816826761,393.43498466377775,370.73333480989913,330.13075899519174,313.39456847785357
4.5,687.4190020746404,694.0611771265947,649.9108366266829,602.1932651877628,575.4577872257578,573.1042650950852,412.85010349929837,402.24659890205703,389.63672749698713,358.4770310572481,310.6794822912377,290.7197553361729
5.0,687.4190020746404,694.0611771265947,649.9108366266829,602.1932651877628,575.4577872257578,573.1042650950852,412.85010349929837,402.24659890205703,389.63672749698713,358.4770310572481,310.6794822912377,290.7197553361729
5.5,657.1018602306578,706.5993607425662,643.1988448674572,583.7171536682754,545.1335104555851,536.230668322902,418.5632415025234,437.71764384765885,388.01285288769526,343.35038783652953,288.0456969348485,263.6049215780159
6.0,600.1723878387255,709.1194689346471,628.5662152852326,567.3944289611093,523.1414781088836,506.9899396268724,404.42121171963214,466.17006005815284,389.74221810718973,328.67895376413304,269.16218233375037,236.5133118322464
6.5,510.801183096803,686.0287664174526,610.4356146125147,554.6093980784418,506.6871576340575,483.18512587904235,347.04941794734464,478.502137085695,392.3283017242305,321.8105801090008,259.3215033904236,213.94878231317847
7.0,412.45961348513094,635.799275305814,585.7130414787463,535.1908695035459,490.9775764306714,462.81628258496363,246.39697792021656,465.7320280163393,392.95399480293275,313.9388926255625,251.03700589956622,195.97912791374623
7.5,412.45961348513094,635.799275305814,585.7130414787463,535.1908695035459,490.9775764306714,462.81628258496363,246.39697792021656,465.7320280163393,392.95399480293275,313.9388926255625,251.03700589956622,195.97912791374623
8.0,341.0204843544919,568.4721499483659,556.6708790719427,513.8650339145103,476.06147060636107,446.4747428049159,129.62630505513127,424.07053964638703,386.8325585374533,304.8935820319093,239.15256359171548,183.53581914827623
8.5,309.08387351825826,495.4570611336552,523.9731715908636,489.0297513771823,460.11822621351683,431.0573535399575,51.67210745969313,364.8691726073075,374.9801129105456,288.79834369056704,223.15549557600374,169.66968785185966
9.0,300.8427782359421,424.6373886497778,484.8526461680792,464.57063345314924,441.98881777025844,414.56642842598393,34.75548925186396,290.1447832099361,351.5604479996442,274.80300143029314,207.37871845144022,153.38365555950378
9.5,299.39715146463544,366.25685411363423,442.9668814167356,440.12543604280455,422.1629102441458,400.4308092197095,33.839149844909315,205.6733082014778,316.25449991527483,260.8176790062418,193.49552044552183,143.39764393390038
10.0,299.39715146463544,366.25685411363423,442.9668814167356,440.12543604280455,422.1629102441458,400.4308092197095,33.839149844909315,205.6733082014778,316.25449991527483,260.8176790062418,193.49552044552183,143.39764393390038
10.5,299.18721603526376,326.0021369600046,399.8619142048027,414.84524517107354,402.6620322819911,384.88469292778547,33.81279071346871,119.08707556534708,264.359252434137,237.60837606815284,177.91575241456155,133.15706117293055
11.0,299.16322049752824,307.30498814368434,357.763300106707,384.37855443151443,380.47309913046627,370.7842435459338,33.81236252799212,60.19214992079063,192.46311127427774,197.0228455255114,155.4079170524762,121.62535312520973
11.5,299.1609781643016,300.47780051062057,316.8746306645397,339.755452987975,348.25829040897196,348.89474332025816,33.81232622827773,35.5913553455875,88.47789526931068,116.89912606723928,111.64757832768142,97.66087813111166
12.0,299.1609781643016,300.47780051062057,316.8746306645397,339.755452987975,348.25829040897196,348.89474332025816,33.81232622827773,35.5913553455875,88.47789526931068,116.89912606723928,111.64757832768142,97.66087813111166
12.5,299.1609781643016,300.47780051062057,316.8746306645397,339.755452987975,348.25829040897196,348.89474332025816,33.81232622827773,35.5913553455875,88.47789526931068,116.89912606723928,111.64757832768142,97.66087813111166
