cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_avg_W_1D,T_avg_W_1_5D,T_avg_W_2D,T_avg_W_2_5D,T_avg_W_3D,T_avg_W_3_5D,T_rms_W_1D,T_rms_W_1_5D,T_rms_W_2D,T_rms_W_2_5D,T_rms_W_3D,T_rms_W_3_5D
0.0,619.2970652585792,698.188204964625,741.6185298460671,759.4614414375083,750.0087254417056,716.8321788875495,80.28342331411947,116.9027613096083,159.758074075684,211.3551481209022,241.95850843811422,253.20827415670402
0.5,619.2970652585792,698.188204964625,743.1360317411564,759.4614414375083,750.0087254417056,716.8321788875495,80.28342331411947,116.9027613096083,168.44231888356117,211.3551481209022,241.95850843811422,253.20827415670402
1.0,665.9377078699201,711.0664870291981,747.2998577821955,747.0834752645263,735.3145976189032,710.6047177601245,90.53632031936183,135.31285833576408,182.47146977734417,213.18323963969453,244.7383049464383,255.84526426398114
1.5,693.7694244074563,708.6899987887114,734.2869194424061,728.9707765131557,709.5720147529202,693.665808439237,103.8554695450088,167.46267848655054,211.25859714786947,224.54263218814796,248.91346308151944,255.45164426977874
2.0,682.1510425921766,674.5692983884259,702.5017578623274,702.5221523041523,681.1742378522325,664.8228300628853,144.1370322817296,209.53490677587095,237.0970363903396,240.80914240734037,250.92387956787815,252.39199090754954
2.5,652.038614444224,674.5692983884259,702.5017578623274,702.5221523041523,681.1742378522325,664.8228300628853,161.84842009961153,209.53490677587095,237.0970363903396,240.80914240734037,250.92387956787815,252.39199090754954
3.0,609.8328098997221,624.9137664452594,652.5120669431574,666.7007374177655,650.8338523168727,632.5492301931586,196.74943320582173,228.30501128918652,241.18280637672427,250.11136514512037,251.14443989417927,246.4237375547382
3.5,532.3833775493717,565.7463492536876,604.4688728972121,625.8800845544969,611.723214463155,602.898967095157,206.1991289156084,222.26244035850536,238.7422527345357,256.6407047045816,251.424966216093,241.63628739449757
4.0,457.8695221900795,509.1248177416572,558.6800466827432,578.6673604714955,573.7455249989272,574.685812362349,194.36766047432386,212.0008903855296,237.41848553104268,250.73547431693513,249.96902003684968,238.5436122465406
4.5,398.38482506190496,458.20018486609996,509.7614942679361,529.7045554221561,535.7753162553936,544.0472733015623,164.3737030851047,200.76226354777276,227.61044080962492,236.93891204185132,239.81812320913687,230.2545749302818
5.0,398.38482506190496,458.20018486609996,509.7614942679361,529.7045554221561,535.7753162553936,544.0472733015623,164.3737030851047,200.76226354777276,227.61044080962492,236.93891204185132,239.81812320913687,230.2545749302818
5.5,355.28665098899694,413.0092750555433,465.9991797729701,492.50511222866476,501.64741288212645,522.3375341959608,128.86373309008889,185.09405339997787,213.98114359973502,225.29018070782666,229.86174699373595,225.53360901960332
6.0,324.2323159373958,375.97733315764225,430.77796971854565,463.07391272800794,477.1927331103373,491.68506771412706,77.11331238053447,161.96612967582118,200.53179972984327,214.3379337494957,219.9801564626633,205.7427689589927
6.5,308.40205107542135,347.14582646569016,398.5797929738971,432.61993423838936,452.7674718838266,463.69446714956206,45.449582961183026,126.32183737072002,184.89395459996896,200.80972245520937,210.5025071033954,192.07899019989284
7.0,301.99993565478707,325.68053120915386,369.5145655562056,399.63690068407834,425.6285633380855,438.8784275767768,32.591852486686285,93.7900976581836,163.32740571399174,180.91311647292054,195.38782176271025,183.1663036444996
7.5,301.99993565478707,325.68053120915386,369.5145655562056,399.63690068407834,425.6285633380855,438.8784275767768,32.591852486686285,93.7900976581836,163.32740571399174,180.91311647292054,195.38782176271025,183.1663036444996
8.0,299.67796554135293,312.12870528192803,347.9319642639042,373.44856034543045,402.00040994753607,418.75306069691175,29.22933705956966,67.23084038820234,141.25131314218507,161.3465914913485,178.47364298272757,172.66581006540986
8.5,298.56242913300184,304.35142582675434,331.92390455626025,354.49265692025324,383.6108681737798,401.9576874940886,27.184438496229312,44.66649464831431,119.79625805912352,143.1126871983589,161.94813746717645,162.1571869767507
9.0,298.2846660504178,300.3999824251513,318.32493783276743,339.6122681625893,365.0979950199081,386.09519806915813,27.21552446189748,32.17036847737018,91.51913270808501,123.99515517655144,140.90879558682767,150.96752594180066
9.5,298.2624959562861,298.78394291581867,307.7660969643791,325.9495898606181,348.73397599118516,370.1037289984421,27.232207908536758,27.574791007142014,60.63654586902618,105.3278442074266,124.97425207061622,135.5471456687328
10.0,298.2624959562861,298.78394291581867,307.7660969643791,325.9495898606181,348.73397599118516,370.1037289984421,27.232207908536758,27.574791007142014,60.63654586902618,105.3278442074266,124.97425207061622,135.5471456687328
10.5,298.2620930042481,298.3575678190773,302.0370339117854,316.00208385652576,336.68532788039323,356.25441948481836,27.232800782457442,27.21711316541607,38.89326228835336,84.77533805792562,113.60871343563079,120.59410782835127
11.0,298.2626616077189,298.2853442128933,299.3057842035536,309.5157400636267,326.53175456527504,344.2700781213694,27.232831206801727,27.231566775361525,28.868527442825357,69.78052176436309,97.74284063792621,103.88660024186166
11.5,298.263247284949,298.27658281498196,298.4580463367119,305.0012446088612,313.5979863600575,331.136551574038,27.232844445951056,27.233070071836497,27.448340597711717,55.50624233996748,65.32466246911318,83.65489182735128
12.0,298.263247284949,298.27658281498196,298.4580463367119,305.0012446088612,313.5979863600575,331.136551574038,27.232844445951056,27.233070071836497,27.448340597711717,55.50624233996748,65.32466246911318,83.65489182735128
12.5,298.263247284949,298.27658281498196,298.4580463367119,305.0012446088612,313.5979863600575,331.136551574038,27.232844445951056,27.233070071836497,27.448340597711717,55.50624233996748,65.32466246911318,83.65489182735128
