cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_avg_1D,T_avg_1_5D,T_avg_2D,T_avg_2_5D,T_avg_3D,T_avg_3_5D,T_rms_1D,T_rms_1_5D,T_rms_2D,T_rms_2_5D,T_rms_3D,T_rms_3_5D
0.0,838.8705499328611,945.3714112839701,1021.1139418012127,1035.3962051692615,994.7592111578884,939.8974539324837,77.61189530406688,115.12885521717422,164.48092607807837,213.09125388609763,261.3830723923356,314.5244321338827
0.5,838.8705499328611,945.3714112839701,1026.193323627503,1035.3962051692615,994.7592111578884,939.8974539324837,77.61189530406688,115.12885521717422,165.14472621323534,213.09125388609763,261.3830723923356,314.5244321338827
1.0,894.4428491607969,929.0172256785821,975.6446718722664,975.7778167972816,954.1205229275414,900.9185785613174,103.86440142533058,185.95822466886284,225.648407279276,261.202006921787,289.9236380051947,320.7640983031217
1.5,875.4543970010479,874.8367690333512,926.2916174822002,917.933859832102,901.438989097924,849.9140672882029,178.28085165628616,283.95841331754406,273.0480665142869,294.8361214936081,316.7336625736716,328.1675599217479
2.0,821.5373477617128,905.6446943499283,882.8905639933897,852.1870380627722,832.1100653587313,794.9872186134809,271.27721746076736,288.43110741691635,300.0995905271518,314.1719611238253,331.50719577987326,334.45419260219035
2.5,850.1145108389652,905.6446943499283,882.8905639933897,852.1870380627722,832.1100653587313,794.9872186134809,215.52958863664185,288.43110741691635,300.0995905271518,314.1719611238253,331.50719577987326,334.45419260219035
3.0,793.7845397907467,815.3651395137912,772.7834181413426,751.3841511594356,744.455620304073,733.3970080610408,313.24132219003434,348.09232155354124,338.2854098998242,333.2854264978092,338.216407189631,329.3684551901864
3.5,734.5724547572667,735.3157977974756,681.9837742714919,674.9946816761329,669.1086350426579,664.0756526568117,348.58786289242875,362.7928427010582,348.3130112615067,348.55787682266026,331.2822968763255,306.23102925619446
4.0,710.2627671182937,695.3857489033443,630.0302403055707,628.7663416303338,615.8948056595067,606.4159280502711,389.04171957874945,368.95562664995987,350.1760395526673,345.09109491214065,313.36267914312793,278.52809552989453
4.5,702.693097553294,688.9268401935083,616.0256509960869,596.2356019584475,577.7963925434013,555.0896569393391,416.71918932080644,390.6903960235805,348.2615739883225,328.9215067338799,297.8439468505185,248.63392104721373
5.0,702.693097553294,688.9268401935083,616.0256509960869,596.2356019584475,577.7963925434013,555.0896569393391,416.71918932080644,390.6903960235805,348.2615739883225,328.9215067338799,297.8439468505185,248.63392104721373
5.5,675.7274391073728,689.4758700149525,616.2030913277066,579.063989328327,553.5477792900516,526.5368641101902,431.0129831282969,417.3624293039625,346.03906934107465,322.511090835486,281.8976161006133,231.01390312506751
6.0,615.2322268455001,677.9661642125162,606.2249557656046,561.9681595819296,527.5115400289601,500.8801429838237,416.9660364267357,439.36861376344115,343.06662693898744,310.48865046692913,261.3179407239662,213.9342322326034
6.5,521.2032312460341,643.1385984239422,593.5453024945084,541.4774733993762,502.50058968800784,474.99560508389686,352.07790584286715,441.0069915817095,345.83231451737845,294.4722255059464,243.37516614013285,191.91674514985354
7.0,417.1905853362335,587.7335061504593,570.965969546926,520.3061341280206,485.6739047676393,454.77928026852425,238.1595628686255,420.55320149058184,350.6961441519312,279.7420709470568,228.83251817406733,173.3043508835501
7.5,417.1905853362335,587.7335061504593,570.965969546926,520.3061341280206,485.6739047676393,454.77928026852425,238.1595628686255,420.55320149058184,350.6961441519312,279.7420709470568,228.83251817406733,173.3043508835501
8.0,345.82653814904296,530.1703570541158,532.0686853750885,499.80343762871047,469.0109135373537,436.65376036946174,131.79050607209,387.2011495116337,337.8892134462193,263.4983827690914,207.88886959168636,159.07408767523978
8.5,314.6025271459507,474.57779464440455,489.62518593262035,470.78159673406344,448.78673034183635,421.6298189242406,60.84381072956217,341.6376945866258,312.48576902196424,248.73533312438474,189.9874291331617,145.0424355908222
9.0,303.19620511120655,418.04334627853154,451.2914355035994,441.501057971376,430.8791307441828,405.5824002795498,16.881578666512354,280.5762919424154,289.6139476292789,234.05830769610998,181.75144686295963,128.79140180747865
9.5,300.3803436861034,368.7038915338718,415.26351065150095,415.86771214161826,411.75873744674976,390.8160713169367,2.5758838296933373,207.93198439501893,261.1941319434895,216.4353025609846,174.51342154956004,117.62323421062355
10.0,300.3803436861034,368.7038915338718,415.26351065150095,415.86771214161826,411.75873744674976,390.8160713169367,2.5758838296933373,207.93198439501893,261.1941319434895,216.4353025609846,174.51342154956004,117.62323421062355
10.5,299.95888834714435,330.2782898721461,383.5031009463422,392.57845057427545,392.9775101442863,376.51261591117327,0.2976860930277252,121.77745102181352,224.40565368736628,197.631077229246,163.22405276785614,106.12716984136513
11.0,299.90439991709815,311.10011343687927,351.9664613182395,364.9477838048411,370.3631586391366,362.6655277722036,0.02898992971451056,65.81123396501485,161.49843615123942,164.49108069367932,142.76555304391746,97.26050824135162
11.5,299.8991370144219,302.5889560242266,315.2523674277179,326.15721819254617,340.5264814962382,343.701521114559,0.0064414075691866515,23.62138626069933,57.834168684476985,81.63202763972329,104.35633177627687,78.03752801527254
12.0,299.8991370144219,302.5889560242266,315.2523674277179,326.15721819254617,340.5264814962382,343.701521114559,0.0064414075691866515,23.62138626069933,57.834168684476985,81.63202763972329,104.35633177627687,78.03752801527254
12.5,299.8991370144219,302.5889560242266,315.2523674277179,326.15721819254617,340.5264814962382,343.701521114559,0.0064414075691866515,23.62138626069933,57.834168684476985,81.63202763972329,104.35633177627687,78.03752801527254
