cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_avg_1D,T_avg_1_5D,T_avg_2D,T_avg_2_5D,T_avg_3D,T_avg_3_5D,T_rms_1D,T_rms_1_5D,T_rms_2D,T_rms_2_5D,T_rms_3D,T_rms_3_5D
0.0,926.7505430373856,999.5436363719955,1043.403780623939,1082.6402667859033,1083.838604732422,1051.4789403364887,53.138531089206616,80.30970690366216,132.95830518922088,209.0865926282496,272.91036068330595,330.67921482339125
0.5,926.7505430373856,999.5436363719955,1043.403780623939,1079.6142335903269,1083.838604732422,1051.4789403364887,53.138531089206616,80.30970690366216,132.95830518922088,212.13531493941755,272.91036068330595,330.67921482339125
1.0,926.7505430373856,999.5436363719955,1043.403780623939,1079.6142335903269,1083.838604732422,1051.4789403364887,53.138531089206616,80.30970690366216,132.95830518922088,212.13531493941755,272.91036068330595,330.67921482339125
1.5,972.7216004563659,1004.0960672365115,1000.9656152921197,1006.580268069699,1004.7226086185937,981.0061169251125,107.6584925696093,205.57158545259358,268.95167434318,306.4867835056849,334.63712993896473,354.2581031649319
2.0,951.2039095676547,1004.0960672365115,1000.9656152921197,1006.580268069699,1004.7226086185937,981.0061169251125,128.3557169891531,205.57158545259358,268.95167434318,306.4867835056849,334.63712993896473,354.2581031649319
2.5,951.2039095676547,1004.0960672365115,1001.4281389414206,1006.580268069699,1004.7226086185937,981.0061169251125,128.3557169891531,205.57158545259358,260.8419317823962,306.4867835056849,334.63712993896473,354.2581031649319
3.0,720.958282078673,737.8856717172838,790.0529827405289,837.5314932236689,859.2996989835705,866.0948336034452,250.35594877968663,287.4844384113473,334.51259259403764,361.25787276437876,369.1645473915841,375.5602358371
3.5,720.958282078673,736.092381718864,790.0529827405289,837.5314932236689,859.2996989835705,847.238302036899,250.35594877968663,297.77935544458853,334.51259259403764,361.25787276437876,369.1645473915841,375.43008105192496
4.0,409.0071065411612,470.0760111795478,557.3253916104258,654.4534115178083,703.8479395585766,712.8808088752395,130.76838739810898,200.78964179786263,259.8405246288556,329.54827913634387,357.6420475556756,357.3909042415988
4.5,409.0071065411612,470.0760111795478,557.3253916104258,654.4534115178083,703.8479395585766,712.8808088752395,130.76838739810898,200.78964179786263,259.8405246288556,329.54827913634387,357.6420475556756,357.3909042415988
5.0,409.0071065411612,470.0760111795478,557.3253916104258,654.4534115178083,703.8479395585766,712.8808088752395,130.76838739810898,200.78964179786263,259.8405246288556,329.54827913634387,357.6420475556756,357.3909042415988
5.5,326.04688458106807,359.40227689591114,414.1643163024187,496.23448531302284,559.5076934553528,598.5267217999047,44.18731478586521,95.60593782663348,158.27186950276402,229.2384076593323,279.78446179433166,307.8232950810565
6.0,326.04688458106807,359.40227689591114,414.1643163024187,496.23448531302284,559.5076934553528,598.5267217999047,44.18731478586521,95.60593782663348,158.27186950276402,229.2384076593323,279.78446179433166,307.8232950810565
6.5,305.7450767851859,318.3808824771756,342.63833968932346,395.9407533215905,447.8033656493587,498.24255291828337,13.46386587988077,50.329327283220074,76.1938936930658,142.04194943879642,194.12590018216366,246.1825640131926
7.0,305.7450767851859,318.3808824771756,342.63833968932346,395.9407533215905,447.8033656493587,498.24255291828337,13.46386587988077,50.329327283220074,76.1938936930658,142.04194943879642,194.12590018216366,246.1825640131926
7.5,305.7450767851859,318.3808824771756,342.63833968932346,395.9407533215905,447.8033656493587,498.24255291828337,13.46386587988077,50.329327283220074,76.1938936930658,142.04194943879642,194.12590018216366,246.1825640131926
8.0,300.989840196245,305.5683055441482,310.6547679034051,338.40578552233006,373.72863700987915,415.404233937189,5.323488510444561,27.590196156251366,27.547768950289303,78.29930323303405,127.56040437122003,182.3099755609252
8.5,300.989840196245,305.5683055441482,310.6547679034051,338.40578552233006,373.72863700987915,415.404233937189,5.323488510444561,27.590196156251366,27.547768950289303,78.29930323303405,127.56040437122003,182.3099755609252
9.0,300.0541610403517,300.7987291772657,301.59597117794294,313.1587339757214,332.0271048933503,366.2753853634694,1.4744998134811023,5.209120215872323,6.060723879514331,48.633316838928536,74.18181556184179,129.45474858007148
9.5,300.0541610403517,300.7987291772657,301.59597117794294,313.1587339757214,332.0271048933503,366.2753853634694,1.4744998134811023,5.209120215872323,6.060723879514331,48.633316838928536,74.18181556184179,129.45474858007148
10.0,300.0541610403517,300.7987291772657,301.59597117794294,313.1587339757214,332.0271048933503,366.2753853634694,1.4744998134811023,5.209120215872323,6.060723879514331,48.633316838928536,74.18181556184179,129.45474858007148
10.5,299.8802250246952,299.94947716326834,300.05890062466364,305.27180077691617,313.0349818154505,336.2684912639351,0.13073826449240697,0.37100852331449174,0.6299371236058393,31.081801043470897,42.79944074432727,88.2819334501891
11.0,299.8802250246952,299.94947716326834,300.05890062466364,305.27180077691617,313.0349818154505,336.2684912639351,0.13073826449240697,0.37100852331449174,0.6299371236058393,31.081801043470897,42.79944074432727,88.2819334501891
11.5,299.8676004667992,299.89118133724395,299.9204176819837,301.59235660447445,304.8905241799448,316.5756076293092,0.0036497473966794845,0.014523270165296715,0.027067505558378325,12.106846254392428,23.79540694619003,50.617470429096926
12.0,299.8676004667992,299.89118133724395,299.9204176819837,301.59235660447445,304.8905241799448,316.5756076293092,0.0036497473966794845,0.014523270165296715,0.027067505558378325,12.106846254392428,23.79540694619003,50.617470429096926
12.5,299.8676004667992,299.89118133724395,299.9204176819837,301.59235660447445,304.8905241799448,316.5756076293092,0.0036497473966794845,0.014523270165296715,0.027067505558378325,12.106846254392428,23.79540694619003,50.617470429096926
