s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.7001022E+002, 5.7248820E+002, 0.0000000E+000,-2.2030909E+002,-3.8797335E+002, 1.8004159E+000, 6.4818370E+000, 0.0000000E+000, 0.0000000E+000,-3.5506562E+001,-2.7511983E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 3.0001007E+002, 6.3979273E+002, 0.0000000E+000,-2.2461872E+002,-3.8155888E+002, 4.7133361E+000, 6.7835578E+000, 0.0000000E+000, 0.0000000E+000, 3.6031256E+001, 4.5112026E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 3.3000504E+002, 5.5296027E+002, 0.0000000E+000,-2.1029830E+002,-3.8611103E+002, 4.1999866E+000, 6.5870350E+000, 0.0000000E+000, 0.0000000E+000,-4.0864291E+001,-3.2662045E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 3.6000067E+002, 6.3310551E+002, 0.0000000E+000,-2.1308161E+002,-3.7486060E+002, 6.6736306E+000, 7.0821161E+000, 0.0000000E+000, 0.0000000E+000, 4.9124112E+001, 5.8919055E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 3.9001108E+002, 5.9544838E+002, 0.0000000E+000,-2.1236834E+002,-3.9418390E+002, 7.5938370E+000, 6.8918701E+000, 0.0000000E+000, 0.0000000E+000,-5.0708111E+000, 3.3818503E+000, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 4.2001019E+002, 5.8372674E+002, 0.0000000E+000,-2.0218429E+002,-3.9123016E+002, 6.7772187E+000, 7.3179106E+000, 0.0000000E+000, 0.0000000E+000,-3.4755161E+000, 4.4074175E+000, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 4.5001434E+002, 6.2625323E+002, 0.0000000E+000,-2.1560137E+002,-4.0430264E+002, 1.0777956E+001, 7.0100845E+000, 0.0000000E+000, 0.0000000E+000, 1.5277877E+001, 2.4137260E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 4.8001013E+002, 5.7756017E+002, 0.0000000E+000,-1.9849856E+002,-3.9496823E+002, 9.3926160E+000, 7.2470581E+000, 0.0000000E+000, 0.0000000E+000,-7.9523235E+000, 7.3305840E-001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 5.1000293E+002, 5.9225051E+002, 0.0000000E+000,-2.0593619E+002,-4.0378737E+002, 1.1552047E+001, 7.3478115E+000, 0.0000000E+000, 0.0000000E+000,-6.2612006E+000, 1.4268094E+000, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 5.4001508E+002, 6.0141636E+002, 0.0000000E+000,-1.9864268E+002,-4.0854272E+002, 1.0368169E+001, 7.1589535E+000, 0.0000000E+000, 0.0000000E+000, 3.0329501E+000, 1.1758090E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 5.7000800E+002, 6.3130775E+002, 0.0000000E+000,-2.0173097E+002,-4.3154367E+002, 1.1193075E+001, 7.4067250E+000, 0.0000000E+000, 0.0000000E+000, 8.2006012E+000, 1.6632905E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 6.0000763E+002, 5.7586004E+002, 0.0000000E+000,-2.0240699E+002,-3.8991278E+002, 1.2061493E+001, 6.9179957E+000, 0.0000000E+000, 0.0000000E+000,-5.8010633E+000, 2.5197650E+000, 0.0000000E+000, 1.3131876E-002, 0.0000000E+000
 6.3000757E+002, 6.3624905E+002, 0.0000000E+000,-2.1222281E+002,-4.1861767E+002, 1.1685149E+001, 7.5222745E+000, 0.0000000E+000, 0.0000000E+000, 1.5315177E+001, 2.4615997E+001, 0.0000000E+000, 1.5869139E-002, 0.0000000E+000
 6.6000525E+002, 7.2719718E+002, 0.0000000E+000,-2.3949716E+002,-4.4133983E+002, 1.5160760E+001, 7.5181063E+000, 0.0000000E+000, 0.0000000E+000, 6.0091638E+001, 6.9039053E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 6.9000085E+002, 7.2388075E+002, 0.0000000E+000,-2.3674682E+002,-4.9224227E+002, 1.3951050E+001, 7.7131851E+000, 0.0000000E+000, 0.0000000E+000, 6.5876296E+000, 1.6555893E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.2000641E+002, 7.2656374E+002, 0.0000000E+000,-2.3665437E+002,-5.2772505E+002, 1.4591354E+001, 7.3593813E+000, 0.0000000E+000, 0.0000000E+000,-2.4975306E+001,-1.5864947E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.5000049E+002, 7.6779260E+002, 0.0000000E+000,-2.4716842E+002,-4.8281774E+002, 1.7945689E+001, 7.8224253E+000, 0.0000000E+000, 0.0000000E+000, 5.3880749E+001, 6.3574558E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.8000653E+002, 7.4993825E+002, 0.0000000E+000,-2.3116450E+002,-5.7081993E+002, 1.7017614E+001, 7.6415713E+000, 0.0000000E+000, 0.0000000E+000,-3.8592174E+001,-2.7386992E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.1000671E+002, 7.5571104E+002, 0.0000000E+000,-2.3516767E+002,-5.0477214E+002, 1.9485621E+001, 7.3202963E+000, 0.0000000E+000, 0.0000000E+000, 3.0439573E+001, 4.2577152E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.4001288E+002, 7.0629454E+002, 0.0000000E+000,-2.3056712E+002,-5.0184688E+002, 1.8986773E+001, 7.5739306E+000, 0.0000000E+000, 0.0000000E+000,-9.2204673E+000, 4.4124191E-001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.7001495E+002, 8.2931410E+002, 0.0000000E+000,-2.6062417E+002,-5.4700696E+002, 2.0324091E+001, 8.3250105E+000, 0.0000000E+000, 0.0000000E+000, 3.9247718E+001, 5.0332074E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.0001044E+002, 7.4931290E+002, 0.0000000E+000,-2.3606535E+002,-5.3810206E+002, 1.9720135E+001, 8.3082906E+000, 0.0000000E+000, 0.0000000E+000,-8.3944307E+000, 3.1739114E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.3000629E+002, 7.1639051E+002, 0.0000000E+000,-2.2515701E+002,-5.0608582E+002, 2.0439548E+001, 7.6434338E+000, 0.0000000E+000, 0.0000000E+000, 2.7530493E+000, 1.3230663E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.6000549E+002, 7.5676894E+002, 0.0000000E+000,-2.4267419E+002,-5.4947968E+002, 2.1993806E+001, 8.1483254E+000, 0.0000000E+000, 0.0000000E+000,-1.5877416E+001,-5.2428050E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.9000946E+002, 7.3862741E+002, 0.0000000E+000,-2.3834178E+002,-5.2239496E+002, 2.2298911E+001, 8.0363152E+000, 0.0000000E+000, 0.0000000E+000,-3.0604081E+000, 8.2258978E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0200049E+003, 7.8338441E+002, 0.0000000E+000,-2.4468266E+002,-4.9134225E+002, 2.3069020E+001, 7.7616610E+000, 0.0000000E+000, 0.0000000E+000, 6.7232682E+001, 7.8190183E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0500107E+003, 7.0625410E+002, 0.0000000E+000,-2.3360308E+002,-5.3751228E+002, 2.0486843E+001, 7.8751384E+000, 0.0000000E+000, 0.0000000E+000,-4.4955687E+001,-3.6499291E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0800042E+003, 7.6659101E+002, 0.0000000E+000,-2.4085891E+002,-5.7922655E+002, 2.2881779E+001, 8.0553679E+000, 0.0000000E+000, 0.0000000E+000,-3.1475445E+001,-2.2557306E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1100099E+003, 7.7632995E+002, 0.0000000E+000,-2.4197906E+002,-5.0337899E+002, 2.3271698E+001, 8.2868090E+000, 0.0000000E+000, 0.0000000E+000, 5.1472593E+001, 6.2530407E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1400074E+003, 6.8805337E+002, 0.0000000E+000,-2.2110525E+002,-5.4769625E+002, 2.1612706E+001, 8.0341052E+000, 0.0000000E+000, 0.0000000E+000,-6.1017710E+001,-5.1101312E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1700139E+003, 8.0449760E+002, 0.0000000E+000,-2.4302163E+002,-5.4477682E+002, 2.1866666E+001, 8.0330535E+000, 0.0000000E+000, 0.0000000E+000, 3.5979324E+001, 4.6598867E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.2000150E+003, 7.6037467E+002, 0.0000000E+000,-2.3625857E+002,-5.3125659E+002, 2.4073567E+001, 8.0502241E+000, 0.0000000E+000, 0.0000000E+000, 1.4455956E+001, 2.4983303E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.2300063E+003, 7.4244701E+002, 0.0000000E+000,-2.3084352E+002,-5.2692756E+002, 2.4582070E+001, 8.0695178E+000, 0.0000000E+000, 0.0000000E+000, 6.1969513E+000, 1.7327520E+001, 0.0000000E+000, 1.9153095E-002, 0.0000000E+000
 1.2600012E+003, 8.3244821E+002, 0.0000000E+000,-2.6616514E+002,-5.9491176E+002, 2.6570264E+001, 7.9570268E+000, 0.0000000E+000, 0.0000000E+000,-5.5239509E+000, 5.8986081E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.2900116E+003, 9.1638713E+002, 0.0000000E+000,-2.7744892E+002,-5.9706957E+002, 2.6565675E+001, 8.0833999E+000, 0.0000000E+000, 0.0000000E+000, 6.5786212E+001, 7.6517706E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3200067E+003, 8.6040941E+002, 0.0000000E+000,-2.7394893E+002,-6.4166726E+002, 2.5098729E+001, 7.6584551E+000, 0.0000000E+000, 0.0000000E+000,-3.5092259E+001,-2.2449592E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3500060E+003, 8.9257323E+002, 0.0000000E+000,-2.7843044E+002,-6.1176784E+002, 2.7374464E+001, 8.0677874E+000, 0.0000000E+000, 0.0000000E+000, 2.6267144E+001, 3.7817208E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3800009E+003, 9.1518734E+002, 0.0000000E+000,-2.7544907E+002,-6.3535483E+002, 2.7199156E+001, 7.7647756E+000, 0.0000000E+000, 0.0000000E+000, 2.3020375E+001, 3.9347367E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4100139E+003, 9.2113533E+002, 0.0000000E+000,-2.8008731E+002,-6.6376907E+002, 2.6328557E+001, 7.7016758E+000, 0.0000000E+000, 0.0000000E+000, 9.4615521E-002, 1.1309185E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4400135E+003, 8.7748906E+002, 0.0000000E+000,-2.7111036E+002,-6.5773097E+002, 2.9028622E+001, 7.8806777E+000, 0.0000000E+000, 0.0000000E+000,-2.7518251E+001,-1.4442967E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4700107E+003, 8.7980693E+002, 0.0000000E+000,-2.8685995E+002,-5.9209141E+002, 2.8850170E+001, 7.9316270E+000, 0.0000000E+000, 0.0000000E+000, 2.5606674E+001, 3.7637364E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5000074E+003, 8.9819364E+002, 0.0000000E+000,-2.8692199E+002,-6.2419104E+002, 2.7422312E+001, 7.7914446E+000, 0.0000000E+000, 0.0000000E+000, 1.0438238E+001, 2.2294362E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5300032E+003, 8.8299348E+002, 0.0000000E+000,-2.7530265E+002,-6.3861303E+002, 3.0253962E+001, 8.1312396E+000, 0.0000000E+000, 0.0000000E+000,-5.4538890E+000, 7.4630025E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5600151E+003, 8.9989227E+002, 0.0000000E+000,-2.8507229E+002,-6.3489403E+002, 3.1079477E+001, 8.0983277E+000, 0.0000000E+000, 0.0000000E+000, 5.9828980E+000, 1.9103754E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5900009E+003, 8.9773798E+002, 0.0000000E+000,-2.7983351E+002,-6.3564148E+002, 2.9538632E+001, 8.7126130E+000, 0.0000000E+000, 0.0000000E+000, 6.7130748E+000, 2.0514243E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6200028E+003, 9.5115842E+002, 0.0000000E+000,-2.9157224E+002,-6.7126488E+002, 3.0114447E+001, 8.1990722E+000, 0.0000000E+000, 0.0000000E+000, 1.2779894E+001, 2.6634819E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6500095E+003, 8.7659399E+002, 0.0000000E+000,-2.8327108E+002,-6.3557943E+002, 2.8582127E+001, 8.4280805E+000, 0.0000000E+000, 0.0000000E+000,-1.5639432E+001,-5.2463093E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6800060E+003, 9.1566810E+002, 0.0000000E+000,-2.9048599E+002,-6.5376254E+002, 2.9459213E+001, 8.0483956E+000, 0.0000000E+000, 0.0000000E+000,-3.3347747E+000, 8.9271865E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7100135E+003, 8.9692600E+002, 0.0000000E+000,-2.6661562E+002,-6.4310947E+002, 2.9049184E+001, 8.3286199E+000, 0.0000000E+000, 0.0000000E+000, 1.2035124E+001, 2.4578712E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7400032E+003, 8.9379386E+002, 0.0000000E+000,-2.7278384E+002,-6.7789160E+002, 3.2460496E+001, 7.9401771E+000, 0.0000000E+000, 0.0000000E+000,-2.8290709E+001,-1.6480906E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7700001E+003, 8.8734048E+002, 0.0000000E+000,-2.8145228E+002,-6.5872078E+002, 3.2506200E+001, 8.3607934E+000, 0.0000000E+000, 0.0000000E+000,-2.1111613E+001,-1.1965587E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.8000000E+003, 9.0410267E+002, 0.0000000E+000,-2.8186797E+002,-6.1782648E+002, 3.2211957E+001, 8.2311083E+000, 0.0000000E+000, 0.0000000E+000, 2.9992156E+001, 4.4851280E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
