s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 7.2001208E+002, 6.6135401E+002, 0.0000000E+000,-2.2496800E+002,-4.2265898E+002, 1.4660391E+001, 7.8350273E+000, 0.0000000E+000, 0.0000000E+000, 3.5483726E+001, 3.6222446E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.5002783E+002, 8.0985404E+002, 0.0000000E+000,-2.4642239E+002,-6.5744843E+002, 1.6053931E+001, 7.5139259E+000, 0.0000000E+000, 0.0000000E+000,-7.0516080E+001,-7.0448919E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.8005792E+002, 7.4169194E+002, 0.0000000E+000,-2.3560961E+002,-4.5575227E+002, 1.8230491E+001, 7.6112080E+000, 0.0000000E+000, 0.0000000E+000, 7.2922275E+001, 7.6171765E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.1005383E+002, 6.6555044E+002, 0.0000000E+000,-2.2611823E+002,-5.0406672E+002, 1.6636156E+001, 7.3695321E+000, 0.0000000E+000, 0.0000000E+000,-4.2350116E+001,-4.0628818E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.4000140E+002, 8.1566507E+002, 0.0000000E+000,-2.5128229E+002,-5.3828706E+002, 1.8293243E+001, 7.4074977E+000, 0.0000000E+000, 0.0000000E+000, 4.9937245E+001, 5.1796464E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.7000372E+002, 7.0657197E+002, 0.0000000E+000,-2.2307826E+002,-5.4057651E+002, 1.9183155E+001, 7.4627515E+000, 0.0000000E+000, 0.0000000E+000,-3.1338861E+001,-3.0436900E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.0000806E+002, 7.7629981E+002, 0.0000000E+000,-2.3861892E+002,-5.9064126E+002, 1.9324951E+001, 7.6197191E+000, 0.0000000E+000, 0.0000000E+000,-2.7380552E+001,-2.6015710E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.3001831E+002, 7.7941426E+002, 0.0000000E+000,-2.3902830E+002,-5.4154982E+002, 2.0197910E+001, 7.4284596E+000, 0.0000000E+000, 0.0000000E+000, 2.4890678E+001, 2.6462510E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.6000073E+002, 7.2540199E+002, 0.0000000E+000,-2.2595025E+002,-4.8122339E+002, 2.1617639E+001, 7.3068677E+000, 0.0000000E+000, 0.0000000E+000, 4.4744209E+001, 4.7152850E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.9003387E+002, 7.4195975E+002, 0.0000000E+000,-2.2443152E+002,-6.0038145E+002, 2.0387592E+001, 7.6103288E+000, 0.0000000E+000, 0.0000000E+000,-5.5680836E+001,-5.4855302E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0200101E+003, 7.5264833E+002, 0.0000000E+000,-2.3680571E+002,-5.2534006E+002, 2.1141557E+001, 7.5923487E+000, 0.0000000E+000, 0.0000000E+000, 1.7347236E+001, 1.9236471E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0500679E+003, 6.7890965E+002, 0.0000000E+000,-2.1791149E+002,-4.9866460E+002, 2.0567424E+001, 7.6459019E+000, 0.0000000E+000, 0.0000000E+000,-9.6909409E+000,-9.4531126E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0800332E+003, 8.3123952E+002, 0.0000000E+000,-2.5023820E+002,-5.7009098E+002, 2.1481443E+001, 7.7653769E+000, 0.0000000E+000, 0.0000000E+000, 3.8902421E+001, 4.0157158E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1100231E+003, 6.8661996E+002, 0.0000000E+000,-2.2352047E+002,-4.8826727E+002, 2.2888426E+001, 7.3471924E+000, 0.0000000E+000, 0.0000000E+000, 3.8199523E+000, 5.0678326E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1400403E+003, 8.0505748E+002, 0.0000000E+000,-2.4242185E+002,-6.3438628E+002, 2.2218793E+001, 8.1007882E+000, 0.0000000E+000, 0.0000000E+000,-4.3708973E+001,-4.1431071E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1700502E+003, 7.4407385E+002, 0.0000000E+000,-2.3528202E+002,-4.6201668E+002, 2.4139583E+001, 7.5045666E+000, 0.0000000E+000, 0.0000000E+000, 7.7373177E+001, 7.8419306E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.2000031E+003, 6.6341458E+002, 0.0000000E+000,-2.1014400E+002,-5.4984572E+002, 2.2422036E+001, 7.4820825E+000, 0.0000000E+000, 0.0000000E+000,-6.7497248E+001,-6.6671027E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.2300392E+003, 7.9404035E+002, 0.0000000E+000,-2.5162869E+002,-5.1336915E+002, 2.1658843E+001, 7.9689131E+000, 0.0000000E+000, 0.0000000E+000, 5.7474313E+001, 5.8670265E+001, 0.0000000E+000, 1.9154589E-002, 0.0000000E+000
 1.2600333E+003, 7.4289277E+002, 0.0000000E+000,-2.4260996E+002,-4.9601634E+002, 2.4377780E+001, 7.1297613E+000, 0.0000000E+000, 0.0000000E+000, 3.3877372E+001, 3.5774012E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.2900056E+003, 8.9521426E+002, 0.0000000E+000,-2.8791750E+002,-6.2447168E+002, 2.4150112E+001, 7.3199393E+000, 0.0000000E+000, 0.0000000E+000, 1.2685320E+001, 1.4295139E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3200123E+003, 8.6982468E+002, 0.0000000E+000,-2.8142552E+002,-6.3444715E+002, 2.6437305E+001, 7.2654088E+000, 0.0000000E+000, 0.0000000E+000,-1.4085496E+001,-1.2345285E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3500292E+003, 8.8096139E+002, 0.0000000E+000,-2.8754866E+002,-5.6944919E+002, 2.6470196E+001, 7.5417598E+000, 0.0000000E+000, 0.0000000E+000, 5.5603940E+001, 5.7975496E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3800419E+003, 8.5107378E+002, 0.0000000E+000,-2.8245361E+002,-5.8585369E+002, 2.4285836E+001, 7.5510706E+000, 0.0000000E+000, 0.0000000E+000, 1.3426198E+001, 1.4603390E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4100441E+003, 8.9640378E+002, 0.0000000E+000,-2.9252247E+002,-6.1365588E+002, 2.6357910E+001, 7.4400422E+000, 0.0000000E+000, 0.0000000E+000, 2.2787304E+001, 2.4023382E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4400494E+003, 8.0595050E+002, 0.0000000E+000,-2.8099777E+002,-5.7250739E+002, 2.5487663E+001, 7.2003192E+000, 0.0000000E+000, 0.0000000E+000,-1.6534283E+001,-1.4866666E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4700535E+003, 8.7632844E+002, 0.0000000E+000,-3.0023568E+002,-6.3119482E+002, 2.5490332E+001, 7.5196590E+000, 0.0000000E+000, 0.0000000E+000,-2.3027726E+001,-2.2092076E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5000153E+003, 8.6139220E+002, 0.0000000E+000,-2.9786230E+002,-5.8895517E+002, 2.4895343E+001, 7.4115440E+000, 0.0000000E+000, 0.0000000E+000, 6.1917336E+000, 6.8816165E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5300243E+003, 9.5027529E+002, 0.0000000E+000,-3.1977234E+002,-6.2871134E+002, 2.6899114E+001, 7.5382126E+000, 0.0000000E+000, 0.0000000E+000, 3.4798844E+001, 3.6228939E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5600300E+003, 9.7745271E+002, 0.0000000E+000,-3.1960026E+002,-6.3277111E+002, 2.5787336E+001, 7.5293993E+000, 0.0000000E+000, 0.0000000E+000, 5.5533286E+001, 5.8398076E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5900050E+003, 8.9241802E+002, 0.0000000E+000,-2.8200391E+002,-7.4013877E+002, 2.7494441E+001, 7.7166232E+000, 0.0000000E+000, 0.0000000E+000,-9.5644571E+001,-9.4513598E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6200315E+003, 1.0631591E+003, 0.0000000E+000,-3.0037791E+002,-7.9943312E+002, 3.2241410E+001, 8.6639638E+000, 0.0000000E+000, 0.0000000E+000, 2.2426675E+000, 4.2534594E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6500267E+003, 9.5556524E+002, 0.0000000E+000,-2.8683731E+002,-6.6796094E+002, 3.0198669E+001, 7.7712706E+000, 0.0000000E+000, 0.0000000E+000, 3.6840584E+001, 3.8736925E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6800331E+003, 7.6240899E+002, 0.0000000E+000,-2.2924218E+002,-6.2065077E+002, 2.9666731E+001, 7.6321487E+000, 0.0000000E+000, 0.0000000E+000,-5.1797709E+001,-5.0185071E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7100499E+003, 1.0330466E+003, 0.0000000E+000,-2.9766203E+002,-7.8412765E+002, 2.8433226E+001, 7.5860538E+000, 0.0000000E+000, 0.0000000E+000,-1.4811865E+001,-1.2723789E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7400502E+003, 8.1404818E+002, 0.0000000E+000,-2.5172909E+002,-5.8128180E+002, 3.0534899E+001, 7.2449663E+000, 0.0000000E+000, 0.0000000E+000, 1.6688130E+001, 1.8817155E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7700347E+003, 8.7899182E+002, 0.0000000E+000,-2.8228574E+002,-6.3095895E+002, 2.9511214E+001, 8.6248191E+000, 0.0000000E+000, 0.0000000E+000, 2.4417262E+000, 3.8831622E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.8000000E+003, 7.7252835E+002, 0.0000000E+000,-2.5644335E+002,-5.6441425E+002, 2.9616485E+001, 7.9000657E+000, 0.0000000E+000, 0.0000000E+000,-1.1873325E+001,-1.0812702E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
