cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 5.9514022E+002, 5.7500499E+002, 3.6465429E-002, 1.2199822E+002, 1.3029825E+002, 1.7463581E-001, 4.4107207E-002, 1.8375099E-002, 3.2863364E-002, 5.0026867E-001, 4.1143296E-002, 2.0515406E-002, 3.3327090E-001, 2.2377995E-002, 2.5250617E-003
 3.0000000E+000, 7.1548628E+002, 7.1367477E+002, 3.6465429E-002, 1.1101761E+002, 1.1854857E+002, 1.7463581E-001, 5.6504769E-002, 2.5697402E-002, 4.5285774E-002, 3.3027089E-001, 5.7004926E-002, 2.8269757E-002, 4.4506912E-001, 3.4574794E-002, 3.9001855E-003
 5.0000000E+000, 7.1548628E+002, 7.1367477E+002, 5.6801510E-001, 1.1101761E+002, 1.1854857E+002, 2.7456893E-001, 5.6504769E-002, 2.5697402E-002, 4.5285774E-002, 3.3027089E-001, 5.7004926E-002, 2.8269757E-002, 4.4506912E-001, 3.4574794E-002, 3.9001855E-003
 7.0000000E+000, 8.5896343E+002, 8.6064617E+002, 5.6801510E-001, 1.1779584E+002, 1.3120112E+002, 2.7456893E-001, 5.8164900E-002, 3.1527561E-002, 5.9943836E-002, 2.1070582E-001, 7.2506084E-002, 3.7423345E-002, 5.1403556E-001, 5.1328867E-002, 5.7656255E-003
 9.0000000E+000, 8.5896343E+002, 8.6064617E+002, 1.2166378E+000, 1.1779584E+002, 1.3120112E+002, 3.1161829E-001, 5.8164900E-002, 3.1527561E-002, 5.9943836E-002, 2.1070582E-001, 7.2506084E-002, 3.7423345E-002, 5.1403556E-001, 5.1328867E-002, 5.7656255E-003
 1.1000000E+001, 9.8046421E+002, 9.8706804E+002, 1.2166378E+000, 1.2839680E+002, 1.4662579E+002, 3.1161829E-001, 5.4570081E-002, 3.6680504E-002, 7.1696601E-002, 1.3498572E-001, 8.5338152E-002, 4.4762002E-002, 5.5321981E-001, 6.6472367E-002, 7.4560904E-003
 1.3000000E+001, 9.8046421E+002, 9.8706804E+002, 1.8253892E+000, 1.2839680E+002, 1.4662579E+002, 3.3022967E-001, 5.4570081E-002, 3.6680504E-002, 7.1696601E-002, 1.3498572E-001, 8.5338152E-002, 4.4762002E-002, 5.5321981E-001, 6.6472367E-002, 7.4560904E-003
 1.5000000E+001, 1.0548972E+003, 1.0656839E+003, 1.8253892E+000, 1.2511895E+002, 1.4367264E+002, 3.3022967E-001, 5.1649576E-002, 4.1324743E-002, 7.6728790E-002, 9.1816533E-002, 9.3366852E-002, 4.7900965E-002, 5.7710265E-001, 7.4169042E-002, 8.3389215E-003
 1.7000000E+001, 1.0548972E+003, 1.0656839E+003, 2.3488359E+000, 1.2511895E+002, 1.4367264E+002, 3.4149849E-001, 5.1649576E-002, 4.1324743E-002, 7.6728790E-002, 9.1816533E-002, 9.3366852E-002, 4.7900965E-002, 5.7710265E-001, 7.4169042E-002, 8.3389215E-003
 1.9000000E+001, 1.0940586E+003, 1.1073824E+003, 2.3488359E+000, 1.1953255E+002, 1.3710562E+002, 3.4149849E-001, 5.0998215E-002, 4.5486141E-002, 7.6496370E-002, 6.6423161E-002, 9.7579297E-002, 4.7750185E-002, 5.9512098E-001, 7.5596946E-002, 8.5399148E-003
 2.1000000E+001, 1.0940586E+003, 1.1073824E+003, 2.7796083E+000, 1.1953255E+002, 1.3710562E+002, 3.6121973E-001, 5.0998215E-002, 4.5486141E-002, 7.6496370E-002, 6.6423161E-002, 9.7579297E-002, 4.7750185E-002, 5.9512098E-001, 7.5596946E-002, 8.5399148E-003
 2.3000000E+001, 1.1122703E+003, 1.1267157E+003, 2.7796083E+000, 1.1937925E+002, 1.3682568E+002, 3.6121973E-001, 5.2471337E-002, 4.9012407E-002, 7.3185752E-002, 5.0120474E-002, 9.9205679E-002, 4.5676374E-002, 6.1093044E-001, 7.3344186E-002, 8.3367651E-003
 2.5000000E+001, 1.1122703E+003, 1.1267157E+003, 3.1481552E+000, 1.1937925E+002, 1.3682568E+002, 3.9126001E-001, 5.2471337E-002, 4.9012407E-002, 7.3185752E-002, 5.0120474E-002, 9.9205679E-002, 4.5676374E-002, 6.1093044E-001, 7.3344186E-002, 8.3367651E-003
 2.7000000E+001, 1.1179714E+003, 1.1324227E+003, 3.1481552E+000, 1.2650986E+002, 1.4601484E+002, 3.9126001E-001, 5.5148891E-002, 5.1792445E-002, 6.8709739E-002, 3.8946429E-002, 9.9329493E-002, 4.2875181E-002, 6.2485660E-001, 6.9556312E-002, 7.9600322E-003
 2.9000000E+001, 1.1179714E+003, 1.1324227E+003, 3.4501946E+000, 1.2650986E+002, 1.4601484E+002, 4.4856179E-001, 5.5148891E-002, 5.1792445E-002, 6.8709739E-002, 3.8946429E-002, 9.9329493E-002, 4.2875181E-002, 6.2485660E-001, 6.9556312E-002, 7.9600322E-003
 3.1000000E+001, 1.1168560E+003, 1.1307586E+003, 3.4501946E+000, 1.3934575E+002, 1.6239895E+002, 4.4856179E-001, 5.8608503E-002, 5.3989762E-002, 6.3694650E-002, 3.0760075E-002, 9.8513149E-002, 3.9737839E-002, 6.3755905E-001, 6.4950410E-002, 7.4888643E-003
 3.3000000E+001, 1.1168560E+003, 1.1307586E+003, 3.7098011E+000, 1.3934575E+002, 1.6239895E+002, 5.2883253E-001, 5.8608503E-002, 5.3989762E-002, 6.3694650E-002, 3.0760075E-002, 9.8513149E-002, 3.9737839E-002, 6.3755905E-001, 6.4950410E-002, 7.4888643E-003
 3.5000000E+001, 1.1119706E+003, 1.1251243E+003, 3.7098011E+000, 1.5244485E+002, 1.7861568E+002, 5.2883253E-001, 6.2447936E-002, 5.5658982E-002, 5.8687710E-002, 2.4477607E-002, 9.7154627E-002, 3.6606292E-002, 6.4904400E-001, 6.0170779E-002, 6.9933020E-003
 3.7000000E+001, 1.1119706E+003, 1.1251243E+003, 3.9222225E+000, 1.5244485E+002, 1.7861568E+002, 6.2781999E-001, 6.2447936E-002, 5.5658982E-002, 5.8687710E-002, 2.4477607E-002, 9.7154627E-002, 3.6606292E-002, 6.4904400E-001, 6.0170779E-002, 6.9933020E-003
 3.9000000E+001, 1.1032670E+003, 1.1154971E+003, 3.9222225E+000, 1.6470819E+002, 1.9339682E+002, 6.2781999E-001, 6.6827540E-002, 5.6737504E-002, 5.3748349E-002, 1.9493607E-002, 9.5229237E-002, 3.3517765E-002, 6.5973373E-001, 5.5319441E-002, 6.4839001E-003
 4.1000000E+001, 1.1032670E+003, 1.1154971E+003, 4.1085127E+000, 1.6470819E+002, 1.9339682E+002, 7.2518170E-001, 6.6827540E-002, 5.6737504E-002, 5.3748349E-002, 1.9493607E-002, 9.5229237E-002, 3.3517765E-002, 6.5973373E-001, 5.5319441E-002, 6.4839001E-003
 4.3000000E+001, 1.0921037E+003, 1.1032186E+003, 4.1085127E+000, 1.7778390E+002, 2.0913903E+002, 7.2518170E-001, 7.1503464E-002, 5.7381591E-002, 4.8943101E-002, 1.5543386E-002, 9.2938688E-002, 3.0513635E-002, 6.6965073E-001, 5.0497131E-002, 5.9730212E-003
 4.5000000E+001, 1.0921037E+003, 1.1032186E+003, 4.2597120E+000, 1.7778390E+002, 2.0913903E+002, 8.1144477E-001, 7.1503464E-002, 5.7381591E-002, 4.8943101E-002, 1.5543386E-002, 9.2938688E-002, 3.0513635E-002, 6.6965073E-001, 5.0497131E-002, 5.9730212E-003
 4.7000000E+001, 1.0786868E+003, 1.0885519E+003, 4.2597120E+000, 1.9131070E+002, 2.2540675E+002, 8.1144477E-001, 7.6412962E-002, 5.7668488E-002, 4.4271987E-002, 1.2377039E-002, 9.0362912E-002, 2.7593815E-002, 6.7894879E-001, 4.5743247E-002, 5.4656846E-003
 4.9000000E+001, 1.0786868E+003, 1.0885519E+003, 4.3879332E+000, 1.9131070E+002, 2.2540675E+002, 9.0897487E-001, 7.6412962E-002, 5.7668488E-002, 4.4271987E-002, 1.2377039E-002, 9.0362912E-002, 2.7593815E-002, 6.7894879E-001, 4.5743247E-002, 5.4656846E-003
 5.1000000E+001, 1.0638375E+003, 1.0723418E+003, 4.3879332E+000, 2.0544280E+002, 2.4236681E+002, 9.0897487E-001, 8.1368396E-002, 5.7686269E-002, 3.9823293E-002, 9.8424051E-003, 8.7646944E-002, 2.4813362E-002, 6.8756719E-001, 4.1172683E-002, 4.9751695E-003
 5.3000000E+001, 1.0638375E+003, 1.0723418E+003, 4.4786072E+000, 2.0544280E+002, 2.4236681E+002, 1.0281768E+000, 8.1368396E-002, 5.7686269E-002, 3.9823293E-002, 9.8424051E-003, 8.7646944E-002, 2.4813362E-002, 6.8756719E-001, 4.1172683E-002, 4.9751695E-003
 5.5000000E+001, 1.0468430E+003, 1.0536418E+003, 4.4786072E+000, 2.1884065E+002, 2.5890495E+002, 1.0281768E+000, 8.6566836E-002, 5.7366842E-002, 3.5532723E-002, 7.7895405E-003, 8.4682227E-002, 2.2132186E-002, 6.9575746E-001, 3.6733925E-002, 4.4952896E-003
 5.7000000E+001, 1.0468430E+003, 1.0536418E+003, 4.5450409E+000, 2.1884065E+002, 2.5890495E+002, 1.1665243E+000, 8.6566836E-002, 5.7366842E-002, 3.5532723E-002, 7.7895405E-003, 8.4682227E-002, 2.2132186E-002, 6.9575746E-001, 3.6733925E-002, 4.4952896E-003
 5.9000000E+001, 1.0281291E+003, 1.0328314E+003, 4.5450409E+000, 2.3134999E+002, 2.7449962E+002, 1.1665243E+000, 9.1834984E-002, 5.6770972E-002, 3.1500850E-002, 6.1333171E-003, 8.1593212E-002, 1.9613062E-002, 7.0340294E-001, 3.2541093E-002, 4.0390007E-003
 6.1000000E+001, 1.0281291E+003, 1.0328314E+003, 4.5886376E+000, 2.3134999E+002, 2.7449962E+002, 1.2968839E+000, 9.1834984E-002, 5.6770972E-002, 3.1500850E-002, 6.1333171E-003, 8.1593212E-002, 1.9613062E-002, 7.0340294E-001, 3.2541093E-002, 4.0390007E-003
 6.3000000E+001, 1.0079206E+003, 1.0104975E+003, 4.5886376E+000, 2.4194446E+002, 2.8783197E+002, 1.2968839E+000, 9.7248788E-002, 5.5918046E-002, 2.7642328E-002, 4.7809688E-003, 7.8347425E-002, 1.7202624E-002, 7.1069315E-001, 2.8511337E-002, 3.5975784E-003
 6.5000000E+001, 1.0079206E+003, 1.0104975E+003, 4.6303863E+000, 2.4194446E+002, 2.8783197E+002, 1.3918310E+000, 9.7248788E-002, 5.5918046E-002, 2.7642328E-002, 4.7809688E-003, 7.8347425E-002, 1.7202624E-002, 7.1069315E-001, 2.8511337E-002, 3.5975784E-003
 6.7000000E+001, 9.8716109E+002, 9.8771216E+002, 4.6303863E+000, 2.5069655E+002, 2.9901219E+002, 1.3918310E+000, 1.0259313E-001, 5.4927352E-002, 2.4001947E-002, 3.6976125E-003, 7.5094441E-002, 1.4928707E-002, 7.1752271E-001, 2.4703620E-002, 3.1785223E-003
 6.9000000E+001, 9.8716109E+002, 9.8771216E+002, 4.6512242E+000, 2.5069655E+002, 2.9901219E+002, 1.4693634E+000, 1.0259313E-001, 5.4927352E-002, 2.4001947E-002, 3.6976125E-003, 7.5094441E-002, 1.4928707E-002, 7.1752271E-001, 2.4703620E-002, 3.1785223E-003
 7.1000000E+001, 9.6498631E+002, 9.6351213E+002, 4.6512242E+000, 2.5846505E+002, 3.0923751E+002, 1.4693634E+000, 1.0808902E-001, 5.3706847E-002, 2.0506584E-002, 2.8316304E-003, 7.1695383E-002, 1.2745731E-002, 7.2409221E-001, 2.1051038E-002, 2.7737595E-003
 7.3000000E+001, 9.6498631E+002, 9.6351213E+002, 4.6585691E+000, 2.5846505E+002, 3.0923751E+002, 1.5553794E+000, 1.0808902E-001, 5.3706847E-002, 2.0506584E-002, 2.8316304E-003, 7.1695383E-002, 1.2745731E-002, 7.2409221E-001, 2.1051038E-002, 2.7737595E-003
 7.5000000E+001, 9.4131291E+002, 9.3782018E+002, 4.6585691E+000, 2.6475843E+002, 3.1751149E+002, 1.5553794E+000, 1.1369537E-001, 5.2249082E-002, 1.7217344E-002, 2.1400412E-003, 6.8180534E-002, 1.0691897E-002, 7.3034846E-001, 1.7621947E-002, 2.3906071E-003
 7.7000000E+001, 9.4131291E+002, 9.3782018E+002, 4.6407422E+000, 2.6475843E+002, 3.1751149E+002, 1.6460280E+000, 1.1369537E-001, 5.2249082E-002, 1.7217344E-002, 2.1400412E-003, 6.8180534E-002, 1.0691897E-002, 7.3034846E-001, 1.7621947E-002, 2.3906071E-003
 7.9000000E+001, 9.1477202E+002, 9.0915374E+002, 4.6407422E+000, 2.6777338E+002, 3.2170777E+002, 1.6460280E+000, 1.1954970E-001, 5.0395925E-002, 1.4235929E-002, 1.6043953E-003, 6.4451273E-002, 8.8309784E-003, 7.3624184E-001, 1.4523705E-002, 2.0391905E-003
