s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
 1.7053784E+000, 1.8471890E-004, 1.9968848E+001, 1.8171651E-002, 3.6235094E+001, 3.6371291E+001, 6.5493311E-003
 1.7284241E+000, 1.8471890E-004, 1.9968848E+001, 1.8171651E-002, 3.6235094E+001, 3.6371291E+001, 7.1756608E-003
 1.7514697E+000, 2.0257519E-004, 1.9971557E+001, 1.8174117E-002, 3.6660414E+001, 3.6818012E+001, 7.8364290E-003
 1.7745154E+000, 2.0257519E-004, 1.9971557E+001, 1.8174117E-002, 3.6660414E+001, 3.6818012E+001, 8.5316059E-003
 1.7975611E+000, 2.2185510E-004, 1.9974665E+001, 1.8176945E-002, 3.7081459E+001, 3.7261359E+001, 9.2604840E-003
 1.8206067E+000, 2.2185510E-004, 1.9974665E+001, 1.8176945E-002, 3.7081459E+001, 3.7261359E+001, 1.0021016E-002
 1.8436524E+000, 2.4238128E-004, 2.0004517E+001, 1.8204111E-002, 3.7498271E+001, 3.7699931E+001, 1.0809156E-002
 1.8666980E+000, 2.4238128E-004, 2.0004517E+001, 1.8204111E-002, 3.7498271E+001, 3.7699931E+001, 1.1618113E-002
 1.8897437E+000, 2.6439241E-004, 2.0008349E+001, 1.8207597E-002, 3.7911804E+001, 3.8134044E+001, 1.2437793E-002
 1.9127893E+000, 2.6439241E-004, 2.0008349E+001, 1.8207597E-002, 3.7911804E+001, 3.8134044E+001, 1.3253755E-002
 1.9358350E+000, 2.8770092E-004, 2.0012456E+001, 1.8211335E-002, 3.8321062E+001, 3.8559770E+001, 1.4046423E-002
 1.9588806E+000, 2.8770092E-004, 2.0012456E+001, 1.8211335E-002, 3.8321062E+001, 3.8559770E+001, 1.4754313E-002
 1.9819263E+000, 3.1216160E-004, 2.0016816E+001, 1.8215303E-002, 3.8726072E+001, 3.8975443E+001, 1.5360037E-002
 2.0049719E+000, 3.1216160E-004, 2.0016816E+001, 1.8215303E-002, 3.8726072E+001, 3.8975443E+001, 1.5836249E-002
 2.0280176E+000, 3.3731539E-004, 2.0021425E+001, 1.8219497E-002, 3.9126931E+001, 3.9415639E+001, 1.6054057E-002
 2.0510633E+000, 3.3731539E-004, 2.0021425E+001, 1.8219497E-002, 3.9126931E+001, 3.9415639E+001, 1.6089000E-002
 2.0741089E+000, 3.6188759E-004, 2.0064931E+001, 1.8259087E-002, 3.9523957E+001, 3.9861037E+001, 1.5776749E-002
 2.0971546E+000, 3.6188759E-004, 2.0064931E+001, 1.8259087E-002, 3.9523957E+001, 3.9861037E+001, 1.5105444E-002
 2.1202002E+000, 3.8526820E-004, 2.0070625E+001, 1.8264269E-002, 3.9918992E+001, 4.0307646E+001, 1.4064471E-002
 2.1432459E+000, 3.8526820E-004, 2.0070625E+001, 1.8264269E-002, 3.9918992E+001, 4.0307646E+001, 1.2344943E-002
 2.1636630E+000, 4.0546902E-004, 2.0076572E+001, 1.8269681E-002, 4.0288809E+001, 4.0723499E+001, 1.0609037E-002
 2.1840802E+000, 4.0546902E-004, 2.0076572E+001, 1.8269681E-002, 4.0288809E+001, 4.0723499E+001, 8.6048655E-003
 2.2044973E+000, 4.2195912E-004, 2.0084303E+001, 1.8276716E-002, 4.0635337E+001, 4.1109701E+001, 6.1228396E-003
 2.2249145E+000, 4.2195912E-004, 2.0084303E+001, 1.8276716E-002, 4.0635337E+001, 4.1109701E+001, 3.3820464E-003
 2.2453316E+000, 4.3500166E-004, 2.0092910E+001, 1.8284548E-002, 4.0980371E+001, 4.1486965E+001, 1.4695723E-004
 2.2657488E+000, 4.3500166E-004, 2.0092910E+001, 1.8284548E-002, 4.0980371E+001, 4.1486965E+001,-3.3942594E-003
 2.2839969E+000, 4.4419711E-004, 2.0153945E+001, 1.8340090E-002, 4.1306374E+001, 4.1836516E+001,-7.2707677E-003
 2.3022451E+000, 4.4419711E-004, 2.0153945E+001, 1.8340090E-002, 4.1306374E+001, 4.1836516E+001,-1.1535473E-002
 2.3204932E+000, 4.5091926E-004, 2.0164508E+001, 1.8349703E-002, 4.1615938E+001, 4.2169396E+001,-1.6189578E-002
 2.3387413E+000, 4.5091926E-004, 2.0164508E+001, 1.8349703E-002, 4.1615938E+001, 4.2169396E+001,-2.1260734E-002
 2.3569895E+000, 4.5757802E-004, 2.0175415E+001, 1.8359627E-002, 4.1924645E+001, 4.2502824E+001,-2.6913881E-002
 2.3752376E+000, 4.5757802E-004, 2.0175415E+001, 1.8359627E-002, 4.1924645E+001, 4.2502824E+001,-3.3247546E-002
 2.3934857E+000, 4.6562836E-004, 2.0186715E+001, 1.8369911E-002, 4.2232558E+001, 4.2840918E+001,-4.0201294E-002
 2.4095689E+000, 4.6562836E-004, 2.0186715E+001, 1.8369911E-002, 4.2232558E+001, 4.2840918E+001,-4.6586631E-002
 2.4256520E+000, 4.7532706E-004, 2.0197102E+001, 1.8379363E-002, 4.2503449E+001, 4.3140406E+001,-5.2827309E-002
 2.4417351E+000, 4.7532706E-004, 2.0197102E+001, 1.8379363E-002, 4.2503449E+001, 4.3140406E+001,-5.8446541E-002
 2.4578182E+000, 4.8733236E-004, 2.0271870E+001, 1.8447401E-002, 4.2773293E+001, 4.3440681E+001,-6.2964359E-002
 2.4739013E+000, 4.8733236E-004, 2.0271870E+001, 1.8447401E-002, 4.2773293E+001, 4.3440681E+001,-6.5955187E-002
 2.4899844E+000, 5.0223386E-004, 2.0282213E+001, 1.8456813E-002, 4.3043261E+001, 4.3741645E+001,-6.7448031E-002
 2.5060675E+000, 5.0223386E-004, 2.0282213E+001, 1.8456813E-002, 4.3043261E+001, 4.3741645E+001,-6.7462213E-002
 2.5202719E+000, 5.1986510E-004, 2.0291450E+001, 1.8465220E-002, 4.3295823E+001, 4.4021298E+001,-6.6296358E-002
 2.5344764E+000, 5.1986510E-004, 2.0291450E+001, 1.8465220E-002, 4.3295823E+001, 4.4021298E+001,-6.4383384E-002
 2.5486808E+000, 5.3841781E-004, 2.0300836E+001, 1.8473761E-002, 4.3531966E+001, 4.4280610E+001,-6.1878180E-002
 2.5628852E+000, 5.3841781E-004, 2.0300836E+001, 1.8473761E-002, 4.3531966E+001, 4.4280610E+001,-5.8864690E-002
 2.5770897E+000, 5.5866520E-004, 2.0310106E+001, 1.8482197E-002, 4.3766597E+001, 4.4535072E+001,-5.5294529E-002
 2.5894964E+000, 5.5866520E-004, 2.0310106E+001, 1.8482197E-002, 4.3766597E+001, 4.4535072E+001,-5.1462724E-002
 2.6019031E+000, 5.7828094E-004, 2.0394107E+001, 1.8558637E-002, 4.3970845E+001, 4.4757558E+001,-4.6954203E-002
 2.6143098E+000, 5.7828094E-004, 2.0394107E+001, 1.8558637E-002, 4.3970845E+001, 4.4757558E+001,-4.1659630E-002
 2.6267165E+000, 5.9830727E-004, 2.0403391E+001, 1.8567086E-002, 4.4175972E+001, 4.5001210E+001,-3.5427458E-002
 2.6391233E+000, 5.9830727E-004, 2.0403391E+001, 1.8567086E-002, 4.4175972E+001, 4.5001210E+001,-2.8084482E-002
 2.6515300E+000, 6.1920997E-004, 2.0412996E+001, 1.8575826E-002, 4.4380240E+001, 4.5242964E+001,-1.9443000E-002
 2.6639367E+000, 6.1920997E-004, 2.0412996E+001, 1.8575826E-002, 4.4380240E+001, 4.5242964E+001,-9.4070037E-003
 2.6763434E+000, 6.4060105E-004, 2.0423124E+001, 1.8585043E-002, 4.4583807E+001, 4.5483454E+001, 2.4000713E-003
 2.6887502E+000, 6.4060105E-004, 2.0423124E+001, 1.8585043E-002, 4.4583807E+001, 4.5483454E+001, 1.6279175E-002
 2.7011569E+000, 6.6201578E-004, 2.0433901E+001, 1.8594850E-002, 4.4786798E+001, 4.5721141E+001, 3.2672042E-002
 2.7135636E+000, 6.6201578E-004, 2.0433901E+001, 1.8594850E-002, 4.4786798E+001, 4.5721141E+001, 5.2227171E-002
 2.7259703E+000, 6.8351296E-004, 2.0531900E+001, 1.8684029E-002, 4.4989355E+001, 4.5955082E+001, 7.5844328E-002
 2.7383771E+000, 6.8351296E-004, 2.0531900E+001, 1.8684029E-002, 4.4989355E+001, 4.5955082E+001, 1.0447489E-001
 2.7507838E+000, 7.0500363E-004, 2.0544070E+001, 1.8695104E-002, 4.5193106E+001, 4.6189826E+001, 1.3890499E-001
 2.7631905E+000, 7.0500363E-004, 2.0544070E+001, 1.8695104E-002, 4.5193106E+001, 4.6189826E+001, 1.7950571E-001
 2.7755972E+000, 7.2619539E-004, 2.0557146E+001, 1.8707003E-002, 4.5396601E+001, 4.6420197E+001, 2.2596593E-001
 2.7880039E+000, 7.2619539E-004, 2.0557146E+001, 1.8707003E-002, 4.5396601E+001, 4.6420197E+001, 2.7711068E-001
 2.8004107E+000, 7.4626655E-004, 2.0571523E+001, 1.8720086E-002, 4.5600239E+001, 4.6643655E+001, 3.3069571E-001
 2.8128174E+000, 7.4626655E-004, 2.0571523E+001, 1.8720086E-002, 4.5600239E+001, 4.6643655E+001, 3.8352304E-001
 2.8252241E+000, 7.6455483E-004, 2.0587415E+001, 1.8734548E-002, 4.5804324E+001, 4.6860506E+001, 4.3219550E-001
 2.8376308E+000, 7.6455483E-004, 2.0587415E+001, 1.8734548E-002, 4.5804324E+001, 4.6860506E+001, 4.7315177E-001
 2.8500376E+000, 7.8079911E-004, 2.0705908E+001, 1.8842376E-002, 4.6009152E+001, 4.7088186E+001, 5.0388738E-001
 2.8624443E+000, 7.8079911E-004, 2.0705908E+001, 1.8842376E-002, 4.6009152E+001, 4.7088186E+001, 5.2304432E-001
 2.8748510E+000, 7.9631737E-004, 2.0725429E+001, 1.8860140E-002, 4.6217040E+001, 4.7338171E+001, 5.3072141E-001
 2.8872577E+000, 7.9631737E-004, 2.0725429E+001, 1.8860140E-002, 4.6217040E+001, 4.7338171E+001, 5.2784850E-001
 2.8996645E+000, 8.1479612E-004, 2.0746341E+001, 1.8879170E-002, 4.6425496E+001, 4.7578573E+001, 5.1606904E-001
 2.9120712E+000, 8.1479612E-004, 2.0746341E+001, 1.8879170E-002, 4.6425496E+001, 4.7578573E+001, 4.9732162E-001
 2.9244779E+000, 8.3546212E-004, 2.0768208E+001, 1.8899069E-002, 4.6634136E+001, 4.7809433E+001, 4.7404589E-001
 2.9368846E+000, 8.3546212E-004, 2.0768208E+001, 1.8899069E-002, 4.6634136E+001, 4.7809433E+001, 4.4995491E-001
 2.9492913E+000, 8.5477963E-004, 2.0792026E+001, 1.8920743E-002, 4.6843815E+001, 4.8038760E+001, 4.2813787E-001
 2.9602415E+000, 8.5477963E-004, 2.0792026E+001, 1.8920743E-002, 4.6843815E+001, 4.8038760E+001, 4.1221599E-001
 2.9711916E+000, 8.6984569E-004, 2.0930456E+001, 1.9046715E-002, 4.7030844E+001, 4.8282565E+001, 4.0074948E-001
 2.9821417E+000, 8.6984569E-004, 2.0930456E+001, 1.9046715E-002, 4.7030844E+001, 4.8282565E+001, 3.9375102E-001
 2.9930919E+000, 8.8460905E-004, 2.0956224E+001, 1.9070164E-002, 4.7221255E+001, 4.8530732E+001, 3.9164485E-001
 3.0040420E+000, 8.8460905E-004, 2.0956224E+001, 1.9070164E-002, 4.7221255E+001, 4.8530732E+001, 3.9492477E-001
 3.0149921E+000, 9.0206123E-004, 2.0982450E+001, 1.9094030E-002, 4.7411886E+001, 4.8772859E+001, 4.0415762E-001
 3.0259423E+000, 9.0206123E-004, 2.0982450E+001, 1.9094030E-002, 4.7411886E+001, 4.8772859E+001, 4.1960087E-001
 3.0356721E+000, 9.1777479E-004, 2.1007604E+001, 1.9116919E-002, 4.7592196E+001, 4.8994264E+001, 4.3829843E-001
 3.0454019E+000, 9.1777479E-004, 2.1007604E+001, 1.9116919E-002, 4.7592196E+001, 4.8994264E+001, 4.6113955E-001
 3.0551317E+000, 9.3199590E-004, 2.1032869E+001, 1.9139911E-002, 4.7763045E+001, 4.9198711E+001, 4.8996574E-001
 3.0648616E+000, 9.3199590E-004, 2.1032869E+001, 1.9139911E-002, 4.7763045E+001, 4.9198711E+001, 5.2353422E-001
 3.0745914E+000, 9.4624942E-004, 2.1188323E+001, 1.9281374E-002, 4.7933854E+001, 4.9394259E+001, 5.6413067E-001
 3.0843212E+000, 9.4624942E-004, 2.1188323E+001, 1.9281374E-002, 4.7933854E+001, 4.9394259E+001, 6.1426871E-001
 3.0940510E+000, 9.6137592E-004, 2.1213647E+001, 1.9304419E-002, 4.8106695E+001, 4.9590350E+001, 6.7558793E-001
 3.1037808E+000, 9.6137592E-004, 2.1213647E+001, 1.9304419E-002, 4.8106695E+001, 4.9590350E+001, 7.4847393E-001
 3.1135107E+000, 9.7830509E-004, 2.1238709E+001, 1.9327225E-002, 4.8279235E+001, 4.9780529E+001, 8.3281476E-001
 3.1221227E+000, 9.7830509E-004, 2.1238709E+001, 1.9327225E-002, 4.8279235E+001, 4.9780529E+001, 9.1269090E-001
 3.1307347E+000, 9.9458427E-004, 2.1260892E+001, 1.9347411E-002, 4.8431955E+001, 4.9946523E+001, 9.9586946E-001
 3.1393467E+000, 9.9458427E-004, 2.1260892E+001, 1.9347411E-002, 4.8431955E+001, 4.9946523E+001, 1.0756673E+000
 3.1479587E+000, 1.0110965E-003, 2.1283162E+001, 1.9367677E-002, 4.8584481E+001, 5.0110591E+001, 1.1470579E+000
 3.1565707E+000, 1.0110965E-003, 2.1283162E+001, 1.9367677E-002, 4.8584481E+001, 5.0110591E+001, 1.1998888E+000
 3.1642761E+000, 1.0285225E-003, 2.1442245E+001, 1.9512443E-002, 4.8728500E+001, 5.0265780E+001, 1.2290345E+000
 3.1719815E+000, 1.0285225E-003, 2.1442245E+001, 1.9512443E-002, 4.8728500E+001, 5.0265780E+001, 1.2397443E+000
 3.1796868E+000, 1.0455565E-003, 2.1462091E+001, 1.9530503E-002, 4.8866316E+001, 5.0444091E+001, 1.2348288E+000
 3.1873922E+000, 1.0455565E-003, 2.1462091E+001, 1.9530503E-002, 4.8866316E+001, 5.0444091E+001, 1.2209958E+000
 3.1950976E+000, 1.0642092E-003, 2.1481298E+001, 1.9547981E-002, 4.9003370E+001, 5.0629553E+001, 1.2075727E+000
 3.2020158E+000, 1.0642092E-003, 2.1481298E+001, 1.9547981E-002, 4.9003370E+001, 5.0629553E+001, 1.2034239E+000
 3.2089340E+000, 1.0828638E-003, 2.1498292E+001, 1.9563445E-002, 4.9126066E+001, 5.0794074E+001, 1.2111872E+000
 3.2158523E+000, 1.0828638E-003, 2.1498292E+001, 1.9563445E-002, 4.9126066E+001, 5.0794074E+001, 1.2302043E+000
 3.2227705E+000, 1.1019227E-003, 2.1515212E+001, 1.9578843E-002, 4.9248343E+001, 5.0957460E+001, 1.2553574E+000
 3.2289924E+000, 1.1019227E-003, 2.1515212E+001, 1.9578843E-002, 4.9248343E+001, 5.0957460E+001, 1.2765181E+000
 3.2352143E+000, 1.1208405E-003, 2.1671976E+001, 1.9721498E-002, 4.9357994E+001, 5.1103860E+001, 1.2895650E+000
 3.2414362E+000, 1.1208405E-003, 2.1671976E+001, 1.9721498E-002, 4.9357994E+001, 5.1103860E+001, 1.2889712E+000
 3.2476581E+000, 1.1399365E-003, 2.1686917E+001, 1.9735094E-002, 4.9468641E+001, 5.1253120E+001, 1.2716683E+000
 3.2538801E+000, 1.1399365E-003, 2.1686917E+001, 1.9735094E-002, 4.9468641E+001, 5.1253120E+001, 1.2381602E+000
 3.2601020E+000, 1.1600516E-003, 2.1701068E+001, 1.9747972E-002, 4.9578404E+001, 5.1402319E+001, 1.1924941E+000
 3.2663239E+000, 1.1600516E-003, 2.1701068E+001, 1.9747972E-002, 4.9578404E+001, 5.1402319E+001, 1.1420363E+000
 3.2725458E+000, 1.1811007E-003, 2.1714433E+001, 1.9760134E-002, 4.9687238E+001, 5.1550360E+001, 1.0949814E+000
 3.2787677E+000, 1.1811007E-003, 2.1714433E+001, 1.9760134E-002, 4.9687238E+001, 5.1550360E+001, 1.0588353E+000
 3.2849896E+000, 1.2026719E-003, 2.1726943E+001, 1.9771518E-002, 4.9795061E+001, 5.1696972E+001, 1.0388210E+000
 3.2912116E+000, 1.2026719E-003, 2.1726943E+001, 1.9771518E-002, 4.9795061E+001, 5.1696972E+001, 1.0377748E+000
 3.2974335E+000, 1.2245436E-003, 2.1878293E+001, 1.9909246E-002, 4.9901889E+001, 5.1843476E+001, 1.0557490E+000
 3.3036554E+000, 1.2245436E-003, 2.1878293E+001, 1.9909246E-002, 4.9901889E+001, 5.1843476E+001, 1.0908302E+000
 3.3098773E+000, 1.2466845E-003, 2.1889229E+001, 1.9919198E-002, 5.0009121E+001, 5.1993025E+001, 1.1379676E+000
 3.3160992E+000, 1.2466845E-003, 2.1889229E+001, 1.9919198E-002, 5.0009121E+001, 5.1993025E+001, 1.1937518E+000
 3.3223211E+000, 1.2689132E-003, 2.1899187E+001, 1.9928260E-002, 5.0115194E+001, 5.2139810E+001, 1.2505220E+000
 3.3285431E+000, 1.2689132E-003, 2.1899187E+001, 1.9928260E-002, 5.0115194E+001, 5.2139810E+001, 1.3008306E+000
 3.3347650E+000, 1.2911524E-003, 2.1908281E+001, 1.9936536E-002, 5.0220164E+001, 5.2284814E+001, 1.3375800E+000
 3.3409869E+000, 1.2911524E-003, 2.1908281E+001, 1.9936536E-002, 5.0220164E+001, 5.2284814E+001, 1.3567354E+000
