s,m/s
Time,"w"
 0.0000000E+000,-1.2403294E-003
 1.1522827E-002,-1.2611356E-003
 2.3045655E-002,-1.2927155E-003
 3.4568482E-002,-1.3080442E-003
 4.6091309E-002,-1.1444508E-003
 5.7614136E-002,-8.1600100E-004
 6.9136964E-002,-3.3410588E-004
 8.0659791E-002, 3.3747068E-004
 9.2182618E-002, 1.0956187E-003
 1.0370545E-001, 2.0697479E-003
 1.1522827E-001, 3.1254562E-003
 1.2675110E-001, 4.2533742E-003
 1.3827393E-001, 5.4790795E-003
 1.4979675E-001, 6.7465860E-003
 1.6131958E-001, 8.0603525E-003
 1.7284241E-001, 9.4022170E-003
 1.8436524E-001, 1.0784865E-002
 1.9588806E-001, 1.2199079E-002
 2.0741089E-001, 1.3583058E-002
 2.1893372E-001, 1.4733061E-002
 2.3045655E-001, 1.5308297E-002
 2.4197937E-001, 1.5325515E-002
 2.5350220E-001, 1.5048730E-002
 2.6502503E-001, 1.4651541E-002
 2.7654785E-001, 1.4243598E-002
 2.8807068E-001, 1.3903065E-002
 2.9959351E-001, 1.3757358E-002
 3.1111634E-001, 1.3908147E-002
 3.2263916E-001, 1.4437175E-002
 3.3416199E-001, 1.5315541E-002
 3.4568482E-001, 1.6495186E-002
 3.5720765E-001, 1.7994994E-002
 3.6873047E-001, 1.9565066E-002
 3.8025330E-001, 2.1068081E-002
 3.9177613E-001, 2.2528464E-002
 4.0329895E-001, 2.4110024E-002
 4.1482178E-001, 2.5941554E-002
 4.2634461E-001, 2.8186431E-002
 4.3786744E-001, 3.0847257E-002
 4.4939026E-001, 3.2958032E-002
 4.5959061E-001, 3.3806249E-002
 4.6979096E-001, 3.4458271E-002
 4.7999131E-001, 3.5636818E-002
 4.9019166E-001, 3.7942076E-002
 4.9899136E-001, 4.0683474E-002
 5.0779105E-001, 4.3764856E-002
 5.1542030E-001, 4.6529876E-002
 5.2304954E-001, 4.9019536E-002
 5.2959560E-001, 5.0884037E-002
 5.3614165E-001, 5.2584142E-002
 5.4268770E-001, 5.4315921E-002
 5.4923375E-001, 5.5979657E-002
 5.5577981E-001, 5.7532300E-002
 5.6148996E-001, 5.8905996E-002
 5.6720012E-001, 6.0392717E-002
 5.7291027E-001, 6.2187157E-002
 5.7862042E-001, 6.4265409E-002
 5.8433058E-001, 6.6403386E-002
 5.9004073E-001, 6.8421206E-002
 5.9575089E-001, 7.0323933E-002
 6.0146104E-001, 7.2196115E-002
 6.0717119E-001, 7.4086866E-002
 6.1288135E-001, 7.5977377E-002
 6.1859150E-001, 7.7826497E-002
 6.2350835E-001, 7.9403776E-002
 6.2842521E-001, 8.1179626E-002
 6.3334206E-001, 8.3009999E-002
 6.3825891E-001, 8.4648315E-002
 6.4266370E-001, 8.5994069E-002
 6.4706848E-001, 8.7503939E-002
 6.5147326E-001, 8.9116763E-002
 6.5587805E-001, 9.0662669E-002
 6.6028283E-001, 9.2161583E-002
 6.6468761E-001, 9.3670156E-002
 6.6909239E-001, 9.5241570E-002
 6.7349718E-001, 9.6885180E-002
 6.7790196E-001, 9.8591771E-002
 6.8230674E-001, 1.0034918E-001
 6.8671153E-001, 1.0214670E-001
 6.9111631E-001, 1.0397421E-001
 6.9552109E-001, 1.0583068E-001
 6.9992588E-001, 1.0771840E-001
 7.0433066E-001, 1.0963094E-001
 7.0873544E-001, 1.1154124E-001
 7.1314022E-001, 1.1340982E-001
 7.1754501E-001, 1.1523345E-001
 7.2194979E-001, 1.1708372E-001
 7.2635457E-001, 1.1896660E-001
 7.3075936E-001, 1.2079337E-001
 7.3516414E-001, 1.2255247E-001
 7.3956892E-001, 1.2425523E-001
 7.4397371E-001, 1.2591634E-001
 7.4837849E-001, 1.2750160E-001
 7.5278327E-001, 1.2892484E-001
 7.5718805E-001, 1.3018513E-001
 7.6159284E-001, 1.3133439E-001
 7.6552564E-001, 1.3232410E-001
 7.6945845E-001, 1.3339020E-001
 7.7339125E-001, 1.3453287E-001
 7.7732405E-001, 1.3550108E-001
 7.8125686E-001, 1.3613452E-001
 7.8518966E-001, 1.3655133E-001
 7.8912247E-001, 1.3689978E-001
 7.9305527E-001, 1.3734013E-001
 7.9698807E-001, 1.3794365E-001
 8.0092088E-001, 1.3865124E-001
 8.0444952E-001, 1.3926261E-001
 8.0797816E-001, 1.3997146E-001
 8.1150680E-001, 1.4095353E-001
 8.1503544E-001, 1.4207071E-001
 8.1856408E-001, 1.4349470E-001
 8.2151286E-001, 1.4508572E-001
 8.2446164E-001, 1.4726662E-001
 8.2741042E-001, 1.5010286E-001
 8.3035920E-001, 1.5333251E-001
 8.3330798E-001, 1.5696045E-001
 8.3625676E-001, 1.6118943E-001
 8.3920554E-001, 1.6601272E-001
 8.4215432E-001, 1.7164905E-001
 8.4510310E-001, 1.7798162E-001
 8.4805188E-001, 1.8495705E-001
 8.5100066E-001, 1.9265668E-001
 8.5394943E-001, 2.0074427E-001
 8.5689821E-001, 2.0902386E-001
 8.5984699E-001, 2.1749041E-001
 8.6279577E-001, 2.2616737E-001
 8.6574455E-001, 2.3479350E-001
 8.6869333E-001, 2.4677787E-001
 8.7164211E-001, 2.6135163E-001
 8.7459089E-001, 2.8214281E-001
 8.7753967E-001, 3.1299565E-001
 8.8048845E-001, 3.5544023E-001
 8.8343723E-001, 4.1848746E-001
 8.8638601E-001, 5.0695518E-001
 8.8933479E-001, 6.2314377E-001
 8.9228357E-001, 7.6362832E-001
 8.9523235E-001, 9.1780620E-001
 8.9818113E-001, 1.0652114E+000
 9.0112991E-001, 1.1827328E+000
 9.0407869E-001, 1.2592193E+000
 9.0702747E-001, 1.2896010E+000
 9.0997625E-001, 1.2847147E+000
 9.1292503E-001, 1.2502300E+000
 9.1587381E-001, 1.2020184E+000
 9.1882259E-001, 1.1540635E+000
 9.2177137E-001, 1.1103676E+000
 9.2438957E-001, 1.0828285E+000
 9.2700778E-001, 1.0648239E+000
 9.2962598E-001, 1.0539722E+000
 9.3224419E-001, 1.0457678E+000
 9.3486239E-001, 1.0358864E+000
 9.3748059E-001, 1.0213422E+000
 9.4009880E-001, 9.9976877E-001
 9.4271700E-001, 9.7429932E-001
 9.4533521E-001, 9.4704528E-001
 9.4795341E-001, 9.2038882E-001
 9.5057162E-001, 8.9219922E-001
 9.5318982E-001, 8.6632877E-001
 9.5580803E-001, 8.4075027E-001
 9.5842623E-001, 8.1350956E-001
 9.6104444E-001, 7.8527344E-001
 9.6366264E-001, 7.5442862E-001
 9.6628085E-001, 7.1776999E-001
 9.6858699E-001, 6.8143364E-001
 9.7089314E-001, 6.4390858E-001
 9.7319928E-001, 6.0573197E-001
 9.7550543E-001, 5.7034404E-001
 9.7781157E-001, 5.3857319E-001
 9.8011772E-001, 5.1197020E-001
 9.8242386E-001, 4.9307424E-001
 9.8473001E-001, 4.8138041E-001
 9.8703615E-001, 4.7931414E-001
 9.8934230E-001, 4.8771895E-001
 9.9164844E-001, 5.1688207E-001
 9.9371506E-001, 5.5435657E-001
 9.9578168E-001, 6.0638285E-001
 9.9784830E-001, 6.8069117E-001
 9.9991492E-001, 7.7799804E-001
 1.0019815E+000, 9.0206245E-001
 1.0040482E+000, 1.0578499E+000
 1.0061148E+000, 1.2381864E+000
 1.0081814E+000, 1.4362679E+000
 1.0102480E+000, 1.6476521E+000
 1.0123146E+000, 1.8683039E+000
 1.0143813E+000, 2.0814750E+000
 1.0162155E+000, 2.2429439E+000
 1.0180497E+000, 2.3579754E+000
 1.0198838E+000, 2.4065714E+000
 1.0217180E+000, 2.3851300E+000
 1.0235522E+000, 2.2938758E+000
 1.0253864E+000, 2.1487174E+000
 1.0272206E+000, 1.9664557E+000
 1.0290548E+000, 1.7814597E+000
