s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
Time,"MLRPUA","HEAT_FLUX","MLRPUA_ideal","T_SURF_MEAN","T_SURF_MAX","w"
 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 1.8200000E-002, 1.6000000E+001, 1.6000000E+001, 5.1036158E-003
 4.6091309E-002, 0.0000000E+000, 2.0000000E+001, 1.8200000E-002, 1.6000000E+001, 1.6000000E+001, 5.0659852E-003
 9.2182618E-002, 9.8879235E-006, 1.9998079E+001, 1.8198252E-002, 1.7451015E+001, 1.7454067E+001, 5.0319397E-003
 1.3827393E-001, 9.8879235E-006, 1.9998079E+001, 1.8198252E-002, 1.7451015E+001, 1.7454067E+001, 5.0562710E-003
 1.8436524E-001, 1.0576848E-005, 1.9989634E+001, 1.8190567E-002, 1.8838638E+001, 1.8841545E+001, 5.0609116E-003
 2.3045655E-001, 1.0576848E-005, 1.9989634E+001, 1.8190567E-002, 1.8838638E+001, 1.8841545E+001, 5.0576410E-003
 2.7654785E-001, 1.1269267E-005, 1.9982292E+001, 1.8183886E-002, 2.0169461E+001, 2.0172968E+001, 5.0527324E-003
 3.2263916E-001, 1.1269267E-005, 1.9982292E+001, 1.8183886E-002, 2.0169461E+001, 2.0172968E+001, 5.0529275E-003
 3.6873047E-001, 1.2030845E-005, 1.9975374E+001, 1.8177590E-002, 2.1448352E+001, 2.1451697E+001, 5.0587349E-003
 4.1482178E-001, 1.2030845E-005, 1.9975374E+001, 1.8177590E-002, 2.1448352E+001, 2.1451697E+001, 5.0755338E-003
 4.6091309E-001, 1.2981759E-005, 1.9968605E+001, 1.8171430E-002, 2.2679843E+001, 2.2683205E+001, 5.1010989E-003
 5.0700440E-001, 1.2981759E-005, 1.9968605E+001, 1.8171430E-002, 2.2679843E+001, 2.2683205E+001, 5.1415038E-003
 5.5309571E-001, 1.4299115E-005, 1.9962104E+001, 1.8165515E-002, 2.3868242E+001, 2.3873804E+001, 5.1919993E-003
 5.9918702E-001, 1.4299115E-005, 1.9962104E+001, 1.8165515E-002, 2.3868242E+001, 2.3873804E+001, 5.2613731E-003
 6.4527833E-001, 1.6304855E-005, 1.9955933E+001, 1.8159899E-002, 2.5017305E+001, 2.5025347E+001, 5.3413691E-003
 6.9136964E-001, 1.6304855E-005, 1.9955933E+001, 1.8159899E-002, 2.5017305E+001, 2.5025347E+001, 5.4459640E-003
 7.3746095E-001, 1.9329202E-005, 1.9950144E+001, 1.8154631E-002, 2.6130340E+001, 2.6140326E+001, 5.5609767E-003
 7.8355226E-001, 1.9329202E-005, 1.9950144E+001, 1.8154631E-002, 2.6130340E+001, 2.6140326E+001, 5.7080045E-003
 8.2964356E-001, 2.3593137E-005, 1.9944824E+001, 1.8149789E-002, 2.7210304E+001, 2.7222663E+001, 5.8647269E-003
 8.7573487E-001, 2.3593137E-005, 1.9944824E+001, 1.8149789E-002, 2.7210304E+001, 2.7222663E+001, 6.0622797E-003
 9.2182618E-001, 2.9273003E-005, 1.9940072E+001, 1.8145466E-002, 2.8259826E+001, 2.8275188E+001, 6.2688951E-003
 9.6791749E-001, 2.9273003E-005, 1.9940072E+001, 1.8145466E-002, 2.8259826E+001, 2.8275188E+001, 6.5271463E-003
 1.0140088E+000, 3.6490409E-005, 1.9935974E+001, 1.8141737E-002, 2.9281286E+001, 2.9300475E+001, 6.7941307E-003
 1.0601001E+000, 3.6490409E-005, 1.9935974E+001, 1.8141737E-002, 2.9281286E+001, 2.9300475E+001, 7.1251829E-003
 1.1061914E+000, 4.5478518E-005, 1.9932603E+001, 1.8138668E-002, 3.0276745E+001, 3.0300767E+001, 7.4655871E-003
 1.1522827E+000, 4.5478518E-005, 1.9932603E+001, 1.8138668E-002, 3.0276745E+001, 3.0300767E+001, 7.8849259E-003
 1.1983740E+000, 5.6492181E-005, 1.9930044E+001, 1.8136340E-002, 3.1248027E+001, 3.1277627E+001, 8.3154135E-003
 1.2444653E+000, 5.6492181E-005, 1.9930044E+001, 1.8136340E-002, 3.1248027E+001, 3.1277627E+001, 8.8428711E-003
 1.2905567E+000, 6.9933187E-005, 1.9928661E+001, 1.8135082E-002, 3.2196938E+001, 3.2233948E+001, 9.3831012E-003
 1.3366480E+000, 6.9933187E-005, 1.9928661E+001, 1.8135082E-002, 3.2196938E+001, 3.2233948E+001, 1.0033194E-002
 1.3827393E+000, 8.6360140E-005, 1.9930471E+001, 1.8136729E-002, 3.3125004E+001, 3.3170707E+001, 1.0702441E-002
 1.4288306E+000, 8.6360140E-005, 1.9930471E+001, 1.8136729E-002, 3.3125004E+001, 3.3170707E+001, 1.1500608E-002
 1.4749219E+000, 1.0644941E-004, 1.9931857E+001, 1.8137990E-002, 3.4033352E+001, 3.4091651E+001, 1.2328858E-002
 1.5210132E+000, 1.0644941E-004, 1.9931857E+001, 1.8137990E-002, 3.4033352E+001, 3.4091651E+001, 1.3333662E-002
 1.5671045E+000, 1.3066530E-004, 1.9934460E+001, 1.8140358E-002, 3.4922647E+001, 3.5002918E+001, 1.4352447E-002
 1.6131958E+000, 1.3066530E-004, 1.9934460E+001, 1.8140358E-002, 3.4922647E+001, 3.5002918E+001, 1.5564027E-002
 1.6592871E+000, 1.5984099E-004, 1.9938013E+001, 1.8143592E-002, 3.5793288E+001, 3.5903911E+001, 1.6791409E-002
 1.7053784E+000, 1.5984099E-004, 1.9938013E+001, 1.8143592E-002, 3.5793288E+001, 3.5903911E+001, 1.8243408E-002
 1.7514697E+000, 1.9460977E-004, 1.9942196E+001, 1.8147399E-002, 3.6645392E+001, 3.6791667E+001, 1.9660632E-002
 1.7975611E+000, 1.9460977E-004, 1.9942196E+001, 1.8147399E-002, 3.6645392E+001, 3.6791667E+001, 2.1309995E-002
 1.8436524E+000, 2.3519200E-004, 1.9969311E+001, 1.8172073E-002, 3.7479225E+001, 3.7669119E+001, 2.2884239E-002
 1.8897437E+000, 2.3519200E-004, 1.9969311E+001, 1.8172073E-002, 3.7479225E+001, 3.7669119E+001, 2.4652460E-002
 1.9358350E+000, 2.8247591E-004, 1.9974529E+001, 1.8176821E-002, 3.8296188E+001, 3.8538829E+001, 2.6219053E-002
 1.9819263E+000, 2.8247591E-004, 1.9974529E+001, 1.8176821E-002, 3.8296188E+001, 3.8538829E+001, 2.7818594E-002
 2.0280176E+000, 3.3549756E-004, 1.9981107E+001, 1.8182807E-002, 3.9095495E+001, 3.9399109E+001, 2.8984627E-002
 2.0741089E+000, 3.3549756E-004, 1.9981107E+001, 1.8182807E-002, 3.9095495E+001, 3.9399109E+001, 2.9953808E-002
 2.1202002E+000, 3.9214002E-004, 1.9989178E+001, 1.8190152E-002, 3.9877894E+001, 4.0238583E+001, 3.0139598E-002
 2.1662915E+000, 3.9214002E-004, 1.9989178E+001, 1.8190152E-002, 3.9877894E+001, 4.0238583E+001, 2.9984586E-002
 2.2123828E+000, 4.4782283E-004, 1.9999822E+001, 1.8199838E-002, 4.0645633E+001, 4.1052858E+001, 2.9014263E-002
 2.2584741E+000, 4.4782283E-004, 1.9999822E+001, 1.8199838E-002, 4.0645633E+001, 4.1052858E+001, 2.8061401E-002
 2.3045655E+000, 4.9925725E-004, 2.0083671E+001, 1.8276141E-002, 4.1401943E+001, 4.1848535E+001, 2.7148401E-002
 2.3506568E+000, 4.9925725E-004, 2.0083671E+001, 1.8276141E-002, 4.1401943E+001, 4.1848535E+001, 2.7447743E-002
 2.3967481E+000, 5.4719990E-004, 2.0104905E+001, 1.8295463E-002, 4.2155643E+001, 4.2643473E+001, 2.9199032E-002
 2.4428394E+000, 5.4719990E-004, 2.0104905E+001, 1.8295463E-002, 4.2155643E+001, 4.2643473E+001, 3.4588191E-002
 2.4889307E+000, 5.9393021E-004, 2.0134945E+001, 1.8322800E-002, 4.2905161E+001, 4.3458533E+001, 4.6820850E-002
 2.5350220E+000, 5.9393021E-004, 2.0134945E+001, 1.8322800E-002, 4.2905161E+001, 4.3458533E+001, 7.3047257E-002
 2.5723191E+000, 6.3344444E-004, 2.0169205E+001, 1.8353977E-002, 4.3581841E+001, 4.4196078E+001, 1.1110320E-001
 2.6096162E+000, 6.3344444E-004, 2.0169205E+001, 1.8353977E-002, 4.3581841E+001, 4.4196078E+001, 1.7243425E-001
 2.6469134E+000, 6.6911670E-004, 2.0209310E+001, 1.8390472E-002, 4.4189713E+001, 4.4908482E+001, 2.7433549E-001
 2.6842105E+000, 6.6911670E-004, 2.0209310E+001, 1.8390472E-002, 4.4189713E+001, 4.4908482E+001, 4.3630768E-001
 2.7215076E+000, 7.1016995E-004, 2.0360471E+001, 1.8528029E-002, 4.4788401E+001, 4.5654583E+001, 6.5974015E-001
 2.7588047E+000, 7.1016995E-004, 2.0360471E+001, 1.8528029E-002, 4.4788401E+001, 4.5654583E+001, 8.9865328E-001
 2.7887160E+000, 7.5856644E-004, 2.0389479E+001, 1.8554426E-002, 4.5326927E+001, 4.6355787E+001, 1.0305546E+000
 2.8186272E+000, 7.5856644E-004, 2.0389479E+001, 1.8554426E-002, 4.5326927E+001, 4.6355787E+001, 1.0713946E+000
 2.8485384E+000, 8.0910134E-004, 2.0421778E+001, 1.8583818E-002, 4.5805882E+001, 4.6990429E+001, 1.0188164E+000
 2.8784497E+000, 8.0910134E-004, 2.0421778E+001, 1.8583818E-002, 4.5805882E+001, 4.6990429E+001, 9.2084203E-001
 2.9083609E+000, 8.6177453E-004, 2.0451557E+001, 1.8610916E-002, 4.6277503E+001, 4.7609303E+001, 8.4590616E-001
 2.9324286E+000, 8.6177453E-004, 2.0451557E+001, 1.8610916E-002, 4.6277503E+001, 4.7609303E+001, 8.3637047E-001
 2.9564963E+000, 9.0672649E-004, 2.0475375E+001, 1.8632591E-002, 4.6653932E+001, 4.8092815E+001, 8.6393679E-001
 2.9805640E+000, 9.0672649E-004, 2.0475375E+001, 1.8632591E-002, 4.6653932E+001, 4.8092815E+001, 9.1113193E-001
 3.0019142E+000, 9.4753977E-004, 2.0683809E+001, 1.8822266E-002, 4.7005311E+001, 4.8539291E+001, 9.4991224E-001
 3.0232644E+000, 9.4753977E-004, 2.0683809E+001, 1.8822266E-002, 4.7005311E+001, 4.8539291E+001, 9.7413378E-001
 3.0446146E+000, 9.8156266E-004, 2.0704690E+001, 1.8841268E-002, 4.7339994E+001, 4.8968140E+001, 9.8419512E-001
 3.0659648E+000, 9.8156266E-004, 2.0704690E+001, 1.8841268E-002, 4.7339994E+001, 4.8968140E+001, 9.8623727E-001
 3.0873150E+000, 1.0113849E-003, 2.0722649E+001, 1.8857610E-002, 4.7670356E+001, 4.9390416E+001, 9.9008704E-001
 3.1086652E+000, 1.0113849E-003, 2.0722649E+001, 1.8857610E-002, 4.7670356E+001, 4.9390416E+001, 1.0045492E+000
 3.1270683E+000, 1.0366429E-003, 2.0737779E+001, 1.8871379E-002, 4.7975138E+001, 4.9778477E+001, 1.0276031E+000
 3.1454714E+000, 1.0366429E-003, 2.0737779E+001, 1.8871379E-002, 4.7975138E+001, 4.9778477E+001, 1.0594612E+000
 3.1638745E+000, 1.0593550E-003, 2.0754103E+001, 1.8886233E-002, 4.8257645E+001, 5.0137244E+001, 1.0960518E+000
 3.1822776E+000, 1.0593550E-003, 2.0754103E+001, 1.8886233E-002, 4.8257645E+001, 5.0137244E+001, 1.1347821E+000
 3.2006807E+000, 1.0807255E-003, 2.0997716E+001, 1.9107922E-002, 4.8537849E+001, 5.0490757E+001, 1.1708016E+000
 3.2190838E+000, 1.0807255E-003, 2.0997716E+001, 1.9107922E-002, 4.8537849E+001, 5.0490757E+001, 1.1977375E+000
 3.2374869E+000, 1.1014569E-003, 2.1012055E+001, 1.9120970E-002, 4.8822979E+001, 5.0852778E+001, 1.2114339E+000
 3.2558900E+000, 1.1014569E-003, 2.1012055E+001, 1.9120970E-002, 4.8822979E+001, 5.0852778E+001, 1.2115690E+000
 3.2742931E+000, 1.1221541E-003, 2.1025886E+001, 1.9133557E-002, 4.9106371E+001, 5.1211364E+001, 1.2037758E+000
 3.2926962E+000, 1.1221541E-003, 2.1025886E+001, 1.9133557E-002, 4.9106371E+001, 5.1211364E+001, 1.1957387E+000
 3.3110993E+000, 1.1423854E-003, 2.1039191E+001, 1.9145664E-002, 4.9387995E+001, 5.1567852E+001, 1.1943443E+000
