cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot,r_rad1,HF,radHF,z_rad,HF_vert,r_rad2,HF_hori,r_rad3,TC_03,TC_30,TC_41,TC_51,TC_61,TC_03_RMS,TC_30_RMS,TC_41_RMS,TC_51_RMS,TC_61_RMS
 1.0000000E+000, 7.1616994E+002, 7.1743267E+002,-4.9478046E-002, 5.0438253E+001, 5.3045260E+001, 7.3409542E-002, 8.6750305E-004, 3.6138631E-002, 5.6584167E-002, 4.0598195E-001, 1.3039279E-001, 5.6584167E-002, 3.1345079E-001, 0.0000000E+000,-4.0000000E+000, 1.8800039E+001, 1.4081546E+001, 0.0000000E+000, 6.4352538E-001, 1.6155494E+001, 2.4342269E+000,-4.0000000E+000, 9.8990544E+002, 7.6746137E+002, 7.0705399E+002, 6.4466587E+002, 5.7618182E+002, 1.4325751E+002, 1.8334919E+002, 1.7441348E+002, 1.6181598E+002, 1.3365030E+002
 3.0000000E+000, 7.8227243E+002, 7.8504186E+002, 2.2198145E-001, 7.6799579E+001, 8.0912332E+001, 9.6255033E-002, 9.4380998E-004, 3.9753405E-002, 6.2225342E-002, 3.4670645E-001, 1.4341633E-001, 6.2225342E-002, 3.4472932E-001, 0.0000000E+000,-3.0000000E+000, 1.8103870E+001, 1.3750936E+001, 2.5423729E+000, 6.2005954E-001, 1.8462585E+001, 1.8979537E+000,-2.0000000E+000, 8.3858145E+002, 9.9881254E+002, 8.8014914E+002, 7.4557047E+002, 6.3909678E+002, 8.5859152E+001, 2.0865947E+002, 2.0591972E+002, 1.7958294E+002, 1.5083630E+002
 5.0000000E+000, 9.3556502E+002, 9.4367637E+002, 6.4316969E-001, 1.6630650E+002, 1.7785216E+002, 1.5308175E-001, 2.2591050E-003, 4.7815309E-002, 6.9116763E-002, 2.3685332E-001, 1.6674114E-001, 6.9116763E-002, 4.0809759E-001, 0.0000000E+000,-2.0000000E+000, 1.7769794E+001, 1.3488021E+001, 5.0847458E+000, 8.2216775E-001, 2.0770544E+001, 1.5384769E+000,-1.0000000E-002, 8.3154412E+002, 1.0759194E+003, 9.5075981E+002, 7.8545369E+002, 6.5876918E+002, 9.1833773E+001, 2.0560231E+002, 2.1502649E+002, 1.8742137E+002, 1.5290944E+002
 7.0000000E+000, 9.7705553E+002, 9.8703029E+002, 1.0817138E+000, 1.8502407E+002, 1.9873619E+002, 2.0957620E-001, 3.6063889E-003, 5.0167862E-002, 6.8749851E-002, 2.1181916E-001, 1.7116553E-001, 6.8749851E-002, 4.2574136E-001, 0.0000000E+000,-1.0000000E+000, 1.7471106E+001, 1.3202936E+001, 7.6271186E+000, 8.4742619E-001, 2.3079112E+001, 1.2775940E+000, 2.0000000E+000, 7.9052589E+002, 1.0050947E+003, 8.8596385E+002, 7.4614614E+002, 6.3562790E+002, 9.6686477E+001, 2.0120567E+002, 2.0000960E+002, 1.7756390E+002, 1.4459376E+002
 9.0000000E+000, 1.0729263E+003, 1.0872311E+003, 1.4927917E+000, 2.1584167E+002, 2.3510992E+002, 2.7910358E-001, 1.0266481E-002, 5.5755274E-002, 6.3659736E-002, 1.5645377E-001, 1.7747978E-001, 6.3659736E-002, 4.7272522E-001, 0.0000000E+000,-1.0000000E-002, 1.7471106E+001, 1.3202936E+001, 1.0169492E+001, 7.8230638E-001, 2.5388123E+001, 1.0782170E+000, 4.0000000E+000, 9.6067024E+002, 7.9519393E+002, 7.2189378E+002, 6.4990413E+002, 5.8360019E+002, 1.6187977E+002, 2.0276605E+002, 1.7855438E+002, 1.5901711E+002, 1.3777890E+002
 1.1000000E+001, 1.1133734E+003, 1.1290892E+003, 1.8600391E+000, 2.2299010E+002, 2.4562700E+002, 3.6520535E-001, 1.6083564E-002, 5.7955825E-002, 5.9373356E-002, 1.3054204E-001, 1.7772262E-001, 5.9373356E-002, 4.9894924E-001, 0.0000000E+000, 1.0000000E+000, 1.7234817E+001, 1.3012402E+001, 1.2711864E+001, 7.7570840E-001, 2.7697465E+001, 9.2112807E-001, 6.0000000E+000, 1.2312870E+003, 6.5057823E+002, 6.1473613E+002, 5.6823534E+002, 5.3126047E+002, 1.4649887E+002, 1.8365500E+002, 1.7254344E+002, 1.5004895E+002, 1.3232199E+002
 1.3000000E+001, 1.1400343E+003, 1.1561074E+003, 2.1795289E+000, 2.3009049E+002, 2.5687238E+002, 4.6598644E-001, 2.2223453E-002, 5.9300558E-002, 5.5172216E-002, 1.1008881E-001, 1.7632220E-001, 5.5172216E-002, 5.2172056E-001, 0.0000000E+000, 2.0000000E+000, 1.7055936E+001, 1.2891678E+001, 1.5254237E+001, 8.0663519E-001, 3.0007063E+001, 7.9474713E-001, 8.0000000E+000, 1.2784402E+003, 5.6045211E+002, 5.4481470E+002, 5.1131623E+002, 4.8006413E+002, 1.6027733E+002, 1.7535865E+002, 1.7822720E+002, 1.5756759E+002, 1.2315674E+002
 1.5000000E+001, 1.1580704E+003, 1.1738194E+003, 2.4541834E+000, 2.3789227E+002, 2.6928785E+002, 5.7728757E-001, 2.8377888E-002, 6.0142484E-002, 5.1054396E-002, 9.3516701E-002, 1.7398666E-001, 5.1054396E-002, 5.4186748E-001, 0.0000000E+000, 3.0000000E+000, 1.6851382E+001, 1.2758674E+001, 1.7796610E+001, 8.1899035E-001, 3.2316861E+001, 6.7022432E-001, 1.0000000E+001, 1.2008149E+003, 4.5843066E+002, 4.5860936E+002, 4.5256015E+002, 4.3280120E+002, 2.1872582E+002, 1.5062222E+002, 1.5201362E+002, 1.5138404E+002, 1.1301598E+002
 1.7000000E+001, 1.1695305E+003, 1.1844212E+003, 2.6908756E+000, 2.4539593E+002, 2.8145657E+002, 6.9057175E-001, 3.4469326E-002, 6.0528972E-002, 4.7252833E-002, 7.9646834E-002, 1.7104570E-001, 4.7252833E-002, 5.5980350E-001, 0.0000000E+000, 4.0000000E+000, 1.6925327E+001, 1.2813608E+001, 2.0338983E+001, 8.1270850E-001, 3.4626819E+001, 5.8870991E-001, 1.2000000E+001, 8.2432586E+002, 3.8685120E+002, 3.9304040E+002, 3.9785325E+002, 3.8524607E+002, 1.8628030E+002, 1.1888723E+002, 1.2432417E+002, 1.2404879E+002, 9.5758477E+001
