s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-3.8880977E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8880977E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0002093E+000, 1.2312837E+001,-3.2171202E+000,-7.0579626E-001,-3.1218856E-001,-1.4481791E-003, 0.0000000E+000, 0.0000000E+000, 7.9803229E+000, 8.0762835E+000, 0.0000000E+000, 2.8565458E-004, 0.0000000E+000, 0.0000000E+000
 4.0003586E+000, 1.9358872E+001,-5.1929406E+000,-1.3446861E+001,-4.9224373E-001,-2.1122996E-003, 0.0000000E+000, 0.0000000E+000, 2.3624776E-001, 2.2471507E-001, 0.0000000E+000, 4.2504783E-004, 0.0000000E+000, 0.0000000E+000
 6.0006809E+000, 1.9474136E+001,-5.2174488E+000,-1.3768062E+001,-4.8578729E-001,-2.1297920E-003, 0.0000000E+000, 0.0000000E+000, 6.1289390E-003, 7.0835918E-004, 0.0000000E+000, 4.2878650E-004, 0.0000000E+000, 0.0000000E+000
 8.0008926E+000, 1.9504658E+001,-5.2345090E+000,-1.4279569E+001,-4.8052863E-001,-2.1311777E-003, 0.0000000E+000, 0.0000000E+000,-4.8837791E-001,-4.9207950E-001, 0.0000000E+000, 4.2885557E-004, 0.0000000E+000, 0.0000000E+000
 1.0001131E+001, 1.9510919E+001,-5.2460853E+000,-1.3589926E+001,-4.7659814E-001,-2.1336474E-003, 0.0000000E+000, 0.0000000E+000, 2.0504169E-001, 1.9617652E-001, 0.0000000E+000, 4.2885683E-004, 0.0000000E+000, 0.0000000E+000
 1.2002090E+001, 1.9520022E+001,-5.2376626E+000,-1.4137390E+001,-4.8528568E-001,-2.1338546E-003, 0.0000000E+000, 0.0000000E+000,-3.3086612E-001,-3.4245002E-001, 0.0000000E+000, 4.2885686E-004, 0.0000000E+000, 0.0000000E+000
 1.4000763E+001, 1.9570396E+001,-5.2330162E+000,-1.3910672E+001,-4.8730952E-001,-2.1337732E-003, 0.0000000E+000, 0.0000000E+000,-5.6520979E-002,-6.2735591E-002, 0.0000000E+000, 4.2885686E-004, 0.0000000E+000, 0.0000000E+000
 1.6000534E+001, 1.9494511E+001,-5.2215486E+000,-1.3892926E+001,-4.7947300E-001,-2.1309982E-003, 0.0000000E+000, 0.0000000E+000,-9.9596902E-002,-1.0156827E-001, 0.0000000E+000, 4.2885686E-004, 0.0000000E+000, 0.0000000E+000
 1.8001963E+001, 1.9504560E+001,-5.2392889E+000,-1.3475153E+001,-4.9143514E-001,-2.1346224E-003, 0.0000000E+000, 0.0000000E+000, 3.1109077E-001, 2.9654816E-001, 0.0000000E+000, 4.2885686E-004, 0.0000000E+000, 0.0000000E+000
