s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-3.8880977E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8880977E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0019121E+000, 2.0983812E+001,-3.2909975E+000,-5.7721501E+000,-4.4414502E-001,-4.1445911E-003, 0.0000000E+000, 0.0000000E+000, 1.1323969E+001, 1.1472374E+001, 0.0000000E+000, 4.5681278E-004, 0.0000000E+000, 0.0000000E+000
 4.0004101E+000, 3.4077717E+001,-5.4481307E+000,-2.7215371E+001,-6.3121996E-001,-5.9824941E-003, 0.0000000E+000, 0.0000000E+000, 7.9912278E-001, 7.7701238E-001, 0.0000000E+000, 6.8008963E-004, 0.0000000E+000, 0.0000000E+000
 6.0005755E+000, 3.4334142E+001,-5.4309063E+000,-2.6623602E+001,-6.1634892E-001,-6.0292964E-003, 0.0000000E+000, 0.0000000E+000, 1.6645929E+000, 1.6572561E+000, 0.0000000E+000, 6.8605832E-004, 0.0000000E+000, 0.0000000E+000
 8.0018091E+000, 3.4341638E+001,-5.5339924E+000,-3.0241275E+001,-6.6120021E-001,-6.0218235E-003, 0.0000000E+000, 0.0000000E+000,-2.0594305E+000,-2.1008511E+000, 0.0000000E+000, 6.8616891E-004, 0.0000000E+000, 0.0000000E+000
 1.0001259E+001, 3.4221378E+001,-5.5503964E+000,-2.8827575E+001,-6.0640071E-001,-6.0080095E-003, 0.0000000E+000, 0.0000000E+000,-7.5896702E-001,-7.6900195E-001, 0.0000000E+000, 6.8617093E-004, 0.0000000E+000, 0.0000000E+000
 1.2000580E+001, 3.4432586E+001,-5.4408640E+000,-2.7754347E+001,-6.1303719E-001,-6.0269958E-003, 0.0000000E+000, 0.0000000E+000, 6.2750702E-001, 6.1831092E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 1.4001043E+001, 3.4390938E+001,-5.6065135E+000,-2.8482462E+001,-6.2951423E-001,-6.0196311E-003, 0.0000000E+000, 0.0000000E+000,-3.1722457E-001,-3.3357069E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 1.6001261E+001, 3.4204495E+001,-5.5721023E+000,-2.7947016E+001,-6.0874292E-001,-5.9966325E-003, 0.0000000E+000, 0.0000000E+000, 9.3287929E-002, 7.0637754E-002, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 1.8000061E+001, 3.4338616E+001,-5.5125086E+000,-2.7907446E+001,-6.0990194E-001,-6.0034108E-003, 0.0000000E+000, 0.0000000E+000, 3.0788318E-001, 3.0275603E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.0001326E+001, 3.4352196E+001,-5.4769680E+000,-2.8501182E+001,-6.0802989E-001,-5.9898041E-003, 0.0000000E+000, 0.0000000E+000,-2.2576866E-001,-2.3997377E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.2000763E+001, 3.4381359E+001,-5.4990189E+000,-2.8017592E+001,-6.1066128E-001,-6.0091068E-003, 0.0000000E+000, 0.0000000E+000, 2.5320770E-001, 2.4807765E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.4001587E+001, 3.4251497E+001,-5.5101104E+000,-2.8143437E+001,-6.1323290E-001,-6.0108158E-003, 0.0000000E+000, 0.0000000E+000,-1.0302378E-002,-2.1294743E-002, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.6000530E+001, 3.4267011E+001,-5.5063757E+000,-2.8388213E+001,-6.2815157E-001,-6.0013238E-003, 0.0000000E+000, 0.0000000E+000,-2.3624662E-001,-2.6173123E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 2.8000938E+001, 3.4406808E+001,-5.5357484E+000,-2.7311175E+001,-6.2324952E-001,-6.0028254E-003, 0.0000000E+000, 0.0000000E+000, 9.5120371E-001, 9.3063196E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 3.0000549E+001, 3.4255675E+001,-5.5190679E+000,-2.9517383E+001,-6.4477109E-001,-5.9982103E-003, 0.0000000E+000, 0.0000000E+000,-1.4028934E+000,-1.4315457E+000, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 3.2001667E+001, 3.4228863E+001,-5.6397152E+000,-2.7357308E+001,-6.0766751E-001,-6.0087228E-003, 0.0000000E+000, 0.0000000E+000, 6.4123904E-001, 6.1816419E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
 3.4000580E+001, 3.4525234E+001,-5.6312399E+000,-2.8614755E+001,-6.1647253E-001,-6.0094195E-003, 0.0000000E+000, 0.0000000E+000,-3.4046080E-001,-3.4324368E-001, 0.0000000E+000, 6.8617097E-004, 0.0000000E+000, 0.0000000E+000
