cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.1231584E+003, 1.1362079E+003, 1.0537149E+000, 5.5001828E+001, 5.8644521E+001, 9.7030742E-002, 2.0253880E-003, 4.0679334E-002, 5.2183121E-002, 1.9423453E-001, 1.3880137E-001, 5.4929601E-002, 5.1440017E-001, 6.2237973E-002, 1.4046092E-003
 2.2806122E+000, 1.1515217E+003, 1.1658763E+003, 1.4759375E+000, 6.0323447E+001, 6.4872852E+001, 1.2612304E-001, 1.9307315E-003, 4.1655640E-002, 5.3183044E-002, 1.7735556E-001, 1.4185946E-001, 5.5982152E-002, 5.2523430E-001, 6.3008355E-002, 1.4219954E-003
 4.3112245E+000, 1.1769582E+003, 1.1926561E+003, 1.8784469E+000, 6.6798693E+001, 7.2400074E+001, 1.5437649E-001, 1.8815766E-003, 4.2683079E-002, 5.3791484E-002, 1.6247281E-001, 1.4460307E-001, 5.6622615E-002, 5.3511423E-001, 6.3335732E-002, 1.4293838E-003
 6.3418367E+000, 1.2003082E+003, 1.2173899E+003, 2.2570212E+000, 7.3765040E+001, 8.0504355E+001, 1.8293117E-001, 1.9764952E-003, 4.3765539E-002, 5.3993757E-002, 1.4917785E-001, 1.4702619E-001, 5.6835533E-002, 5.4438286E-001, 6.3199827E-002, 1.4263166E-003
 8.3724490E+000, 1.2224662E+003, 1.2409771E+003, 2.6075467E+000, 8.1229029E+001, 8.9167174E+001, 2.1301291E-001, 2.2466981E-003, 4.4929279E-002, 5.3793904E-002, 1.3701624E-001, 1.4918721E-001, 5.6625162E-002, 5.5337025E-001, 6.2605013E-002, 1.4128927E-003
 1.0403061E+001, 1.2437105E+003, 1.2636947E+003, 2.9300835E+000, 8.9345941E+001, 9.8494423E+001, 2.4713133E-001, 2.7214294E-003, 4.6133629E-002, 5.3261859E-002, 1.2578559E-001, 1.5107876E-001, 5.6065115E-002, 5.6215037E-001, 6.1635969E-002, 1.3910229E-003
 1.2433673E+001, 1.2644732E+003, 1.2859937E+003, 3.2224905E+000, 9.7415371E+001, 1.0778376E+002, 2.7946365E-001, 3.4824508E-003, 4.7348237E-002, 5.2426340E-002, 1.1521379E-001, 1.5267129E-001, 5.5185621E-002, 5.7091299E-001, 6.0325375E-002, 1.3614450E-003
 1.4464286E+001, 1.2842957E+003, 1.3073745E+003, 3.4887038E+000, 1.0329832E+002, 1.1472561E+002, 3.1958817E-001, 4.6570120E-003, 4.8515878E-002, 5.1314338E-002, 1.0510715E-001, 1.5387951E-001, 5.4015093E-002, 5.7981027E-001, 5.8708913E-002, 1.3249641E-003
 1.6494898E+001, 1.3023571E+003, 1.3269113E+003, 3.7276306E+000, 1.0760664E+002, 1.1993483E+002, 3.5938190E-001, 6.3810214E-003, 4.9573376E-002, 4.9929878E-002, 9.5454899E-002, 1.5458156E-001, 5.2557766E-002, 5.8889361E-001, 5.6802686E-002, 1.2819436E-003
