cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 7.5624379E+002, 7.5330744E+002, 1.8937929E-001, 3.4468652E+001, 3.7930581E+001, 5.6273293E-002, 4.9226413E-003, 4.9145306E-002, 8.0177673E-002, 2.4305770E-001, 1.0284073E-001, 5.0046042E-002, 4.4865905E-001, 6.7219159E-002, 7.6034347E-003
 3.0000000E+000, 8.0429062E+002, 8.0251940E+002, 1.8937929E-001, 3.1272220E+001, 3.5183395E+001, 5.6273293E-002, 4.9521191E-003, 5.1371412E-002, 8.4212358E-002, 2.0776887E-001, 1.0775188E-001, 5.2564775E-002, 4.6916950E-001, 7.3099388E-002, 8.2665007E-003
 5.0000000E+000, 8.4606403E+002, 8.4587044E+002, 8.2933673E-001, 2.9847935E+001, 3.5116572E+001, 8.3856223E-002, 4.6719688E-003, 5.3365655E-002, 8.7838018E-002, 1.7756717E-001, 1.1215246E-001, 5.4828175E-002, 4.8641616E-001, 7.8670863E-002, 8.8946750E-003
 7.0000000E+000, 8.7668412E+002, 8.7790351E+002, 1.1645837E+000, 2.8812217E+001, 3.5950054E+001, 1.0109724E-001, 4.1414927E-003, 5.5319546E-002, 9.0371356E-002, 1.5407564E-001, 1.1580955E-001, 5.6408924E-002, 5.0003574E-001, 8.2969799E-002, 9.3844740E-003
 9.0000000E+000, 9.0010276E+002, 9.0261505E+002, 1.4889477E+000, 2.9958724E+001, 3.9726168E+001, 1.1959594E-001, 3.5713843E-003, 5.7314967E-002, 9.1812042E-002, 1.3570572E-001, 1.1881326E-001, 5.7306709E-002, 5.1123302E-001, 8.5921515E-002, 9.7285673E-003
 1.1000000E+001, 9.1956511E+002, 9.2334895E+002, 1.7932049E+000, 3.3222993E+001, 4.5978794E+001, 1.4220403E-001, 3.1543339E-003, 5.9436769E-002, 9.2156412E-002, 1.2094972E-001, 1.2125432E-001, 5.7519127E-002, 5.2115248E-001, 8.7518183E-002, 9.9270967E-003
 1.3000000E+001, 9.3680805E+002, 9.4183151E+002, 2.0734331E+000, 3.8330642E+001, 5.4079210E+001, 1.6498051E-001, 2.9787618E-003, 6.1635450E-002, 9.1618405E-002, 1.0871364E-001, 1.2321880E-001, 5.7179957E-002, 5.3036305E-001, 8.8002729E-002, 1.0005969E-002
 1.5000000E+001, 9.5285177E+002, 9.5909071E+002, 2.3295017E+000, 4.4517648E+001, 6.3053093E+001, 1.8669829E-001, 3.0891893E-003, 6.3822232E-002, 9.0443629E-002, 9.8241428E-002, 1.2477081E-001, 5.6442823E-002, 5.3914231E-001, 8.7663474E-002, 9.9955567E-003
 1.7000000E+001, 9.6781222E+002, 9.7522415E+002, 2.5630576E+000, 5.0574561E+001, 7.1465802E+001, 2.0861247E-001, 3.4819683E-003, 6.5906083E-002, 8.8855465E-002, 8.9129718E-002, 1.2595692E-001, 5.5447457E-002, 5.4752483E-001, 8.6757409E-002, 9.9227100E-003
 1.9000000E+001, 9.8167076E+002, 9.9020617E+002, 2.7773002E+000, 5.5432569E+001, 7.8133106E+001, 2.2995515E-001, 4.1612087E-003, 6.7831746E-002, 8.7006279E-002, 8.1023187E-002, 1.2681624E-001, 5.4289162E-002, 5.5559348E-001, 8.5474147E-002, 9.8073902E-003
 2.1000000E+001, 9.9473662E+002, 1.0043697E+003, 2.9748543E+000, 5.9360305E+001, 8.3345524E+001, 2.5148288E-001, 5.0770022E-003, 6.9591617E-002, 8.4994421E-002, 7.3744010E-002, 1.2740243E-001, 5.3029418E-002, 5.6334568E-001, 8.3933966E-002, 9.6624975E-003
 2.3000000E+001, 1.0071488E+003, 1.0178521E+003, 3.1581020E+000, 6.2401567E+001, 8.7300157E+001, 2.7159531E-001, 6.1984859E-003, 7.1180531E-002, 8.2892505E-002, 6.7129103E-002, 1.2775571E-001, 5.1713614E-002, 5.7080427E-001, 8.2230909E-002, 9.4981546E-003
 2.5000000E+001, 1.0192463E+003, 1.0309893E+003, 3.3280113E+000, 6.4789290E+001, 9.0559202E+001, 2.9156056E-001, 7.5090980E-003, 7.2609306E-002, 8.0730437E-002, 6.1037565E-002, 1.2790617E-001, 5.0360428E-002, 5.7802952E-001, 8.0411140E-002, 9.3194853E-003
 2.7000000E+001, 1.0310551E+003, 1.0437994E+003, 3.4860802E+000, 6.6624062E+001, 9.3394988E+001, 3.1360051E-001, 9.0664398E-003, 7.3854110E-002, 7.8507206E-002, 5.5368464E-002, 1.2782928E-001, 4.8969259E-002, 5.8511551E-001, 7.8483485E-002, 9.1272376E-003
 2.9000000E+001, 1.0426347E+003, 1.0563478E+003, 3.6326025E+000, 6.8147120E+001, 9.5995418E+001, 3.3874681E-001, 1.0925487E-002, 7.4914436E-002, 7.6179399E-002, 5.0070272E-002, 1.2749796E-001, 4.7512976E-002, 5.9216781E-001, 7.6407910E-002, 8.9170832E-003
 3.1000000E+001, 1.0540639E+003, 1.0687215E+003, 3.6326025E+000, 6.9230170E+001, 9.8214387E+001, 3.3874681E-001, 1.3116078E-002, 7.5790208E-002, 7.3729917E-002, 4.5082675E-002, 1.2690183E-001, 4.5980890E-002, 5.9925939E-001, 7.4173109E-002, 8.6878277E-003
 3.3000000E+001, 1.0650148E+003, 1.0805074E+003, 3.8882863E+000, 7.0128192E+001, 1.0068584E+002, 4.0526858E-001, 1.5718880E-002, 7.6446321E-002, 7.1143154E-002, 4.0344521E-002, 1.2599568E-001, 4.4363296E-002, 6.0648108E-001, 7.1767488E-002, 8.4379110E-003
 3.5000000E+001, 1.0751622E+003, 1.0912410E+003, 3.9967551E+000, 7.1261127E+001, 1.0479073E+002, 4.5054529E-001, 1.8765034E-002, 7.6883492E-002, 6.8383327E-002, 3.5873029E-002, 1.2475809E-001, 4.2637829E-002, 6.1387228E-001, 6.9152027E-002, 8.1631003E-003
 3.7000000E+001, 1.0840268E+003, 1.1004611E+003, 4.0935431E+000, 7.2905324E+001, 1.1039232E+002, 5.0254958E-001, 2.2322081E-002, 7.7068795E-002, 6.5432351E-002, 3.1666155E-002, 1.2314430E-001, 4.0793228E-002, 6.2147981E-001, 6.6311607E-002, 7.8614145E-003
 3.9000000E+001, 1.0912626E+003, 1.1077647E+003, 4.1786799E+000, 7.6086796E+001, 1.1815288E+002, 5.6206796E-001, 2.6386594E-002, 7.7006597E-002, 6.2286497E-002, 2.7727045E-002, 1.2115645E-001, 3.8827157E-002, 6.2930434E-001, 6.3246639E-002, 7.5329471E-003
 4.1000000E+001, 1.0968866E+003, 1.1131558E+003, 4.2500387E+000, 8.1236745E+001, 1.2802597E+002, 6.3164914E-001, 3.0870648E-002, 7.6726697E-002, 5.8988520E-002, 2.4059417E-002, 1.1885134E-001, 3.6766298E-002, 6.3726267E-001, 6.0001478E-002, 7.1827748E-003
 4.3000000E+001, 1.1007909E+003, 1.1164400E+003, 4.3106131E+000, 8.9506828E+001, 1.4175459E+002, 7.0140263E-001, 3.5794831E-002, 7.6239404E-002, 5.5507188E-002, 2.0640900E-002, 1.1622030E-001, 3.4591118E-002, 6.4541329E-001, 5.6543697E-002, 6.8075060E-003
 4.5000000E+001, 1.1031342E+003, 1.1177252E+003, 4.3562460E+000, 9.9487962E+001, 1.5818417E+002, 7.7309801E-001, 4.1110662E-002, 7.5566581E-002, 5.1855710E-002, 1.7484455E-002, 1.1329375E-001, 3.2309844E-002, 6.5371420E-001, 5.2887569E-002, 6.4088706E-003
 4.7000000E+001, 1.1034030E+003, 1.1165460E+003, 4.3892046E+000, 1.1003976E+002, 1.7534184E+002, 8.5442708E-001, 4.6886114E-002, 7.4698958E-002, 4.7975128E-002, 1.4613174E-002, 1.1002576E-001, 2.9885638E-002, 6.6224028E-001, 4.8968523E-002, 5.9797797E-003
 4.9000000E+001, 1.1007099E+003, 1.1117891E+003, 4.4095980E+000, 1.2208118E+002, 1.9417225E+002, 9.3778687E-001, 5.3183562E-002, 7.3599085E-002, 4.3854349E-002, 1.2048448E-002, 1.0637116E-001, 2.7311619E-002, 6.7101199E-001, 4.4779072E-002, 5.5190574E-003
 5.1000000E+001, 1.0953569E+003, 1.1037880E+003, 4.4210869E+000, 1.3536152E+002, 2.1426108E+002, 1.0149390E+000, 5.9829820E-002, 7.2328386E-002, 3.9567385E-002, 9.8270209E-003, 1.0243817E-001, 2.4633960E-002, 6.7985603E-001, 4.0395324E-002, 5.0354703E-003
 5.3000000E+001, 1.0875085E+003, 1.0929385E+003, 4.4204205E+000, 1.4887678E+002, 2.3424719E+002, 1.0965465E+000, 6.6588925E-002, 7.0926175E-002, 3.5293264E-002, 7.9406691E-003, 9.8377413E-002, 2.1964503E-002, 6.8849015E-001, 3.6011287E-002, 4.5503338E-003
 5.5000000E+001, 1.0768363E+003, 1.0789497E+003, 4.4137849E+000, 1.6279879E+002, 2.5385600E+002, 1.1711920E+000, 7.3399106E-002, 6.9343844E-002, 3.1174801E-002, 6.3474304E-003, 9.4227566E-002, 1.9392572E-002, 6.9676125E-001, 3.1783995E-002, 4.0801701E-003
 5.7000000E+001, 1.0639111E+003, 1.0625057E+003, 4.4052197E+000, 1.7629649E+002, 2.7242138E+002, 1.2268425E+000, 8.0097190E-002, 6.7640918E-002, 2.7292918E-002, 5.0165919E-003, 9.0099458E-002, 1.6968663E-002, 7.0453988E-001, 2.7796966E-002, 3.6345771E-003
 5.9000000E+001, 1.0490433E+003, 1.0442114E+003, 4.3906908E+000, 1.8828864E+002, 2.8828748E+002, 1.2804870E+000, 8.6641198E-002, 6.5843505E-002, 2.3655674E-002, 3.9244840E-003, 8.6024816E-002, 1.4697778E-002, 7.1181819E-001, 2.4059469E-002, 3.2148062E-003
 6.1000000E+001, 1.0325225E+003, 1.0245443E+003, 4.3738095E+000, 1.9842508E+002, 3.0110422E+002, 1.3318769E+000, 9.2954160E-002, 6.3989128E-002, 2.0290079E-002, 3.0428134E-003, 8.2058732E-002, 1.2596749E-002, 7.1855738E-001, 2.0601442E-002, 2.8244782E-003
 6.3000000E+001, 1.0146567E+003, 1.0038283E+003, 4.3556829E+000, 2.0694075E+002, 3.1162650E+002, 1.3744250E+000, 9.9005895E-002, 6.2095460E-002, 1.7206246E-002, 2.3416833E-003, 7.8225618E-002, 1.0671874E-002, 7.2475610E-001, 1.7436562E-002, 2.4652633E-003
 6.5000000E+001, 9.9467535E+002, 9.8127994E+002, 4.3285421E+000, 2.1417671E+002, 3.1989133E+002, 1.4244524E+000, 1.0494021E-001, 6.0063227E-002, 1.4415103E-002, 1.7878519E-003, 7.4431000E-002, 8.9301136E-003, 7.3047915E-001, 1.4577263E-002, 2.1375858E-003
 6.7000000E+001, 9.7283603E+002, 9.5716363E+002, 4.2958786E+000, 2.1973292E+002, 3.2552969E+002, 1.4696121E+000, 1.1079145E-001, 5.7882499E-002, 1.1904309E-002, 1.3468691E-003, 7.0657272E-002, 7.3637684E-003, 7.3577754E-001, 1.2010217E-002, 1.8399344E-003
 6.9000000E+001, 9.4939648E+002, 9.3162795E+002, 4.2619326E+000, 2.2257707E+002, 3.2799439E+002, 1.4991958E+000, 1.1646098E-001, 5.5619092E-002, 9.6780742E-003, 1.0016763E-003, 6.6974299E-002, 5.9753823E-003, 7.4062198E-001, 9.7387103E-003, 1.5733312E-003
 7.1000000E+001, 9.2574398E+002, 9.0635136E+002, 4.2326306E+000, 2.2301383E+002, 3.2770087E+002, 1.5143475E+000, 1.2192173E-001, 5.3287797E-002, 7.7446210E-003, 7.3711412E-004, 6.3402321E-002, 4.7700745E-003, 7.4500394E-001, 7.7714138E-003, 1.3388747E-003
 7.3000000E+001, 9.0043875E+002, 8.7982303E+002, 4.2000224E+000, 2.2180605E+002, 3.2473072E+002, 1.5193340E+000, 1.2720286E-001, 5.0877531E-002, 6.0947257E-003, 5.3676713E-004, 5.9924397E-002, 3.7420950E-003, 7.4895622E-001, 6.0975675E-003, 1.1353236E-003
 7.5000000E+001, 8.7429397E+002, 8.5294324E+002, 4.1650600E+000, 2.1914096E+002, 3.1943355E+002, 1.5196133E+000, 1.3227330E-001, 4.8407805E-002, 4.7331698E-003, 3.8746236E-004, 5.6563457E-002, 2.8944063E-003, 7.5247126E-001, 4.7215470E-003, 9.6334795E-004
