cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 1.0000000E+000, 8.5275330E+002, 8.6183093E+002, 2.8342403E-001, 2.5448325E+001, 3.5401127E+001, 5.1937631E-002, 2.8450584E-003, 4.8121031E-002, 7.4433528E-002, 2.1637275E-001, 1.3445608E-001, 5.8731707E-002, 4.6030331E-001, 7.0117260E-002, 1.8832156E-003
 3.0000000E+000, 8.9688314E+002, 9.0782230E+002, 2.8342403E-001, 2.4499051E+001, 3.6924007E+001, 5.1937631E-002, 2.4809376E-003, 4.9813310E-002, 7.7760574E-002, 1.8754978E-001, 1.3974428E-001, 6.1357210E-002, 4.7643029E-001, 7.4796055E-002, 2.0059665E-003
 5.0000000E+000, 9.3645093E+002, 9.5028295E+002, 1.0248532E+000, 2.5535055E+001, 4.3619317E+001, 9.2783566E-002, 2.0916190E-003, 5.1703929E-002, 8.0290878E-002, 1.6113738E-001, 1.4470133E-001, 6.3353577E-002, 4.9169520E-001, 7.8715383E-002, 2.1128872E-003
 7.0000000E+000, 9.6896029E+002, 9.8597141E+002, 1.3960029E+000, 2.8239622E+001, 5.3566986E+001, 1.2088076E-001, 1.8786661E-003, 5.3713362E-002, 8.1415896E-002, 1.3995555E-001, 1.4871977E-001, 6.4240427E-002, 5.0495988E-001, 8.0990296E-002, 2.1825141E-003
 9.0000000E+000, 9.9767036E+002, 1.0179818E+003, 1.7503328E+000, 3.2049464E+001, 6.5526761E+001, 1.4867812E-001, 1.9165829E-003, 5.5879812E-002, 8.1235544E-002, 1.2283207E-001, 1.5194047E-001, 6.4096618E-002, 5.1695836E-001, 8.1680483E-002, 2.2164779E-003
 1.1000000E+001, 1.0244571E+003, 1.0481405E+003, 2.0792848E+000, 3.6774538E+001, 7.8422896E+001, 1.7957942E-001, 2.2644014E-003, 5.8110920E-002, 8.0090339E-002, 1.0853686E-001, 1.5449408E-001, 6.3191040E-002, 5.2819747E-001, 8.1165358E-002, 2.2229279E-003
 1.3000000E+001, 1.0491094E+003, 1.0761802E+003, 2.3808003E+000, 4.0757598E+001, 8.9380894E+001, 2.0747363E-001, 3.0028953E-003, 6.0228555E-002, 7.8340946E-002, 9.6341420E-002, 1.5639466E-001, 6.1808547E-002, 5.3882732E-001, 7.9859775E-002, 2.2101867E-003
 1.5000000E+001, 1.0717461E+003, 1.1022003E+003, 2.6533974E+000, 4.4050006E+001, 9.8357654E+001, 2.3682438E-001, 4.1494096E-003, 6.2169459E-002, 7.6153231E-002, 8.5851598E-002, 1.5767725E-001, 6.0080126E-002, 5.4894830E-001, 7.7965485E-002, 2.1824324E-003
 1.7000000E+001, 1.0915072E+003, 1.1251441E+003, 2.8987428E+000, 4.5734691E+001, 1.0391545E+002, 2.6454809E-001, 5.7424786E-003, 6.3815079E-002, 7.3752575E-002, 7.6728866E-002, 1.5833916E-001, 5.8183788E-002, 5.5856827E-001, 7.5752996E-002, 2.1450734E-003
 1.9000000E+001, 1.1090909E+003, 1.1457075E+003, 3.1205628E+000, 4.6710229E+001, 1.0771803E+002, 2.9269288E-001, 7.6719320E-003, 6.5187015E-002, 7.1277782E-002, 6.8625193E-002, 1.5852307E-001, 5.6229102E-002, 5.6772511E-001, 7.3398744E-002, 2.1023603E-003
 2.1000000E+001, 1.1245126E+003, 1.1638256E+003, 3.3212494E+000, 4.7127357E+001, 1.0997466E+002, 3.2122629E-001, 9.9423928E-003, 6.6264880E-002, 6.8801459E-002, 6.1322093E-002, 1.5825563E-001, 5.4273401E-002, 5.7649299E-001, 7.0998122E-002, 2.0563749E-003
 2.3000000E+001, 1.1385071E+003, 1.1802825E+003, 3.5039085E+000, 4.7317490E+001, 1.1171485E+002, 3.4856955E-001, 1.2553712E-002, 6.7101617E-002, 6.6285579E-002, 5.4574955E-002, 1.5758856E-001, 5.2286631E-002, 5.8508126E-001, 6.8527120E-002, 2.0069718E-003
