cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 1.9000000E+001, 1.2995215E+003, 1.3255687E+003, 3.4746318E+000, 9.7016199E+001, 1.0904682E+002, 3.2667373E-001, 1.6130571E-002, 7.1823688E-002, 5.1103979E-002, 5.0549732E-002, 1.9749599E-001, 5.1103979E-002, 5.6179206E-001, 0.0000000E+000, 5.0000000E+000, 3.3573798E+001, 2.3021446E+001, 2.2881356E+001, 7.5892806E-001, 3.6936908E+001, 4.7394822E-001, 1.4000000E+001, 4.3476228E+002, 3.0851571E+002, 3.1466371E+002, 3.2002873E+002, 3.2998839E+002, 2.0328627E+001, 2.4685086E+001, 2.8640218E+001, 2.6608566E+001, 2.9249150E+001
 2.1000000E+001, 1.3086472E+003, 1.3353931E+003, 3.6607282E+000, 1.0239763E+002, 1.1556289E+002, 3.6843481E-001, 2.0644920E-002, 7.1982567E-002, 4.8109947E-002, 4.2240220E-002, 1.9487952E-001, 4.8109947E-002, 5.7403288E-001, 0.0000000E+000, 6.0000000E+000, 3.3573798E+001, 2.3021446E+001, 2.5423729E+001, 7.5085258E-001, 3.9247104E+001, 4.3341272E-001, 1.6000000E+001, 2.9739682E+002, 2.9377048E+002, 2.9363974E+002, 2.9399755E+002, 2.9630432E+002, 3.5418717E-001, 1.5720442E+000, 4.4734432E+000, 6.0126424E+000, 9.9019399E+000
 2.3000000E+001, 1.3140431E+003, 1.3411328E+003, 3.8195548E+000, 1.1296120E+002, 1.2792505E+002, 4.2166050E-001, 2.5804024E-002, 7.1841779E-002, 4.4842607E-002, 3.4783474E-002, 1.9139148E-001, 4.4842607E-002, 5.8649403E-001, 0.0000000E+000, 7.0000000E+000, 2.6729659E+001, 1.7111124E+001, 2.7966102E+001, 7.4087252E-001, 4.1557389E+001, 3.7642828E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E+001, 1.3154776E+003, 1.3426083E+003, 3.9536507E+000, 1.3019576E+002, 1.4740111E+002, 4.9374565E-001, 3.1592573E-002, 7.1435976E-002, 4.1264353E-002, 2.8136174E-002, 1.8706390E-001, 4.1264353E-002, 5.9924267E-001, 0.0000000E+000, 8.0000000E+000, 2.6729659E+001, 1.7111124E+001, 3.0508475E+001, 7.1722267E-001, 4.3867750E+001, 3.4634770E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7000000E+001, 1.3122478E+003, 1.3391329E+003, 4.0595637E+000, 1.5170397E+002, 1.7108151E+002, 5.8318030E-001, 3.8036991E-002, 7.0742728E-002, 3.7384866E-002, 2.2319124E-002, 1.8186156E-001, 3.7384866E-002, 6.1226986E-001, 0.0000000E+000, 9.0000000E+000, 1.8442164E+001, 1.0992386E+001, 3.3050847E+001, 7.0393493E-001, 4.6178175E+001, 3.0381363E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9000000E+001, 1.3028411E+003, 1.3290185E+003, 4.1438447E+000, 1.7665799E+002, 1.9850060E+002, 6.8207921E-001, 4.5250755E-002, 6.9672395E-002, 3.3246679E-002, 1.7359093E-002, 1.7564772E-001, 3.3246679E-002, 6.2557668E-001, 0.0000000E+000, 1.0000000E+001, 1.8442164E+001, 1.0992386E+001, 3.5593220E+001, 6.8969192E-001, 4.8488654E+001, 2.6784432E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1000000E+001, 1.2873071E+003, 1.3122476E+003, 4.1438447E+000, 2.0441246E+002, 2.2922222E+002, 6.8207921E-001, 5.3072425E-002, 6.8255990E-002, 2.8952569E-002, 1.3256206E-002, 1.6858601E-001, 2.8952569E-002, 6.3892423E-001, 0.0000000E+000, 1.1000000E+001, 1.1848440E+001, 6.9664069E+000, 3.8135593E+001, 6.5834240E-001, 5.0799181E+001, 2.4860614E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3000000E+001, 1.2654781E+003, 1.2887582E+003, 4.2402509E+000, 2.3347597E+002, 2.6115123E+002, 8.8950071E-001, 6.1487621E-002, 6.6468437E-002, 2.4576202E-002, 9.9363512E-003, 1.6069967E-001, 2.4576202E-002, 6.5225552E-001, 0.0000000E+000, 1.2000000E+001, 1.1848440E+001, 6.9664069E+000, 4.0677966E+001, 6.4153572E-001, 5.3109749E+001, 2.2090986E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5000000E+001, 1.2365741E+003, 1.2577693E+003, 4.2507968E+000, 2.6148524E+002, 2.9155901E+002, 9.9921932E-001, 7.0457339E-002, 6.4228143E-002, 2.0316565E-002, 7.3202047E-003, 1.5202336E-001, 2.0316565E-002, 6.6533782E-001, 0.0000000E+000, 1.3000000E+001, 7.4524403E+000, 4.8001836E+000, 4.3220339E+001, 6.2417323E-001, 5.5420353E+001, 2.0587634E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7000000E+001, 1.2017580E+003, 1.2205380E+003, 4.2434353E+000, 2.8675803E+002, 3.1890263E+002, 1.1019309E+000, 7.9692187E-002, 6.1604564E-002, 1.6351640E-002, 5.3183989E-003, 1.4287220E-001, 1.6351640E-002, 6.7780937E-001, 0.0000000E+000, 1.4000000E+001, 5.1984051E+000, 4.1068200E+000, 4.5762712E+001, 6.0629562E-001, 5.7730989E+001, 1.8420726E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9000000E+001, 1.1624148E+003, 1.1785287E+003, 4.2167070E+000, 3.0712944E+002, 3.4095218E+002, 1.2002979E+000, 8.8939624E-002, 5.8682444E-002, 1.2801726E-002, 3.8149660E-003, 1.3353480E-001, 1.2801726E-002, 6.8942472E-001, 0.0000000E+000, 1.5000000E+001, 5.8961172E-001, 5.9972013E-002, 4.8305085E+001, 5.6966366E-001, 6.0041652E+001, 1.6540746E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1000000E+001, 1.1190375E+003, 1.1321941E+003, 4.1791330E+000, 3.2188409E+002, 3.5694838E+002, 1.2877336E+000, 9.8101226E-002, 5.5474633E-002, 9.7624787E-003, 2.7011428E-003, 1.2413192E-001, 9.7624787E-003, 7.0006613E-001, 0.0000000E+000,NaN,NaN,NaN, 5.0847458E+001, 5.5122004E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3000000E+001, 1.0732641E+003, 1.0834051E+003, 4.1318861E+000, 3.2977992E+002, 3.6552920E+002, 1.3557030E+000, 1.0696440E-001, 5.2087855E-002, 7.2692555E-003, 1.8948781E-003, 1.1491173E-001, 7.2692555E-003, 7.0960263E-001, 0.0000000E+000,NaN,NaN,NaN, 5.3389831E+001, 5.3280721E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5000000E+001, 1.0261401E+003, 1.0334019E+003, 4.0808093E+000, 3.3116493E+002, 3.6691877E+002, 1.4011341E+000, 1.1541235E-001, 4.8605854E-002, 5.3033591E-003, 1.3198232E-003, 1.0602301E-001, 5.3033591E-003, 7.1803225E-001, 0.0000000E+000,NaN,NaN,NaN, 5.5932203E+001, 5.1455695E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7000000E+001, 9.7891874E+002, 9.8353833E+002, 4.0290617E+000, 3.2686748E+002, 3.6208298E+002, 1.4226642E+000, 1.2332263E-001, 4.5129720E-002, 3.8176815E-003, 9.1515982E-004, 9.7620946E-002, 3.8176815E-003, 7.2537618E-001, 0.0000000E+000,NaN,NaN,NaN, 5.8474576E+001, 4.7890435E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9000000E+001, 9.3307929E+002, 9.3539726E+002, 3.9738061E+000, 3.1899362E+002, 3.5331327E+002, 1.4396952E+000, 1.3060040E-001, 4.1776345E-002, 2.7079525E-003, 6.3075470E-004, 8.9835561E-002, 2.7079525E-003, 7.3174104E-001, 0.0000000E+000,NaN,NaN,NaN, 6.1016949E+001, 4.6150460E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1000000E+001, 8.8953153E+002, 8.8999265E+002, 3.9144940E+000, 3.0831651E+002, 3.4131649E+002, 1.4577464E+000, 1.3719340E-001, 3.8620315E-002, 1.8996572E-003, 4.3410200E-004, 8.2741929E-002, 1.8996572E-003, 7.3721094E-001, 0.0000000E+000,NaN,NaN,NaN, 6.3559322E+001, 4.4436489E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3000000E+001, 8.4854252E+002, 8.4758782E+002, 3.8592641E+000, 2.9451161E+002, 3.2582299E+002, 1.4656927E+000, 1.4318420E-001, 3.5666152E-002, 1.3100881E-003, 2.9593711E-004, 7.6267266E-002, 1.3100881E-003, 7.4196627E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6101695E+001, 4.1096065E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5000000E+001, 8.1082765E+002, 8.0881457E+002, 3.8075097E+000, 2.7878159E+002, 3.0831198E+002, 1.4603530E+000, 1.4852271E-001, 3.2968986E-002, 8.9339528E-004, 2.0179451E-004, 7.0476162E-002, 8.9339528E-004, 7.4604355E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8644068E+001, 3.9481512E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7000000E+001, 7.7503055E+002, 7.7229078E+002, 3.7572996E+000, 2.6083555E+002, 2.8844350E+002, 1.4514874E+000, 1.5342499E-001, 3.0438108E-002, 6.0236413E-004, 1.3646913E-004, 6.5141016E-002, 6.0236413E-004, 7.4965469E-001, 0.0000000E+000,NaN,NaN,NaN, 7.1186441E+001, 3.7923496E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9000000E+001, 7.4268577E+002, 7.3944869E+002, 3.7044939E+000, 2.4353876E+002, 2.6945757E+002, 1.4435200E+000, 1.5771637E-001, 2.8187064E-002, 4.0787957E-004, 9.2690714E-005, 6.0459461E-002, 4.0787957E-004, 7.5272866E-001, 0.0000000E+000,NaN,NaN,NaN, 7.3728814E+001, 3.6401232E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1000000E+001, 7.1200981E+002, 7.0856811E+002, 3.6475043E+000, 2.2635785E+002, 2.5040783E+002, 1.4343356E+000, 1.6166457E-001, 2.6088002E-002, 2.7649258E-004, 6.2952043E-005, 5.6143432E-002, 2.7649258E-004, 7.5548806E-001, 0.0000000E+000,NaN,NaN,NaN, 7.6271186E+001, 3.3500239E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3000000E+001, 6.8430090E+002, 6.8080792E+002, 3.5909426E+000, 2.1046581E+002, 2.3282400E+002, 1.4251534E+000, 1.6513580E-001, 2.4225851E-002, 1.8924766E-004, 4.3036483E-005, 5.2343539E-002, 1.8924766E-004, 7.5787328E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8813559E+001, 3.2124562E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E+001, 6.5876858E+002, 6.5533485E+002, 3.5348698E+000, 1.9598446E+002, 2.1672359E+002, 1.4157940E+000, 1.6827165E-001, 2.2532158E-002, 1.2984316E-004, 2.9501467E-005, 4.8907138E-002, 1.2984316E-004, 7.5999987E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1355932E+001, 3.0798282E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7000000E+001, 6.3653039E+002, 6.3318154E+002, 3.4872297E+000, 1.8321439E+002, 2.0269838E+002, 1.3985930E+000, 1.7096145E-001, 2.1073075E-002, 8.9558367E-005, 2.0340251E-005, 4.5957522E-002, 8.9558367E-005, 7.6180850E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3898305E+001, 2.9520230E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9000000E+001, 6.1665549E+002, 6.1343117E+002, 3.4460000E+000, 1.7117318E+002, 1.8961175E+002, 1.3720068E+000, 1.7331427E-001, 1.9792457E-002, 6.1644373E-005, 1.4056809E-005, 4.3376049E-002, 6.1644373E-005, 7.6337988E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6440678E+001, 2.7107819E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1000000E+001, 5.9906755E+002, 5.9595638E+002, 3.4133732E+000, 1.6034567E+002, 1.7793995E+002, 1.3407866E+000, 1.7540448E-001, 1.8651282E-002, 4.2761122E-005, 9.8174418E-006, 4.1081594E-002, 4.2761122E-005, 7.6476730E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8983051E+001, 2.5973720E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3000000E+001, 5.8232750E+002, 5.7936453E+002, 3.3787638E+000, 1.4974615E+002, 1.6652094E+002, 1.3178049E+000, 1.7735675E-001, 1.7582740E-002, 2.9677412E-005, 6.8343358E-006, 3.8937725E-002, 2.9677412E-005, 7.6605660E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1525424E+001, 2.4886987E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5000000E+001, 5.6730274E+002, 5.6447149E+002, 3.3419342E+000, 1.4041229E+002, 1.5651441E+002, 1.2975443E+000, 1.7909097E-001, 1.6632006E-002, 2.0646344E-005, 4.7992529E-006, 3.7032804E-002, 2.0646344E-005, 7.6719813E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4067797E+001, 2.2850839E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7000000E+001, 5.5319043E+002, 5.5055403E+002, 3.3041771E+000, 1.3137316E+002, 1.4669515E+002, 1.2766147E+000, 1.8069742E-001, 1.5750051E-002, 1.4440029E-005, 3.3713365E-006, 3.5267837E-002, 1.4440029E-005, 7.6825244E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6610169E+001, 2.1898933E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9000000E+001, 5.4045056E+002, 5.3800529E+002, 3.2663737E+000, 1.2324782E+002, 1.3786382E+002, 1.2539699E+000, 1.8213766E-001, 1.4958624E-002, 1.0094555E-005, 2.3832918E-006, 3.3685247E-002, 1.0094555E-005, 7.6919589E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9152542E+001, 2.0989074E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1000000E+001, 5.2821898E+002, 5.2597836E+002, 3.2289038E+000, 1.1542265E+002, 1.2929336E+002, 1.2287672E+000, 1.8350496E-001, 1.4206600E-002, 7.1203561E-006, 1.6879383E-006, 3.2182592E-002, 7.1203561E-006, 7.7008991E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0169492E+002, 2.0119418E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3000000E+001, 5.1671802E+002, 5.1465710E+002, 3.1883482E+000, 1.0869137E+002, 1.2182276E+002, 1.2084176E+000, 1.8477739E-001, 1.3506345E-002, 5.0542177E-006, 1.2106278E-006, 3.0784077E-002, 5.0542177E-006, 7.7092087E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0423729E+002, 1.8494599E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5000000E+001, 5.0587962E+002, 5.0398386E+002, 3.1449749E+000, 1.0270570E+002, 1.1511570E+002, 1.1963523E+000, 1.8596996E-001, 1.2849736E-002, 3.6279568E-006, 8.7260389E-007, 2.9473233E-002, 3.6279568E-006, 7.7169895E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0677966E+002, 1.7736711E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7000000E+001, 4.9588502E+002, 4.9415851E+002, 3.1022298E+000, 9.7659109E+001, 1.0938269E+002, 1.1883207E+000, 1.8705623E-001, 1.2251475E-002, 2.6299185E-006, 6.3541798E-007, 2.8279173E-002, 2.6299185E-006, 7.7240723E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0932203E+002, 1.7013120E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9000000E+001, 4.8663649E+002, 4.8507811E+002, 3.1022298E+000, 9.3119054E+001, 1.0419244E+002, 1.1883207E+000, 1.8805678E-001, 1.1700300E-002, 1.9148166E-006, 4.6406263E-007, 2.7179293E-002, 1.9148166E-006, 7.7305933E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1186441E+002, 1.6322279E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1000000E+001, 4.7830059E+002, 4.7689858E+002, 3.0286576E+000, 8.8881810E+001, 9.9406637E+001, 1.1677174E+000, 1.8895216E-001, 1.1206993E-002, 1.3978031E-006, 3.4013108E-007, 2.6195013E-002, 1.3978031E-006, 7.7364270E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1440678E+002, 1.5033314E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3000000E+001, 4.7072551E+002, 4.6946306E+002, 3.0003399E+000, 8.4757560E+001, 9.4777288E+001, 1.1469228E+000, 1.8976465E-001, 1.0759296E-002, 1.0235495E-006, 2.4987081E-007, 2.5301830E-002, 1.0235495E-006, 7.7417193E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1694915E+002, 1.4432625E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5000000E+001, 4.6386201E+002, 4.6270133E+002, 2.9749514E+000, 8.0937166E+001, 9.0542965E+001, 1.1247138E+000, 1.9050068E-001, 1.0353689E-002, 7.5393620E-007, 1.8506386E-007, 2.4492689E-002, 7.5393620E-007, 7.7465125E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1949153E+002, 1.3859502E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7000000E+001, 4.5747371E+002, 4.5639747E+002, 2.9481107E+000, 7.7254645E+001, 8.6444894E+001, 1.1045985E+000, 1.9118498E-001, 9.9765548E-003, 5.5874712E-007, 1.3766802E-007, 2.3740402E-002, 5.5874712E-007, 7.7509681E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2203390E+002, 1.2791470E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9000000E+001, 4.5161813E+002, 4.5060560E+002, 2.9481107E+000, 7.4047304E+001, 8.2926253E+001, 1.1045985E+000, 1.9181110E-001, 9.6314647E-003, 4.1773168E-007, 1.0332159E-007, 2.3052072E-002, 4.1773168E-007, 7.7550443E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2457627E+002, 1.2294443E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2711864E+002, 1.1820612E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2966102E+002, 1.1368832E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3220339E+002, 1.0527106E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
