cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.1599459E+003, 1.1916118E+003, 1.0452754E+000, 5.0119123E+001, 6.9525602E+001, 8.0966935E-002, 6.9295739E-003, 7.7538369E-002, 3.9020868E-002, 2.5672027E-002, 1.4470913E-001, 3.4499180E-002, 6.5635085E-001, 4.0340407E-002, 6.7730610E-003
 2.2806122E+000, 1.1773152E+003, 1.2109975E+003, 1.4548229E+000, 5.4308528E+001, 7.7360883E+001, 1.0695110E-001, 6.6471678E-003, 7.9093745E-002, 3.7741326E-002, 2.1915538E-002, 1.4573253E-001, 3.3358067E-002, 6.6061242E-001, 3.9044723E-002, 6.6084858E-003
 4.3112245E+000, 1.1904972E+003, 1.2261333E+003, 1.8374337E+000, 5.8193803E+001, 8.4472047E+001, 1.3208479E-001, 6.7104946E-003, 8.0649667E-002, 3.6106020E-002, 1.8878576E-002, 1.4644065E-001, 3.1900718E-002, 6.6491402E-001, 3.7347213E-002, 6.3854818E-003
 6.3418367E+000, 1.2006759E+003, 1.2381396E+003, 2.1895386E+000, 6.1393733E+001, 9.0053256E+001, 1.5642654E-001, 7.1947347E-003, 8.2009302E-002, 3.4350469E-002, 1.6356514E-002, 1.4677152E-001, 3.0336957E-002, 6.6912587E-001, 3.5509370E-002, 6.1393143E-003
 8.3724490E+000, 1.2085700E+003, 1.2476791E+003, 2.5093967E+000, 6.3422042E+001, 9.3798180E+001, 1.7930171E-001, 8.2549083E-003, 8.3039305E-002, 3.2563252E-002, 1.4187466E-002, 1.4662081E-001, 2.8745843E-002, 6.7329926E-001, 3.3632773E-002, 5.8829983E-003
 1.0403061E+001, 1.2143694E+003, 1.2548523E+003, 2.7962858E+000, 6.4105607E+001, 9.5785678E+001, 2.0055355E-001, 9.9552913E-003, 8.3672739E-002, 3.0801438E-002, 1.2270645E-002, 1.4594730E-001, 2.7178265E-002, 6.7745385E-001, 3.1782589E-002, 5.6251519E-003
 1.2433673E+001, 1.2184910E+003, 1.2600512E+003, 3.0522938E+000, 6.4127349E+001, 9.7178610E+001, 2.2206642E-001, 1.2327033E-002, 8.3916149E-002, 2.9042302E-002, 1.0551583E-002, 1.4474020E-001, 2.5614008E-002, 6.8166753E-001, 2.9937279E-002, 5.3628082E-003
 1.4464286E+001, 1.2206181E+003, 1.2628699E+003, 3.2793564E+000, 6.3884566E+001, 9.8696546E+001, 2.4465756E-001, 1.5421284E-002, 8.3777043E-002, 2.7243519E-002, 9.0026778E-003, 1.4297267E-001, 2.4015430E-002, 6.8602993E-001, 2.8053486E-002, 5.0898527E-003
 1.6494898E+001, 1.2203508E+003, 1.2628002E+003, 3.4809418E+000, 6.3785999E+001, 1.0093573E+002, 2.6966632E-001, 1.9272490E-002, 8.3262007E-002, 2.5374624E-002, 7.6050196E-003, 1.4062702E-001, 2.2355435E-002, 6.9060416E-001, 2.6099885E-002, 4.8018947E-003
 1.8525510E+001, 1.2179085E+003, 1.2599991E+003, 3.6594552E+000, 6.5509901E+001, 1.0622071E+002, 2.9964807E-001, 2.3816425E-002, 8.2416430E-002, 2.3423420E-002, 6.3485355E-003, 1.3775483E-001, 2.0623075E-002, 6.9539340E-001, 2.4063848E-002, 4.4977308E-003
 2.0556122E+001, 1.2131342E+003, 1.2542516E+003, 3.8169077E+000, 7.0641061E+001, 1.1646114E+002, 3.3874111E-001, 2.9017534E-002, 8.1268724E-002, 2.1378094E-002, 5.2326452E-003, 1.3438469E-001, 1.8807779E-002, 7.0040229E-001, 2.1932988E-002, 4.1759562E-003
 2.2586735E+001, 1.2056024E+003, 1.2450228E+003, 3.9540901E+000, 7.9094238E+001, 1.3121784E+002, 3.8545511E-001, 3.4891334E-002, 7.9801611E-002, 1.9250929E-002, 4.2528069E-003, 1.3050372E-001, 1.6920507E-002, 7.0562316E-001, 1.9720320E-002, 3.8382449E-003
 2.4617347E+001, 1.1954601E+003, 1.2324225E+003, 4.0718068E+000, 9.0127677E+001, 1.4965741E+002, 4.4086904E-001, 4.1310239E-002, 7.8055575E-002, 1.7080537E-002, 3.4053961E-003, 1.2620147E-001, 1.4995483E-002, 7.1097031E-001, 1.7466645E-002, 3.4910397E-003
 2.6647959E+001, 1.1824646E+003, 1.2162815E+003, 4.1690275E+000, 1.0369023E+002, 1.7105782E+002, 5.0971845E-001, 4.8185022E-002, 7.6057852E-002, 1.4895585E-002, 2.6862039E-003, 1.2154055E-001, 1.3058123E-002, 7.1638288E-001, 1.5201932E-002, 3.1390258E-003
 2.8678571E+001, 1.1662480E+003, 1.1963766E+003, 4.2476739E+000, 1.1865854E+002, 1.9307437E+002, 5.8958301E-001, 5.5532836E-002, 7.3778991E-002, 1.2723313E-002, 2.0898324E-003, 1.1650454E-001, 1.1132711E-002, 7.2183525E-001, 1.2955258E-002, 2.7860121E-003
 3.0709184E+001, 1.1463515E+003, 1.1722601E+003, 4.3072302E+000, 1.3393423E+002, 2.1458113E+002, 6.7693347E-001, 6.3315462E-002, 7.1180460E-002, 1.0643498E-002, 1.6042656E-003, 1.1111083E-001, 9.2902536E-003, 7.2722255E-001, 1.0810182E-002, 2.4435969E-003
