cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.0396951E+003, 1.0534206E+003, 6.3404795E-001, 1.6411324E+002, 2.3796893E+002, 2.5280787E-001, 2.0861624E-002, 5.1972721E-002, 5.4144382E-002, 8.2491368E-002, 1.2270825E-001, 4.8003834E-002, 6.0024844E-001, 5.5470009E-002, 8.5957489E-003
 2.2806122E+000, 1.0660622E+003, 1.0808576E+003, 1.0200032E+000, 1.5448862E+002, 2.3344674E+002, 3.3494265E-001, 2.4312615E-002, 5.3306641E-002, 5.1890813E-002, 6.9346191E-002, 1.2260897E-001, 4.5997463E-002, 6.1368004E-001, 5.3501465E-002, 8.3341530E-003
 4.3112245E+000, 1.0832357E+003, 1.0986096E+003, 1.3740739E+000, 1.4673530E+002, 2.3112519E+002, 4.1524832E-001, 2.7674661E-002, 5.4360284E-002, 4.9543061E-002, 5.9715169E-002, 1.2202790E-001, 4.3908047E-002, 6.2466534E-001, 5.1279754E-002, 8.0316393E-003
 6.3418367E+000, 1.0974820E+003, 1.1126842E+003, 1.6875779E+000, 1.4245236E+002, 2.3397262E+002, 4.9386530E-001, 3.1100377E-002, 5.5321794E-002, 4.6984563E-002, 5.1996256E-002, 1.2112713E-001, 4.1631521E-002, 6.3455749E-001, 4.8753073E-002, 7.6834438E-003
 8.3724490E+000, 1.1093204E+003, 1.1240743E+003, 1.9615338E+000, 1.4038239E+002, 2.3816938E+002, 5.7564590E-001, 3.4635075E-002, 5.6169826E-002, 4.4297293E-002, 4.5612762E-002, 1.1995188E-001, 3.9240805E-002, 6.4368242E-001, 4.6035435E-002, 7.3058115E-003
 1.0403061E+001, 1.1189775E+003, 1.1329564E+003, 2.2022552E+000, 1.3980540E+002, 2.4306782E+002, 6.5860695E-001, 3.8217125E-002, 5.6910929E-002, 4.1565727E-002, 4.0237451E-002, 1.1858681E-001, 3.6810970E-002, 6.5214987E-001, 4.3240864E-002, 6.9153247E-003
 1.2433673E+001, 1.1246998E+003, 1.1375667E+003, 2.4129082E+000, 1.3959196E+002, 2.4695240E+002, 7.4575332E-001, 4.2144097E-002, 5.7335608E-002, 3.8899669E-002, 3.5553931E-002, 1.1684241E-001, 3.4440128E-002, 6.6013934E-001, 4.0494497E-002, 6.5273742E-003
 1.4464286E+001, 1.1270017E+003, 1.1382389E+003, 2.5991458E+000, 1.4146951E+002, 2.5303361E+002, 8.3688562E-001, 4.6508606E-002, 5.7450743E-002, 3.6256936E-002, 3.1341062E-002, 1.1469190E-001, 3.2090764E-002, 6.6789281E-001, 3.7768650E-002, 6.1382626E-003
 1.6494898E+001, 1.1257426E+003, 1.1338609E+003, 2.7617242E+000, 1.4638789E+002, 2.6412510E+002, 9.2951659E-001, 5.1470611E-002, 5.7203824E-002, 3.3605151E-002, 2.7511713E-002, 1.1203508E-001, 2.9734225E-002, 6.7556352E-001, 3.5021771E-002, 5.7414277E-003
 1.8525510E+001, 1.1227012E+003, 1.1265609E+003, 2.9646220E+000, 1.5330176E+002, 2.7914350E+002, 1.0734938E+000, 5.6758745E-002, 5.6705262E-002, 3.1008371E-002, 2.3965489E-002, 1.0908025E-001, 2.7427187E-002, 6.8305920E-001, 3.2324065E-002, 5.3483677E-003
 2.0556122E+001, 1.1176629E+003, 1.1166656E+003, 3.0794626E+000, 1.6049806E+002, 2.9510852E+002, 1.1611226E+000, 6.2496908E-002, 5.5946938E-002, 2.8393787E-002, 2.0667968E-002, 1.0575232E-001, 2.5104948E-002, 6.9053560E-001, 2.9599664E-002, 4.9479884E-003
 2.2586735E+001, 1.1084528E+003, 1.1027884E+003, 3.1770350E+000, 1.6840147E+002, 3.0917096E+002, 1.2396124E+000, 6.8878613E-002, 5.4850727E-002, 2.5720771E-002, 1.7651660E-002, 1.0190821E-001, 2.2731584E-002, 6.9808029E-001, 2.6815281E-002, 4.5345008E-003
 2.4617347E+001, 1.0934390E+003, 1.0829552E+003, 3.2561371E+000, 1.7736472E+002, 3.2181034E+002, 1.3125631E+000, 7.5890855E-002, 5.3313462E-002, 2.3138688E-002, 1.4886581E-002, 9.7537938E-002, 2.0440111E-002, 7.0552027E-001, 2.4131805E-002, 4.1298470E-003
 2.6647959E+001, 1.0747522E+003, 1.0595047E+003, 3.3201128E+000, 1.8782701E+002, 3.3387483E+002, 1.3741886E+000, 8.3064618E-002, 5.1530587E-002, 2.0720031E-002, 1.2414012E-002, 9.2973298E-002, 1.8294498E-002, 7.1258967E-001, 2.1619001E-002, 3.7466008E-003
 2.8678571E+001, 1.0542745E+003, 1.0342383E+003, 3.3717089E+000, 1.9793777E+002, 3.4534790E+002, 1.4212377E+000, 9.0193010E-002, 4.9631037E-002, 1.8442024E-002, 1.0242896E-002, 8.8371117E-002, 1.6274187E-002, 7.1924780E-001, 1.9247804E-002, 3.3821584E-003
 3.0709184E+001, 1.0321174E+003, 1.0076911E+003, 3.4152535E+000, 2.0726667E+002, 3.5584945E+002, 1.4536399E+000, 9.7248752E-002, 4.7680664E-002, 1.6241815E-002, 8.3453753E-003, 8.3766549E-002, 1.4323153E-002, 7.2558667E-001, 1.6952122E-002, 3.0278369E-003
