cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.1074734E+003, 1.1276113E+003, 7.1555216E-001, 1.3681090E+002, 2.2168243E+002, 3.6144966E-001, 4.0814053E-002, 6.3233843E-002, 3.3851444E-002, 2.3855906E-002, 1.2054040E-001, 2.9938623E-002, 6.7463023E-001, 3.5211048E-002, 5.8488752E-003
 2.2806122E+000, 1.1044715E+003, 1.1211876E+003, 1.0805496E+000, 1.3877211E+002, 2.3027763E+002, 4.8878144E-001, 4.8308509E-002, 6.2490479E-002, 3.0173126E-002, 1.9140400E-002, 1.1630267E-001, 2.6670810E-002, 6.8502665E-001, 3.1406397E-002, 5.2936197E-003
 4.3112245E+000, 1.0943203E+003, 1.1068591E+003, 1.4082419E+000, 1.3967031E+002, 2.3799423E+002, 6.1416590E-001, 5.5836346E-002, 6.1165978E-002, 2.7008505E-002, 1.5935196E-002, 1.1171347E-001, 2.3861015E-002, 6.9368613E-001, 2.8115344E-002, 4.8041441E-003
 6.3418367E+000, 1.0789656E+003, 1.0858551E+003, 1.6894186E+000, 1.4510652E+002, 2.5069429E+002, 7.3834134E-001, 6.3157943E-002, 5.9468514E-002, 2.4359811E-002, 1.3543058E-002, 1.0706325E-001, 2.1510719E-002, 7.0103632E-001, 2.5364733E-002, 4.3875349E-003
 8.3724490E+000, 1.0651711E+003, 1.0668661E+003, 1.9291658E+000, 1.5608598E+002, 2.6730770E+002, 8.5496637E-001, 6.9583387E-002, 5.7982025E-002, 2.2004493E-002, 1.1621408E-002, 1.0295876E-001, 1.9420692E-002, 7.0739780E-001, 2.2906081E-002, 4.0154878E-003
 1.0403061E+001, 1.0505041E+003, 1.0482125E+003, 2.1341477E+000, 1.6806772E+002, 2.8139635E+002, 9.6182914E-001, 7.5790397E-002, 5.6492668E-002, 1.9763937E-002, 1.0002102E-002, 9.8950098E-002, 1.7432682E-002, 7.1332747E-001, 2.0564569E-002, 3.6600973E-003
 1.2433673E+001, 1.0331282E+003, 1.0272557E+003, 2.3066515E+000, 1.8003623E+002, 2.9389629E+002, 1.0605540E+000, 8.2028295E-002, 5.4818573E-002, 1.7708247E-002, 8.6219636E-003, 9.4849674E-002, 1.5609442E-002, 7.1885775E-001, 1.8416561E-002, 3.3301213E-003
 1.4464286E+001, 1.0146605E+003, 1.0050679E+003, 2.4535763E+000, 1.9076852E+002, 3.0552551E+002, 1.1489034E+000, 8.8322802E-002, 5.2977696E-002, 1.5810836E-002, 7.3780807E-003, 9.0659146E-002, 1.3927296E-002, 7.2410482E-001, 1.6437423E-002, 3.0222950E-003
 1.6494898E+001, 9.9542074E+002, 9.8215121E+002, 2.5785761E+000, 2.0013989E+002, 3.1575162E+002, 1.2261652E+000, 9.4591631E-002, 5.1031445E-002, 1.4053761E-002, 6.2444722E-003, 8.6447087E-002, 1.2370147E-002, 7.2908520E-001, 1.4605355E-002, 2.7342825E-003
 1.8525510E+001, 9.7508118E+002, 9.5875458E+002, 2.7333599E+000, 2.0872956E+002, 3.2434939E+002, 1.3201921E+000, 1.0084403E-001, 4.9009851E-002, 1.2394595E-002, 5.1966901E-003, 8.2217466E-002, 1.0900209E-002, 7.3387353E-001, 1.2875329E-002, 2.4599640E-003
 2.0556122E+001, 9.5242330E+002, 9.3322641E+002, 2.8160194E+000, 2.1726424E+002, 3.3246957E+002, 1.3664009E+000, 1.0734470E-001, 4.6806126E-002, 1.0784812E-002, 4.2315290E-003, 7.7781068E-002, 9.4746062E-003, 7.3861507E-001, 1.1196188E-002, 2.1906407E-003
 2.2586735E+001, 9.2661113E+002, 9.0452849E+002, 2.8798797E+000, 2.2544550E+002, 3.3981759E+002, 1.4013301E+000, 1.1416740E-001, 4.4368712E-002, 9.2369583E-003, 3.3652075E-003, 7.3078127E-002, 8.1046143E-003, 7.4330467E-001, 9.5822636E-003, 1.9277590E-003
 2.4617347E+001, 8.9828612E+002, 8.7334789E+002, 2.9240537E+000, 2.3171039E+002, 3.4521510E+002, 1.4298265E+000, 1.2113933E-001, 4.1774858E-002, 7.7706919E-003, 2.6140698E-003, 6.8231869E-002, 6.8075213E-003, 7.4785253E-001, 8.0529667E-003, 1.6750669E-003
 2.6647959E+001, 8.6863680E+002, 8.4094910E+002, 2.9573945E+000, 2.3519940E+002, 3.4824573E+002, 1.4443221E+000, 1.2801127E-001, 3.9141983E-002, 6.4106835E-003, 1.9734444E-003, 6.3425130E-002, 5.6049736E-003, 7.5215429E-001, 6.6355061E-003, 1.4379776E-003
 2.8678571E+001, 8.3708852E+002, 8.0718009E+002, 2.9825957E+000, 2.3517791E+002, 3.4728836E+002, 1.4439889E+000, 1.3471204E-001, 3.6476062E-002, 5.1961423E-003, 1.4691651E-003, 5.8700509E-002, 4.5318092E-003, 7.5611943E-001, 5.3730908E-003, 1.2227734E-003
 3.0709184E+001, 8.0420676E+002, 7.7264796E+002, 2.9968238E+000, 2.3224811E+002, 3.4279914E+002, 1.4368930E+000, 1.4117153E-001, 3.3797660E-002, 4.1531684E-003, 1.0813027E-003, 5.4109273E-002, 3.6111788E-003, 7.5970760E-001, 4.2898554E-003, 1.0332170E-003
 3.2739796E+001, 7.7098847E+002, 7.3856818E+002, 3.0051096E+000, 2.2742930E+002, 3.3568128E+002, 1.4143347E+000, 1.4724140E-001, 3.1201355E-002, 3.2678230E-003, 7.8161121E-004, 4.9769038E-002, 2.8304643E-003, 7.6291161E-001, 3.3706131E-003, 8.6832241E-004
 3.4770408E+001, 7.3817900E+002, 7.0572969E+002, 3.0072471E+000, 2.2157447E+002, 3.2644905E+002, 1.3879682E+000, 1.5280519E-001, 2.8756985E-002, 2.5324206E-003, 5.6491530E-004, 4.5768887E-002, 2.1826659E-003, 7.6570938E-001, 2.6081119E-003, 7.2791192E-004
 3.6801020E+001, 7.0651586E+002, 6.7492659E+002, 3.0063051E+000, 2.1488204E+002, 3.1527439E+002, 1.3605045E+000, 1.5781684E-001, 2.6497028E-002, 1.9403438E-003, 4.1032374E-004, 4.2147640E-002, 1.6618233E-003, 7.6811036E-001, 1.9953539E-003, 6.1138425E-004
 3.8831633E+001, 6.7610162E+002, 6.4577688E+002, 3.0005867E+000, 2.0633159E+002, 3.0215963E+002, 1.3345034E+000, 1.6241911E-001, 2.4366368E-002, 1.4647631E-003, 2.9882829E-004, 3.8806144E-002, 1.2442209E-003, 7.7020621E-001, 1.5041979E-003, 5.1399104E-004
 4.0862245E+001, 6.4730073E+002, 6.1846177E+002, 2.9903136E+000, 1.9651342E+002, 2.8785469E+002, 1.3047981E+000, 1.6659491E-001, 2.2379176E-002, 1.1011506E-003, 2.1782750E-004, 3.5759909E-002, 9.2579975E-004, 7.7200660E-001, 1.1295645E-003, 4.3519503E-004
 4.2892857E+001, 6.2071923E+002, 5.9359015E+002, 2.9798450E+000, 1.8629801E+002, 2.7317918E+002, 1.2723191E+000, 1.7027531E-001, 2.0585113E-002, 8.3493370E-004, 1.5819019E-004, 3.3064284E-002, 6.9348684E-004, 7.7351563E-001, 8.5556524E-004, 3.7333595E-004
 4.4923469E+001, 5.9635299E+002, 5.7117862E+002, 2.9717508E+000, 1.7572243E+002, 2.5797868E+002, 1.2349706E+000, 1.7353370E-001, 1.8973212E-002, 6.2917969E-004, 1.1210267E-004, 3.0671755E-002, 5.1447956E-004, 7.7480857E-001, 6.4365238E-004, 3.2270091E-004
 4.6954082E+001, 5.7365947E+002, 5.5046677E+002, 2.9591531E+000, 1.6467965E+002, 2.4227406E+002, 1.1978513E+000, 1.7646662E-001, 1.7498165E-002, 4.7449934E-004, 7.8825513E-005, 2.8511893E-002, 3.8054114E-004, 7.7592746E-001, 4.8496077E-004, 2.8146225E-004
 4.8984694E+001, 5.5363349E+002, 5.3222027E+002, 2.9399786E+000, 1.5409454E+002, 2.2762501E+002, 1.1682165E+000, 1.7898327E-001, 1.6217993E-002, 3.5996943E-004, 5.5769459E-005, 2.6654704E-002, 2.8182227E-004, 7.7686034E-001, 3.6741663E-004, 2.4859424E-004
 5.1015306E+001, 5.2789304E+002, 5.0918275E+002, 2.9205544E+000, 1.3915237E+002, 2.0676286E+002, 1.1391557E+000, 1.8208369E-001, 1.4620225E-002, 2.4492900E-004, 3.4583843E-005, 2.4361296E-002, 1.8341500E-004, 7.7797114E-001, 2.4975163E-004, 2.1176576E-004
 5.3045918E+001, 5.1307743E+002, 4.9618037E+002, 2.9051778E+000, 1.3041358E+002, 1.9397303E+002, 1.1080482E+000, 1.8381884E-001, 1.3716124E-002, 1.9336573E-004, 2.4077707E-005, 2.3075467E-002, 1.3976000E-004, 7.7857545E-001, 1.9681069E-004, 1.9289538E-004
 5.5076531E+001, 4.9974718E+002, 4.8449218E+002, 2.8912329E+000, 1.2221083E+002, 1.8229914E+002, 1.0786979E+000, 1.8536956E-001, 1.2906776E-002, 1.4888789E-004, 1.5781241E-005, 2.1925873E-002, 1.0217478E-004, 7.7911269E-001, 1.5085908E-004, 1.7621609E-004
 5.7107143E+001, 4.8820414E+002, 4.7424778E+002, 2.8761389E+000, 1.1496935E+002, 1.7240560E+002, 1.0526291E+000, 1.8670151E-001, 1.2210981E-002, 1.1121313E-004, 1.0584499E-005, 2.0938057E-002, 7.0363057E-005, 7.7957208E-001, 1.1203313E-004, 1.6198387E-004
 5.9137755E+001, 4.7800085E+002, 4.6515898E+002, 2.8602035E+000, 1.0826565E+002, 1.6326357E+002, 1.0287041E+000, 1.8785559E-001, 1.1600653E-002, 8.8160113E-005, 7.4562846E-006, 2.0080367E-002, 5.1342440E-005, 7.7995688E-001, 8.8525457E-005, 1.5102551E-004
 6.1168367E+001, 4.6881635E+002, 4.5709736E+002, 2.8421851E+000, 1.0221127E+002, 1.5453694E+002, 1.0114197E+000, 1.8885652E-001, 1.1065152E-002, 7.6145688E-005, 5.5428935E-006, 1.9335056E-002, 4.1953542E-005, 7.8027985E-001, 7.6357959E-005, 1.4263267E-004
 6.3198980E+001, 4.6092093E+002, 4.5017945E+002, 2.8245121E+000, 9.7270204E+001, 1.4707114E+002, 9.9455480E-001, 1.8969899E-001, 1.0612834E-002, 6.8070894E-005, 4.3360226E-006, 1.8707340E-002, 3.5866059E-005, 7.8054879E-001, 6.8225015E-005, 1.3585667E-004
 6.5229592E+001, 4.5391623E+002, 4.4398946E+002, 2.8064896E+000, 9.2894990E+001, 1.4045968E+002, 9.7825608E-001, 1.9044938E-001, 1.0211272E-002, 5.9176244E-005, 3.0560023E-006, 1.8148545E-002, 2.8927492E-005, 7.8079067E-001, 5.9128159E-005, 1.2957169E-004
 6.7260204E+001, 4.4760886E+002, 4.3836308E+002, 2.7869381E+000, 8.8507064E+001, 1.3412082E+002, 9.6237024E-001, 1.9113375E-001, 9.8473243E-003, 4.8077820E-005, 1.7664305E-006, 1.7639420E-002, 1.9939370E-005, 7.8101516E-001, 4.7703808E-005, 1.2341560E-004
 6.9290816E+001, 4.4179272E+002, 4.3328008E+002, 2.7647951E+000, 8.3522458E+001, 1.2742255E+002, 9.5141989E-001, 1.9175097E-001, 9.5193093E-003, 3.7727939E-005, 9.2177934E-007, 1.7180254E-002, 1.1530019E-005, 7.8121783E-001, 3.7122836E-005, 1.1782326E-004
 7.1321429E+001, 4.3597506E+002, 4.2819504E+002, 2.7441052E+000, 7.8157416E+001, 1.2019468E+002, 9.4092669E-001, 1.9236862E-001, 9.1882835E-003, 3.0968796E-005, 4.7697038E-007, 1.6720116E-002, 6.3196829E-006, 7.8141576E-001, 3.0335497E-005, 1.1274133E-004
 7.3352041E+001, 4.3075207E+002, 4.2356536E+002, 2.7253225E+000, 7.3855492E+001, 1.1401034E+002, 9.2779975E-001, 1.9291520E-001, 8.8934945E-003, 2.7396715E-005, 2.5618488E-007, 1.6312501E-002, 3.8549526E-006, 7.8158772E-001, 2.6790239E-005, 1.0858076E-004
 7.5382653E+001, 4.2618279E+002, 4.1945164E+002, 2.7070835E+000, 7.0601189E+001, 1.0905534E+002, 9.1758502E-001, 1.9338887E-001, 8.6373689E-003, 2.5154791E-005, 1.5799223E-007, 1.5959105E-002, 2.4794030E-006, 7.8173557E-001, 2.4570243E-005, 1.0509297E-004
 7.7413265E+001, 4.2213856E+002, 4.1573510E+002, 2.6885294E+000, 6.7754958E+001, 1.0495386E+002, 9.1044056E-001, 1.9381522E-001, 8.4064704E-003, 2.3605768E-005, 1.0479128E-007, 1.5640932E-002, 1.6589656E-006, 7.8186804E-001, 2.3041184E-005, 1.0201902E-004
 7.9443878E+001, 4.1863165E+002, 4.1249475E+002, 2.6713939E+000, 6.5133411E+001, 1.0138608E+002, 9.0045487E-001, 1.9417897E-001, 8.2093089E-003, 2.2493011E-005, 7.0097383E-008, 1.5369433E-002, 1.1450132E-006, 7.8198078E-001, 2.1945633E-005, 9.9425381E-005
 8.1474490E+001, 4.1511753E+002, 4.0928945E+002, 2.6527851E+000, 6.2560911E+001, 9.7828838E+001, 8.8721178E-001, 1.9454019E-001, 8.0134139E-003, 2.1533448E-005, 4.5812236E-008, 1.5099806E-002, 7.6417983E-007, 7.8209254E-001, 2.1002703E-005, 9.6869914E-005
 8.3505102E+001, 4.1153846E+002, 4.0608588E+002, 2.6233139E+000, 5.9980841E+001, 9.4109826E+001, 8.6732211E-001, 1.9490614E-001, 7.8148456E-003, 2.0695508E-005, 2.9652148E-008, 1.4826618E-002, 4.9789902E-007, 7.8220559E-001, 2.0180161E-005, 9.4298653E-005
 8.5535714E+001, 4.0788361E+002, 4.0284237E+002, 2.6037720E+000, 5.7158115E+001, 9.0047727E+001, 8.5260838E-001, 1.9528276E-001, 7.6104136E-003, 1.9932074E-005, 1.9033326E-008, 1.4545451E-002, 3.1197651E-007, 7.8232181E-001, 1.9431290E-005, 9.1665020E-005
 8.7566327E+001, 4.0433945E+002, 3.9962286E+002, 2.5783575E+000, 5.4740154E+001, 8.6579691E+001, 8.4662323E-001, 1.9565660E-001, 7.4074277E-003, 1.9256578E-005, 1.2477416E-008, 1.4266345E-002, 2.0073669E-007, 7.8243705E-001, 1.8769963E-005, 8.9064094E-005
 8.9596939E+001, 4.0109601E+002, 3.9665958E+002, 2.5513959E+000, 5.2631864E+001, 8.3537597E+001, 8.4738740E-001, 1.9599884E-001, 7.2215584E-003, 1.8685976E-005, 8.7207970E-009, 1.4010816E-002, 1.4148342E-007, 7.8254250E-001, 1.8211857E-005, 8.6690234E-005
 9.1627551E+001, 3.9807630E+002, 3.9398031E+002, 2.5323044E+000, 5.0457447E+001, 8.0237444E+001, 8.3933106E-001, 1.9630791E-001, 7.0536958E-003, 1.8188663E-005, 6.3159749E-009, 1.3780058E-002, 1.0397952E-007, 7.8263770E-001, 1.7725401E-005, 8.4548110E-005
 9.3658163E+001, 3.9497122E+002, 3.9123366E+002, 2.5161453E+000, 4.8133733E+001, 7.6604950E+001, 8.2658166E-001, 1.9662623E-001, 6.8808015E-003, 1.7682704E-005, 4.2904822E-009, 1.3542389E-002, 7.0917074E-008, 7.8273574E-001, 1.7230494E-005, 8.2342500E-005
 9.5688776E+001, 3.9171024E+002, 3.8826602E+002, 2.4977688E+000, 4.5852373E+001, 7.3138110E+001, 8.1863701E-001, 1.9697119E-001, 6.6934340E-003, 1.7142982E-005, 2.6640558E-009, 1.3284832E-002, 4.2724028E-008, 7.8284198E-001, 1.6702850E-005, 7.9954644E-005
 9.7719388E+001, 3.8863382E+002, 3.8542012E+002, 2.4814411E+000, 4.3547494E+001, 6.9842936E+001, 8.0662461E-001, 1.9730332E-001, 6.5130185E-003, 1.6638929E-005, 1.8962071E-009, 1.3036845E-002, 2.9481960E-008, 7.8294424E-001, 1.6210268E-005, 7.7658234E-005
 9.9750000E+001, 3.8581983E+002, 3.8276190E+002, 2.4630140E+000, 4.1556647E+001, 6.7042628E+001, 8.0124411E-001, 1.9761185E-001, 6.3454198E-003, 1.6183769E-005, 1.7254639E-009, 1.2806487E-002, 2.8811479E-008, 7.8303922E-001, 1.5765683E-005, 7.5527697E-005
