s,m/s
Time,"w"
 0.0000000E+000, 0.0000000E+000
 3.9916245E-002,-6.5467684E-006
 7.9832489E-002, 1.5609223E-004
 1.1974873E-001, 3.2524262E-003
 1.5966498E-001, 8.9893520E-003
 1.9958122E-001, 1.5443533E-002
 2.3949747E-001, 2.3020032E-002
 2.7941371E-001, 3.1424346E-002
 3.1932996E-001, 4.0555087E-002
 3.5924620E-001, 4.7745276E-002
 3.9916245E-001, 5.1251692E-002
 4.3907869E-001, 5.2485554E-002
 4.7899494E-001, 5.4163233E-002
 5.1891118E-001, 5.8071173E-002
 5.5882742E-001, 6.3973535E-002
 5.9874367E-001, 7.1658393E-002
 6.3865991E-001, 7.9807341E-002
 6.7141355E-001, 8.5878365E-002
 6.9987935E-001, 9.2271247E-002
 7.2381062E-001, 1.0097645E-001
 7.4456170E-001, 1.1033425E-001
 7.6531278E-001, 1.1422852E-001
 7.8321704E-001, 1.1577701E-001
 8.0112129E-001, 1.1713504E-001
 8.1902555E-001, 1.1964516E-001
 8.3453006E-001, 1.2414618E-001
 8.5003457E-001, 1.3077725E-001
 8.6553908E-001, 1.3904728E-001
 8.8104359E-001, 1.4783492E-001
 8.9654810E-001, 1.5631235E-001
 9.1205261E-001, 1.6452995E-001
 9.2755712E-001, 1.7327041E-001
 9.4306163E-001, 1.8219294E-001
 9.5856614E-001, 1.9147900E-001
 9.7407065E-001, 2.0115876E-001
 9.8957515E-001, 2.1212934E-001
 1.0050797E+000, 2.2289093E-001
 1.0205842E+000, 2.3333068E-001
 1.0308090E+000, 2.3960158E-001
 1.0410337E+000, 2.4643512E-001
 1.0490721E+000, 2.5212869E-001
 1.0571104E+000, 2.5775857E-001
 1.0651488E+000, 2.6296146E-001
 1.0731871E+000, 2.6767820E-001
 1.0820293E+000, 2.7297950E-001
 1.0908715E+000, 2.7835119E-001
 1.0997136E+000, 2.8376579E-001
 1.1085558E+000, 2.8965870E-001
 1.1173980E+000, 2.9601906E-001
 1.1262402E+000, 3.0256161E-001
 1.1350824E+000, 3.0963014E-001
 1.1439245E+000, 3.1694198E-001
 1.1517442E+000, 3.2342584E-001
 1.1595639E+000, 3.2991063E-001
 1.1673835E+000, 3.3585330E-001
 1.1752032E+000, 3.4056128E-001
 1.1830229E+000, 3.4464076E-001
 1.1908426E+000, 3.4804050E-001
 1.1986622E+000, 3.5166750E-001
 1.2064819E+000, 3.5536283E-001
 1.2143016E+000, 3.5883863E-001
 1.2221213E+000, 3.6129338E-001
 1.2299409E+000, 3.6256846E-001
 1.2377606E+000, 3.6234421E-001
 1.2455803E+000, 3.6120695E-001
 1.2541819E+000, 3.5901483E-001
 1.2636437E+000, 3.5616492E-001
 1.2731055E+000, 3.5398892E-001
 1.2825673E+000, 3.5546133E-001
 1.2906223E+000, 3.6094934E-001
 1.2986772E+000, 3.7045162E-001
 1.3067322E+000, 3.8315254E-001
 1.3147872E+000, 3.9982973E-001
 1.3228421E+000, 4.2147436E-001
 1.3308971E+000, 4.4955046E-001
 1.3389520E+000, 4.8509626E-001
 1.3454582E+000, 5.2010042E-001
 1.3519644E+000, 5.5901701E-001
 1.3584705E+000, 6.0165533E-001
 1.3649767E+000, 6.4750663E-001
 1.3714828E+000, 6.9043795E-001
 1.3779890E+000, 7.3323759E-001
 1.3844952E+000, 7.7820169E-001
 1.3910013E+000, 8.2573712E-001
 1.3981581E+000, 8.8155072E-001
 1.4053149E+000, 9.4758360E-001
 1.4124717E+000, 1.0308192E+000
 1.4188539E+000, 1.1231409E+000
 1.4252360E+000, 1.2389827E+000
 1.4316182E+000, 1.3751964E+000
 1.4380004E+000, 1.5289274E+000
 1.4443826E+000, 1.6958387E+000
 1.4507648E+000, 1.8673863E+000
 1.4571470E+000, 2.0443782E+000
 1.4635292E+000, 2.2279970E+000
 1.4699114E+000, 2.4218415E+000
 1.4762935E+000, 2.6512030E+000
 1.4826757E+000, 2.9290576E+000
 1.4890579E+000, 3.2467514E+000
 1.4944381E+000, 3.5048125E+000
 1.4998183E+000, 3.7434450E+000
 1.5051984E+000, 3.9391225E+000
 1.5105786E+000, 4.0761312E+000
 1.5159588E+000, 4.1390597E+000
 1.5213389E+000, 4.1394006E+000
 1.5267191E+000, 4.0909336E+000
 1.5320993E+000, 4.0169853E+000
 1.5374795E+000, 3.9579034E+000
 1.5428596E+000, 3.9190435E+000
 1.5482398E+000, 3.9129693E+000
 1.5536200E+000, 3.9594787E+000
 1.5590001E+000, 4.0559898E+000
 1.5643803E+000, 4.1830019E+000
 1.5697605E+000, 4.2782977E+000
 1.5751407E+000, 4.3185830E+000
 1.5805208E+000, 4.3052418E+000
 1.5859010E+000, 4.2802204E+000
 1.5912812E+000, 4.2534773E+000
 1.5966613E+000, 4.2361495E+000
 1.6020415E+000, 4.2301228E+000
 1.6074217E+000, 4.2489992E+000
 1.6128018E+000, 4.3029348E+000
 1.6181820E+000, 4.4115069E+000
 1.6235622E+000, 4.6034223E+000
 1.6289424E+000, 4.8968576E+000
 1.6343225E+000, 5.2918838E+000
 1.6389286E+000, 5.6634724E+000
 1.6435348E+000, 6.0233476E+000
 1.6481409E+000, 6.3092637E+000
 1.6527470E+000, 6.4669036E+000
 1.6573531E+000, 6.4585181E+000
 1.6624198E+000, 6.2889054E+000
 1.6674866E+000, 6.0191004E+000
 1.6720393E+000, 5.7666554E+000
 1.6765920E+000, 5.5690869E+000
 1.6811447E+000, 5.4483638E+000
 1.6861526E+000, 5.4312045E+000
 1.6911606E+000, 5.5037775E+000
 1.6961685E+000, 5.6019420E+000
 1.7005165E+000, 5.6571680E+000
 1.7048645E+000, 5.6486305E+000
 1.7092125E+000, 5.5454398E+000
 1.7135605E+000, 5.3756737E+000
 1.7183433E+000, 5.1578845E+000
 1.7231261E+000, 4.9644131E+000
 1.7279089E+000, 4.8748491E+000
 1.7326917E+000, 4.9344384E+000
 1.7374745E+000, 5.1410550E+000
 1.7422573E+000, 5.4554021E+000
 1.7470401E+000, 5.8246795E+000
 1.7518229E+000, 6.1687962E+000
 1.7566057E+000, 6.4152333E+000
 1.7613885E+000, 6.5214162E+000
 1.7661713E+000, 6.4627915E+000
 1.7709540E+000, 6.2498253E+000
 1.7757368E+000, 5.9417006E+000
 1.7805196E+000, 5.6042709E+000
 1.7853024E+000, 5.3223934E+000
 1.7900852E+000, 5.1514436E+000
 1.7948680E+000, 5.1200273E+000
 1.7996508E+000, 5.2267990E+000
 1.8044336E+000, 5.4429186E+000
 1.8092164E+000, 5.7184245E+000
 1.8134990E+000, 5.9937830E+000
 1.8177816E+000, 6.2625841E+000
 1.8220642E+000, 6.4788581E+000
 1.8263468E+000, 6.5967961E+000
 1.8306293E+000, 6.6248487E+000
 1.8349119E+000, 6.5656498E+000
 1.8391945E+000, 6.4605035E+000
 1.8434771E+000, 6.3499801E+000
 1.8477597E+000, 6.2462266E+000
 1.8520423E+000, 6.1292024E+000
 1.8563249E+000, 5.9617953E+000
 1.8606075E+000, 5.7164899E+000
 1.8648901E+000, 5.3964991E+000
 1.8691727E+000, 5.0368397E+000
 1.8734553E+000, 4.7081535E+000
 1.8777378E+000, 4.4936336E+000
 1.8815149E+000, 4.4383206E+000
 1.8852919E+000, 4.5165231E+000
 1.8890689E+000, 4.7301265E+000
 1.8928459E+000, 5.0587457E+000
 1.8966229E+000, 5.4665125E+000
 1.9003999E+000, 5.9055667E+000
 1.9041769E+000, 6.3098628E+000
 1.9079539E+000, 6.6116233E+000
 1.9117309E+000, 6.7615589E+000
 1.9155080E+000, 6.7400349E+000
 1.9192850E+000, 6.5620382E+000
 1.9230620E+000, 6.2819164E+000
 1.9268390E+000, 5.9592467E+000
 1.9306160E+000, 5.6621963E+000
 1.9343930E+000, 5.4525561E+000
 1.9381700E+000, 5.3702676E+000
 1.9419470E+000, 5.4268431E+000
 1.9457241E+000, 5.6076381E+000
 1.9495011E+000, 5.8810310E+000
 1.9532781E+000, 6.2002410E+000
 1.9570551E+000, 6.5086697E+000
 1.9608321E+000, 6.7503446E+000
 1.9646091E+000, 6.8848256E+000
 1.9683861E+000, 6.8864189E+000
 1.9721631E+000, 6.7587220E+000
 1.9759401E+000, 6.5342816E+000
 1.9797172E+000, 6.2419597E+000
 1.9834942E+000, 5.9150230E+000
 1.9872712E+000, 5.5856993E+000
 1.9910482E+000, 5.3090643E+000
 1.9948252E+000, 5.1198025E+000
 1.9986022E+000, 5.0378917E+000
 2.0019373E+000, 5.0733695E+000
 2.0052724E+000, 5.1730789E+000
 2.0086075E+000, 5.3157358E+000
 2.0119426E+000, 5.4686856E+000
 2.0152776E+000, 5.6035754E+000
 2.0186127E+000, 5.6547738E+000
 2.0219478E+000, 5.6289129E+000
 2.0252829E+000, 5.5345533E+000
 2.0286180E+000, 5.3869633E+000
 2.0319531E+000, 5.2142882E+000
 2.0352882E+000, 5.0475486E+000
 2.0386232E+000, 4.9185291E+000
 2.0419583E+000, 4.8371264E+000
 2.0452934E+000, 4.8203834E+000
 2.0486285E+000, 4.8568013E+000
 2.0519636E+000, 4.9356195E+000
 2.0552987E+000, 5.0488668E+000
 2.0586337E+000, 5.1743825E+000
 2.0619688E+000, 5.2873859E+000
 2.0653039E+000, 5.3642483E+000
 2.0686390E+000, 5.3980614E+000
 2.0719741E+000, 5.3918526E+000
 2.0753092E+000, 5.3473028E+000
 2.0786443E+000, 5.2774158E+000
 2.0819793E+000, 5.1926021E+000
 2.0853144E+000, 5.1105441E+000
 2.0886495E+000, 5.0449772E+000
 2.0919846E+000, 5.0052035E+000
 2.0953197E+000, 5.0012496E+000
 2.0986548E+000, 5.0276933E+000
 2.1019899E+000, 5.0778569E+000
 2.1053249E+000, 5.1455236E+000
 2.1086600E+000, 5.2188707E+000
 2.1119951E+000, 5.2883729E+000
 2.1153302E+000, 5.3413527E+000
 2.1186653E+000, 5.3752232E+000
 2.1220004E+000, 5.3898015E+000
 2.1253354E+000, 5.3916603E+000
 2.1286705E+000, 5.3854110E+000
 2.1320056E+000, 5.3781215E+000
 2.1353407E+000, 5.3767873E+000
 2.1386758E+000, 5.3859816E+000
 2.1420109E+000, 5.4076394E+000
 2.1453460E+000, 5.4408091E+000
 2.1486810E+000, 5.4801907E+000
 2.1520161E+000, 5.5186068E+000
 2.1553512E+000, 5.5490969E+000
 2.1586863E+000, 5.5648213E+000
 2.1620214E+000, 5.5597123E+000
 2.1653565E+000, 5.5313307E+000
 2.1686916E+000, 5.4895116E+000
 2.1720266E+000, 5.4387099E+000
 2.1753617E+000, 5.3868388E+000
 2.1786968E+000, 5.3404663E+000
 2.1820319E+000, 5.3147244E+000
 2.1853670E+000, 5.3150250E+000
 2.1887021E+000, 5.3445404E+000
 2.1920372E+000, 5.4008760E+000
 2.1957057E+000, 5.4883610E+000
 2.1993743E+000, 5.5875264E+000
 2.2030429E+000, 5.6897869E+000
 2.2067115E+000, 5.7777530E+000
 2.2103801E+000, 5.8393594E+000
 2.2140487E+000, 5.8794472E+000
 2.2177173E+000, 5.9056887E+000
 2.2213859E+000, 5.9250884E+000
 2.2250545E+000, 5.9506365E+000
 2.2287231E+000, 5.9855461E+000
 2.2323917E+000, 6.0274719E+000
 2.2360603E+000, 6.0767692E+000
 2.2397289E+000, 6.1279660E+000
 2.2433975E+000, 6.1705012E+000
 2.2470661E+000, 6.2017628E+000
 2.2507346E+000, 6.2224950E+000
 2.2544032E+000, 6.2425701E+000
 2.2580718E+000, 6.2608217E+000
 2.2617404E+000, 6.2888875E+000
 2.2654090E+000, 6.3248060E+000
 2.2690776E+000, 6.3884838E+000
 2.2727462E+000, 6.4620432E+000
 2.2764148E+000, 6.5197237E+000
 2.2800834E+000, 6.5452172E+000
 2.2837520E+000, 6.5322429E+000
 2.2870530E+000, 6.4844634E+000
 2.2903541E+000, 6.3973064E+000
 2.2936551E+000, 6.2745159E+000
 2.2969562E+000, 6.1215010E+000
 2.3002572E+000, 5.9607778E+000
 2.3035583E+000, 5.8080595E+000
 2.3068594E+000, 5.6624279E+000
 2.3101604E+000, 5.5279156E+000
 2.3134615E+000, 5.4020971E+000
 2.3167625E+000, 5.2818951E+000
 2.3200636E+000, 5.1618982E+000
 2.3233646E+000, 5.0364141E+000
 2.3266657E+000, 4.9039594E+000
 2.3299667E+000, 4.7608530E+000
 2.3332678E+000, 4.6089598E+000
 2.3365688E+000, 4.4533488E+000
 2.3398699E+000, 4.2969004E+000
 2.3431709E+000, 4.1490159E+000
 2.3464720E+000, 4.0119999E+000
 2.3497730E+000, 3.8911912E+000
 2.3530741E+000, 3.7869681E+000
 2.3563751E+000, 3.7152011E+000
 2.3596762E+000, 3.6848294E+000
 2.3629772E+000, 3.6859973E+000
 2.3662783E+000, 3.7235658E+000
 2.3695793E+000, 3.7963379E+000
 2.3728804E+000, 3.9113549E+000
 2.3761814E+000, 4.0648339E+000
