s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
 1.7053784E+000, 7.5181912E-005, 1.9901113E+001, 2.3775860E-002, 3.6974666E+001, 3.7048424E+001, 1.3573265E-002
 1.7514697E+000, 9.1573014E-005, 1.9900554E+001, 2.3775192E-002, 3.7898766E+001, 3.7996047E+001, 1.4540928E-002
 1.7975611E+000, 9.1573014E-005, 1.9900554E+001, 2.3775192E-002, 3.7898766E+001, 3.7996047E+001, 1.5679950E-002
 1.8436524E+000, 1.1117810E-004, 1.9911349E+001, 2.3788089E-002, 3.8806726E+001, 3.8930588E+001, 1.6824203E-002
 1.8897437E+000, 1.1117810E-004, 1.9911349E+001, 2.3788089E-002, 3.8806726E+001, 3.8930588E+001, 1.8137965E-002
 1.9358350E+000, 1.3430290E-004, 1.9912071E+001, 2.3788951E-002, 3.9699707E+001, 3.9850208E+001, 1.9410697E-002
 1.9819263E+000, 1.3430290E-004, 1.9912071E+001, 2.3788951E-002, 3.9699707E+001, 3.9850208E+001, 2.0868268E-002
 2.0280176E+000, 1.6123807E-004, 1.9913464E+001, 2.3790615E-002, 4.0577440E+001, 4.0753765E+001, 2.2245597E-002
 2.0741089E+000, 1.6123807E-004, 1.9913464E+001, 2.3790615E-002, 4.0577440E+001, 4.0753765E+001, 2.3754606E-002
 2.1202002E+000, 1.9242489E-004, 1.9915567E+001, 2.3793128E-002, 4.1440322E+001, 4.1661702E+001, 2.5079814E-002
 2.1662915E+000, 1.9242489E-004, 1.9915567E+001, 2.3793128E-002, 4.1440322E+001, 4.1661702E+001, 2.6360858E-002
 2.2123828E+000, 2.2735083E-004, 1.9919131E+001, 2.3797386E-002, 4.2289438E+001, 4.2565542E+001, 2.7257779E-002
 2.2584741E+000, 2.2735083E-004, 1.9919131E+001, 2.3797386E-002, 4.2289438E+001, 4.2565542E+001, 2.7952040E-002
 2.3045655E+000, 2.6469803E-004, 1.9970473E+001, 2.3858724E-002, 4.3125567E+001, 4.3460184E+001, 2.7960494E-002
 2.3506568E+000, 2.6469803E-004, 1.9970473E+001, 2.3858724E-002, 4.3125567E+001, 4.3460184E+001, 2.7686758E-002
 2.3967481E+000, 3.0201606E-004, 1.9977812E+001, 2.3867492E-002, 4.3953627E+001, 4.4343848E+001, 2.6678175E-002
 2.4428394E+000, 3.0201606E-004, 1.9977812E+001, 2.3867492E-002, 4.3953627E+001, 4.4343848E+001, 2.5676837E-002
 2.4889307E+000, 3.3736247E-004, 1.9988290E+001, 2.3880010E-002, 4.4772215E+001, 4.5218520E+001, 2.4579602E-002
 2.5350220E+000, 3.3736247E-004, 1.9988290E+001, 2.3880010E-002, 4.4772215E+001, 4.5218520E+001, 2.4406993E-002
 2.5811133E+000, 3.7058218E-004, 2.0003403E+001, 2.3898065E-002, 4.5584050E+001, 4.6088366E+001, 2.5021856E-002
 2.6272046E+000, 3.7058218E-004, 2.0003403E+001, 2.3898065E-002, 4.5584050E+001, 4.6088366E+001, 2.7948723E-002
 2.6732959E+000, 4.0289265E-004, 2.0025660E+001, 2.3924657E-002, 4.6392791E+001, 4.6960064E+001, 3.5064842E-002
 2.7193872E+000, 4.0289265E-004, 2.0025660E+001, 2.3924657E-002, 4.6392791E+001, 4.6960064E+001, 5.1082974E-002
 2.7654785E+000, 4.3382242E-004, 2.0157195E+001, 2.4081801E-002, 4.7200694E+001, 4.7844395E+001, 8.1358405E-002
 2.8047050E+000, 4.3382242E-004, 2.0157195E+001, 2.4081801E-002, 4.7200694E+001, 4.7844395E+001, 1.2666277E-001
 2.8439315E+000, 4.6053032E-004, 2.0188274E+001, 2.4118931E-002, 4.7895683E+001, 4.8591570E+001, 1.9917405E-001
 2.8831579E+000, 4.6053032E-004, 2.0188274E+001, 2.4118931E-002, 4.7895683E+001, 4.8591570E+001, 3.1845771E-001
 2.9223844E+000, 4.9065813E-004, 2.0219260E+001, 2.4155950E-002, 4.8585212E+001, 4.9324691E+001, 4.9728101E-001
 2.9616109E+000, 4.9065813E-004, 2.0219260E+001, 2.4155950E-002, 4.8585212E+001, 4.9324691E+001, 7.2291651E-001
 2.9951424E+000, 5.2743795E-004, 2.0245334E+001, 2.4187101E-002, 4.9217611E+001, 5.0104838E+001, 8.9883784E-001
 3.0286739E+000, 5.2743795E-004, 2.0245334E+001, 2.4187101E-002, 4.9217611E+001, 5.0104838E+001, 1.0047634E+000
 3.0622054E+000, 5.6727154E-004, 2.0274574E+001, 2.4222034E-002, 4.9800355E+001, 5.0838062E+001, 1.0022803E+000
 3.0912775E+000, 5.6727154E-004, 2.0274574E+001, 2.4222034E-002, 4.9800355E+001, 5.0838062E+001, 9.3120548E-001
 3.1203496E+000, 6.0616814E-004, 2.0466292E+001, 2.4451079E-002, 5.0303007E+001, 5.1467634E+001, 8.4712089E-001
 3.1494218E+000, 6.0616814E-004, 2.0466292E+001, 2.4451079E-002, 5.0303007E+001, 5.1467634E+001, 7.9676035E-001
 3.1754935E+000, 6.4355232E-004, 2.0492653E+001, 2.4482573E-002, 5.0785199E+001, 5.2085866E+001, 8.0029691E-001
 3.2015652E+000, 6.4355232E-004, 2.0492653E+001, 2.4482573E-002, 5.0785199E+001, 5.2085866E+001, 8.3769024E-001
 3.2276369E+000, 6.7867772E-004, 2.0518039E+001, 2.4512901E-002, 5.1238876E+001, 5.2661594E+001, 8.8747975E-001
 3.2503364E+000, 6.7867772E-004, 2.0518039E+001, 2.4512901E-002, 5.1238876E+001, 5.2661594E+001, 9.2057310E-001
 3.2730359E+000, 7.0708575E-004, 2.0538482E+001, 2.4537324E-002, 5.1630802E+001, 5.3154252E+001, 9.3878820E-001
 3.2957354E+000, 7.0708575E-004, 2.0538482E+001, 2.4537324E-002, 5.1630802E+001, 5.3154252E+001, 9.4423579E-001
 3.3184349E+000, 7.3230668E-004, 2.0557885E+001, 2.4560506E-002, 5.2019633E+001, 5.3644517E+001, 9.4628271E-001
 3.3411344E+000, 7.3230668E-004, 2.0557885E+001, 2.4560506E-002, 5.2019633E+001, 5.3644517E+001, 9.5646930E-001
 3.3606957E+000, 7.5330741E-004, 2.0811927E+001, 2.4864010E-002, 5.2378397E+001, 5.4097134E+001, 9.7819052E-001
 3.3802570E+000, 7.5330741E-004, 2.0811927E+001, 2.4864010E-002, 5.2378397E+001, 5.4097134E+001, 1.0100831E+000
 3.3998183E+000, 7.7176089E-004, 2.0829104E+001, 2.4884530E-002, 5.2719196E+001, 5.4535409E+001, 1.0476369E+000
 3.4193796E+000, 7.7176089E-004, 2.0829104E+001, 2.4884530E-002, 5.2719196E+001, 5.4535409E+001, 1.0881626E+000
 3.4389409E+000, 7.8948134E-004, 2.0844598E+001, 2.4903042E-002, 5.3057183E+001, 5.4967435E+001, 1.1251930E+000
 3.4585022E+000, 7.8948134E-004, 2.0844598E+001, 2.4903042E-002, 5.3057183E+001, 5.4967435E+001, 1.1512601E+000
 3.4780635E+000, 8.0622455E-004, 2.0859159E+001, 2.4920437E-002, 5.3393134E+001, 5.5394066E+001, 1.1616138E+000
 3.4976247E+000, 8.0622455E-004, 2.0859159E+001, 2.4920437E-002, 5.3393134E+001, 5.5394066E+001, 1.1559886E+000
 3.5171860E+000, 8.2214801E-004, 2.0873271E+001, 2.4937297E-002, 5.3727502E+001, 5.5816027E+001, 1.1407747E+000
 3.5367473E+000, 8.2214801E-004, 2.0873271E+001, 2.4937297E-002, 5.3727502E+001, 5.5816027E+001, 1.1262415E+000
 3.5563086E+000, 8.3790154E-004, 2.1153669E+001, 2.5272289E-002, 5.4060052E+001, 5.6236017E+001, 1.1227804E+000
 3.5758699E+000, 8.3790154E-004, 2.1153669E+001, 2.5272289E-002, 5.4060052E+001, 5.6236017E+001, 1.1324386E+000
 3.5954312E+000, 8.5314127E-004, 2.1166575E+001, 2.5287707E-002, 5.4399529E+001, 5.6675242E+001, 1.1538956E+000
 3.6149925E+000, 8.5314127E-004, 2.1166575E+001, 2.5287707E-002, 5.4399529E+001, 5.6675242E+001, 1.1786575E+000
 3.6345538E+000, 8.6831103E-004, 2.1178776E+001, 2.5302284E-002, 5.4737083E+001, 5.7113392E+001, 1.1963047E+000
 3.6518689E+000, 8.6831103E-004, 2.1178776E+001, 2.5302284E-002, 5.4737083E+001, 5.7113392E+001, 1.1983628E+000
 3.6691839E+000, 8.8370709E-004, 2.1190386E+001, 2.5316155E-002, 5.5035680E+001, 5.7503262E+001, 1.1883791E+000
 3.6864989E+000, 8.8370709E-004, 2.1190386E+001, 2.5316155E-002, 5.5035680E+001, 5.7503262E+001, 1.1669475E+000
 3.7038139E+000, 9.0101948E-004, 2.1202336E+001, 2.5330431E-002, 5.5333066E+001, 5.7894759E+001, 1.1393087E+000
 3.7211289E+000, 9.0101948E-004, 2.1202336E+001, 2.5330431E-002, 5.5333066E+001, 5.7894759E+001, 1.1123329E+000
 3.7384439E+000, 9.2077351E-004, 2.1507440E+001, 2.5694939E-002, 5.5627761E+001, 5.8282170E+001, 1.0931292E+000
 3.7557589E+000, 9.2077351E-004, 2.1507440E+001, 2.5694939E-002, 5.5627761E+001, 5.8282170E+001, 1.0810971E+000
 3.7730740E+000, 9.4245281E-004, 2.1516834E+001, 2.5706162E-002, 5.5928479E+001, 5.8683620E+001, 1.0749565E+000
 3.7903890E+000, 9.4245281E-004, 2.1516834E+001, 2.5706162E-002, 5.5928479E+001, 5.8683620E+001, 1.0725763E+000
 3.8077040E+000, 9.6448892E-004, 2.1525411E+001, 2.5716408E-002, 5.6226842E+001, 5.9080491E+001, 1.0737760E+000
 3.8231480E+000, 9.6448892E-004, 2.1525411E+001, 2.5716408E-002, 5.6226842E+001, 5.9080491E+001, 1.0774071E+000
 3.8385919E+000, 9.8428629E-004, 2.1533454E+001, 2.5726017E-002, 5.6492177E+001, 5.9433492E+001, 1.0836210E+000
 3.8540359E+000, 9.8428629E-004, 2.1533454E+001, 2.5726017E-002, 5.6492177E+001, 5.9433492E+001, 1.0909806E+000
 3.8694799E+000, 1.0019166E-003, 2.1542809E+001, 2.5737194E-002, 5.6757240E+001, 5.9788080E+001, 1.1011423E+000
 3.8849239E+000, 1.0019166E-003, 2.1542809E+001, 2.5737194E-002, 5.6757240E+001, 5.9788080E+001, 1.1127587E+000
 3.9003678E+000, 1.0189418E-003, 2.1895853E+001, 2.6158976E-002, 5.7021238E+001, 6.0142196E+001, 1.1246679E+000
 3.9158118E+000, 1.0189418E-003, 2.1895853E+001, 2.6158976E-002, 5.7021238E+001, 6.0142196E+001, 1.1367983E+000
 3.9312558E+000, 1.0353000E-003, 2.1905494E+001, 2.6170494E-002, 5.7293177E+001, 6.0515722E+001, 1.1486810E+000
 3.9466998E+000, 1.0353000E-003, 2.1905494E+001, 2.6170494E-002, 5.7293177E+001, 6.0515722E+001, 1.1612174E+000
 3.9621438E+000, 1.0530168E-003, 2.1915218E+001, 2.6182111E-002, 5.7564061E+001, 6.0887810E+001, 1.1747304E+000
 3.9775877E+000, 1.0530168E-003, 2.1915218E+001, 2.6182111E-002, 5.7564061E+001, 6.0887810E+001, 1.1889823E+000
 3.9930317E+000, 1.0724734E-003, 2.1924453E+001, 2.6193144E-002, 5.7833247E+001, 6.1254466E+001, 1.2034005E+000
 4.0084757E+000, 1.0724734E-003, 2.1924453E+001, 2.6193144E-002, 5.7833247E+001, 6.1254466E+001, 1.2177647E+000
 4.0223718E+000, 1.0938228E-003, 2.1932921E+001, 2.6203261E-002, 5.8087501E+001, 6.1600415E+001, 1.2301931E+000
 4.0362680E+000, 1.0938228E-003, 2.1932921E+001, 2.6203261E-002, 5.8087501E+001, 6.1600415E+001, 1.2420265E+000
 4.0501641E+000, 1.1157944E-003, 2.2319871E+001, 2.6665550E-002, 5.8328434E+001, 6.1927887E+001, 1.2527847E+000
 4.0640603E+000, 1.1157944E-003, 2.2319871E+001, 2.6665550E-002, 5.8328434E+001, 6.1927887E+001, 1.2625825E+000
 4.0779564E+000, 1.1403195E-003, 2.2328615E+001, 2.6675997E-002, 5.8576040E+001, 6.2271304E+001, 1.2713921E+000
 4.0918526E+000, 1.1403195E-003, 2.2328615E+001, 2.6675997E-002, 5.8576040E+001, 6.2271304E+001, 1.2790415E+000
 4.1057487E+000, 1.1671724E-003, 2.2336435E+001, 2.6685339E-002, 5.8821423E+001, 6.2609253E+001, 1.2854567E+000
 4.1196449E+000, 1.1671724E-003, 2.2336435E+001, 2.6685339E-002, 5.8821423E+001, 6.2609253E+001, 1.2906348E+000
 4.1335410E+000, 1.1957960E-003, 2.2343733E+001, 2.6694057E-002, 5.9064791E+001, 6.2944090E+001, 1.2942909E+000
 4.1474372E+000, 1.1957960E-003, 2.2343733E+001, 2.6694057E-002, 5.9064791E+001, 6.2944090E+001, 1.2960384E+000
 4.1613333E+000, 1.2245820E-003, 2.2350535E+001, 2.6702184E-002, 5.9306153E+001, 6.3274789E+001, 1.2957171E+000
 4.1752295E+000, 1.2245820E-003, 2.2350535E+001, 2.6702184E-002, 5.9306153E+001, 6.3274789E+001, 1.2937447E+000
 4.1891256E+000, 1.2532792E-003, 2.2785096E+001, 2.7221355E-002, 5.9546149E+001, 6.3606004E+001, 1.2909222E+000
 4.2030218E+000, 1.2532792E-003, 2.2785096E+001, 2.7221355E-002, 5.9546149E+001, 6.3606004E+001, 1.2884546E+000
 4.2169179E+000, 1.2806600E-003, 2.2792649E+001, 2.7230378E-002, 5.9794978E+001, 6.3959443E+001, 1.2871686E+000
 4.2308141E+000, 1.2806600E-003, 2.2792649E+001, 2.7230378E-002, 5.9794978E+001, 6.3959443E+001, 1.2882090E+000
 4.2447102E+000, 1.3071313E-003, 2.2800455E+001, 2.7239703E-002, 6.0042589E+001, 6.4311166E+001, 1.2917399E+000
 4.2586064E+000, 1.3071313E-003, 2.2800455E+001, 2.7239703E-002, 6.0042589E+001, 6.4311166E+001, 1.2975011E+000
 4.2725025E+000, 1.3321912E-003, 2.2808863E+001, 2.7249749E-002, 6.0289331E+001, 6.4667169E+001, 1.3045794E+000
 4.2863987E+000, 1.3321912E-003, 2.2808863E+001, 2.7249749E-002, 6.0289331E+001, 6.4667169E+001, 1.3122042E+000
 4.3002948E+000, 1.3560124E-003, 2.2817486E+001, 2.7260050E-002, 6.0534992E+001, 6.5021201E+001, 1.3193310E+000
 4.3141910E+000, 1.3560124E-003, 2.2817486E+001, 2.7260050E-002, 6.0534992E+001, 6.5021201E+001, 1.3252670E+000
 4.3280871E+000, 1.3777172E-003, 2.3284561E+001, 2.7818065E-002, 6.0779655E+001, 6.5375580E+001, 1.3301872E+000
 4.3419833E+000, 1.3777172E-003, 2.3284561E+001, 2.7818065E-002, 6.0779655E+001, 6.5375580E+001, 1.3345261E+000
 4.3558794E+000, 1.3992780E-003, 2.3294155E+001, 2.7829528E-002, 6.1034351E+001, 6.5753502E+001, 1.3391202E+000
 4.3697756E+000, 1.3992780E-003, 2.3294155E+001, 2.7829528E-002, 6.1034351E+001, 6.5753502E+001, 1.3451993E+000
 4.3836717E+000, 1.4229144E-003, 2.3303825E+001, 2.7841079E-002, 6.1287887E+001, 6.6129555E+001, 1.3539967E+000
 4.3975679E+000, 1.4229144E-003, 2.3303825E+001, 2.7841079E-002, 6.1287887E+001, 6.6129555E+001, 1.3661343E+000
 4.4114640E+000, 1.4465087E-003, 2.3313125E+001, 2.7852191E-002, 6.1539830E+001, 6.6504060E+001, 1.3816141E+000
 4.4253602E+000, 1.4465087E-003, 2.3313125E+001, 2.7852191E-002, 6.1539830E+001, 6.6504060E+001, 1.3989013E+000
 4.4392563E+000, 1.4712668E-003, 2.3322211E+001, 2.7863046E-002, 6.1790243E+001, 6.6875226E+001, 1.4160203E+000
 4.4531525E+000, 1.4712668E-003, 2.3322211E+001, 2.7863046E-002, 6.1790243E+001, 6.6875226E+001, 1.4305700E+000
 4.4670486E+000, 1.4985352E-003, 2.3789124E+001, 2.8420867E-002, 6.2038998E+001, 6.7245323E+001, 1.4413689E+000
 4.4809448E+000, 1.4985352E-003, 2.3789124E+001, 2.8420867E-002, 6.2038998E+001, 6.7245323E+001, 1.4476585E+000
 4.4948409E+000, 1.5277016E-003, 2.3798140E+001, 2.8431638E-002, 6.2296935E+001, 6.7642452E+001, 1.4485508E+000
 4.5087371E+000, 1.5277016E-003, 2.3798140E+001, 2.8431638E-002, 6.2296935E+001, 6.7642452E+001, 1.4459322E+000
 4.5226332E+000, 1.5615104E-003, 2.3806411E+001, 2.8441520E-002, 6.2552495E+001, 6.8034530E+001, 1.4415009E+000
 4.5365294E+000, 1.5615104E-003, 2.3806411E+001, 2.8441520E-002, 6.2552495E+001, 6.8034530E+001, 1.4375052E+000
 4.5504255E+000, 1.5975065E-003, 2.3813860E+001, 2.8450419E-002, 6.2805441E+001, 6.8421953E+001, 1.4349052E+000
 4.5643217E+000, 1.5975065E-003, 2.3813860E+001, 2.8450419E-002, 6.2805441E+001, 6.8421953E+001, 1.4341652E+000
 4.5782178E+000, 1.6353602E-003, 2.3820783E+001, 2.8458690E-002, 6.3055924E+001, 6.8804890E+001, 1.4343592E+000
 4.5921140E+000, 1.6353602E-003, 2.3820783E+001, 2.8458690E-002, 6.3055924E+001, 6.8804890E+001, 1.4348861E+000
 4.6060101E+000, 1.6738246E-003, 2.4299658E+001, 2.9030801E-002, 6.3304093E+001, 6.9183672E+001, 1.4350530E+000
 4.6199063E+000, 1.6738246E-003, 2.4299658E+001, 2.9030801E-002, 6.3304093E+001, 6.9183672E+001, 1.4347748E+000
 4.6338024E+000, 1.7114484E-003, 2.4306306E+001, 2.9038744E-002, 6.3561236E+001, 6.9584985E+001, 1.4354956E+000
 4.6476986E+000, 1.7114484E-003, 2.4306306E+001, 2.9038744E-002, 6.3561236E+001, 6.9584985E+001, 1.4386595E+000
 4.6615947E+000, 1.7532226E-003, 2.4312463E+001, 2.9046099E-002, 6.3815781E+001, 6.9977896E+001, 1.4458977E+000
 4.6754909E+000, 1.7532226E-003, 2.4312463E+001, 2.9046099E-002, 6.3815781E+001, 6.9977896E+001, 1.4576386E+000
 4.6893870E+000, 1.7942619E-003, 2.4318057E+001, 2.9052782E-002, 6.4067656E+001, 7.0361784E+001, 1.4731860E+000
 4.7032832E+000, 1.7942619E-003, 2.4318057E+001, 2.9052782E-002, 6.4067656E+001, 7.0361784E+001, 1.4902697E+000
 4.7171793E+000, 1.8337996E-003, 2.4323784E+001, 2.9059625E-002, 6.4317550E+001, 7.0736478E+001, 1.5051366E+000
 4.7310755E+000, 1.8337996E-003, 2.4323784E+001, 2.9059625E-002, 6.4317550E+001, 7.0736478E+001, 1.5148487E+000
 4.7449716E+000, 1.8718275E-003, 2.4804681E+001, 2.9634153E-002, 6.4565979E+001, 7.1107362E+001, 1.5173802E+000
 4.7588678E+000, 1.8718275E-003, 2.4804681E+001, 2.9634153E-002, 6.4565979E+001, 7.1107362E+001, 1.5126533E+000
 4.7727639E+000, 1.9065899E-003, 2.4812685E+001, 2.9643714E-002, 6.4824971E+001, 7.1505978E+001, 1.5018791E+000
 4.7866601E+000, 1.9065899E-003, 2.4812685E+001, 2.9643714E-002, 6.4824971E+001, 7.1505978E+001, 1.4881917E+000
 4.8005562E+000, 1.9404421E-003, 2.4821516E+001, 2.9654265E-002, 6.5082997E+001, 7.1905210E+001, 1.4757330E+000
 4.8144524E+000, 1.9404421E-003, 2.4821516E+001, 2.9654265E-002, 6.5082997E+001, 7.1905210E+001, 1.4680981E+000
 4.8283485E+000, 1.9714894E-003, 2.4831265E+001, 2.9665912E-002, 6.5340237E+001, 7.2306801E+001, 1.4682518E+000
 4.8422447E+000, 1.9714894E-003, 2.4831265E+001, 2.9665912E-002, 6.5340237E+001, 7.2306801E+001, 1.4776104E+000
 4.8561408E+000, 2.0035644E-003, 2.4842532E+001, 2.9679373E-002, 6.5597260E+001, 7.2713468E+001, 1.4963362E+000
 4.8700370E+000, 2.0035644E-003, 2.4842532E+001, 2.9679373E-002, 6.5597260E+001, 7.2713468E+001, 1.5229295E+000
 4.8839331E+000, 2.0409396E-003, 2.5308784E+001, 3.0236404E-002, 6.5853147E+001, 7.3121790E+001, 1.5537172E+000
 4.8978293E+000, 2.0409396E-003, 2.5308784E+001, 3.0236404E-002, 6.5853147E+001, 7.3121790E+001, 1.5868351E+000
 4.9117254E+000, 2.0875201E-003, 2.5320713E+001, 3.0250656E-002, 6.6117452E+001, 7.3552378E+001, 1.6185966E+000
 4.9256216E+000, 2.0875201E-003, 2.5320713E+001, 3.0250656E-002, 6.6117452E+001, 7.3552378E+001, 1.6470669E+000
 4.9395177E+000, 2.1502383E-003, 2.5331809E+001, 3.0263913E-002, 6.6378282E+001, 7.3975665E+001, 1.6695368E+000
 4.9534139E+000, 2.1502383E-003, 2.5331809E+001, 3.0263913E-002, 6.6378282E+001, 7.3975665E+001, 1.6846176E+000
 4.9673100E+000, 2.2256976E-003, 2.5342019E+001, 3.0276110E-002, 6.6634957E+001, 7.4385857E+001, 1.6907625E+000
 4.9812062E+000, 2.2256976E-003, 2.5342019E+001, 3.0276110E-002, 6.6634957E+001, 7.4385857E+001, 1.6880458E+000
 4.9951023E+000, 2.3120558E-003, 2.5351640E+001, 3.0287604E-002, 6.6887291E+001, 7.4787219E+001, 1.6758323E+000
 5.0089985E+000, 2.3120558E-003, 2.5351640E+001, 3.0287604E-002, 6.6887291E+001, 7.4787219E+001, 1.6549137E+000
 5.0228946E+000, 2.4025680E-003, 2.5916214E+001, 3.0962101E-002, 6.7135504E+001, 7.5181760E+001, 1.6256153E+000
 5.0367908E+000, 2.4025680E-003, 2.5916214E+001, 3.0962101E-002, 6.7135504E+001, 7.5181760E+001, 1.5918798E+000
 5.0506869E+000, 2.4895087E-003, 2.5926821E+001, 3.0974773E-002, 6.7393755E+001, 7.5604418E+001, 1.5583516E+000
 5.0645831E+000, 2.4895087E-003, 2.5926821E+001, 3.0974773E-002, 6.7393755E+001, 7.5604418E+001, 1.5304530E+000
 5.0770594E+000, 2.5728450E-003, 2.5938128E+001, 3.0988282E-002, 6.7636675E+001, 7.6004024E+001, 1.5134651E+000
 5.0895357E+000, 2.5728450E-003, 2.5938128E+001, 3.0988282E-002, 6.7636675E+001, 7.6004024E+001, 1.5055545E+000
 5.1020120E+000, 2.6507870E-003, 2.5953700E+001, 3.1006886E-002, 6.7867886E+001, 7.6384443E+001, 1.5081294E+000
 5.1144883E+000, 2.6507870E-003, 2.5953700E+001, 3.1006886E-002, 6.7867886E+001, 7.6384443E+001, 1.5223894E+000
