s,m/s
Time,"w"
 0.0000000E+000,-4.8795933E-003
 2.3045655E-002,-4.8384146E-003
 4.6091309E-002,-4.6801931E-003
 6.9136964E-002,-2.9204647E-003
 9.2182618E-002, 1.3343453E-004
 1.1522827E-001, 4.0344264E-003
 1.3827393E-001, 8.2634070E-003
 1.6131958E-001, 1.2569670E-002
 1.8436524E-001, 1.6886059E-002
 2.0741089E-001, 2.1150306E-002
 2.3045655E-001, 2.5023575E-002
 2.5350220E-001, 2.8232749E-002
 2.7654785E-001, 3.1325408E-002
 2.9959351E-001, 3.5213432E-002
 3.2263916E-001, 4.0274077E-002
 3.4192051E-001, 4.5484054E-002
 3.5923875E-001, 5.1010538E-002
 3.7655700E-001, 5.6798117E-002
 3.9387524E-001, 6.1426106E-002
 4.0922549E-001, 6.5584381E-002
 4.2457573E-001, 7.1077865E-002
 4.3992598E-001, 7.8010628E-002
 4.5527623E-001, 8.5673420E-002
 4.7062648E-001, 9.4154457E-002
 4.8597672E-001, 1.0432420E-001
 4.9902788E-001, 1.1461440E-001
 5.1207904E-001, 1.2629174E-001
 5.2513020E-001, 1.3939524E-001
 5.3664770E-001, 1.5062750E-001
 5.4816521E-001, 1.6239435E-001
 5.5968271E-001, 1.7513081E-001
 5.6933069E-001, 1.8574674E-001
 5.7897867E-001, 1.9848985E-001
 5.8704580E-001, 2.0892360E-001
 5.9511294E-001, 2.1961975E-001
 6.0318007E-001, 2.2992326E-001
 6.1124721E-001, 2.4085545E-001
 6.1811965E-001, 2.5074554E-001
 6.2499209E-001, 2.6207992E-001
 6.3186453E-001, 2.7433247E-001
 6.3873697E-001, 2.8723973E-001
 6.4560941E-001, 3.0000232E-001
 6.5248185E-001, 3.1185781E-001
 6.5935429E-001, 3.2437998E-001
 6.6552586E-001, 3.3543860E-001
 6.7169743E-001, 3.4821397E-001
 6.7786900E-001, 3.6083668E-001
 6.8404057E-001, 3.7041127E-001
 6.9021214E-001, 3.8336784E-001
 6.9638371E-001, 4.0901437E-001
 7.0177407E-001, 4.3866117E-001
 7.0716443E-001, 5.0074247E-001
 7.1255479E-001, 6.0301979E-001
 7.1794516E-001, 7.4674721E-001
 7.2333552E-001, 9.7581977E-001
 7.2872588E-001, 1.2445467E+000
 7.3411624E-001, 1.5633515E+000
 7.3885105E-001, 1.8237820E+000
 7.4358585E-001, 2.0643919E+000
 7.4832066E-001, 2.2338527E+000
 7.5305546E-001, 2.3190473E+000
 7.5779027E-001, 2.3321983E+000
 7.6252507E-001, 2.2925388E+000
 7.6633430E-001, 2.2588492E+000
 7.7014352E-001, 2.2462736E+000
 7.7395274E-001, 2.2852286E+000
 7.7814289E-001, 2.3789228E+000
 7.8233304E-001, 2.5022262E+000
 7.8652318E-001, 2.6291224E+000
 7.9071333E-001, 2.7550899E+000
 7.9490348E-001, 2.8300577E+000
 7.9909363E-001, 2.9517237E+000
 8.0271968E-001, 3.1511062E+000
 8.0634574E-001, 3.4358266E+000
 8.0997179E-001, 3.7288714E+000
 8.1359785E-001, 3.9511557E+000
 8.1722390E-001, 4.0627523E+000
 8.2084996E-001, 4.0493131E+000
 8.2447602E-001, 3.9529445E+000
 8.2810207E-001, 3.8367577E+000
 8.3132109E-001, 3.7503515E+000
 8.3454011E-001, 3.7246393E+000
 8.3775913E-001, 3.7670859E+000
 8.4097815E-001, 3.9125328E+000
 8.4419718E-001, 4.1376252E+000
 8.4741620E-001, 4.3788989E+000
 8.5063522E-001, 4.5627403E+000
 8.5385424E-001, 4.6292739E+000
 8.5707326E-001, 4.5457009E+000
 8.6029228E-001, 4.4002057E+000
 8.6351130E-001, 4.2897966E+000
 8.6639913E-001, 4.3009406E+000
 8.6928696E-001, 4.4485317E+000
 8.7217479E-001, 4.6997205E+000
 8.7506262E-001, 4.9534589E+000
 8.7795045E-001, 5.1027767E+000
 8.8083828E-001, 5.1001169E+000
 8.8372611E-001, 4.9033970E+000
 8.8661394E-001, 4.5636362E+000
 8.8950177E-001, 4.2079093E+000
 8.9238960E-001, 3.9569211E+000
 8.9527742E-001, 3.9103528E+000
 8.9816525E-001, 4.0955792E+000
 9.0105308E-001, 4.4572736E+000
 9.0361433E-001, 4.8185369E+000
 9.0617557E-001, 5.1017499E+000
 9.0873681E-001, 5.2162354E+000
 9.1129805E-001, 5.1290541E+000
 9.1385929E-001, 4.8618778E+000
 9.1642054E-001, 4.4968023E+000
 9.1898178E-001, 4.1570854E+000
 9.2128182E-001, 3.9730518E+000
 9.2358186E-001, 3.9465056E+000
 9.2588190E-001, 4.0825873E+000
 9.2818193E-001, 4.3306132E+000
 9.3048197E-001, 4.6335175E+000
 9.3278201E-001, 4.9167316E+000
 9.3508205E-001, 5.1200446E+000
 9.3738209E-001, 5.1793354E+000
 9.3968213E-001, 5.0914716E+000
 9.4198217E-001, 4.8699126E+000
 9.4428221E-001, 4.5662926E+000
 9.4658225E-001, 4.2307007E+000
 9.4888229E-001, 3.9463703E+000
 9.5118233E-001, 3.7479595E+000
 9.5348237E-001, 3.6542920E+000
 9.5578240E-001, 3.6495969E+000
 9.5808244E-001, 3.7525550E+000
 9.6038248E-001, 3.9268224E+000
 9.6268252E-001, 4.1234957E+000
 9.6498256E-001, 4.2818537E+000
 9.6728260E-001, 4.3633882E+000
 9.6958264E-001, 4.3752543E+000
 9.7188268E-001, 4.3346116E+000
 9.7392671E-001, 4.2616754E+000
 9.7597075E-001, 4.1856063E+000
 9.7801478E-001, 4.1152099E+000
 9.8005882E-001, 4.0673829E+000
 9.8210285E-001, 4.0410830E+000
 9.8414689E-001, 4.0515803E+000
 9.8619092E-001, 4.0950188E+000
 9.8823496E-001, 4.1601065E+000
