cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.3934291E+003, 1.4276571E+003, 7.4157039E-001, 6.7359695E+001, 7.3638728E+001, 1.2840065E-001, 2.9242063E-002, 5.3835644E-002, 3.2141708E-002, 6.6420656E-002, 1.4462265E-001, 3.3833377E-002, 6.3821224E-001, 3.5065493E-002, 7.9137077E-004
 2.2806122E+000, 1.3934291E+003, 1.4276571E+003, 1.4491764E+000, 6.7359695E+001, 7.3638728E+001, 1.9994500E-001, 2.9242063E-002, 5.3835644E-002, 3.2141708E-002, 6.6420656E-002, 1.4462265E-001, 3.3833377E-002, 6.3821224E-001, 3.5065493E-002, 7.9137077E-004
 4.3112245E+000, 1.3915182E+003, 1.4266841E+003, 1.4491764E+000, 1.1626197E+002, 1.2578401E+002, 1.9994500E-001, 4.1092872E-002, 5.4144175E-002, 2.6800148E-002, 4.4143033E-002, 1.3974522E-001, 2.8210682E-002, 6.6445334E-001, 2.8824455E-002, 6.5052076E-004
 6.3418367E+000, 1.3544462E+003, 1.3875740E+003, 2.0724580E+000, 1.6936507E+002, 1.8238140E+002, 3.0864130E-001, 5.5455872E-002, 5.2430838E-002, 2.1873454E-002, 2.8282667E-002, 1.3124046E-001, 2.3024688E-002, 6.8654079E-001, 2.3271415E-002, 5.2519775E-004
 8.3724490E+000, 1.3544462E+003, 1.3875740E+003, 2.5612616E+000, 1.6936507E+002, 1.8238140E+002, 4.3840444E-001, 5.5455872E-002, 5.2430838E-002, 2.1873454E-002, 2.8282667E-002, 1.3124046E-001, 2.3024688E-002, 6.8654079E-001, 2.3271415E-002, 5.2519775E-004
 1.0403061E+001, 1.3002806E+003, 1.3299354E+003, 2.5612616E+000, 2.1595405E+002, 2.3212399E+002, 4.3840444E-001, 6.9731050E-002, 4.9858040E-002, 1.7533574E-002, 1.7782035E-002, 1.2161237E-001, 1.8456394E-002, 7.0410372E-001, 1.8489418E-002, 4.1727589E-004
 1.2433673E+001, 1.3002806E+003, 1.3299354E+003, 2.9307720E+000, 2.1595405E+002, 2.3212399E+002, 5.7086422E-001, 6.9731050E-002, 4.9858040E-002, 1.7533574E-002, 1.7782035E-002, 1.2161237E-001, 1.8456394E-002, 7.0410372E-001, 1.8489418E-002, 4.1727589E-004
 1.4464286E+001, 1.2440105E+003, 1.2702453E+003, 2.9307720E+000, 2.5555866E+002, 2.7430402E+002, 5.7086422E-001, 8.2478522E-002, 4.7353933E-002, 1.3577747E-002, 1.1150491E-002, 1.1250765E-001, 1.4292365E-002, 7.1792468E-001, 1.4201984E-002, 3.2051553E-004
 1.6494898E+001, 1.2440105E+003, 1.2702453E+003, 3.1917491E+000, 2.5555866E+002, 2.7430402E+002, 7.0186205E-001, 8.2478522E-002, 4.7353933E-002, 1.3577747E-002, 1.1150491E-002, 1.1250765E-001, 1.4292365E-002, 7.1792468E-001, 1.4201984E-002, 3.2051553E-004
 1.8525510E+001, 1.1863433E+003, 1.2092290E+003, 3.1917491E+000, 2.8437930E+002, 3.0480954E+002, 7.0186205E-001, 9.4191104E-002, 4.4829829E-002, 1.0003650E-002, 6.9869061E-003, 1.0375222E-001, 1.0530158E-002, 7.2917962E-001, 1.0378550E-002, 2.3422688E-004
 2.0556122E+001, 1.1863433E+003, 1.2092290E+003, 3.3808717E+000, 2.8437930E+002, 3.0480954E+002, 8.3512948E-001, 9.4191104E-002, 4.4829829E-002, 1.0003650E-002, 6.9869061E-003, 1.0375222E-001, 1.0530158E-002, 7.2917962E-001, 1.0378550E-002, 2.3422688E-004
 2.2586735E+001, 1.1275576E+003, 1.1471667E+003, 3.3808717E+000, 3.0158573E+002, 3.2280885E+002, 8.3512948E-001, 1.0506809E-001, 4.2139586E-002, 7.0240777E-003, 4.3850710E-003, 9.5280095E-002, 7.3937660E-003, 7.3833963E-001, 7.2276538E-003, 1.6311631E-004
 2.4617347E+001, 1.1275576E+003, 1.1471667E+003, 3.5058439E+000, 3.0158573E+002, 3.2280885E+002, 9.5214965E-001, 1.0506809E-001, 4.2139586E-002, 7.0240777E-003, 4.3850710E-003, 9.5280095E-002, 7.3937660E-003, 7.3833963E-001, 7.2276538E-003, 1.6311631E-004
 2.6647959E+001, 1.0668186E+003, 1.0830795E+003, 3.5058439E+000, 3.0836180E+002, 3.2959541E+002, 9.5214965E-001, 1.1536582E-001, 3.9173786E-002, 4.7137482E-003, 2.7499256E-003, 8.6953180E-002, 4.9618402E-003, 7.4583361E-001, 4.8106021E-003, 1.0856742E-004
 2.8678571E+001, 1.0668186E+003, 1.0830795E+003, 3.5932000E+000, 3.0836180E+002, 3.2959541E+002, 1.0497707E+000, 1.1536582E-001, 3.9173786E-002, 4.7137482E-003, 2.7499256E-003, 8.6953180E-002, 4.9618402E-003, 7.4583361E-001, 4.8106021E-003, 1.0856742E-004
