s,m/s
Time,"w"
 0.0000000E+000, 6.3626160E-004
 4.4669175E-002, 7.4469312E-004
 8.9338349E-002, 8.1985741E-003
 1.3400752E-001, 1.7464893E-002
 1.7867670E-001, 2.7789615E-002
 2.2334587E-001, 3.8676122E-002
 2.6801505E-001, 4.9551673E-002
 3.1268422E-001, 5.9426855E-002
 3.5735340E-001, 7.0239515E-002
 4.0202257E-001, 8.8938398E-002
 4.4669175E-001, 1.1458296E-001
 4.8465664E-001, 1.4722240E-001
 5.1801819E-001, 1.7701325E-001
 5.5137974E-001, 2.0967228E-001
 5.7593692E-001, 2.5229450E-001
 6.0049410E-001, 2.8609648E-001
 6.2095563E-001, 3.2981130E-001
 6.4141716E-001, 3.9235237E-001
 6.6187869E-001, 4.7802124E-001
 6.7932293E-001, 5.7771759E-001
 6.9676717E-001, 7.3449667E-001
 7.1421140E-001, 9.4358440E-001
 7.3165564E-001, 1.2473961E+000
 7.4727497E-001, 1.5672347E+000
 7.6289430E-001, 1.8485084E+000
 7.7558363E-001, 2.0235961E+000
 7.8827297E-001, 2.1425491E+000
 7.9796357E-001, 2.2582719E+000
 8.0765417E-001, 2.4143974E+000
 8.1734478E-001, 2.5881931E+000
 8.2571115E-001, 2.7666624E+000
 8.3407751E-001, 2.9566240E+000
 8.4244388E-001, 3.1234043E+000
 8.5081025E-001, 3.2127432E+000
 8.5798615E-001, 3.1903577E+000
 8.6516204E-001, 3.0604451E+000
 8.7233794E-001, 2.8190397E+000
 8.7951383E-001, 2.4949816E+000
 8.8668973E-001, 2.1563730E+000
 8.9386562E-001, 1.8573173E+000
 9.0104152E-001, 1.6411295E+000
 9.0821741E-001, 1.5242438E+000
 9.1539331E-001, 1.5002860E+000
 9.2256920E-001, 1.5489031E+000
 9.2974510E-001, 1.6572726E+000
 9.3692099E-001, 1.7971986E+000
 9.4481448E-001, 1.9682116E+000
 9.5270796E-001, 2.1267991E+000
 9.6060144E-001, 2.2437691E+000
 9.6849493E-001, 2.3147094E+000
 9.7638841E-001, 2.3344455E+000
 9.8428190E-001, 2.3004107E+000
 9.9217538E-001, 2.2307379E+000
 1.0000689E+000, 2.1843467E+000
 1.0079624E+000, 2.1836360E+000
 1.0158558E+000, 2.2551019E+000
 1.0237493E+000, 2.3890044E+000
 1.0316428E+000, 2.5569414E+000
 1.0395363E+000, 2.7256731E+000
 1.0474298E+000, 2.8504607E+000
 1.0553233E+000, 2.9306643E+000
