s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 4.5008097E+000, 1.6632601E+001,-5.7437382E+000,-7.6980534E+000,-1.7175161E+000, 8.8099899E-002, 0.0000000E+000, 0.0000000E+000, 1.5900687E+000, 1.5613930E+000, 0.0000000E+000, 1.0764462E-006, 3.8691801E-004, 0.0000000E+000, 3.8147307E-008, 0.0000000E+000
 5.0002422E+000, 1.8456553E+001,-6.3086821E+000,-7.8937183E+000,-1.4842679E+000, 9.1692920E-002, 0.0000000E+000, 0.0000000E+000, 2.8847982E+000, 2.8615778E+000, 0.0000000E+000, 1.1954160E-006, 4.0763048E-004, 0.0000000E+000, 8.5664206E-008, 0.0000000E+000
 5.5001788E+000, 1.9560200E+001,-6.7878655E+000,-7.7875352E+000,-1.9157148E+000, 9.6600462E-002, 0.0000000E+000, 0.0000000E+000, 3.2195411E+000, 3.1656850E+000, 0.0000000E+000, 1.3721607E-006, 4.2832429E-004, 0.0000000E+000, 1.8908165E-007, 0.0000000E+000
 6.0002856E+000, 1.9825419E+001,-6.8063679E+000,-1.0531088E+001,-2.0775037E+000, 1.0001594E-001, 0.0000000E+000, 0.0000000E+000, 5.9076210E-001, 5.1047600E-001, 0.0000000E+000, 1.6524570E-006, 4.4903434E-004, 0.0000000E+000, 4.1647121E-007, 0.0000000E+000
 6.5002403E+000, 2.0421015E+001,-6.9661769E+000,-1.0350471E+001,-2.0442691E+000, 1.0335172E-001, 0.0000000E+000, 0.0000000E+000, 1.2111770E+000, 1.1634495E+000, 0.0000000E+000, 2.0231749E-006, 4.6974319E-004, 0.0000000E+000, 8.2734029E-007, 0.0000000E+000
 7.0005641E+000, 2.1180946E+001,-7.5697548E+000,-9.2144639E+000,-1.9345322E+000, 1.0812575E-001, 0.0000000E+000, 0.0000000E+000, 2.6337256E+000, 2.5703207E+000, 0.0000000E+000, 2.4995552E-006, 4.9045881E-004, 0.0000000E+000, 1.5044913E-006, 0.0000000E+000
 7.5002570E+000, 2.2137796E+001,-7.9215856E+000,-1.2285859E+001,-1.8690293E+000, 1.1216575E-001, 0.0000000E+000, 0.0000000E+000, 2.2191621E-001, 1.7348776E-001, 0.0000000E+000, 3.0229414E-006, 5.1117035E-004, 0.0000000E+000, 2.3890568E-006, 0.0000000E+000
 8.0002069E+000, 2.4728523E+001,-8.6800073E+000,-1.2237350E+001,-2.1259748E+000, 1.1906242E-001, 0.0000000E+000, 0.0000000E+000, 1.8621113E+000, 1.8042526E+000, 0.0000000E+000, 3.7081692E-006, 5.3186929E-004, 0.0000000E+000, 3.7745884E-006, 0.0000000E+000
 8.5000734E+000, 2.5366293E+001,-8.9190531E+000,-1.5030077E+001,-2.3223779E+000, 1.2591047E-001, 0.0000000E+000, 0.0000000E+000,-7.1104154E-001,-7.7930521E-001, 0.0000000E+000, 4.5853516E-006, 5.4620579E-004, 0.0000000E+000, 5.9382155E-006, 0.0000000E+000
 9.0000610E+000, 2.4919435E+001,-8.8028818E+000,-1.3977821E+001,-2.4400297E+000, 1.2253900E-001, 0.0000000E+000, 0.0000000E+000,-1.0117744E-001,-1.7875873E-001, 0.0000000E+000, 5.7557714E-006, 5.5420532E-004, 0.0000000E+000, 9.2370824E-006, 0.0000000E+000
 9.5001135E+000, 2.5424310E+001,-9.0617712E+000,-1.5284639E+001,-2.5190722E+000, 1.3481185E-001, 0.0000000E+000, 0.0000000E+000,-1.2247643E+000,-1.3063607E+000, 0.0000000E+000, 7.1047275E-006, 5.6220749E-004, 0.0000000E+000, 1.3648884E-005, 0.0000000E+000
 1.0000360E+001, 2.7664211E+001,-9.7166130E+000,-1.2752752E+001,-2.5158101E+000, 1.3259097E-001, 0.0000000E+000, 0.0000000E+000, 2.9022791E+000, 2.8116263E+000, 0.0000000E+000, 8.5235196E-006, 5.7021058E-004, 0.0000000E+000, 1.8690977E-005, 0.0000000E+000
 1.0500451E+001, 2.6647773E+001,-9.4765974E+000,-1.4558128E+001,-2.4054593E+000, 1.4106484E-001, 0.0000000E+000, 0.0000000E+000, 4.2460198E-001, 3.4865321E-001, 0.0000000E+000, 1.0141380E-005, 5.7821458E-004, 0.0000000E+000, 2.4938862E-005, 0.0000000E+000
 1.1000396E+001, 2.6655745E+001,-9.5104684E+000,-1.3315031E+001,-2.0721336E+000, 1.4822391E-001, 0.0000000E+000, 0.0000000E+000, 1.9858847E+000, 1.9063355E+000, 0.0000000E+000, 1.1714652E-005, 5.8621639E-004, 0.0000000E+000, 3.1312641E-005, 0.0000000E+000
 1.1500703E+001, 3.0857803E+001,-1.0932006E+001,-1.5547794E+001,-2.1803101E+000, 1.4947192E-001, 0.0000000E+000, 0.0000000E+000, 2.4270935E+000, 2.3471658E+000, 0.0000000E+000, 1.3610766E-005, 5.9421983E-004, 0.0000000E+000, 3.8847887E-005, 0.0000000E+000
 1.2000272E+001, 2.9491637E+001,-1.0423990E+001,-1.5985272E+001,-2.4524716E+000, 1.5767154E-001, 0.0000000E+000, 0.0000000E+000, 8.8122019E-001, 7.8757475E-001, 0.0000000E+000, 1.5809683E-005, 6.0221909E-004, 0.0000000E+000, 4.6680698E-005, 0.0000000E+000
 1.2500167E+001, 3.0732906E+001,-1.0913396E+001,-1.9705480E+001,-2.4789028E+000, 1.6279963E-001, 0.0000000E+000, 0.0000000E+000,-2.1013293E+000,-2.2020733E+000, 0.0000000E+000, 1.8170769E-005, 6.1021560E-004, 0.0000000E+000, 5.4694908E-005, 0.0000000E+000
 1.3000171E+001, 2.8670210E+001,-1.0193550E+001,-1.7663238E+001,-2.5639990E+000, 1.7088851E-001, 0.0000000E+000, 0.0000000E+000,-1.4818476E+000,-1.5796880E+000, 0.0000000E+000, 2.0489052E-005, 6.1821606E-004, 0.0000000E+000, 6.1289754E-005, 0.0000000E+000
 1.3500317E+001, 3.1799269E+001,-1.1387128E+001,-1.7520085E+001,-2.1390201E+000, 1.8258228E-001, 0.0000000E+000, 0.0000000E+000, 1.0094010E+000, 9.3561810E-001, 0.0000000E+000, 2.2599511E-005, 6.2621974E-004, 0.0000000E+000, 6.5815901E-005, 0.0000000E+000
 1.4000173E+001, 3.3112895E+001,-1.1527846E+001,-1.1849093E+001,-2.4589291E+000, 1.8456755E-001, 0.0000000E+000, 0.0000000E+000, 7.5241909E+000, 7.4615945E+000, 0.0000000E+000, 2.4984069E-005, 6.3422023E-004, 0.0000000E+000, 7.1202872E-005, 0.0000000E+000
 1.4500124E+001, 3.2052534E+001,-1.1530988E+001,-1.9886182E+001,-2.4434461E+000, 1.8095086E-001, 0.0000000E+000, 0.0000000E+000,-1.5231254E+000,-1.6271320E+000, 0.0000000E+000, 2.7565148E-005, 6.4221987E-004, 0.0000000E+000, 7.7343878E-005, 0.0000000E+000
 1.5000639E+001, 3.2471181E+001,-1.1375107E+001,-2.1390056E+001,-2.3724260E+000, 2.0452483E-001, 0.0000000E+000, 0.0000000E+000,-2.3859957E+000,-2.4618835E+000, 0.0000000E+000, 3.0255848E-005, 6.5022397E-004, 0.0000000E+000, 8.3616413E-005, 0.0000000E+000
 1.5500025E+001, 3.4107013E+001,-1.1918446E+001,-1.9272624E+001,-2.5843817E+000, 2.0290416E-001, 0.0000000E+000, 0.0000000E+000, 6.2181228E-001, 5.3446560E-001, 0.0000000E+000, 3.2529768E-005, 6.5822484E-004, 0.0000000E+000, 8.7970559E-005, 0.0000000E+000
 1.6000284E+001, 3.5968740E+001,-1.2472492E+001,-2.1577953E+001,-2.7758631E+000, 2.0447349E-001, 0.0000000E+000, 0.0000000E+000,-5.8026496E-001,-6.5309528E-001, 0.0000000E+000, 3.5095309E-005, 6.6622270E-004, 0.0000000E+000, 9.4164945E-005, 0.0000000E+000
 1.6500441E+001, 3.5378430E+001,-1.2167159E+001,-1.9946113E+001,-2.7647759E+000, 2.0424905E-001, 0.0000000E+000, 0.0000000E+000, 8.1897395E-001, 7.0463150E-001, 0.0000000E+000, 3.7815871E-005, 6.7021514E-004, 0.0000000E+000, 1.0108158E-004, 0.0000000E+000
 1.7000315E+001, 3.4629756E+001,-1.2154556E+001,-1.8992883E+001,-2.6659010E+000, 2.0653236E-001, 0.0000000E+000, 0.0000000E+000, 1.1155960E+000, 1.0229481E+000, 0.0000000E+000, 4.0169530E-005, 6.7021514E-004, 0.0000000E+000, 1.0618815E-004, 0.0000000E+000
 1.7500107E+001, 3.4840706E+001,-1.2436600E+001,-1.7816667E+001,-2.6813043E+000, 2.1905823E-001, 0.0000000E+000, 0.0000000E+000, 2.2122085E+000, 2.1251933E+000, 0.0000000E+000, 4.2500708E-005, 6.7021514E-004, 0.0000000E+000, 1.1112624E-004, 0.0000000E+000
 1.8000338E+001, 3.7412649E+001,-1.3153120E+001,-2.3323563E+001,-2.6863087E+000, 2.1361591E-001, 0.0000000E+000, 0.0000000E+000,-1.4537968E+000,-1.5367266E+000, 0.0000000E+000, 4.4848571E-005, 6.7021514E-004, 0.0000000E+000, 1.1607341E-004, 0.0000000E+000
 1.8500326E+001, 3.8917719E+001,-1.3424334E+001,-2.0999192E+001,-2.9461248E+000, 2.3065265E-001, 0.0000000E+000, 0.0000000E+000, 1.8554273E+000, 1.7787209E+000, 0.0000000E+000, 4.7378933E-005, 6.7021514E-004, 0.0000000E+000, 1.2205570E-004, 0.0000000E+000
 1.9000353E+001, 3.4535056E+001,-1.2246387E+001,-2.0428901E+001,-2.8120447E+000, 2.3729137E-001, 0.0000000E+000, 0.0000000E+000,-5.8825219E-001,-7.1498597E-001, 0.0000000E+000, 5.0326781E-005, 6.7021514E-004, 0.0000000E+000, 1.2975151E-004, 0.0000000E+000
 1.9500286E+001, 3.6102387E+001,-1.2578017E+001,-2.3811253E+001,-2.7048358E+000, 2.2328742E-001, 0.0000000E+000, 0.0000000E+000,-2.6570250E+000,-2.7684308E+000, 0.0000000E+000, 5.2464204E-005, 6.7021514E-004, 0.0000000E+000, 1.3350917E-004, 0.0000000E+000
 2.0000523E+001, 3.9591338E+001,-1.3619784E+001,-1.5579894E+001,-2.6355971E+000, 2.3727494E-001, 0.0000000E+000, 0.0000000E+000, 8.0728595E+000, 7.9933381E+000, 0.0000000E+000, 5.4934025E-005, 6.7021514E-004, 0.0000000E+000, 1.3957506E-004, 0.0000000E+000
 2.0500174E+001, 3.7604473E+001,-1.3528778E+001,-2.3153449E+001,-2.9224284E+000, 2.3141531E-001, 0.0000000E+000, 0.0000000E+000,-1.6496181E+000,-1.7687668E+000, 0.0000000E+000, 5.7890730E-005, 6.7021514E-004, 0.0000000E+000, 1.4693684E-004, 0.0000000E+000
 2.1000343E+001, 3.7613021E+001,-1.3255778E+001,-2.1717619E+001,-2.9132237E+000, 2.3991501E-001, 0.0000000E+000, 0.0000000E+000, 8.7826104E-002,-3.3685132E-002, 0.0000000E+000, 6.1128095E-005, 6.7021514E-004, 0.0000000E+000, 1.5569384E-004, 0.0000000E+000
 2.1500465E+001, 3.7407195E+001,-1.3086218E+001,-2.0389183E+001,-3.1202502E+000, 2.4197488E-001, 0.0000000E+000, 0.0000000E+000, 1.1735782E+000, 1.0535181E+000, 0.0000000E+000, 6.4180482E-005, 6.7021514E-004, 0.0000000E+000, 1.6372422E-004, 0.0000000E+000
 2.2000223E+001, 3.9395664E+001,-1.3453638E+001,-2.7233929E+001,-2.9301782E+000, 2.5678129E-001, 0.0000000E+000, 0.0000000E+000,-3.8812536E+000,-3.9652988E+000, 0.0000000E+000, 6.7595932E-005, 6.7021514E-004, 0.0000000E+000, 1.7259352E-004, 0.0000000E+000
 2.2500273E+001, 3.9943894E+001,-1.3585395E+001,-2.4340613E+001,-3.0241186E+000, 2.6739917E-001, 0.0000000E+000, 0.0000000E+000,-6.5529815E-001,-7.3883316E-001, 0.0000000E+000, 7.0922673E-005, 6.7021514E-004, 0.0000000E+000, 1.8048817E-004, 0.0000000E+000
 2.3000587E+001, 3.9715078E+001,-1.3658705E+001,-2.1628515E+001,-3.3309630E+000, 2.5369897E-001, 0.0000000E+000, 0.0000000E+000, 1.4718864E+000, 1.3505948E+000, 0.0000000E+000, 7.4530086E-005, 6.7021514E-004, 0.0000000E+000, 1.8918037E-004, 0.0000000E+000
 2.3500586E+001, 3.8682273E+001,-1.3059845E+001,-1.9292086E+001,-3.0911282E+000, 2.5845415E-001, 0.0000000E+000, 0.0000000E+000, 3.6077496E+000, 3.4976677E+000, 0.0000000E+000, 7.8042520E-005, 6.7021514E-004, 0.0000000E+000, 1.9831604E-004, 0.0000000E+000
 2.4000263E+001, 4.2235841E+001,-1.4293217E+001,-2.9411856E+001,-3.1453685E+000, 2.7223569E-001, 0.0000000E+000, 0.0000000E+000,-4.2649172E+000,-4.3423657E+000, 0.0000000E+000, 8.1534820E-005, 6.7021514E-004, 0.0000000E+000, 2.0653481E-004, 0.0000000E+000
 2.4500467E+001, 4.2099935E+001,-1.3919378E+001,-2.2852005E+001,-3.3590771E+000, 2.7575425E-001, 0.0000000E+000, 0.0000000E+000, 2.3649081E+000, 2.2452291E+000, 0.0000000E+000, 8.6298139E-005, 6.7021514E-004, 0.0000000E+000, 2.1817633E-004, 0.0000000E+000
 2.5000479E+001, 4.1006003E+001,-1.3735636E+001,-2.3464051E+001,-2.9701883E+000, 2.7418332E-001, 0.0000000E+000, 0.0000000E+000, 1.2326160E+000, 1.1103107E+000, 0.0000000E+000, 9.0707151E-005, 6.7021514E-004, 0.0000000E+000, 2.2803145E-004, 0.0000000E+000
 2.5500418E+001, 4.0407378E+001,-1.3461592E+001,-2.3249147E+001,-3.0294167E+000, 2.8168568E-001, 0.0000000E+000, 0.0000000E+000, 1.0766090E+000, 9.4890885E-001, 0.0000000E+000, 9.5235841E-005, 6.7021514E-004, 0.0000000E+000, 2.3807210E-004, 0.0000000E+000
 2.6000126E+001, 4.1446535E+001,-1.4222326E+001,-2.6956978E+001,-3.1628013E+000, 2.7178437E-001, 0.0000000E+000, 0.0000000E+000,-2.5310769E+000,-2.6237864E+000, 0.0000000E+000, 9.8769691E-005, 6.7021514E-004, 0.0000000E+000, 2.4485410E-004, 0.0000000E+000
 2.6500502E+001, 4.5221724E+001,-1.5279291E+001,-2.3940703E+001,-3.3226103E+000, 2.9222629E-001, 0.0000000E+000, 0.0000000E+000, 3.1032524E+000, 2.9713460E+000, 0.0000000E+000, 1.0313179E-004, 6.7021514E-004, 0.0000000E+000, 2.5410374E-004, 0.0000000E+000
 2.7000345E+001, 4.4744788E+001,-1.4746781E+001,-2.6145419E+001,-3.3098872E+000, 2.8856724E-001, 0.0000000E+000, 0.0000000E+000, 9.3615478E-001, 8.3126793E-001, 0.0000000E+000, 1.0893951E-004, 6.7021514E-004, 0.0000000E+000, 2.6655369E-004, 0.0000000E+000
 2.7500004E+001, 4.3298149E+001,-1.4572659E+001,-2.2655265E+001,-3.0867147E+000, 2.9825909E-001, 0.0000000E+000, 0.0000000E+000, 3.3658149E+000, 3.2817684E+000, 0.0000000E+000, 1.1365480E-004, 6.7021514E-004, 0.0000000E+000, 2.7698500E-004, 0.0000000E+000
 2.8000368E+001, 4.2620386E+001,-1.4573906E+001,-2.8891955E+001,-2.9083120E+000, 3.0773713E-001, 0.0000000E+000, 0.0000000E+000,-3.3182428E+000,-3.4460505E+000, 0.0000000E+000, 1.1683599E-004, 6.7021514E-004, 0.0000000E+000, 2.8352721E-004, 0.0000000E+000
 2.8500717E+001, 4.5845046E+001,-1.5369903E+001,-2.8877554E+001,-3.0338055E+000, 2.9457915E-001, 0.0000000E+000, 0.0000000E+000,-1.0460758E+000,-1.1416370E+000, 0.0000000E+000, 1.2096416E-004, 6.7021514E-004, 0.0000000E+000, 2.9043884E-004, 0.0000000E+000
 2.9000053E+001, 4.4368292E+001,-1.4863215E+001,-2.2145532E+001,-3.2823885E+000, 2.9512545E-001, 0.0000000E+000, 0.0000000E+000, 4.5179790E+000, 4.3722810E+000, 0.0000000E+000, 1.2653110E-004, 6.7021514E-004, 0.0000000E+000, 3.0269819E-004, 0.0000000E+000
 2.9500261E+001, 4.7163468E+001,-1.5644451E+001,-3.0815000E+001,-3.0605058E+000, 3.0570640E-001, 0.0000000E+000, 0.0000000E+000,-1.9649336E+000,-2.0507823E+000, 0.0000000E+000, 1.3192505E-004, 6.7021514E-004, 0.0000000E+000, 3.1493574E-004, 0.0000000E+000
 3.0000040E+001, 4.3849609E+001,-1.4869581E+001,-3.0426409E+001,-3.2545231E+000, 3.0306703E-001, 0.0000000E+000, 0.0000000E+000,-4.2486675E+000,-4.3978379E+000, 0.0000000E+000, 1.3846799E-004, 6.7021514E-004, 0.0000000E+000, 3.2969165E-004, 0.0000000E+000
 3.0500330E+001, 4.7900415E+001,-1.5826998E+001,-2.8268990E+001,-3.3072006E+000, 3.1215469E-001, 0.0000000E+000, 0.0000000E+000, 9.0442861E-001, 8.0938128E-001, 0.0000000E+000, 1.4308474E-004, 6.7021514E-004, 0.0000000E+000, 3.4019489E-004, 0.0000000E+000
 3.1000212E+001, 4.7807531E+001,-1.5969094E+001,-2.4616892E+001,-3.9030219E+000, 3.1881627E-001, 0.0000000E+000, 0.0000000E+000, 3.7415882E+000, 3.6373387E+000, 0.0000000E+000, 1.4707263E-004, 6.7021514E-004, 0.0000000E+000, 3.4962511E-004, 0.0000000E+000
 3.1500252E+001, 5.0654818E+001,-1.6427699E+001,-3.2384494E+001,-3.1891776E+000, 3.3027948E-001, 0.0000000E+000, 0.0000000E+000,-8.8565612E-001,-1.0162733E+000, 0.0000000E+000, 1.5294370E-004, 6.7021514E-004, 0.0000000E+000, 3.6179316E-004, 0.0000000E+000
 3.2000450E+001, 4.5914192E+001,-1.5146973E+001,-2.4234293E+001,-3.1980260E+000, 3.1690646E-001, 0.0000000E+000, 0.0000000E+000, 3.7500062E+000, 3.6518066E+000, 0.0000000E+000, 1.5797196E-004, 6.7021514E-004, 0.0000000E+000, 3.7124132E-004, 0.0000000E+000
 3.2500042E+001, 4.9602357E+001,-1.6563467E+001,-2.4686891E+001,-3.5452991E+000, 3.1970659E-001, 0.0000000E+000, 0.0000000E+000, 5.2435496E+000, 5.1264065E+000, 0.0000000E+000, 1.6361873E-004, 6.7021514E-004, 0.0000000E+000, 3.8203897E-004, 0.0000000E+000
 3.3000080E+001, 4.8632348E+001,-1.5918834E+001,-4.0421433E+001,-3.2409686E+000, 3.2293339E-001, 0.0000000E+000, 0.0000000E+000,-1.0438327E+001,-1.0625954E+001, 0.0000000E+000, 1.7082235E-004, 6.7021514E-004, 0.0000000E+000, 3.9642668E-004, 0.0000000E+000
 3.3500652E+001, 5.2912989E+001,-1.6806667E+001,-2.6648038E+001,-3.6250058E+000, 3.2918213E-001, 0.0000000E+000, 0.0000000E+000, 6.2990753E+000, 6.1624607E+000, 0.0000000E+000, 1.7667861E-004, 6.7021514E-004, 0.0000000E+000, 4.0880177E-004, 0.0000000E+000
 3.4000187E+001, 4.8550424E+001,-1.5825718E+001,-3.1311431E+001,-3.4414170E+000, 3.2169788E-001, 0.0000000E+000, 0.0000000E+000,-1.5842480E+000,-1.7064443E+000, 0.0000000E+000, 1.8273737E-004, 6.7021514E-004, 0.0000000E+000, 4.2163805E-004, 0.0000000E+000
 3.4500114E+001, 5.0729971E+001,-1.6878520E+001,-3.3804551E+001,-3.2238074E+000, 3.4293192E-001, 0.0000000E+000, 0.0000000E+000,-2.7382721E+000,-2.8339752E+000, 0.0000000E+000, 1.8879967E-004, 6.7021514E-004, 0.0000000E+000, 4.3374528E-004, 0.0000000E+000
 3.5000473E+001, 5.3380763E+001,-1.7340583E+001,-3.2879741E+001,-3.3101342E+000, 3.4069440E-001, 0.0000000E+000, 0.0000000E+000, 3.2215398E-001, 1.9099879E-001, 0.0000000E+000, 1.9408899E-004, 6.7021514E-004, 0.0000000E+000, 4.4414761E-004, 0.0000000E+000
 3.5500240E+001, 5.3496851E+001,-1.7430462E+001,-2.4410874E+001,-3.3638535E+000, 3.2833680E-001, 0.0000000E+000, 0.0000000E+000, 8.7345287E+000, 8.6199977E+000, 0.0000000E+000, 1.9946021E-004, 6.7021514E-004, 0.0000000E+000, 4.5390136E-004, 0.0000000E+000
 3.6000134E+001, 5.3208903E+001,-1.7138949E+001,-2.9767996E+001,-3.6761992E+000, 3.3868907E-001, 0.0000000E+000, 0.0000000E+000, 3.1221069E+000, 2.9644475E+000, 0.0000000E+000, 2.0376769E-004, 6.7021514E-004, 0.0000000E+000, 4.6226297E-004, 0.0000000E+000
 3.6500393E+001, 5.3761824E+001,-1.7952837E+001,-3.6692028E+001,-3.5690179E+000, 3.5235821E-001, 0.0000000E+000, 0.0000000E+000,-3.9743122E+000,-4.0997003E+000, 0.0000000E+000, 2.1060104E-004, 6.7021514E-004, 0.0000000E+000, 4.7422058E-004, 0.0000000E+000
 3.7000614E+001, 5.2051027E+001,-1.7219514E+001,-3.1608310E+001,-3.8618353E+000, 3.3635653E-001, 0.0000000E+000, 0.0000000E+000,-1.2865187E-001,-3.0227460E-001, 0.0000000E+000, 2.1833997E-004, 6.7021514E-004, 0.0000000E+000, 4.8852290E-004, 0.0000000E+000
 3.7500256E+001, 5.5009715E+001,-1.8172183E+001,-2.7593441E+001,-3.7163072E+000, 3.3538332E-001, 0.0000000E+000, 0.0000000E+000, 6.0187799E+000, 5.8631674E+000, 0.0000000E+000, 2.2407070E-004, 6.7021514E-004, 0.0000000E+000, 5.0028927E-004, 0.0000000E+000
 3.8000298E+001, 5.6286689E+001,-1.8162510E+001,-3.8427964E+001,-3.8479432E+000, 3.5289163E-001, 0.0000000E+000, 0.0000000E+000,-3.5860111E+000,-3.7988365E+000, 0.0000000E+000, 2.3230684E-004, 6.7021514E-004, 0.0000000E+000, 5.1709478E-004, 0.0000000E+000
 3.8500484E+001, 6.0010745E+001,-1.8437972E+001,-4.3093299E+001,-3.9512921E+000, 3.7548601E-001, 0.0000000E+000, 0.0000000E+000,-4.8977290E+000,-5.0963320E+000, 0.0000000E+000, 2.4164035E-004, 6.7021514E-004, 0.0000000E+000, 5.3448421E-004, 0.0000000E+000
 3.9000332E+001, 5.6990923E+001,-1.7539727E+001,-3.6818098E+001,-3.7263000E+000, 3.7005425E-001, 0.0000000E+000, 0.0000000E+000,-5.3633874E-001,-7.2314791E-001, 0.0000000E+000, 2.4981225E-004, 6.7021514E-004, 0.0000000E+000, 5.4953875E-004, 0.0000000E+000
 3.9500553E+001, 5.4912582E+001,-1.7335881E+001,-3.1228673E+001,-3.7006212E+000, 3.7071866E-001, 0.0000000E+000, 0.0000000E+000, 3.1993504E+000, 3.0181253E+000, 0.0000000E+000, 2.5618912E-004, 6.7021514E-004, 0.0000000E+000, 5.5987326E-004, 0.0000000E+000
 4.0000504E+001, 6.0244639E+001,-1.8674178E+001,-3.6855891E+001,-3.5494511E+000, 3.8436333E-001, 0.0000000E+000, 0.0000000E+000, 1.6402978E+000, 1.5494826E+000, 0.0000000E+000, 2.6861984E-004, 6.7021514E-004, 0.0000000E+000, 5.8021681E-004, 0.0000000E+000
 4.0500427E+001, 5.7953826E+001,-1.8010413E+001,-4.0040597E+001,-3.5496664E+000, 3.7443074E-001, 0.0000000E+000, 0.0000000E+000,-3.1183581E+000,-3.2724186E+000, 0.0000000E+000, 2.8136692E-004, 6.7021514E-004, 0.0000000E+000, 6.0339467E-004, 0.0000000E+000
 4.1000515E+001, 6.1422785E+001,-1.9036342E+001,-3.9683153E+001,-3.9865411E+000, 3.9163103E-001, 0.0000000E+000, 0.0000000E+000,-7.1781372E-001,-8.9161982E-001, 0.0000000E+000, 2.8904442E-004, 6.7021514E-004, 0.0000000E+000, 6.1871773E-004, 0.0000000E+000
 4.1500015E+001, 6.3958736E+001,-1.9986261E+001,-3.8057251E+001,-3.8154339E+000, 3.9242337E-001, 0.0000000E+000, 0.0000000E+000, 2.5772750E+000, 2.4922139E+000, 0.0000000E+000, 2.9668073E-004, 6.7021514E-004, 0.0000000E+000, 6.3277924E-004, 0.0000000E+000
 4.2000267E+001, 6.1829831E+001,-1.8938505E+001,-3.5458992E+001,-4.0280923E+000, 3.9722866E-001, 0.0000000E+000, 0.0000000E+000, 3.9493886E+000, 3.8014700E+000, 0.0000000E+000, 3.0479618E-004, 6.7021514E-004, 0.0000000E+000, 6.4874975E-004, 0.0000000E+000
