s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 4.8500191E+001, 5.5412106E+001, 4.9739642E+001, 4.5030250E+001, 2.5140516E+001, 4.3805286E+001, 4.1294985E+001, 2.8992474E+001, 1.4570377E+001, 3.8054490E+001, 3.3428703E+001, 2.2357638E+001, 1.3790115E+001, 3.5392607E+001, 2.1138464E+001, 1.6425893E+001, 8.1599916E+000, 3.3592326E+001, 1.9462288E+001, 9.6206925E+000, 4.3974387E+000, 3.2687971E+001, 1.5170670E+001, 8.3768725E+000, 5.1215033E+000, 2.4404428E+001, 1.3619929E+001, 8.6535624E+000, 4.4595819E+000
 4.9000158E+001, 5.5814706E+001, 4.9614789E+001, 4.4575090E+001, 1.9042131E+001, 4.6046479E+001, 3.8710521E+001, 2.3990238E+001, 9.7164971E+000, 3.9776727E+001, 2.9920439E+001, 2.0236352E+001, 1.3071801E+001, 3.8343683E+001, 3.3396176E+001, 3.0255595E+001, 2.2610927E+001, 3.6367774E+001, 2.8904824E+001, 2.6960244E+001, 1.9917283E+001, 3.0993405E+001, 2.1031941E+001, 1.9280431E+001, 1.4205403E+001, 2.3776714E+001, 1.6675591E+001, 1.2660831E+001, 9.7412175E+000
 4.9500298E+001, 5.3084560E+001, 4.7815673E+001, 4.5328905E+001, 2.2442662E+001, 4.3718603E+001, 4.0213385E+001, 2.8688136E+001, 1.5579181E+001, 3.9688710E+001, 3.5076508E+001, 3.0185739E+001, 1.2576443E+001, 3.5089733E+001, 2.9507943E+001, 2.1054224E+001, 8.8518391E+000, 3.3869179E+001, 2.6746546E+001, 1.9647608E+001, 1.2012343E+001, 2.8862134E+001, 2.2337724E+001, 2.0997074E+001, 1.5013557E+001, 2.3038202E+001, 1.9367943E+001, 1.7662871E+001, 9.9378300E+000
 5.0000030E+001, 5.9015049E+001, 4.9930161E+001, 4.6094800E+001, 2.1432258E+001, 4.3362258E+001, 4.0634959E+001, 3.2760656E+001, 1.5466217E+001, 3.4160300E+001, 3.6311497E+001, 2.5220076E+001, 1.1467405E+001, 2.6349790E+001, 2.9866215E+001, 1.8745756E+001, 8.8220604E+000, 2.3809964E+001, 2.2043899E+001, 1.4949859E+001, 7.5373862E+000, 2.2595329E+001, 1.7535753E+001, 1.3036268E+001, 4.9640740E+000, 1.9581362E+001, 1.5784025E+001, 1.2016319E+001, 7.6889324E+000
 5.0500449E+001, 5.0929312E+001, 4.6422232E+001, 4.4976309E+001, 1.9112129E+001, 4.6803376E+001, 4.1248079E+001, 2.6292616E+001, 1.0442935E+001, 3.8773317E+001, 3.5323116E+001, 2.7029246E+001, 1.6859173E+001, 3.5556071E+001, 3.0700186E+001, 2.2721659E+001, 1.5366524E+001, 3.0567558E+001, 2.5658318E+001, 1.9209750E+001, 9.6380562E+000, 2.6602534E+001, 2.0651596E+001, 1.1315802E+001, 5.4376399E+000, 2.2479727E+001, 1.5401937E+001, 8.8641524E+000, 4.8035198E+000
 5.1000350E+001, 5.5871793E+001, 4.8454721E+001, 4.4534581E+001, 2.1510431E+001, 4.5765879E+001, 3.9441410E+001, 2.7538177E+001, 8.1556770E+000, 4.1818791E+001, 3.6754634E+001, 2.1107215E+001, 8.0732836E+000, 3.8666779E+001, 3.5476441E+001, 2.2527092E+001, 1.1938153E+001, 3.5036392E+001, 3.0408519E+001, 2.1202300E+001, 1.4779381E+001, 2.9594718E+001, 2.4047430E+001, 1.8913952E+001, 1.1465419E+001, 2.2094989E+001, 1.9285011E+001, 1.5144501E+001, 7.7683463E+000
 5.1500188E+001, 5.5075017E+001, 4.8838368E+001, 4.1844955E+001, 2.2132250E+001, 4.5211932E+001, 3.8331008E+001, 2.8692567E+001, 1.1896636E+001, 3.7124358E+001, 3.0347275E+001, 2.3366867E+001, 1.4426598E+001, 3.0700840E+001, 2.9323271E+001, 2.2506715E+001, 1.6744462E+001, 2.7979068E+001, 2.5029769E+001, 2.1076116E+001, 1.3737297E+001, 2.8509617E+001, 2.4953590E+001, 2.1447610E+001, 1.2915437E+001, 2.6914513E+001, 2.3189245E+001, 1.8471549E+001, 1.0184998E+001
 5.2000003E+001, 4.6761388E+001, 4.7685913E+001, 4.5301598E+001, 2.1568670E+001, 4.8820041E+001, 4.2576721E+001, 3.5793591E+001, 1.5628798E+001, 4.3297805E+001, 3.7715324E+001, 3.0439080E+001, 1.9996578E+001, 3.9048370E+001, 3.4415469E+001, 2.2294679E+001, 1.2706438E+001, 3.5745078E+001, 2.8189977E+001, 1.7397758E+001, 1.0147093E+001, 3.1538943E+001, 2.0565585E+001, 1.2047041E+001, 6.2638898E+000, 2.2224369E+001, 1.5192293E+001, 9.1886114E+000, 5.0348001E+000
 5.2500539E+001, 4.7782858E+001, 4.8196964E+001, 4.3636738E+001, 1.8755592E+001, 5.1275428E+001, 4.2480286E+001, 3.1697510E+001, 1.0384729E+001, 4.4876814E+001, 4.2189197E+001, 3.1971459E+001, 1.5919281E+001, 4.0540568E+001, 3.8517667E+001, 2.6781408E+001, 1.5972293E+001, 3.3392235E+001, 2.8118940E+001, 2.0610973E+001, 8.8986463E+000, 3.0348303E+001, 2.2008406E+001, 1.4593031E+001, 7.4250033E+000, 2.7774595E+001, 1.7163565E+001, 9.4095609E+000, 4.6873048E+000
 5.3000353E+001, 5.2524325E+001, 4.9612815E+001, 4.3873957E+001, 2.4141789E+001, 4.5172167E+001, 3.8956821E+001, 2.7005375E+001, 1.4796341E+001, 3.7545417E+001, 3.3056479E+001, 2.0932564E+001, 1.2556865E+001, 3.7487953E+001, 3.2977233E+001, 2.1630884E+001, 9.9405667E+000, 3.7271130E+001, 3.1310342E+001, 2.1254444E+001, 8.0982733E+000, 3.1070478E+001, 2.2787946E+001, 1.5041341E+001, 7.7168109E+000, 2.2400707E+001, 1.3852199E+001, 8.7031891E+000, 5.1361266E+000
 5.3500012E+001, 4.9474533E+001, 4.8620212E+001, 4.5790420E+001, 1.8481210E+001, 4.9754857E+001, 4.2583918E+001, 3.3157768E+001, 1.5909137E+001, 4.1600643E+001, 3.9341775E+001, 3.3951747E+001, 2.1480035E+001, 3.7156169E+001, 3.4743513E+001, 2.7459807E+001, 1.8222822E+001, 2.8803541E+001, 2.4817934E+001, 1.7056305E+001, 1.3240393E+001, 2.3597074E+001, 1.7912388E+001, 1.2402963E+001, 8.4615181E+000, 1.9032726E+001, 1.2801502E+001, 9.0951905E+000, 4.6484467E+000
 5.4000188E+001, 4.8528883E+001, 4.6294025E+001, 4.2189938E+001, 2.1827161E+001, 4.7752824E+001, 4.0520379E+001, 2.4652593E+001, 9.8010403E+000, 4.2946456E+001, 3.8508931E+001, 2.7229888E+001, 1.1112688E+001, 3.7712445E+001, 3.2487587E+001, 2.4469315E+001, 1.2466478E+001, 3.1918837E+001, 2.4260462E+001, 1.9451594E+001, 9.2732207E+000, 2.8583986E+001, 1.7881077E+001, 1.3017044E+001, 5.3741594E+000, 2.4662616E+001, 1.6323448E+001, 1.1855247E+001, 4.0467173E+000
 5.4500176E+001, 4.8253209E+001, 4.8752540E+001, 4.4772295E+001, 2.7278351E+001, 4.7331453E+001, 3.9778262E+001, 3.2366378E+001, 1.4008661E+001, 4.2381479E+001, 3.4785367E+001, 2.7653853E+001, 1.1999442E+001, 4.0586584E+001, 3.1389249E+001, 2.3137953E+001, 1.5146689E+001, 3.6887922E+001, 3.2719510E+001, 2.4394537E+001, 1.6554964E+001, 3.2802856E+001, 2.7238028E+001, 2.0454398E+001, 1.3651185E+001, 2.9224837E+001, 2.1121554E+001, 1.2436695E+001, 7.2211269E+000
 5.5000336E+001, 4.9000515E+001, 4.9453681E+001, 4.3419040E+001, 2.8199545E+001, 5.0615528E+001, 4.1664999E+001, 3.7230413E+001, 1.2564461E+001, 4.0749406E+001, 3.4045191E+001, 2.9371991E+001, 1.4434996E+001, 3.6640559E+001, 3.2510479E+001, 2.6229343E+001, 1.7402942E+001, 3.4412575E+001, 3.0736279E+001, 2.4886679E+001, 1.9161916E+001, 2.9587307E+001, 2.5757789E+001, 2.0201057E+001, 1.3592283E+001, 2.5832870E+001, 2.0610162E+001, 1.5063222E+001, 9.1321690E+000
 5.5500172E+001, 4.6545004E+001, 4.8096397E+001, 4.4890257E+001, 2.3704779E+001, 4.8611227E+001, 4.5132046E+001, 3.3702452E+001, 1.0463946E+001, 4.3189339E+001, 3.9434223E+001, 2.7774559E+001, 9.5951063E+000, 3.9149216E+001, 3.1148347E+001, 2.5757543E+001, 1.3343476E+001, 3.1386131E+001, 2.6002653E+001, 2.0395244E+001, 1.2722434E+001, 2.7999337E+001, 2.1442893E+001, 1.6584812E+001, 9.5052522E+000, 2.4120511E+001, 1.6826953E+001, 1.2052274E+001, 7.0331518E+000
 5.6000374E+001, 4.7001891E+001, 4.5922912E+001, 4.2234615E+001, 2.5825609E+001, 4.7371882E+001, 4.3947281E+001, 3.1440627E+001, 1.0896166E+001, 4.2018780E+001, 3.9900066E+001, 3.1953841E+001, 1.5414194E+001, 4.0289437E+001, 3.1724534E+001, 2.4318309E+001, 1.0615470E+001, 3.9755163E+001, 3.1998660E+001, 2.1272001E+001, 7.5026282E+000, 3.6661995E+001, 2.9931398E+001, 1.5258971E+001, 5.4895686E+000, 3.2617648E+001, 2.3784664E+001, 1.2647593E+001, 4.5917161E+000
 5.6500265E+001, 5.0603919E+001, 4.6289427E+001, 4.3486361E+001, 2.5326041E+001, 4.9257567E+001, 4.1407470E+001, 3.1022858E+001, 1.0007020E+001, 4.3286255E+001, 3.5829423E+001, 2.4420485E+001, 1.0515367E+001, 4.0723534E+001, 3.1411733E+001, 1.9965132E+001, 8.1796296E+000, 3.8806479E+001, 2.6618928E+001, 1.5479106E+001, 6.8485938E+000, 3.6004677E+001, 2.6264037E+001, 1.5499055E+001, 7.6995015E+000, 3.5544295E+001, 2.4019215E+001, 1.4080028E+001, 6.1464248E+000
 5.7000449E+001, 5.0352025E+001, 5.0892299E+001, 4.3665427E+001, 3.2027997E+001, 4.9798726E+001, 4.2427380E+001, 3.0712972E+001, 1.4900307E+001, 4.3003907E+001, 4.0627696E+001, 2.6379482E+001, 1.7992469E+001, 4.0344186E+001, 3.8963205E+001, 2.9849097E+001, 2.4325740E+001, 3.6119382E+001, 3.4895489E+001, 2.6251216E+001, 2.0711750E+001, 3.1485917E+001, 2.6627586E+001, 1.8423383E+001, 1.2884697E+001, 2.9345762E+001, 2.0040742E+001, 1.1175807E+001, 5.0679961E+000
 5.7500576E+001, 5.4075395E+001, 4.7700929E+001, 4.3345526E+001, 3.0990873E+001, 4.6465059E+001, 4.3816939E+001, 3.4111022E+001, 1.5549002E+001, 3.7809386E+001, 3.8986507E+001, 2.8411990E+001, 1.7567451E+001, 3.5265810E+001, 3.5400951E+001, 2.4228291E+001, 1.6829077E+001, 3.6678999E+001, 3.3031873E+001, 2.5268011E+001, 1.9172310E+001, 3.5234127E+001, 3.2531745E+001, 2.6229754E+001, 1.8648239E+001, 2.6537579E+001, 2.5618033E+001, 2.3956667E+001, 1.7402126E+001
 5.8000039E+001, 5.1992126E+001, 5.3336757E+001, 4.6685310E+001, 2.6186575E+001, 4.9297758E+001, 4.5106407E+001, 3.4784777E+001, 1.5282388E+001, 3.9625254E+001, 3.7193375E+001, 3.4311481E+001, 2.3310855E+001, 3.3095027E+001, 2.8056999E+001, 2.3115233E+001, 1.5335452E+001, 2.5727646E+001, 2.0434534E+001, 1.5983731E+001, 1.1120081E+001, 2.2853917E+001, 1.7179621E+001, 1.3545121E+001, 1.0706478E+001, 2.2579907E+001, 1.6364983E+001, 1.3928078E+001, 9.4839195E+000
 5.8500492E+001, 4.9074105E+001, 4.8060579E+001, 4.2794478E+001, 2.5793215E+001, 4.7634812E+001, 3.9783432E+001, 3.4679514E+001, 1.2544513E+001, 4.4734026E+001, 4.1725370E+001, 2.7670113E+001, 1.5511443E+001, 3.9805338E+001, 3.7302795E+001, 3.0101519E+001, 1.8111019E+001, 3.5482451E+001, 2.9529797E+001, 2.3962902E+001, 9.9024181E+000, 3.1244550E+001, 2.1810068E+001, 1.9370416E+001, 1.2378041E+001, 2.6032433E+001, 1.7510131E+001, 1.5083452E+001, 1.2737565E+001
 5.9000327E+001, 5.0086233E+001, 4.7188714E+001, 4.3277347E+001, 2.6920897E+001, 5.0421996E+001, 4.2452901E+001, 2.9120053E+001, 9.9715475E+000, 4.3550052E+001, 4.0572143E+001, 2.3835714E+001, 7.0929354E+000, 4.1095919E+001, 3.5722209E+001, 2.2519815E+001, 8.2929478E+000, 3.8697883E+001, 3.4880657E+001, 2.5869065E+001, 1.2424359E+001, 3.4965729E+001, 3.1732803E+001, 2.5137833E+001, 1.0663946E+001, 3.1420829E+001, 2.7574867E+001, 1.8834169E+001, 9.0025234E+000
 5.9500185E+001, 5.1731647E+001, 4.7330335E+001, 4.4167613E+001, 2.5505725E+001, 4.6924077E+001, 4.0512145E+001, 3.4120707E+001, 1.7157090E+001, 3.9016200E+001, 3.8093958E+001, 2.6180613E+001, 1.3764103E+001, 3.5185397E+001, 3.3963360E+001, 2.2098826E+001, 1.1379473E+001, 3.8595162E+001, 3.0966533E+001, 2.1097543E+001, 1.3711451E+001, 3.8201186E+001, 3.1869125E+001, 2.2950269E+001, 1.4378586E+001, 3.3674717E+001, 2.8544284E+001, 2.0981174E+001, 9.0494190E+000
 6.0000397E+001, 5.1141752E+001, 4.7053030E+001, 4.2316565E+001, 2.7423893E+001, 4.7177824E+001, 4.0964882E+001, 3.5949117E+001, 1.6567352E+001, 4.0766390E+001, 3.7408734E+001, 3.2774638E+001, 2.6228613E+001, 3.5705131E+001, 2.7824860E+001, 2.5017294E+001, 2.0852101E+001, 3.1209730E+001, 2.0478052E+001, 1.7874886E+001, 1.2747338E+001, 3.1419160E+001, 1.9010846E+001, 1.3516846E+001, 8.9189166E+000, 2.5760215E+001, 1.4486648E+001, 8.6042223E+000, 5.4599265E+000
 6.0500517E+001, 5.0097623E+001, 5.1041980E+001, 4.2671934E+001, 2.7582544E+001, 5.0930537E+001, 4.4517211E+001, 3.8501804E+001, 1.3132082E+001, 4.4422956E+001, 4.3129412E+001, 3.6910249E+001, 1.6673334E+001, 3.7603056E+001, 3.7356767E+001, 2.9464572E+001, 1.4026050E+001, 3.4724196E+001, 3.2715923E+001, 2.0320208E+001, 1.2738906E+001, 3.2115640E+001, 2.7880160E+001, 1.9417533E+001, 1.1459331E+001, 2.9012972E+001, 2.2559312E+001, 1.5683266E+001, 1.0037939E+001
 6.1000363E+001, 5.2876528E+001, 4.7471503E+001, 4.4367661E+001, 2.5354445E+001, 4.5479761E+001, 3.9744616E+001, 3.2985922E+001, 1.2866875E+001, 3.9653859E+001, 3.8407558E+001, 2.7376854E+001, 1.5386017E+001, 4.2236048E+001, 3.6661075E+001, 2.8201375E+001, 1.3728891E+001, 3.9773623E+001, 3.5849613E+001, 2.5856643E+001, 1.6564704E+001, 3.8030440E+001, 3.1526855E+001, 2.0336891E+001, 1.2362894E+001, 3.4384004E+001, 2.5500370E+001, 1.6180278E+001, 8.2132178E+000
 6.1500518E+001, 5.1998950E+001, 4.6945007E+001, 4.2467356E+001, 3.0681383E+001, 4.6062393E+001, 3.9033458E+001, 3.7721714E+001, 1.4294142E+001, 4.2203772E+001, 3.5279518E+001, 3.0514168E+001, 1.4855490E+001, 3.7216410E+001, 3.2674414E+001, 2.7321609E+001, 1.2950909E+001, 3.5197958E+001, 2.8033618E+001, 2.2855241E+001, 1.6160628E+001, 3.2909920E+001, 2.4692181E+001, 1.9264133E+001, 1.0453571E+001, 3.2051212E+001, 2.2488830E+001, 1.3129166E+001, 7.6699582E+000
 6.2000150E+001, 5.3815019E+001, 4.6295422E+001, 4.2001923E+001, 2.6937298E+001, 4.6933230E+001, 4.1510993E+001, 3.2666864E+001, 1.3431520E+001, 4.4650017E+001, 3.6100905E+001, 3.2507453E+001, 1.3326004E+001, 4.1980499E+001, 3.0810946E+001, 2.5925036E+001, 1.4764365E+001, 3.7715686E+001, 2.7001809E+001, 2.2107224E+001, 1.2445565E+001, 3.1994595E+001, 2.5385425E+001, 2.0519363E+001, 1.4721692E+001, 2.8415516E+001, 2.3149063E+001, 1.9252736E+001, 1.2393256E+001
 6.2500455E+001, 5.6426742E+001, 5.0209949E+001, 4.7471911E+001, 2.5891510E+001, 4.5697395E+001, 4.0737901E+001, 3.5057221E+001, 1.6026905E+001, 4.1685546E+001, 3.8161189E+001, 2.9757182E+001, 1.6128216E+001, 4.2498868E+001, 3.8711156E+001, 2.8672393E+001, 1.6538314E+001, 3.8725201E+001, 3.4328195E+001, 2.1116094E+001, 1.1435681E+001, 3.4096711E+001, 2.6525580E+001, 1.8184803E+001, 9.8635649E+000, 2.8831196E+001, 2.0429397E+001, 1.2958044E+001, 6.9992350E+000
 6.3000353E+001, 6.2111974E+001, 5.3160492E+001, 4.7514446E+001, 3.1289046E+001, 4.5245213E+001, 4.2864398E+001, 3.4389704E+001, 1.5947285E+001, 4.0576532E+001, 3.6416585E+001, 2.9423815E+001, 1.2907661E+001, 3.5761911E+001, 3.3189469E+001, 2.7791479E+001, 1.3629642E+001, 3.4322433E+001, 3.2403695E+001, 2.8260965E+001, 1.5646987E+001, 3.3230769E+001, 3.0745352E+001, 2.4131787E+001, 1.7081285E+001, 3.1545820E+001, 2.5261715E+001, 2.0506134E+001, 1.4436472E+001
 6.3500249E+001, 5.9269753E+001, 5.1188096E+001, 4.4850664E+001, 3.1289021E+001, 4.6981652E+001, 4.6340754E+001, 4.1255854E+001, 2.3481845E+001, 4.2588756E+001, 4.3207406E+001, 3.2453230E+001, 2.1508705E+001, 3.6956101E+001, 3.7870530E+001, 2.7653931E+001, 1.7400804E+001, 2.7966710E+001, 2.8372264E+001, 2.1933276E+001, 1.5015634E+001, 2.4651068E+001, 2.3119638E+001, 1.8036175E+001, 1.3272475E+001, 2.3128324E+001, 2.1234083E+001, 1.6542416E+001, 1.3276334E+001
 6.4000420E+001, 5.4706977E+001, 4.9637141E+001, 4.3138431E+001, 3.3692542E+001, 4.7543947E+001, 4.3512830E+001, 3.6053190E+001, 1.3383272E+001, 4.3303541E+001, 4.1770020E+001, 3.3379442E+001, 1.7247427E+001, 4.1096060E+001, 4.1444769E+001, 2.9383762E+001, 1.5350135E+001, 4.0425162E+001, 3.9090373E+001, 2.5941865E+001, 1.4528320E+001, 3.5711408E+001, 2.9996843E+001, 2.1853286E+001, 1.4718949E+001, 2.6893901E+001, 2.2225841E+001, 1.7100607E+001, 1.3033868E+001
 6.4500092E+001, 5.6238925E+001, 4.7397767E+001, 4.2759338E+001, 3.5850779E+001, 4.3532472E+001, 4.2429119E+001, 3.3984779E+001, 1.4931224E+001, 4.4638707E+001, 4.0104002E+001, 2.8632869E+001, 1.6088425E+001, 4.6904009E+001, 4.1596022E+001, 2.8644967E+001, 1.6718533E+001, 4.3081535E+001, 3.9234395E+001, 3.0951835E+001, 1.5131521E+001, 4.0258956E+001, 3.3840799E+001, 2.3912553E+001, 1.2132011E+001, 3.6896945E+001, 2.5952992E+001, 1.5617231E+001, 8.5363054E+000
 6.5000161E+001, 5.1811483E+001, 4.7175630E+001, 4.3273417E+001, 2.7391981E+001, 4.5890183E+001, 4.3226736E+001, 3.7669550E+001, 1.7357658E+001, 3.9234699E+001, 3.5901768E+001, 3.2647644E+001, 2.5362021E+001, 4.2303619E+001, 2.9261572E+001, 2.5130335E+001, 1.4940698E+001, 3.9129117E+001, 2.5021204E+001, 1.7349076E+001, 1.0047824E+001, 3.7831514E+001, 2.6097408E+001, 1.6251810E+001, 9.7846997E+000, 3.4693526E+001, 2.5505061E+001, 1.6970555E+001, 1.2011233E+001
 6.5500119E+001, 5.1641936E+001, 4.8079269E+001, 4.4169056E+001, 3.4173598E+001, 5.0757127E+001, 4.4649915E+001, 3.5793691E+001, 1.5942430E+001, 4.4605628E+001, 4.3770110E+001, 3.4739269E+001, 2.5700067E+001, 3.9170777E+001, 3.6347659E+001, 2.8975472E+001, 1.4314589E+001, 3.7619790E+001, 3.3728704E+001, 2.2844620E+001, 1.3655583E+001, 3.8463302E+001, 3.2108954E+001, 2.0119983E+001, 1.1302370E+001, 3.3588214E+001, 2.4166789E+001, 1.6903994E+001, 9.2020085E+000
 6.6000179E+001, 5.7633019E+001, 4.8780948E+001, 4.3019626E+001, 2.9001053E+001, 4.6732356E+001, 4.2831040E+001, 3.8931826E+001, 1.5601898E+001, 4.1207647E+001, 4.1278991E+001, 2.9223333E+001, 1.2941523E+001, 4.1313608E+001, 4.0917252E+001, 3.0723147E+001, 1.6987631E+001, 3.9073546E+001, 3.5090527E+001, 2.8089629E+001, 1.6251856E+001, 3.6441720E+001, 2.6031024E+001, 2.1281405E+001, 1.1342746E+001, 3.3535017E+001, 1.8686797E+001, 1.2819452E+001, 5.6762587E+000
 6.6500065E+001, 5.4967391E+001, 4.6207934E+001, 4.1294774E+001, 3.0608456E+001, 4.5231526E+001, 4.1000264E+001, 3.8420294E+001, 1.6692721E+001, 3.8797142E+001, 3.8714515E+001, 3.0279025E+001, 1.5289204E+001, 3.7362748E+001, 3.6841431E+001, 2.7196351E+001, 1.7912587E+001, 3.7539754E+001, 3.3330487E+001, 2.3283818E+001, 1.8353507E+001, 3.7994408E+001, 3.1408601E+001, 2.6922854E+001, 1.6755604E+001, 3.3908126E+001, 2.7278332E+001, 2.5094989E+001, 1.4457035E+001
 6.7000019E+001, 5.6199549E+001, 4.8252675E+001, 4.3150506E+001, 2.5502812E+001, 4.7077824E+001, 4.0396225E+001, 3.3919764E+001, 1.4803330E+001, 4.0827371E+001, 3.8091083E+001, 2.6892266E+001, 1.4381335E+001, 3.8897062E+001, 3.5002120E+001, 2.4961788E+001, 1.7739939E+001, 3.3339067E+001, 3.3497731E+001, 2.8750993E+001, 2.0140172E+001, 2.8883650E+001, 3.0716381E+001, 2.6859284E+001, 1.9053733E+001, 2.6784522E+001, 2.7197786E+001, 2.1753016E+001, 1.6411995E+001
 6.7500652E+001, 5.7483623E+001, 4.7525148E+001, 4.2010674E+001, 3.2589905E+001, 4.9571094E+001, 4.2345218E+001, 3.7136932E+001, 1.8912218E+001, 4.4400403E+001, 4.2466924E+001, 3.6985434E+001, 2.5992428E+001, 3.7251645E+001, 3.6716866E+001, 3.1707945E+001, 2.2747649E+001, 3.4929821E+001, 3.0219608E+001, 2.4452796E+001, 1.7056882E+001, 3.4125227E+001, 2.5008170E+001, 2.0661083E+001, 1.2580693E+001, 3.2912058E+001, 1.9869899E+001, 1.4983931E+001, 9.6982838E+000
 6.8000262E+001, 5.9888364E+001, 4.7467710E+001, 4.2910010E+001, 3.0970841E+001, 4.4630433E+001, 4.2002439E+001, 3.4686029E+001, 1.6577074E+001, 4.1125730E+001, 3.9494542E+001, 2.9846757E+001, 1.4884616E+001, 4.2178546E+001, 3.6965801E+001, 3.2844767E+001, 1.9622011E+001, 3.9119987E+001, 3.7745463E+001, 2.9904018E+001, 2.0783450E+001, 3.6571492E+001, 2.9230087E+001, 2.4240742E+001, 1.7493538E+001, 3.0769123E+001, 2.2019282E+001, 1.7110710E+001, 1.3428243E+001
 6.8500219E+001, 5.6958528E+001, 4.7735959E+001, 4.4212723E+001, 3.2927464E+001, 4.8765493E+001, 4.2556204E+001, 3.6514700E+001, 1.7347008E+001, 4.5180338E+001, 3.9545813E+001, 3.2538465E+001, 1.6200241E+001, 4.1302864E+001, 3.6902562E+001, 3.3548893E+001, 1.5146128E+001, 4.4077366E+001, 3.2153028E+001, 2.4461457E+001, 1.4091713E+001, 4.1933074E+001, 2.8278232E+001, 2.1115083E+001, 1.4810465E+001, 3.6554603E+001, 2.7136926E+001, 1.9880360E+001, 1.2631805E+001
 6.9000057E+001, 5.6270926E+001, 4.9150443E+001, 4.4772451E+001, 2.9066098E+001, 4.4345628E+001, 4.0471703E+001, 3.3898348E+001, 1.8786419E+001, 4.1327688E+001, 4.3870482E+001, 3.4409018E+001, 2.1413122E+001, 3.6774875E+001, 3.5328277E+001, 2.9560734E+001, 2.0471148E+001, 3.4914106E+001, 3.0069427E+001, 2.4821381E+001, 1.8254218E+001, 3.3363381E+001, 2.6083378E+001, 2.0115513E+001, 1.6911381E+001, 2.8809312E+001, 2.2932736E+001, 1.7652407E+001, 1.2819014E+001
 6.9500558E+001, 5.8230408E+001, 4.9884613E+001, 4.4091048E+001, 2.8066440E+001, 4.7532243E+001, 4.5934015E+001, 4.1052374E+001, 1.9029418E+001, 4.2038417E+001, 4.2142528E+001, 3.4047202E+001, 1.6977044E+001, 4.2358171E+001, 3.9512447E+001, 3.1624148E+001, 2.1949560E+001, 4.0217412E+001, 3.4587133E+001, 2.8530057E+001, 1.9352781E+001, 3.2778249E+001, 2.7365922E+001, 2.3392012E+001, 1.5092220E+001, 2.6071347E+001, 2.3293069E+001, 1.9232474E+001, 1.2894198E+001
 7.0000280E+001, 5.8687444E+001, 4.9966479E+001, 4.5027738E+001, 3.0708119E+001, 4.4991419E+001, 4.2104376E+001, 3.3194915E+001, 1.3084781E+001, 4.2611609E+001, 4.0461656E+001, 3.2826425E+001, 1.1364552E+001, 4.1867726E+001, 4.0498639E+001, 3.0827401E+001, 1.1552297E+001, 4.4142788E+001, 3.9341811E+001, 2.7066232E+001, 1.3058006E+001, 4.1633451E+001, 3.5108457E+001, 2.3670026E+001, 1.3760497E+001, 4.0145283E+001, 3.2383813E+001, 2.2533658E+001, 1.1898743E+001
 7.0500218E+001, 5.5214969E+001, 4.6224153E+001, 4.0621520E+001, 2.1622454E+001, 5.1064682E+001, 4.4490502E+001, 4.1067897E+001, 1.3113071E+001, 4.4943780E+001, 4.2606808E+001, 3.2648459E+001, 1.3827515E+001, 3.9925722E+001, 4.0278191E+001, 2.9194933E+001, 1.3526027E+001, 3.6534023E+001, 3.4377863E+001, 2.6239216E+001, 1.6281204E+001, 3.1441581E+001, 2.9031199E+001, 2.2606794E+001, 1.5912066E+001, 2.8483846E+001, 2.3183147E+001, 1.8588324E+001, 1.3239567E+001
 7.1000486E+001, 5.8204627E+001, 4.5989094E+001, 4.2371180E+001, 2.5077009E+001, 4.7206984E+001, 3.8723995E+001, 3.4131107E+001, 1.0553273E+001, 4.3924731E+001, 3.9553092E+001, 3.4915159E+001, 1.5444059E+001, 4.3576016E+001, 4.3033710E+001, 3.5227567E+001, 2.1368072E+001, 4.3951907E+001, 3.7534195E+001, 2.5928827E+001, 1.3790293E+001, 4.3465284E+001, 3.2115848E+001, 1.9852582E+001, 9.5345683E+000, 3.8880742E+001, 2.9569590E+001, 1.7528393E+001, 7.0405028E+000
 7.1500008E+001, 5.7153024E+001, 4.8833094E+001, 4.4185642E+001, 2.4223245E+001, 4.5007418E+001, 3.9138644E+001, 3.1936654E+001, 1.4752283E+001, 4.2569312E+001, 3.7522002E+001, 2.8307148E+001, 1.6548325E+001, 3.9895128E+001, 3.3406962E+001, 2.6305597E+001, 1.9137812E+001, 4.2186779E+001, 3.4337377E+001, 2.8057876E+001, 2.0872608E+001, 4.0151431E+001, 3.3095154E+001, 2.8206142E+001, 2.0395650E+001, 3.5610461E+001, 2.5554044E+001, 2.1233477E+001, 1.6273487E+001
