nodenumber,x-coordinate,y-coordinate,z-coordinate,heat-release-rate,velocity-magnitude,x-velocity,y-velocity,z-velocity,cell-reynolds-number,cell-convective-courant-number,temperature,absorption-coefficient,volumetric-absorbed-radiation,volumetric-emitted-radiation,rmse-flamelet-surrounding-temperature-ratio,rmse-flamelet-temperature-excess,rmse-flamelet-volume-fraction,rmse-heat-release-rate,rmse-reactivity,rmse-soot-volume-fraction-2,rmse-subgrid-combustion-factor,mean-flamelet-surrounding-temperature-ratio,mean-flamelet-temperature-excess,mean-flamelet-volume-fraction,mean-heat-release-rate,mean-reactivity,mean-soot-volume-fraction-2,mean-subgrid-combustion-factor,mean-pressure,mean-velocity-magnitude,mean-x-velocity,mean-y-velocity,mean-z-velocity,mean-temperature,mean-o2-mass-fraction,mean-co2-mass-fraction,mean-h2o-mass-fraction,rmse-pressure,rmse-velocity-magnitude,rmse-x-velocity,rmse-y-velocity,rmse-z-velocity,rmse-temperature,rmse-o2-mass-fraction,rmse-co2-mass-fraction,rmse-h2o-mass-fraction,sgs-viscosity-ratio,c2h4,o2,co2,h2o,soot-volume-fraction,soot-rate,soot-oxidation-rate,udm-0,udm-1,udm-2,udm-3,udm-4,udm-5,udm-6,udm-7,udm-8,udm-9,udm-10,udm-11,udm-12,udm-13,udm-14,udm-15,viscosity-lam,heat-flux,surf-incident-radiation,strain-rate-mag
1,0.0,-9.604152939e-19,0.2249999962,1495892.965,2.97926208,0.1387080233,-0.0006149828596,2.972508078,55.80154209,1.911779387,1427.670323,2.119799939,131728.6641,1989023.189,0.08519788,52.92034001,0.2068116653,8309267.611,0.1523934599,0.2510178495,0.7582820251,1.031441637,19.28331188,0.534402388,3958040.12,0.1732718839,0.3239308891,0.8187018873,-0.8128177292,2.641235408,-0.01641787181,-0.01245660365,2.641151214,1218.179885,0.02641550615,0.102988225,0.0413515649,1.109901497,1.031207208,0.3369681604,0.3173547254,0.9214751699,337.8917517,0.04798673327,0.03595866629,0.01284612928,0.09834094688,0.100366547,0.001120482351,0.1360181846,0.05077152681,7.110694119e-07,0.03808417621,0.004238353025,0.63976331,1.0,1427.670323,1427.670323,1.002002006,0.0,0.2686719247,0.2922174411,0.7453145126,0.63976331,9.725005234e-05,1.097499808e-05,0.001130422487,0.09834094688,27.06276054,0.03674193515,5.081637514e-05,0.0,0.0,112.5116976
2,0.42812500000000003,-9.604152939e-19,0.2249999962,12490500.23,2.905175233,0.008956262726,-0.1823280284,2.895485345,50.76685885,1.889279904,1469.312449,1.872177517,112200.9105,1965159.382,0.08527429239,52.8788506,0.2009162768,8285260.115,0.1660548644,0.2507778536,0.724394506,1.032039854,19.79584098,0.5319444814,4019857.287,0.1847588565,0.3150780983,0.8212193999,-0.8152448419,2.628385575,-0.01556680415,-0.01235454484,2.628308645,1211.44864,0.03073413753,0.1011800288,0.04045993408,1.109953342,1.042983647,0.3421697094,0.3156207306,0.9333225999,351.9534661,0.05113360965,0.03809947642,0.0136753261,0.1235805265,0.06069534639,0.01377852744,0.1317643978,0.04875221602,6.006146773e-07,0.01031572142,0.01225580409,0.5847673218,1.093816477,1538.063599,1405.869141,1.023063088,68.75115097,0.2512369432,0.2940570343,0.8996177348,0.5635975319,0.001158005224,9.815995438e-05,0.009426696058,0.1235805265,40.27254935,0.02902604518,5.258397892e-05,0.0,0.0,152.3069437
3,0.8562500000000001,-9.604152939e-19,0.2249999962,11730210.97,2.320567846,-0.06792615897,-0.231091092,2.306350458,91.84937882,1.529765729,1010.673539,0.9441715738,50179.11482,930971.883,0.08763663552,54.35005557,0.1958895438,8502404.931,0.1928861358,0.24691323269999998,0.7415009009,1.034690575,21.5617273,0.5244878819,4310968.978,0.2075740067,0.2927927187,0.8224330298,-0.819549203,2.581406917,-0.009307489028,-0.009240172628,2.581366554,1198.763352,0.04003122909,0.09726782248,0.03857753227,1.10993647,1.0639139,0.3496372161,0.3186708459,0.9529458026,383.2183436,0.05635779799,0.04224318531,0.0151801087,0.3752818257,0.005154795444,0.08917209726,0.06978521294,0.02695925418,2.419720432e-07,-0.007891676259,0.01037441893,0.3928725656,1.093816477,1079.42469,947.2302322,1.096619651,68.75115097,0.5965618752,0.4879717602,0.9613015549,0.3717027757,0.00145842394,9.270147256e-05,0.008851945285,0.3752818257,65.91673676,0.02095380038,4.055779056e-05,0.0,0.0,157.8054582
4,1.2843749999999998,-9.604152939e-19,0.2249999962,0.05221673152,1.818348852,-0.1201414005,-0.08382942135,1.807549982,182.1685876,1.181856954,421.1988851,0.3684630705,15457.26736,4285.410117,0.08959523108,55.99022331,0.191511945,8735648.541,0.217780186,0.2383676309,1.002573922,1.037432817,23.58754217,0.5023849754,4570522.657,0.2405026343,0.2539085991,0.8130846658,-0.8246829584,2.470082734,0.001940104144,-5.358006083e-05,2.470065531,1155.946033,0.05382816024,0.08962663899,0.03542635367,1.109957581,1.064747991,0.3574504874,0.32753349,0.9478898691,424.5907426,0.06131272163,0.04673469212,0.01686893671,0.5578199041,0.000440129686,0.157752236,0.009856666304,0.004961573418,8.909902962e-08,-2.7718062200000003e-14,2.7718062200000003e-14,0.2706946541,1.0,421.1988851,421.1988851,1.075913628,0.0,1.288539733,0.5203520981,0.6559918493,0.2706946541,0.0004026868423,6.584615406e-12,3.925614762e-11,0.5578199041,41.92346388,0.03404184395,2.378435251e-05,0.0,0.0,91.62898949
5,1.7125000000000001,-9.604152939e-19,0.2249999962,9.292206523e-06,1.696617824,-0.1722728036,0.0480157653,1.686715449,243.8358161,1.119165386,347.2096328,0.1594941994,5864.397574,617.7105896,0.09096554159,57.46679898,0.1841454995,8943684.619,0.2404119941,0.22270380950000002,1.154431762,1.037529209,23.93732255,0.4662631504,4384108.798,0.2852823614,0.2057110679,0.8045009543,-0.8292847733,2.284024395,0.01470056763,0.01048834118,2.283935229,1066.192702,0.07133415347,0.07772190432,0.03094284296,1.110095633,1.02414398,0.3630362567,0.3343599875,0.8971452697,455.4140341,0.06416394264,0.0495177993,0.01811356245,0.4267184372,5.643621059e-05,0.1650697604,0.003814035137,0.002078367908,3.360309132e-08,-2.366664381e-18,2.366664381e-18,0.3135950525,1.0,347.2096328,347.2096328,1.001635604,0.0,1.774698273,0.167051226,0.4261133389,0.3135950525,6.556535172e-05,3.451393111e-15,7.064561311e-15,0.4267184372,5.228698822,0.06439981928,2.119333608e-05,0.0,0.0,50.9545624
6,2.140625,-7.203114704e-19,0.2249999962,3.181141386e-07,1.658684737,-0.1715749036,0.02064719011,1.648646694,258.0953055,1.104217798,336.8675452,0.1284730643,4250.041612,389.177185,0.08974189435,56.15721442,0.1765541016,8816339.681,0.2608869479,0.2024584393,1.128490909,1.032893497,20.7962867,0.4321170848,3689144.375,0.3303381356,0.1630525711,0.7813812993,-0.832750183,2.056490448,0.02680505965,0.01871752024,2.056211593,950.0655651,0.08921415015,0.06439217699,0.02596726615,1.110750871,0.9561405599,0.3637779639,0.3332902005,0.8187918132,468.1538349,0.06457194492,0.05024066495,0.01869995846,0.3769385523,2.425689153e-05,0.1661503337,0.002902057578,0.001682477356,2.867202705e-08,-5.794462618e-19,5.794462618e-19,0.3343079199,1.0,336.8675452,336.8675452,1.000278029,0.0,1.881205012,0.1444802256,0.4294639943,0.3343079199,3.000354596e-05,1.2545946e-16,2.406348446e-16,0.3769385523,2.377769792,0.07759427393,2.082526609e-05,0.0,0.0,42.16508044
7,2.5687499999999996,-4.80207647e-19,0.2249999962,9.088019633e-06,1.676113127,-0.1967484561,-0.04594051396,1.663021817,237.8697308,1.131034117,357.636987,0.1912894028,5860.720425,782.6613614,0.08510656689,52.17978123,0.1761632779,8269448.836,0.2755828871,0.1850933678,1.14193046,1.026741535,16.61416866,0.4086650506,2969105.357,0.3604059601,0.1323870274,0.7407045849,-0.8357653302,1.833455609,0.03719657553,0.02401420793,1.832904923,849.4602741,0.1034980415,0.05359439504,0.02179466991,1.112126518,0.8849577932,0.3618044969,0.3283079249,0.7375907706,470.8862232,0.06319433483,0.04979811844,0.01878546665,0.3792650628,3.980951613e-05,0.1642431552,0.00443480682,0.002534785274,4.499465217e-08,-3.1263971999999998e-18,3.1263971999999998e-18,0.3340312313,1.0,357.636987,357.636987,1.000783041,0.0,1.71560493,0.03456168903,0.3574133052,0.3340312313,4.58329069e-05,3.825205373e-15,6.870541243e-15,0.3792650628,4.137860569,0.07062573737,2.156866332e-05,0.0,0.0,46.27740302
8,2.9968749999999997,-2.401038235e-19,0.2249999962,0.002657753228,1.625625676,-0.2652824732,-0.07448581343,1.600672308,196.6845325,1.148696116,409.0187086,0.3329018117,9562.557519,2581.146437,0.07993983227,47.9836562,0.1825522608,7588755.754,0.2815710842,0.17366847189999998,1.170035293,1.022172033,13.56689171,0.3913811172,2420513.91,0.3736977893,0.1117174435,0.7050751065,-0.8397444488,1.63111265,0.04504571612,0.02333682289,1.630311707,777.3605876,0.1135704523,0.04606758047,0.01880361666,1.113637763,0.8171038796,0.3584960161,0.3196194537,0.6608147033,465.6443627,0.06062747913,0.04857739567,0.01848860101,0.3145465196,6.905570618e-05,0.1592562684,0.008615606693,0.004506499568,7.496990666e-08,-4.242566871e-15,4.242566871e-15,0.3616711561,1.0,409.0187086,409.0187086,1.002319607,0.0,1.436074826,0.05958512365,0.3988682667,0.3616711561,6.959627638e-05,1.053466322e-12,2.010309616e-12,0.3145465196,8.200378138,0.06733453777,2.33784083e-05,0.0,0.0,46.72967301
9,3.4250000510000005,0.0,0.2249999996,0.3140406421,1.503070961,-0.336460741,-0.0700537145,1.460637688,140.334051,1.119392945,497.5671359,0.5402056109,14685.18759,9448.110307,0.07446630279,43.34881476,0.1899002154,6871049.586,0.2829351482,0.17048284860000001,1.157502213,1.018205466,10.89978289,0.3753007486,1945019.401,0.3825679862,0.09968443973999999,0.6715412387,-0.8457148419,1.447336595,0.04951789763,0.01689395408,1.446379148,724.8512555,0.1206421325,0.04076839149,0.01669249849,1.114998632,0.755414874,0.3557125233,0.3027157347,0.5934929711,453.7287872,0.05775367326,0.0470134859,0.01801827098,0.2625902523,0.0001009580429,0.1501464277,0.0165686881,0.007673139732,1.126189657e-07,-2.000309005e-11,2.000309005e-11,0.3969341344,1.000000015,497.5671359,497.5671359,1.003600327,0.0,1.087517763,0.157299593,0.4895334956,0.3969341344,8.472113788e-05,1.145766679e-10,2.358042192e-10,0.2625902523,12.32992891,0.06185806723,2.641247167e-05,0.0,0.0,52.70012513
10,3.853125057,-4.098487861e-19,0.2249999996,3.631039198,1.282830342,-0.3706978118,0.01826111163,1.219615334,90.52094632,1.01762037,595.3242861,0.7263833211,18850.54116,23460.98101,0.06828788339,38.55473896,0.1988763583,6195650.326,0.2986164092,0.1743302891,1.069164836,1.014416904,8.411319791,0.3605116227,1567597.647,0.3979976174,0.09496012465999999,0.6360024317,-0.8537120776,1.277435635,0.04778213256,0.01043225408,1.276496471,689.0656757,0.1251259481,0.03744072665,0.01531844398,1.115874851,0.7125491772,0.3560291511,0.2867500189,0.5464745747,445.7630168,0.05599600198,0.04629532074,0.01777123779,0.2694882113,0.0001294411247,0.1396040814,0.02602784978,0.0109924784,1.39324465e-07,-1.136043135e-09,1.136043135e-09,0.3929484364,1.000000015,595.3242861,595.3242861,1.002793389,0.0,0.823354343,0.3675011675,0.6184422593,0.3929484364,9.097793545e-05,1.078521811e-09,2.678362187e-09,0.2694882113,12.12237963,0.04774062566,2.966092708e-05,0.0,0.0,73.38836937
