r (cm),u'T' 2 (m/s)K,u'T' 4 (m/s)K,u'T' 6 (m/s)K,u'T' 8 (m/s)K,u'T' 10 (m/s)K,u'T' 12 (m/s)K,u'T' 14 (m/s)K,u'T' 16 (m/s)K,u'T' 18 (m/s)K,u'T' 20 (m/s)K,u'T' 30 (m/s)K,v'T' 2 (m/s)K,v'T' 4 (m/s)K,v'T' 6 (m/s)K,v'T' 8 (m/s)K,v'T' 10 (m/s)K,v'T' 12 (m/s)K,v'T' 14 (m/s)K,v'T' 16 (m/s)K,v'T' 18 (m/s)K,v'T' 20 (m/s)K,v'T' 30 (m/s)K,u'v' 2 (m/s)^2,u'v' 4 (m/s)^2,u'v' 6 (m/s)^2,u'v' 8 (m/s)^2,u'v' 10 (m/s)^2,u'v' 12 (m/s)^2,u'v' 14 (m/s)^2,u'v' 16 (m/s)^2,u'v' 18 (m/s)^2,u'v' 20 (m/s)^2,u'v' 30 (m/s)^2,T'/Tbarl 2 (local),T'/Tbarl 4 (local),T'/Tbarl 6 (local),T'/Tbarl 8 (local),T'/Tbarl 10 (local),T'/Tbarl 12 (local),T'/Tbarl 14 (local),T'/Tbarl 16 (local),T'/Tbarl 18 (local),T'/Tbarl 20 (local),T'/Tbarl 30 (local),T'/Tbaro 2 (ctr),T'/Tbaro 4 (ctr),T'/Tbaro 6 (ctr),T'/Tbaro 8 (ctr),T'/Tbaro 10 (ctr),T'/Tbaro 12 (ctr),T'/Tbaro 14 (ctr),T'/Tbaro 16 (ctr),T'/Tbaro 18 (ctr),T'/Tbaro 20 (ctr),T'/Tbaro 30 (ctr),u'/ubarl 2 (local),u'/ubarl 4 (local),u'/ubarl 6 (local),u'/ubarl 8 (local),u'/ubarl 10 (local),u'/ubarl 12 (local),u'/ubarl 14 (local),u'/ubarl 16 (local),u'/ubarl 18 (local),u'/ubarl 20 (local),u'/ubarl 30 (local),u'/ubaro 2 (ctr),u'/ubaro 4 (ctr),u'/ubaro 6 (ctr),u'/ubaro 8 (ctr),u'/ubaro 10 (ctr),u'/ubaro 12 (ctr),u'/ubaro 14 (ctr),u'/ubaro 16 (ctr),u'/ubaro 18 (ctr),u'/ubaro 20 (ctr),u'/ubaro 30 (ctr),v'/vbarl 2 (local),v'/vbarl 4 (local),v'/vbarl 6 (local),v'/vbarl 8 (local),v'/vbarl 10 (local),v'/vbarl 12 (local),v'/vbarl 14 (local),v'/vbarl 16 (local),v'/vbarl 18 (local),v'/vbarl 20 (local),v'/vbarl 30 (local),u-bar 2 (m/s),u-bar 4 (m/s),u-bar 6 (m/s),u-bar 8 (m/s),u-bar 10 (m/s),u-bar 12 (m/s),u-bar 14 (m/s),u-bar 16 (m/s),u-bar 18 (m/s),u-bar 20 (m/s),u-bar 30 (m/s),u-rms 2 (m/s),u-rms 4 (m/s),u-rms 6 (m/s),u-rms 8 (m/s),u-rms 10 (m/s),u-rms 12 (m/s),u-rms 14 (m/s),u-rms 16 (m/s),u-rms 18 (m/s),u-rms 20 (m/s),u-rms 30 (m/s),v-bar 2 (m/s),v-bar 4 (m/s),v-bar 6 (m/s),v-bar 8 (m/s),v-bar 10 (m/s),v-bar 12 (m/s),v-bar 14 (m/s),v-bar 16 (m/s),v-bar 18 (m/s),v-bar 20 (m/s),v-bar 30 (m/s),v-rms 2 (m/s),v-rms 4 (m/s),v-rms 6 (m/s),v-rms 8 (m/s),v-rms 10 (m/s),v-rms 12 (m/s),v-rms 14 (m/s),v-rms 16 (m/s),v-rms 18 (m/s),v-rms 20 (m/s),v-rms 30 (m/s),T-bar 2 (K),T-bar 4 (K),T-bar 6 (K),T-bar 8 (K),T-bar 10 (K),T-bar 12 (K),T-bar 14 (K),T-bar 16 (K),T-bar 18 (K),T-bar 20 (K),T-bar 30 (K),T-rms 2 (K),T-rms 4 (K),T-rms 6 (K),T-rms 8 (K),T-rms 10 (K),T-rms 12 (K),T-rms 14 (K),T-rms 16 (K),T-rms 18 (K),T-rms 20 (K),T-rms 30 (K)
0,13.2997493743896,23.9704627990723,23.4646129608154,18.6700401306152,13.555419921875,10.381103515625,11.021240234375,19.079345703125,39.3670501708984,71.4873657226562,323.0166015625,-8.27842328021688E-09,3.43554553694503E-08,4.2840838432312E-08,6.9952676540197E-08,-8.11673483980257E-09,2.62581223431369E-09,2.94918822696388E-09,-1.47459411348194E-09,3.01127620616626E-08,-2.95953626050505E-08,1.25832031017126E-07,2.08173235594078E-11,3.67840063963953E-11,-2.30405330231553E-11,-2.06152126619452E-11,4.04219870466307E-13,4.04219870466307E-13,1.02873959351157E-10,7.47806764428427E-12,4.64852843717889E-11,-8.08439704069741E-11,-8.89283716110079E-11,0.224694356322288,0.21379554271698,0.19653357565403,0.182610064744949,0.172505974769592,0.166887134313583,0.16548952460289,0.169730812311173,0.18128502368927,0.198587536811829,0.311593919992447,0.224694356322288,0.21379554271698,0.19653357565403,0.182610064744949,0.172505974769592,0.166887134313583,0.16548952460289,0.169730812311173,0.18128502368927,0.198587536811829,0.311593919992447,1.4133939743042,0.467036038637161,0.323618024587631,0.285374641418457,0.271104216575623,0.267461478710175,0.270981907844543,0.280565351247787,0.296283841133118,0.314450949430466,0.400677770376205,1.4133939743042,0.467036038637161,0.323618024587631,0.285374641418457,0.271104216575623,0.267461478710175,0.270981907844543,0.280565351247787,0.296283841133118,0.314450949430466,0.400677770376205,-3.39084203915263E-06,1.05963817986776E-06,5.08626317241578E-06,6.67572021484375E-06,-1.48349340634013E-06,-1.27156579310395E-06,-1.37752954287862E-06,-2.96698681268026E-06,-6.35782862445921E-06,8.47710509788158E-07,-6.35782896551973E-07,0.092254810035229,0.426018685102463,0.844713270664215,1.24664306640625,1.60596179962158,1.91876649856567,2.18785071372986,2.41682696342468,2.6088125705719,2.76955652236938,3.24877190589905,0.130392357707024,0.198966011404991,0.27336460351944,0.355760484933853,0.435383021831512,0.513196170330048,0.592868149280548,0.67807787656784,0.772949278354645,0.870889723300934,1.30171167850494,-3.23375909383472E-11,1.94025542160636E-11,4.0421988672934E-12,-9.70127658761477E-11,-2.97505825530564E-10,1.55220433728509E-10,-3.75116049333712E-10,3.62181007407258E-10,1.42285391802055E-10,-8.40777308885876E-11,-5.04466413087101E-10,0.079938769340515,0.094123616814613,0.102288216352463,0.1121646463871,0.126623228192329,0.14544777572155,0.16801954805851,0.193234652280808,0.218583732843399,0.240575313568115,0.333794713020325,749.990356445313,944.844177246094,1065.21862792969,1147.05847167969,1205.44677734375,1247.99340820313,1278.46838378906,1297.47155761719,1304.64196777344,1302.01696777344,1194.98168945312,168.518600463867,202.003402709961,209.351089477539,209.464385986328,207.946807861328,208.273956298828,211.573120117188,220.221069335938,236.512145996094,258.564483642578,372.348724365234
0.25,13.5628471374512,23.8273220062256,23.4570960998535,19.832633972168,16.9600296020508,17.1716175079346,22.179557800293,35.021354675293,59.2228393554688,93.9533309936524,340.723175048828,-1.3599226474762,-2.13667559623718,-2.02830648422241,-1.39057946205139,-0.64205813407898,0.116403490304947,0.87707906961441,1.73538267612457,2.61498236656189,3.40826916694641,6.59483098983765,-0.00070940941805,-0.001075066160411,-0.001805794774555,-0.002245562383905,-0.002354847965762,-0.002197514288127,-0.001697384286672,-0.000732165528461,0.000630525639281,0.002401917707175,0.013377463445067,0.226578027009964,0.21016389131546,0.191655695438385,0.179407507181168,0.172278866171837,0.170438796281815,0.173070311546326,0.180851876735687,0.194575607776642,0.212814211845398,0.32443842291832,0.228062450885773,0.213356658816338,0.194770276546478,0.181865394115448,0.174011513590813,0.171476304531097,0.173432573676109,0.180547952651978,0.193617656826973,0.211175665259361,0.319357603788376,1.33545255661011,0.454584807157517,0.322285056114197,0.289125800132751,0.278285145759583,0.277236998081207,0.282784759998322,0.293630391359329,0.309507668018341,0.327220439910889,0.408419281244278,1.40905332565308,0.466189742088318,0.32727125287056,0.29195961356163,0.279838979244232,0.277793437242508,0.282445460557938,0.292442172765732,0.30751758813858,0.324457436800003,0.402589559555054,-6.52122449874878,-4.12319993972778,-4.47087526321411,-5.68831872940064,-8.13447761535645,-13.0855140686035,-23.7422351837158,-61.0680351257324,-44.0229072570801,-198.778701782227,29.2975463867188,0.097344815731049,0.436898171901703,0.857783854007721,1.25886249542236,1.61493062973022,1.9226222038269,2.18523359298706,2.40705943107605,2.59205341339111,2.74618816375732,3.20242071151733,0.129991918802261,0.19860552251339,0.276450365781784,0.363969415426254,0.449410796165466,0.533020734786987,0.617948532104492,0.706782341003418,0.802255809307098,0.898603320121765,1.30792188644409,-0.012688977643848,-0.023354288190603,-0.023376919329166,-0.020463125780225,-0.0170753672719,-0.013788918033242,-0.010856594890356,-0.008170333690941,-0.005680652335286,-0.003686611540616,0.001291802618653,0.082119487226009,0.096015766263008,0.104160651564598,0.11433507502079,0.12922078371048,0.148369997739792,0.171116247773171,0.19611468911171,0.221293464303017,0.243201911449432,0.335258573293686,754.903747558594,959.200622558593,1082.53369140625,1162.77612304688,1217.57104492188,1255.59033203125,1281.14526367188,1295.29541015625,1298.22631835938,1292.00244140625,1176.27990722656,171.044708251953,201.588806152344,207.47282409668,208.610244750977,209.761657714844,214.001281738281,221.727996826172,234.255828857422,252.601745605469,274.954437255859,381.626525878906
0.5,13.7886648178101,23.50634765625,23.2310028076172,20.96994972229,20.6454334259033,24.5016479492188,33.9544410705566,51.4145088195801,79.2427978515625,116.274223327637,356.929626464844,-2.62780523300171,-3.79006671905518,-3.4150722026825,-2.2088475227356,-0.842756688594818,0.556662797927856,1.99254286289215,3.65234589576721,5.3956356048584,6.99184322357178,13.3595552444458,-0.001413261634298,-0.002188151003793,-0.003694160841405,-0.004589627496898,-0.004789683502167,-0.004395620431751,-0.003314315341413,-0.001292308559641,0.001542926533148,0.005173333920538,0.027066089212895,0.22825962305069,0.206705868244171,0.187244787812233,0.176892727613449,0.172864615917206,0.174707472324371,0.181061804294586,0.191999718546867,0.207671031355858,0.226825714111328,0.337334841489792,0.231266736984253,0.212965711951256,0.193252354860306,0.181627929210663,0.176216498017311,0.176702216267586,0.181688323616982,0.191230058670044,0.205510139465332,0.22322604060173,0.32674777507782,1.26573038101196,0.443337053060532,0.321551948785782,0.293236613273621,0.285653173923492,0.28704622387886,0.294452279806137,0.306428164243698,0.322460770606995,0.339800477027893,0.416245818138123,1.40531814098358,0.465833872556687,0.331355929374695,0.298833608627319,0.288689017295837,0.288044661283493,0.293598830699921,0.303814500570297,0.318192034959793,0.33394992351532,0.404341787099838,-3.31975722312927,-2.10289072990417,-2.28146076202393,-2.87539052963257,-3.94704270362854,-5.7596001625061,-8.75094223022461,-13.9885787963867,-26.3857498168945,-71.2534255981445,-3.25886368751526,0.10244969278574,0.447649270296097,0.870472192764282,1.27043771743774,1.62303674221039,1.92546081542969,2.18154525756836,2.39626216888428,2.57434010505676,2.72193956375122,3.15594792366028,0.129647314548492,0.198453903198242,0.279900819063187,0.372538834810257,0.463623642921448,0.552690505981445,0.642350375652313,0.734267115592956,0.830103576183319,0.924893379211425,1.31361436843872,-0.025487501174212,-0.046783305704594,-0.046718031167984,-0.04082964733243,-0.034019749611616,-0.027435719966889,-0.021540440618992,-0.016162352636457,-0.011205773800612,-0.007240639068186,0.002539692446589,0.084436014294624,0.098274670541287,0.106446832418442,0.116837300360203,0.132036119699478,0.151434600353241,0.17429119348526,0.199111863970756,0.224146902561188,0.246021300554275,0.336978942155838,759.869506835937,973.467102050781,1099.40966796875,1177.7705078125,1228.8193359375,1262.24401855469,1282.90222167969,1292.29260253906,1291.10107421875,1281.39562988281,1157.5234375,173.447814941406,201.219436645508,205.855972290039,208.337829589844,212.419677734375,220.523223876953,232.282684326172,248.115539550781,268.117218017578,290.644226074219,390.457580566406
0.75,13.9761486053467,23.0165061950684,22.8243274688721,22.1381702423096,24.6633377075195,32.3990631103516,46.3390426635742,68.2184677124023,99.3635330200195,138.372817993164,371.619110107422,-3.79997134208679,-4.96342468261719,-4.1932544708252,-2.50365996360779,-0.651165723800659,1.27935636043549,3.31618475914001,5.73299646377564,8.33382797241211,10.7488441467285,20.2912654876709,-0.00211155670695,-0.003339255927131,-0.005665098782629,-0.00703219557181,-0.007304502651095,-0.006594315636903,-0.004850790835917,-0.001680428511463,0.002737201517448,0.008314252831042,0.041065875440836,0.229749038815498,0.203412786126137,0.183278769254684,0.17503510415554,0.174213573336601,0.179633572697639,0.189436495304108,0.203217387199402,0.220664739608765,0.240723207592964,0.350314736366272,0.234313488006592,0.212622702121735,0.191985324025154,0.181898459792137,0.179091557860374,0.182505384087563,0.190211951732636,0.201796382665634,0.217034414410591,0.234821930527687,0.333789795637131,1.20304763317108,0.433194935321808,0.321374148130417,0.297683507204056,0.293206810951233,0.296913981437683,0.306037157773972,0.319029659032822,0.335210114717484,0.352244138717651,0.424164891242981,1.40218901634216,0.465967983007431,0.335855305194855,0.305976182222366,0.297643542289734,0.298223733901978,0.304477095603943,0.314738392829895,0.328363597393036,0.342972248792648,0.405937045812607,-2.26524019241333,-1.43620622158051,-1.55987441539764,-1.96356987953186,-2.67799162864685,-3.85194230079651,-5.74168014526367,-8.9305591583252,-15.4073076248169,-30.0649013519287,22.2612762451172,0.107569351792336,0.458271831274033,0.882778525352478,1.28136885166168,1.63028001785278,1.92728185653686,2.17678713798523,2.38443660736084,2.55567455291748,2.69681215286255,3.10935235023498,0.129358664155006,0.198511049151421,0.283701509237289,0.381443172693253,0.478004246950149,0.572221755981445,0.666150450706482,0.760668456554413,0.856639206409454,0.949881553649902,1.31879687309265,-0.038395565003157,-0.070287063717842,-0.070023328065872,-0.061099570244551,-0.050833117216826,-0.040940403938294,-0.032051533460617,-0.023976054042578,-0.016575360670686,-0.010662079788745,0.003743667155504,0.08687786757946,0.100872933864593,0.109117813408375,0.119648948311806,0.13505482673645,0.154632762074471,0.177539870142937,0.20222033560276,0.227137938141823,0.249025851488113,0.338951498270035,764.888122558594,987.643432617188,1115.84533691406,1192.04089355469,1239.19201660156,1267.95458984375,1283.73901367188,1288.46313476562,1283.26599121094,1270.19836425781,1138.71203613281,175.732925415039,200.895370483398,204.506271362305,208.648162841797,215.885375976562,227.765548706055,243.179794311523,261.825042724609,283.152221679688,305.742248535156,398.872680664062
1,14.1242265701294,22.366569519043,22.273567199707,23.3900051116943,29.0597705841064,40.8847312927246,59.3188743591309,85.3868408203125,119.516265869141,160.168533325195,384.774200439453,-4.8726978302002,-5.65997552871704,-4.3956036567688,-2.32328462600708,-0.115448862314224,2.24409818649292,4.81901359558106,7.96056890487671,11.4222526550293,14.6779546737671,27.3870391845703,-0.002804293762892,-0.00452837953344,-0.007718609645963,-0.009573270566761,-0.009899309836328,-0.008793604560196,-0.006306815426797,-0.001896526198834,0.004213351756334,0.011824671179056,0.055376801639795,0.23105525970459,0.200276628136635,0.179737016558647,0.173803389072418,0.176274985074997,0.185163527727127,0.198175713419914,0.214545160531998,0.233635425567627,0.254591763019562,0.363408356904984,0.237208545207977,0.212327614426613,0.190973341464996,0.182672455906868,0.182599902153015,0.188827097415924,0.198964923620224,0.212262436747551,0.228245794773102,0.246027573943138,0.340505719184875,1.14644122123718,0.424069732427597,0.32171043753624,0.302445769309998,0.300946533679962,0.306863933801651,0.317586719989777,0.331496596336365,0.347814440727234,0.364599347114563,0.432183921337128,1.39966428279877,0.466589093208313,0.340750247240066,0.313367486000061,0.306692510843277,0.308337688446045,0.315109193325043,0.325259983539581,0.338078588247299,0.351561725139618,0.407377153635025,-1.74086964130402,-1.10626471042633,-1.20313346385956,-1.51337969303131,-2.05828642845154,-2.94443607330322,-4.36221075057983,-6.73014688491821,-11.3416357040405,-21.0358428955078,10.626745223999,0.11270385235548,0.468765944242477,0.89470249414444,1.29165601730347,1.63666117191315,1.92808616161346,2.17095732688904,2.37158250808716,2.53605556488037,2.67080569267273,3.06263470649719,0.129125759005547,0.198775634169578,0.287836283445358,0.390657395124435,0.492536753416061,0.591628074645996,0.689411818981171,0.786097347736358,0.881983935832977,0.973670303821564,1.32347583770752,-0.05141318961978,-0.093865565955639,-0.093292817473412,-0.081272900104523,-0.067515514791012,-0.054302968084812,-0.042389877140522,-0.031611442565918,-0.021789416670799,-0.013950940221548,0.004903728142381,0.089434497058392,0.103781215846539,0.112141966819763,0.122746281325817,0.138262376189232,0.157955825328827,0.180857986211777,0.205434381961822,0.23026043176651,0.252208024263382,0.341170936822891,769.959106445313,1001.72991943359,1131.84143066406,1205.58764648438,1248.68920898438,1272.72241210938,1283.65563964844,1283.80688476562,1274.72155761719,1258.40954589844,1119.84558105469,177.904159545898,200.61653137207,203.428268432617,209.535980224609,220.114562988281,235.65495300293,254.370223999023,275.404449462891,297.779083251953,320.332183837891,406.898071289062
1.25,14.3014068603516,22.0802421569824,23.0401268005371,27.6773376464844,38.609260559082,56.3353691101074,80.4702606201172,111.067260742188,147.836074829102,189.318695068359,398.865600585937,-5.95079040527344,-6.3048267364502,-4.2816686630249,-1.6401447057724,1.05199348926544,3.94188952445984,7.12756443023682,11.0113067626953,15.3188610076904,19.4037475585938,34.4712944030762,-0.003371497150511,-0.005782969295979,-0.009969817474484,-0.012268437072635,-0.012443389743567,-0.010573237203062,-0.006923647597432,-0.000861547188833,0.007309745531529,0.017211448401213,0.069797940552235,0.232171982526779,0.197135373950005,0.178365498781204,0.176859349012375,0.184090822935104,0.196956872940064,0.213100239634514,0.231606274843216,0.251824468374252,0.273213744163513,0.37925660610199,0.240671530365944,0.212577998638153,0.192284911870956,0.187638744711876,0.191464483737946,0.200629368424416,0.212698057293892,0.226855725049972,0.242721900343895,0.259745121002197,0.347140550613403,1.08740651607513,0.419067710638046,0.327737599611282,0.313120037317276,0.314535856246948,0.322365492582321,0.334136545658112,0.34824812412262,0.363997876644135,0.379914492368698,0.441085457801819,1.40384185314178,0.473053127527237,0.351695626974106,0.326273411512375,0.320628553628922,0.322568297386169,0.328905135393143,0.337910830974579,0.348978579044342,0.360550314188003,0.407194197177887,-1.41588187217712,-0.921069860458374,-1.00933277606964,-1.27433657646179,-1.74015927314758,-2.5001072883606,-3.72726988792419,-5.79545831680298,-9.82939624786377,-18.5279693603516,50.1956520080566,0.119166105985641,0.480945527553558,0.906500577926636,1.29903650283813,1.63710618019104,1.92004263401032,2.15370845794678,2.34523177146912,2.50135469436645,2.62859773635864,2.99949502944946,0.129511132836342,0.201529443264008,0.297082006931305,0.406746506690979,0.514917433261871,0.618933320045471,0.719595193862915,0.816672146320343,0.910419762134552,0.998564422130585,1.32288122177124,-0.065519839525223,-0.117166243493557,-0.11543982475996,-0.099788054823876,-0.082186013460159,-0.065495647490025,-0.050500314682722,-0.037137486040592,-0.02515060827136,-0.015605879947543,0.006630823947489,0.092707671225071,0.107874304056168,0.116452299058437,0.126998960971832,0.142544850707054,0.162392750382423,0.18529124557972,0.209802940487862,0.234507083892822,0.256613343954086,0.344274193048477,777.440551757813,1018.88629150391,1148.41296386719,1217.01867675781,1253.75256347656,1271.28588867188,1276.09008789063,1270.90234375,1257.55017089844,1237.91003417969,1093.921875,180.501358032227,200.853134155273,204.82536315918,215.232604980469,230.80029296875,250.384094238281,271.927612304688,294.3388671875,316.665222167969,338.192657470703,414.826629638672
1.5,14.4708490371704,22.2729740142822,26.1695652008057,37.2947311401367,56.6630630493164,82.6324157714844,113.71257019043,148.786712646484,187.132873535156,227.710235595703,411.998809814453,-7.00457191467285,-6.89350986480713,-3.92931270599365,-0.547576367855072,2.8335747718811,6.47481727600098,10.4622535705566,15.1899681091309,20.3397560119629,25.2253894805908,41.4178314208984,-0.003787039779127,-0.007226359564811,-0.012622032314539,-0.015251020900905,-0.014879326336086,-0.011671096086502,-0.006207514088601,0.002069532871246,0.012680214829743,0.025035591796041,0.083654560148716,0.23294697701931,0.194171011447907,0.180659174919128,0.186572462320328,0.200298339128494,0.217704653739929,0.236959397792816,0.257218152284622,0.278070747852325,0.299373716115952,0.399831175804138,0.24505965411663,0.21384784579277,0.197617590427399,0.199146524071693,0.207893788814545,0.219726786017418,0.232875719666481,0.246787682175636,0.261468112468719,0.276776641607285,0.353629231452942,1.02490973472595,0.420326381921768,0.342195630073547,0.332529753446579,0.336796969175339,0.34617555141449,0.358355581760406,0.371817916631699,0.386051476001739,0.400147557258606,0.451342225074768,1.4184775352478,0.488896638154984,0.371725529432297,0.347089648246765,0.341320246458054,0.34232172369957,0.346887916326523,0.353387147188187,0.361422836780548,0.369944959878922,0.404302299022675,-1.19320154190063,-0.811916708946228,-0.901999592781067,-1.14867353439331,-1.58668994903564,-2.31207609176636,-3.50889587402344,-5.58590888977051,-9.79898166656494,-20.1378383636475,619.117919921875,0.127745866775513,0.495551228523254,0.917654037475586,1.30128717422485,1.62761771678925,1.89753556251526,2.11802053451538,2.2972412109375,2.44262766838074,2.56076407432556,2.91050696372986,0.130861341953278,0.208279013633728,0.314001560211182,0.432696908712387,0.548147439956665,0.656835556030273,0.75893896818161,0.854075729846954,0.94288444519043,1.02458369731903,1.31348633766174,-0.08137421309948,-0.13982005417347,-0.135591477155685,-0.115488633513451,-0.093544319272041,-0.073205381631851,-0.055202085524798,-0.039527334272862,-0.025808149948716,-0.014923166483641,0.009118159301579,0.097027130424976,0.113492503762245,0.122266858816147,0.132541581988335,0.148056611418724,0.16815310716629,0.19111704826355,0.215633377432823,0.240174427628517,0.26247450709343,0.348280876874924,788.979736328125,1040.61706542969,1165.27172851563,1224.4365234375,1251.24243164063,1259.68725585938,1256.55212402344,1244.97119140625,1226.86755371094,1203.85302734375,1057.02966308594,183.792419433594,202.052932739258,210.505859375,228.432647705078,250.60498046875,274.217651367187,297.724182128906,320.199951171875,341.122314453125,360.368041992187,422.580352783203
1.75,14.4922332763672,22.2775230407715,30.1517372131348,49.0830154418945,77.7312316894531,111.988105773926,149.32763671875,187.655990600586,226.122253417969,264.314819335938,419.270690917969,-7.81400537490845,-6.84221839904785,-3.15380883216858,0.704358816146851,4.68775939941406,9.12966918945312,14.0279521942139,19.7098064422607,25.7582092285156,31.4726943969727,48.4323348999024,-0.004199443385005,-0.00886136200279,-0.015583447180688,-0.018480038270354,-0.017348393797875,-0.012541790492833,-0.004986158572137,0.005697598680854,0.018798397853971,0.033532425761223,0.097030773758888,0.233369618654251,0.191670045256615,0.184584572911262,0.19845886528492,0.218699097633362,0.240587949752808,0.262951403856277,0.285027921199799,0.306621193885803,0.327937245368958,0.422473609447479,0.249520093202591,0.21564756333828,0.204631596803665,0.21265797317028,0.225875064730644,0.239778310060501,0.253491431474686,0.266803830862045,0.280099987983704,0.293590098619461,0.35966694355011,0.968745112419128,0.423952281475067,0.358671814203262,0.353883683681488,0.361007511615753,0.371947765350342,0.384548157453537,0.397342294454575,0.409972727298737,0.422080874443054,0.462115615606308,1.43679642677307,0.507843732833862,0.393880188465118,0.369248598814011,0.362771213054657,0.362372875213623,0.364822030067444,0.368571162223816,0.373395323753357,0.378705620765686,0.400353312492371,-1.03930103778839,-0.737472295761109,-0.829416215419769,-1.06414389610291,-1.48580276966095,-2.19503092765808,-3.38844299316406,-5.5258960723877,-10.0607414245605,-23.0705547332764,66.5578079223633,0.136901304125786,0.510342657566071,0.92765074968338,1.30079340934753,1.61385917663574,1.86947691440582,2.07579660415649,2.24205088615417,2.3763267993927,2.48522758483887,2.81489419937134,0.132551357150078,0.216350868344307,0.332715779542923,0.46032127737999,0.582596838474274,0.695308923721314,0.798176169395447,0.890772938728333,0.974118530750274,1.04884672164917,1.30065679550171,-0.097898580133915,-0.162160500884056,-0.154875382781029,-0.130039036273956,-0.103634387254715,-0.079667828977108,-0.058802425861359,-0.040972977876663,-0.025705188512802,-0.013637205585837,0.011632908135653,0.101681277155876,0.119574137032032,0.128439843654633,0.138306498527527,0.153725475072861,0.174057543277741,0.197110876441002,0.221696764230728,0.246109962463379,0.2685686647892,0.352404296398163,801.884033203125,1063.06982421875,1180.93505859375,1229.14379882813,1245.03381347656,1243.86486816406,1232.58166503906,1214.63244628906,1191.93078613281,1165.77722167969,1017.46746826172,187.137710571289,203.753387451172,217.977264404297,243.931091308594,272.280487060547,299.241790771484,324.080657958984,346.170440673828,365.430267333984,382.259399414062,429.795440673828
2,14.3417224884033,22.1141834259033,34.9517402648926,62.6062202453613,100.741455078125,142.689514160156,185.080032348633,225.115264892578,262.143890380859,296.556915283203,419.594604492188,-8.31614208221436,-6.07920217514038,-1.99233460426331,2.03477215766907,6.53192520141602,11.8320369720459,17.7550373077393,24.5051517486572,31.5133666992188,38.0811424255371,55.5227508544922,-0.004635435994715,-0.010703335516155,-0.018830509856343,-0.02190843783319,-0.019818715751171,-0.013208649121225,-0.003355297259986,0.009848626330495,0.025432799011469,0.042427841573954,0.109938621520996,0.233479902148247,0.189875960350037,0.189922749996185,0.21180671453476,0.238398343324661,0.264742165803909,0.290298610925674,0.314349591732025,0.336870074272156,0.35836586356163,0.446882843971252,0.25394406914711,0.21811480820179,0.21304614841938,0.227334573864937,0.24436429142952,0.259795784950256,0.273690104484558,0.286192536354065,0.29803279042244,0.309709668159485,0.365203082561493,0.920502543449402,0.429571628570557,0.376254558563232,0.376200556755066,0.386214524507522,0.398807168006897,0.411947369575501,0.424166589975357,0.435220927000046,0.44528067111969,0.473262906074524,1.45942366123199,0.529214024543762,0.417040228843689,0.39164724946022,0.383978992700577,0.381863445043564,0.382019847631455,0.382948815822601,0.38455468416214,0.386651188135147,0.395617097616196,-0.929167091846466,-0.68502688407898,-0.778804481029511,-1.00539207458496,-1.41708648204803,-2.12010145187378,-3.32366585731506,-5.54932546615601,-10.5020294189453,-27.5798358917236,95.2955627441406,0.146350800991058,0.524852991104126,0.93628853559494,1.29784858226776,1.59671437740326,1.83734941482544,2.02908372879028,2.18220114707947,2.30538296699524,2.40519976615906,2.71607327461243,0.134638831019402,0.225455075502396,0.352279543876648,0.488244205713272,0.616655766963959,0.732706964015961,0.835802495479584,0.925521314144134,1.00323116779327,1.07085263729095,1.28526997566223,-0.114878259599209,-0.18412072956562,-0.173348352313042,-0.143616214394569,-0.112736970186234,-0.085224784910679,-0.061669118702412,-0.041835643351078,-0.025167867541313,-0.012037010863423,0.014074568636716,0.106688506901264,0.126118078827858,0.134969085454941,0.144305288791657,0.159553050994873,0.180088356137276,0.203238621354103,0.227937385439873,0.252262711524963,0.274852842092514,0.356615662574768,815.721069335937,1085.39404296875,1194.94348144531,1231.21435546875,1235.70971679688,1224.814453125,1205.49108886719,1181.41870117188,1154.40051269531,1125.39770507813,976.701904296875,190.455627441406,206.084533691406,226.940612792969,260.765991210938,294.568237304687,324.223480224609,349.903930664062,371.326721191406,388.826141357422,403.247436523438,436.411010742188
