r (cm),T-integral time 2 (s),T-integral time 4 (s),T-integral time 6 (s),T-integral time 8 (s),T-integral time 10 (s),T-integral time 12 (s),T-integral time 14 (s),T-integral time 16 (s),T-integral time 18 (s),T-integral time 20 (s),T-integral time 30 (s),U-integral time 2 (s),U-integral time 4 (s),U-integral time 6 (s),U-integral time 8 (s),U-integral time 10 (s),U-integral time 12 (s),U-integral time 14 (s),U-integral time 16 (s),U-integral time 18 (s),U-integral time 20 (s),U-integral time 30 (s),V-integral time 2 (s),V-integral time 4 (s),V-integral time 6 (s),V-integral time 8 (s),V-integral time 10 (s),V-integral time 12 (s),V-integral time 14 (s),V-integral time 16 (s),V-integral time 18 (s),V-integral time 20 (s),V-integral time 30 (s)
0,0.115661437413532,0.045543078327403,0.062370992522077,0.092948323821824,0.04877717131111,0.053280209141197,0.060750206692662,0.064762167208664,0.064913892560578,0.061901172550163,0.068728933601958,0.109848510993717,0.057715055262358,0.065097779363517,0.082245839044233,0.061846882556954,0.063876539736765,0.059850476137325,0.060671813370157,0.073015166494673,0.087597981604571,0.104519898183974,0.184101905826265,0.031849680076733,0.03465259334428,0.064684671050046,0.021079524300803,0.02971060130449,0.047430096279583,0.066446639167172,0.052111359311425,0.066453567942546,0.078235854132247
2,0.118057453772999,0.043266704939061,0.059702113178467,0.083227913926729,0.077449298123212,0.05087937361011,0.059421419356543,0.060400205056785,0.059830375729436,0.065307629298722,0.069555973860061,0.07686348095457,0.060362013537562,0.065305163316293,0.076596170110593,0.089854171221364,0.063414904849008,0.060976993036209,0.061687187966695,0.081019144634714,0.085304872475836,0.114607913436689,0.198352661451491,0.029064095319058,0.029944683055992,0.049695715168153,0.077688027261024,0.028387318995277,0.046690656669979,0.061460487120385,0.047424040399784,0.064901217654775,0.076911323769837
4,0.114240978203986,0.05209970663671,0.058057158472786,0.07317940009156,0.075555087722652,0.049820725763313,0.057667714398931,0.056001184523528,0.067419702489752,0.069524392867508,0.070211941040492,0.061222879479384,0.071848300930103,0.066027481081004,0.071685623164397,0.076771886669112,0.064915284687595,0.062585082878623,0.06205073939346,0.061173078787785,0.085498457445476,0.131047912678243,0.151030894612855,0.022296237665679,0.027058769047334,0.038567083311357,0.068430873289433,0.027484746544951,0.044291642006046,0.060213430404714,0.072354912790133,0.064192144651788,0.075432164305721
6,0.107791319591554,0.099528464188097,0.05597968867608,0.066613227566041,0.06621795725357,0.050157616441407,0.056454212447689,0.055038276655459,0.058194652831157,0.071787821048024,0.070277199063809,0.057143318811129,0.081955306191937,0.066663618097188,0.068234554557052,0.068583640091457,0.071131064811611,0.064822770252252,0.06376917951407,0.062750929233973,0.087963796296509,0.137278005661885,0.098576095484354,0.106157831479561,0.025469192794257,0.032154326588669,0.052934457081393,0.02423707679902,0.042655790895304,0.060238562019623,0.071147604234454,0.063856327820597,0.072924418260496
8,0.098347619711964,0.079229400781873,0.054250705979659,0.061978494223626,0.062960884187468,0.070108015876871,0.055021867338699,0.05619495621452,0.052919104996922,0.06880256378903,0.070600621441263,0.055399985779865,0.06350130281128,0.067222163227986,0.066075419980734,0.064902106716429,0.074859755280563,0.067534433893663,0.066560681451669,0.07118952242863,0.090984225097305,0.129827578443468,0.066564512583986,0.098299465605706,0.024949292358569,0.027970023789554,0.042505976416694,0.075845794077372,0.039697583495667,0.059735192701805,0.06700146574225,0.061676414027023,0.071538898971224
10,0.08531565812352,0.069550088063273,0.053511438316096,0.058210867372946,0.0606889534607,0.063743854481636,0.055217641824637,0.058599005347859,0.052674510920805,0.05877165552783,0.073939824825444,0.054489360637629,0.062269391857174,0.068851712541483,0.064273966338716,0.063601466554562,0.064477738229366,0.071462153655853,0.068360537071904,0.08021325569204,0.066548645830309,0.127404704742701,0.049134439155341,0.078646559687526,0.020347420281396,0.025253913728725,0.038461356862781,0.064156080882774,0.037436782723326,0.05785764836964,0.066957751888835,0.081955201950139,0.069878932790366
12,0.068548860707932,0.065474662123518,0.065617865594698,0.055545036796645,0.059064451936718,0.06385735470361,0.052634302893115,0.061932401872468,0.055102275010812,0.059363020940724,0.078277293167626,0.054445125738988,0.063572752558335,0.088066135656607,0.063258446758549,0.063963083534182,0.061049202965102,0.080161609817394,0.069790007546308,0.086665410044877,0.067729572927967,0.12011669141656,0.03978277001913,0.056243420626523,0.074551387369739,0.024431763195817,0.035887767058952,0.053866210447115,0.033771227519646,0.05590327114765,0.067741447968249,0.080523597453996,0.068868858596451
14,0.054045195669849,0.063506977594798,0.082384795415703,0.053132577307642,0.056272435856579,0.061704792107971,0.061740237157198,0.064150034375159,0.059045814985372,0.065249105170236,0.076461227482244,0.055594437959167,0.064617887646912,0.088619869080382,0.062291927794017,0.064284951652942,0.05946421677592,0.062716839000224,0.071287845075425,0.090514290962931,0.085642941754748,0.109306726483484,0.034972852980121,0.042383461754776,0.076550378740914,0.024176122123466,0.032633024799706,0.048315070588206,0.074070325038201,0.054132458737467,0.067252657425799,0.077949825735276,0.06933429748004
