x (m),R4,R5,R6,R7,R8
-0.5,0.122501286,,0.194479979,,0.137660218
-0.49,0.129258779,,0.209793201,,0.152723349
-0.48,0.136181568,,0.22490211,,0.169389008
-0.47,0.143246183,,0.240210969,,0.187849511
-0.46,0.150183139,,0.256278611,,0.207112789
-0.45,0.156573636,,0.272513497,,0.225523623
-0.44,0.163196158,,0.290212226,,0.244337479
-0.43,0.170023205,,0.309258397,,0.264649644
-0.42,0.17615771,,0.326838042,,0.286930567
-0.41,0.181909475,,0.342345868,,0.30624853
-0.4,0.188214173,,0.357326739,,0.320665638
-0.39,0.19489996,,0.376118137,,0.331733639
-0.38,0.199368281,,0.397669359,,0.33988466
-0.37,0.203603234,,0.421086402,,0.347046105
-0.36,0.208699505,,0.444924193,,0.355941952
-0.35,0.213976321,,0.464194308,,0.365786516
-0.34,0.216092876,,0.480290489,,0.377648585
-0.33,0.218555273,,0.491279653,,0.391506927
-0.32,0.221951049,,0.500177161,,0.405939205
-0.31,0.223915766,,0.507940703,,0.413612747
-0.3,0.220198038,,0.512045039,,0.409614424
-0.29,0.218072376,,0.51405211,,0.40320064
-0.28,0.217585538,,0.51277131,,0.404849429
-0.27,0.21640306,,0.508428872,,0.414913691
-0.26,0.213354809,,0.49888654,,0.426993563
-0.25,0.213476337,,0.487345349,,0.439080239
-0.24,0.216761632,,0.473522269,,0.450190174
-0.23,0.218736983,,0.459280281,,0.452874722
-0.22,0.218803152,,0.443224167,,0.446102874
-0.21,0.222802512,,0.429078544,,0.434639103
-0.2,0.230529208,,0.417337378,,0.427306036
-0.19,0.23344521,,0.407879353,,0.426006896
-0.18,0.234748947,,0.397616932,,0.426461326
-0.17,0.242271779,,0.386570848,,0.428638995
-0.16,0.255466081,,0.37519345,,0.439530989
-0.15,0.256246663,,0.367036339,,0.45305528
-0.14,0.253353425,,0.365594498,,0.446225081
-0.13,0.257829038,,0.372530201,,0.430531336
-0.12,0.269304592,,0.379309284,,0.42097782
-0.11,0.268512948,,0.385713261,,0.419797651
-0.1,0.267742541,,0.392851268,,0.419321273
-0.09,0.274468393,,0.398564463,,0.421934113
-0.08,0.288165937,,0.391679507,,0.431530354
-0.07,0.28276968,,0.379455341,,0.445971551
-0.06,0.279115858,,0.377079009,,0.446384567
-0.05,0.283457535,,0.381449837,,0.437578841
-0.04,0.295441561,,0.388665111,,0.426866712
-0.03,0.287816456,,0.381440198,,0.416295882
-0.02,0.286007605,,0.377099428,,0.409409538
-0.01,0.292988225,,0.374886262,,0.406923512
0,0.30816191,,0.373749789,,0.418232712
0.01,0.296373901,,0.363082471,,0.416777413
0.02,0.293585881,,0.365526872,,0.406899911
0.03,0.300048673,,0.375581681,,0.406537354
0.04,0.311942303,,0.38891775,,0.41236047
0.05,0.299923595,,0.3843333,,0.405043714
0.06,0.295546296,,0.377353568,,0.392818026
0.07,0.299146204,,0.370994209,,0.395458089
0.08,0.303632437,,0.364524475,,0.405986623
0.09,0.285717698,,0.360096374,,0.414149521
0.1,0.275730294,,0.36718073,,0.417480555
0.11,0.274536371,,0.379650569,,0.423369935
0.12,0.273769515,,0.390113899,,0.437479157
0.13,0.258278551,,0.391921609,,0.45083705
0.14,0.24957011,,0.387795033,,0.453150809
0.15,0.248358171,,0.38624788,,0.444153779
0.16,0.247353294,,0.388948959,,0.430307424
0.17,0.240068854,,0.39898463,,0.426581993
0.18,0.238559324,,0.408829789,,0.430825952
0.19,0.242931611,,0.414757849,,0.438164469
0.2,0.243078509,,0.420475291,,0.443460631
0.21,0.23571099,,0.429853745,,0.448076167
0.22,0.231539975,,0.438729965,,0.450678765
0.23,0.230739706,,0.445849594,,0.451332898
0.24,0.226870259,,0.453011856,,0.451777853
0.25,0.221050084,,0.460207389,,0.45441315
0.26,0.218426826,,0.461536332,,0.453599489
0.27,0.219115582,,0.459656107,,0.450274037
0.28,0.216887899,,0.456380241,,0.44992038
0.29,0.213340423,,0.454118496,,0.44902842
0.3,0.21151995,,0.451853362,,0.444156929
0.31,0.211470259,,0.450674131,,0.431118383
0.32,0.206769443,,0.449093291,,0.414083732
0.33,0.201345066,,0.44649275,,0.401012789
0.34,0.197390942,,0.441423559,,0.386715057
0.35,0.194348599,,0.432234319,,0.375186053
0.36,0.188250695,,0.419669505,,0.364962919
0.37,0.182350698,,0.403669976,,0.352276169
0.38,0.177380317,,0.386774052,,0.33760887
0.39,0.172303418,,0.370877026,,0.322797838
0.4,0.165117258,,0.356587667,,0.307148963
0.41,0.158313451,,0.341435983,,0.293712137
0.42,0.152071418,,0.32378183,,0.282154589
0.43,0.146081173,,0.305594164,,0.2699332
0.44,0.140070506,,0.286515685,,0.256267659
0.45,0.134345499,,0.267197673,,0.240221436
0.46,0.128943895,,0.248295427,,0.224474027
0.47,0.123532553,,0.231266937,,0.211569542
0.48,0.118142769,,0.216301365,,0.197478635
0.49,0.112881421,,0.202945643,,0.180349782
0.5,0.107766764,,0.190113141,,0.161754009
