x (m),R4,R5,R6,R7,R8
-0.5,6.24E-04,,0.01399778,,0.000696094
-0.49,0.001536822,,0.016408612,,0.003388377
-0.48,0.002495257,,0.018670324,,0.007339158
-0.47,0.003461799,,0.021044968,,0.011780203
-0.46,0.004662588,,0.024125164,,0.01660885
-0.45,0.006644289,,0.028293009,,0.021190232
-0.44,0.008692072,,0.032707168,,0.02662942
-0.43,0.010768325,,0.037268072,,0.03125803
-0.42,0.012581909,,0.041501872,,0.035878093
-0.41,0.014272139,,0.046011752,,0.039489
-0.4,0.016110559,,0.050817861,,0.043456907
-0.39,0.018018137,,0.054966197,,0.046460461
-0.38,0.019296202,,0.058734098,,0.048325238
-0.37,0.020610993,,0.062468634,,0.04930171
-0.36,0.022229705,,0.066743891,,0.049126743
-0.35,0.023961958,,0.070702109,,0.05031147
-0.34,0.025246134,,0.072696153,,0.052116076
-0.33,0.026951007,,0.07328009,,0.05392244
-0.32,0.029109027,,0.073957749,,0.057855483
-0.31,0.03128358,,0.075159073,,0.062548056
-0.3,0.032929097,,0.077992978,,0.064814564
-0.29,0.035123632,,0.082668412,,0.065229299
-0.28,0.037771169,,0.087272462,,0.066712596
-0.27,0.04088723,,0.091641455,,0.069762288
-0.26,0.045008275,,0.095147597,,0.075135467
-0.25,0.049966078,,0.097601835,,0.080323642
-0.24,0.05553639,,0.098674688,,0.084323643
-0.23,0.061276296,,0.099140123,,0.086982867
-0.22,0.067651753,,0.09958377,,0.089193824
-0.21,0.074995829,,0.101667746,,0.089251863
-0.2,0.083051824,,0.105478169,,0.090465884
-0.19,0.089932475,,0.110799412,,0.093748839
-0.18,0.097237799,,0.116058556,,0.094784513
-0.17,0.10649374,,0.120433452,,0.094718224
-0.16,0.117238392,,0.122281354,,0.098178158
-0.15,0.125048368,,0.124257892,,0.10175465
-0.14,0.134184562,,0.127625513,,0.104108411
-0.13,0.146973351,,0.130579656,,0.106567854
-0.12,0.162554012,,0.132095678,,0.108743967
-0.11,0.171664215,,0.129883843,,0.110532921
-0.1,0.181612453,,0.127309674,,0.114285135
-0.09,0.195477777,,0.124639292,,0.115071991
-0.08,0.212494597,,0.123238117,,0.112234048
-0.07,0.20771894,,0.125406056,,0.112004445
-0.06,0.202476378,,0.125965778,,0.109056304
-0.05,0.203040207,,0.123002209,,0.105903115
-0.04,0.209364693,,0.121027232,,0.103886406
-0.03,0.201638592,,0.119988991,,0.103543806
-0.02,0.198204391,,0.122542306,,0.1014495
-0.01,0.201424704,,0.126657183,,0.099846598
0,0.210994978,,0.129853495,,0.097545394
0.01,0.203675923,,0.121150241,,0.096560759
0.02,0.20179797,,0.119210804,,0.097233976
0.03,0.205510608,,0.122974248,,0.099422338
0.04,0.212176436,,0.130433671,,0.103406527
0.05,0.201232994,,0.134907246,,0.102714757
0.06,0.196026146,,0.13571976,,0.106126401
0.07,0.197011811,,0.135285401,,0.108322558
0.08,0.198983972,,0.13432883,,0.110123733
0.09,0.183489562,,0.135689371,,0.10854985
0.1,0.172673551,,0.138225967,,0.105189766
0.11,0.167445454,,0.139135625,,0.10236897
0.12,0.163204552,,0.137562544,,0.10208135
0.13,0.149177108,,0.133224214,,0.100697081
0.14,0.137230278,,0.128915509,,0.097735489
0.15,0.12794833,,0.126932957,,0.093981306
0.16,0.11891613,,0.12709654,,0.089291654
0.17,0.106686545,,0.128591917,,0.085440198
0.18,0.095824786,,0.126591513,,0.082452195
0.19,0.086844826,,0.121590521,,0.081101919
0.2,0.079287739,,0.116759123,,0.08025778
0.21,0.071739845,,0.113418686,,0.081059065
0.22,0.065046863,,0.110842413,,0.082452513
0.23,0.059497627,,0.10685328,,0.083147074
0.24,0.054417575,,0.101442962,,0.080941984
0.25,0.049240653,,0.096238407,,0.078551913
0.26,0.044613675,,0.090726071,,0.07692686
0.27,0.040725456,,0.086061525,,0.074851033
0.28,0.037145327,,0.081756976,,0.072259097
0.29,0.033810705,,0.07816612,,0.068618669
0.3,0.031103759,,0.075095751,,0.065321053
0.31,0.029199359,,0.072974277,,0.062545004
0.32,0.026733342,,0.070480024,,0.062251765
0.33,0.024198256,,0.0679624,,0.06218512
0.34,0.022132098,,0.065332729,,0.058834527
0.35,0.020549798,,0.062223527,,0.056706412
0.36,0.018557699,,0.059125184,,0.055475945
0.37,0.016637191,,0.056486942,,0.051559284
0.38,0.014990937,,0.054456423,,0.047311379
0.39,0.013417085,,0.05230445,,0.043725474
0.4,0.011294857,,0.048861406,,0.041074526
0.41,0.009242114,,0.044530586,,0.039076733
0.42,0.007372152,,0.040927185,,0.036349909
0.43,0.005884044,,0.037720544,,0.033587562
0.44,0.004543452,,0.034479132,,0.030634873
0.45,0.003208478,,0.031263436,,0.027236116
0.46,0.00189116,,0.028125354,,0.024672104
0.47,0.001275669,,0.025837934,,0.021388437
0.48,8.84E-04,,0.02418681,,0.018476491
0.49,4.93E-04,,0.022208615,,0.016432779
0.5,1.13E-04,,0.019549842,,0.014308695
