x (m),R4,R5,R6,R7,R8
-0.5,0.102544742,,0.174461769,,0.120439874
-0.49,0.104608069,,0.190956393,,0.12896789
-0.48,0.107102459,,0.213513162,,0.141097988
-0.47,0.109999074,,0.233295126,,0.152398102
-0.46,0.111078487,,0.241553087,,0.159295756
-0.45,0.107899926,,0.246909859,,0.18195025
-0.44,0.108380811,,0.258814096,,0.22369685
-0.43,0.112474509,,0.279228071,,0.2652053
-0.42,0.117357291,,0.301639292,,0.297912716
-0.41,0.126110299,,0.32539877,,0.323340169
-0.4,0.141028791,,0.349702619,,0.348934515
-0.39,0.160100134,,0.369226096,,0.374282441
-0.38,0.177056905,,0.388240273,,0.398026573
-0.37,0.198827525,,0.412539656,,0.423185384
-0.36,0.226207654,,0.439824535,,0.436895206
-0.35,0.255716439,,0.469060695,,0.459875607
-0.34,0.279584339,,0.493929874,,0.480949876
-0.33,0.30865768,,0.508003838,,0.498384638
-0.32,0.34287972,,0.522180428,,0.52142775
-0.31,0.374722546,,0.539580679,,0.541862299
-0.3,0.393097229,,0.559120351,,0.554233348
-0.29,0.41692322,,0.586136092,,0.555017636
-0.28,0.445320197,,0.615668082,,0.565400593
-0.27,0.472519686,,0.644881164,,0.590555301
-0.26,0.497992406,,0.668012096,,0.63322356
-0.25,0.532153206,,0.699277035,,0.649350431
-0.24,0.573441333,,0.732698112,,0.659835468
-0.23,0.610003093,,0.76642359,,0.676492391
-0.22,0.642922183,,0.798450913,,0.679069806
-0.21,0.686054029,,0.829097699,,0.681652567
-0.2,0.737605831,,0.847972651,,0.701010216
-0.19,0.775331999,,0.879324611,,0.723082968
-0.18,0.807039527,,0.922664696,,0.734017006
-0.17,0.85140444,,0.968416567,,0.745946741
-0.16,0.906567658,,1.000699617,,0.791539317
-0.15,0.938195236,,1.032030099,,0.83118522
-0.14,0.968631533,,1.064917087,,0.842437238
-0.13,1.017991091,,1.091177283,,0.854865122
-0.12,1.083686179,,1.0992779,,0.86661195
-0.11,1.112605576,,1.081830241,,0.892395483
-0.1,1.142498144,,1.067179291,,0.934677243
-0.09,1.192841631,,1.061219247,,0.966424512
-0.08,1.261183309,,1.069650087,,0.980868148
-0.07,1.209613119,,1.084199184,,0.999202719
-0.06,1.147858957,,1.086762548,,1.002695544
-0.05,1.111166317,,1.069338829,,0.99178276
-0.04,1.102047571,,1.057681828,,0.987735075
-0.03,1.038785336,,1.067091497,,0.995989255
-0.02,0.995065004,,1.091967475,,0.994148909
-0.01,0.982991865,,1.11646693,,0.981600994
0,1.003706659,,1.114949475,,0.967923611
0.01,1.009419052,,1.079737213,,0.960508201
0.02,1.040979678,,1.06401241,,0.974271454
0.03,1.096151588,,1.070762197,,0.97764794
0.04,1.160791839,,1.1081351,,0.985630866
0.05,1.144722098,,1.13224303,,0.963664111
0.06,1.157970366,,1.136570537,,0.974794015
0.07,1.199565916,,1.135967782,,0.975921827
0.08,1.240122505,,1.138844552,,0.978284316
0.09,1.188278902,,1.150497726,,0.970332509
0.1,1.160953818,,1.160828932,,0.943620893
0.11,1.159892395,,1.165029084,,0.924351788
0.12,1.152570284,,1.155138701,,0.921669546
0.13,1.077938454,,1.132852619,,0.921759218
0.14,1.015537828,,1.100061983,,0.902774634
0.15,0.967743068,,1.062412491,,0.85504294
0.16,0.915338619,,1.033334668,,0.811624036
0.17,0.840143621,,1.026746144,,0.777203856
0.18,0.77805737,,1.004755022,,0.740985348
0.19,0.732427746,,0.961047123,,0.722121802
0.2,0.692129299,,0.914007351,,0.711358748
0.21,0.645947165,,0.875527061,,0.710386671
0.22,0.607441555,,0.83967011,,0.712377085
0.23,0.578143809,,0.803703457,,0.714843178
0.24,0.543835762,,0.761000696,,0.686034485
0.25,0.504192398,,0.718957668,,0.645495621
0.26,0.471348767,,0.679336927,,0.625555248
0.27,0.446810381,,0.647779371,,0.590850751
0.28,0.41593581,,0.611120245,,0.552450531
0.29,0.382105484,,0.582092387,,0.530063602
0.3,0.353842864,,0.563132509,,0.524543814
0.31,0.33257515,,0.548821663,,0.524004481
0.32,0.299228909,,0.523176268,,0.52690136
0.33,0.265224669,,0.494236086,,0.528050659
0.34,0.239229053,,0.470455353,,0.511303384
0.35,0.221502108,,0.450342457,,0.481342708
0.36,0.19446162,,0.429681298,,0.453047934
0.37,0.168397181,,0.404454309,,0.421187313
0.38,0.147727662,,0.383487068,,0.397584855
0.39,0.132607252,,0.360143269,,0.386306807
0.4,0.11771571,,0.333813522,,0.370211918
0.41,0.107986614,,0.311460744,,0.351873704
0.42,0.105157111,,0.286307962,,0.331594983
0.43,0.105069961,,0.265146275,,0.311050848
0.44,0.102998413,,0.250788336,,0.286796948
0.45,0.102177706,,0.236236532,,0.255329225
0.46,0.102638442,,0.210457494,,0.21590878
0.47,0.100419907,,0.191493748,,0.18325627
0.48,0.097110763,,0.175698948,,0.170693773
0.49,0.09388801,,0.158403765,,0.158548772
0.5,0.090760366,,0.142931731,,0.147978799
