x (m),R4,R5,R6,R7,R8
-0.5,0.095115005,,0.077428816,,0.07295249
-0.49,0.100379384,,0.084141305,,0.081036866
-0.48,0.105893774,,0.090875735,,0.089656396
-0.47,0.111621556,,0.099021645,,0.100231402
-0.46,0.114577946,,0.111532678,,0.111478522
-0.45,0.110947598,,0.123601638,,0.149257553
-0.44,0.111068537,,0.136705267,,0.184945699
-0.43,0.114928031,,0.160838102,,0.211428745
-0.42,0.11379728,,0.192856599,,0.258864574
-0.41,0.115551079,,0.225059009,,0.316790719
-0.4,0.13034184,,0.252668734,,0.361326824
-0.39,0.154115685,,0.279733442,,0.394976064
-0.38,0.176913993,,0.313999065,,0.424609357
-0.37,0.204345701,,0.349528925,,0.454171544
-0.36,0.237111227,,0.385424907,,0.484604259
-0.35,0.27015428,,0.423730246,,0.510249828
-0.34,0.28738211,,0.467340552,,0.53553721
-0.33,0.307666383,,0.504211775,,0.557594948
-0.32,0.333021636,,0.539998176,,0.578443827
-0.31,0.355844378,,0.576419655,,0.59510153
-0.3,0.366464388,,0.601103913,,0.601434277
-0.29,0.386144022,,0.618968174,,0.606759944
-0.28,0.413591457,,0.636567455,,0.618495923
-0.27,0.437666624,,0.658497661,,0.645661754
-0.26,0.454568312,,0.688234964,,0.668704419
-0.25,0.484350899,,0.715166456,,0.67705135
-0.24,0.524829726,,0.735243818,,0.681036468
-0.23,0.562616187,,0.772261265,,0.690534236
-0.22,0.597311422,,0.811622107,,0.697188073
-0.21,0.642989006,,0.831701069,,0.703349191
-0.2,0.697491406,,0.823996147,,0.695979877
-0.19,0.74026039,,0.825304613,,0.677750004
-0.18,0.777266253,,0.846804405,,0.660629546
-0.17,0.824964502,,0.882198769,,0.642968004
-0.16,0.88161799,,0.910914594,,0.639056747
-0.15,0.905435498,,0.92356993,,0.661634385
-0.14,0.916953576,,0.92705915,,0.697027459
-0.13,0.941013273,,0.922219662,,0.718404291
-0.12,0.976689075,,0.9107805,,0.711520092
-0.11,0.952576717,,0.888380946,,0.691211669
-0.1,0.914721446,,0.853648798,,0.668044715
-0.09,0.892841783,,0.809236475,,0.672506274
-0.08,0.888125614,,0.767085021,,0.659264639
-0.07,0.815855921,,0.728837681,,0.652571212
-0.06,0.745264425,,0.700579524,,0.654668099
-0.05,0.70243518,,0.689675392,,0.640032994
-0.04,0.692533105,,0.683805948,,0.620172536
-0.03,0.641192356,,0.6478162,,0.61270802
-0.02,0.604514312,,0.632274109,,0.600850225
-0.01,0.593666666,,0.644155381,,0.586448308
0,0.610036782,,0.672196038,,0.583965415
0.01,0.596208706,,0.654980562,,0.58145452
0.02,0.607543125,,0.668438538,,0.569863392
0.03,0.64269975,,0.691576587,,0.570951273
0.04,0.691779044,,0.714839114,,0.61107775
0.05,0.706308153,,0.73566792,,0.651793109
0.06,0.752818952,,0.771705867,,0.6798985
0.07,0.825923354,,0.816272328,,0.700031148
0.08,0.900931233,,0.869187731,,0.717027302
0.09,0.913329217,,0.918452667,,0.730986451
0.1,0.942228405,,0.950352374,,0.741271306
0.11,0.986188652,,0.971246542,,0.74559335
0.12,1.013238458,,0.986982645,,0.737098793
0.13,0.972256267,,0.992389937,,0.743908538
0.14,0.938936956,,0.979580608,,0.751923286
0.15,0.914130551,,0.960363327,,0.752849917
0.16,0.877159831,,0.942671934,,0.750517287
0.17,0.812771042,,0.927769976,,0.746535404
0.18,0.757501953,,0.910933794,,0.744776123
0.19,0.713470996,,0.898477335,,0.732727492
0.2,0.668670403,,0.883637227,,0.714323227
0.21,0.617051753,,0.864815002,,0.689439189
0.22,0.574425034,,0.822493939,,0.667002368
0.23,0.542915032,,0.778632273,,0.662291097
0.24,0.509915789,,0.74662953,,0.667958214
0.25,0.474375783,,0.722850852,,0.651515041
0.26,0.447680962,,0.680131021,,0.633504891
0.27,0.431484384,,0.629015527,,0.621802008
0.28,0.407738187,,0.589372796,,0.62813707
0.29,0.380907879,,0.566644262,,0.641751501
0.3,0.361179554,,0.547234075,,0.642344337
0.31,0.349754875,,0.532393549,,0.634338105
0.32,0.324135363,,0.50720537,,0.601973079
0.33,0.295239829,,0.473533883,,0.573495834
0.34,0.271270827,,0.433409031,,0.560254936
0.35,0.250651391,,0.393647243,,0.541488335
0.36,0.215993373,,0.354007984,,0.512047326
0.37,0.183283097,,0.323902066,,0.482328946
0.38,0.15857747,,0.302324729,,0.443043077
0.39,0.141172965,,0.277912357,,0.404298097
0.4,0.121621702,,0.245254784,,0.368874031
0.41,0.111486278,,0.212709625,,0.32804163
0.42,0.11392486,,0.17970915,,0.29391845
0.43,0.117114558,,0.154925707,,0.263250492
0.44,0.113157885,,0.1417329,,0.224366098
0.45,0.111170996,,0.134280881,,0.184005292
0.46,0.111258746,,0.122687901,,0.154440296
0.47,0.106762971,,0.108780024,,0.125715409
0.48,0.100367741,,0.095588826,,0.088820965
0.49,0.094058385,,0.08569147,,0.078884799
0.5,0.087853547,,0.080839995,,0.07139793
