x (m),R4,R5,R6,R7,R8
-0.5,7.87E-05,0.0043049,0.005041,0.0019142,0.001863
-0.49,0.00020759,0.0053185,0.0061276,0.0023489,0.0025182
-0.48,0.00033646,0.0063686,0.0072549,0.0030678,0.0032889
-0.47,0.00046534,0.0076743,0.0084727,0.004101,0.0040821
-0.46,0.00064269,0.0090293,0.0097225,0.0051703,0.004664
-0.45,0.00096545,0.010533,0.010832,0.0062339,0.0053974
-0.44,0.0012882,0.011972,0.011827,0.0073658,0.0063018
-0.43,0.001611,0.013306,0.012834,0.0087103,0.007407
-0.42,0.0020115,0.014666,0.013945,0.01029,0.0089961
-0.41,0.0024899,0.016052,0.015276,0.011882,0.011241
-0.4,0.0029682,0.017754,0.017016,0.013583,0.01383
-0.39,0.0034595,0.019659,0.019075,0.015675,0.016606
-0.38,0.0042594,0.021881,0.021082,0.018147,0.019733
-0.37,0.0051838,0.024224,0.023157,0.020551,0.02283
-0.36,0.0061081,0.026484,0.025447,0.022742,0.02563
-0.35,0.0071023,0.028696,0.028083,0.025195,0.027976
-0.34,0.0085464,0.030742,0.030802,0.028158,0.03015
-0.33,0.01006,0.032657,0.033616,0.031467,0.031938
-0.32,0.011574,0.034118,0.036774,0.034603,0.033722
-0.31,0.013405,0.035371,0.04027,0.037425,0.03616
-0.3,0.016184,0.036097,0.043776,0.040219,0.039035
-0.29,0.018964,0.036564,0.046825,0.043304,0.042209
-0.28,0.021744,0.036417,0.049305,0.046479,0.045568
-0.27,0.02516,0.036189,0.0513,0.049416,0.048928
-0.26,0.02979,0.035808,0.052811,0.052443,0.052543
-0.25,0.03442,0.035602,0.054019,0.055643,0.056825
-0.24,0.039051,0.03567,0.055162,0.058742,0.061059
-0.23,0.044608,0.03616,0.056393,0.062108,0.064532
-0.22,0.051356,0.037194,0.057774,0.066047,0.066842
-0.21,0.058105,0.038841,0.059247,0.069868,0.068852
-0.2,0.064853,0.041142,0.061412,0.072625,0.071582
-0.19,0.072889,0.044194,0.06395,0.074619,0.075693
-0.18,0.082061,0.047909,0.066658,0.076727,0.080563
-0.17,0.091234,0.051928,0.069326,0.079226,0.084748
-0.16,0.10041,0.056167,0.073191,0.082232,0.088396
-0.15,0.11072,0.061032,0.078456,0.08601,0.092643
-0.14,0.12172,0.066272,0.084904,0.090602,0.097753
-0.13,0.13271,0.071917,0.092283,0.096151,0.10357
-0.12,0.14371,0.077758,0.10029,0.10239,0.11001
-0.11,0.15551,0.084278,0.10991,0.10856,0.1166
-0.1,0.16761,0.091062,0.11987,0.11421,0.12321
-0.09,0.17972,0.097143,0.12903,0.12052,0.13006
-0.08,0.19183,0.10301,0.1362,0.1275,0.13712
-0.07,0.20458,0.10836,0.14371,0.13432,0.14437
-0.06,0.21747,0.1136,0.15187,0.14233,0.1513
-0.05,0.23036,0.1188,0.1607,0.15102,0.15857
-0.04,0.24325,0.124,0.16999,0.15848,0.16673
-0.03,0.24933,0.12837,0.17563,0.16325,0.1734
-0.02,0.2547,0.13266,0.18007,0.16714,0.17734
-0.01,0.26007,0.137,0.18284,0.17102,0.17932
0,0.26544,0.14135,0.1831,0.17359,0.18095
0.01,0.25743,0.14147,0.17753,0.17364,0.18191
0.02,0.24942,0.14145,0.1721,0.17073,0.18068
0.03,0.2414,0.1384,0.16712,0.16664,0.17567
0.04,0.2329,0.13538,0.16239,0.16156,0.16902
0.05,0.21963,0.13259,0.15454,0.15594,0.16209
0.06,0.20636,0.1297,0.14508,0.14998,0.15343
0.07,0.1931,0.12616,0.13464,0.14488,0.14518
0.08,0.18017,0.12207,0.1236,0.13968,0.13875
0.09,0.1687,0.11564,0.11235,0.13475,0.13287
0.1,0.15724,0.10911,0.10302,0.12982,0.12637
0.11,0.14578,0.10231,0.094893,0.12294,0.11932
0.12,0.13489,0.095666,0.087612,0.11496,0.11237
0.13,0.12545,0.089432,0.081139,0.10743,0.1056
0.14,0.11601,0.083367,0.075877,0.10034,0.098664
0.15,0.10658,0.077647,0.071553,0.094544,0.091949
0.16,0.097728,0.072264,0.067782,0.090391,0.086485
0.17,0.08986,0.067442,0.06428,0.086688,0.082128
0.18,0.081992,0.063005,0.061041,0.082459,0.078019
0.19,0.074124,0.059096,0.058002,0.07804,0.073512
0.2,0.066919,0.055682,0.055333,0.073854,0.069534
0.21,0.060466,0.05283,0.053127,0.070106,0.0662
0.22,0.054012,0.050412,0.051567,0.06686,0.062835
0.23,0.047559,0.048401,0.050222,0.06401,0.059978
0.24,0.04226,0.046547,0.048633,0.061339,0.057242
0.25,0.037859,0.044814,0.046916,0.058306,0.05412
0.26,0.033458,0.042816,0.045486,0.054471,0.05076
0.27,0.029057,0.040649,0.043955,0.049801,0.047467
0.28,0.025575,0.038121,0.042295,0.045149,0.044555
0.29,0.022573,0.035403,0.040622,0.041164,0.041796
0.3,0.019572,0.032582,0.039032,0.037675,0.039071
0.31,0.016571,0.029718,0.037441,0.034442,0.03654
0.32,0.014327,0.027152,0.03562,0.031338,0.033793
0.33,0.012336,0.024696,0.033602,0.028541,0.030792
0.34,0.010345,0.022402,0.03146,0.026207,0.027981
0.35,0.0084532,0.020161,0.029299,0.024083,0.025745
0.36,0.0071995,0.018015,0.02709,0.021666,0.023894
0.37,0.0060448,0.015965,0.025032,0.019282,0.022103
0.38,0.0048901,0.014225,0.023009,0.017524,0.020054
0.39,0.0038727,0.012565,0.020918,0.016231,0.017701
0.4,0.0031961,0.011031,0.018708,0.014999,0.015293
0.41,0.0025336,0.0096338,0.016544,0.013761,0.012972
0.42,0.0018712,0.0084566,0.014654,0.012437,0.010727
0.43,0.0013973,0.0073396,0.013047,0.010895,0.0088111
0.44,0.001112,0.0062826,0.01165,0.0091679,0.0072363
0.45,0.00082668,0.0052037,0.010304,0.0074256,0.0060013
0.46,0.00054136,0.0041117,0.0090165,0.0058936,0.0051541
0.47,0.00039196,0.0032095,0.0079082,0.004723,0.0045399
0.48,0.00028788,0.0023707,0.0069428,0.0038272,0.0040494
0.49,0.0001838,0.0018333,0.0060274,0.0030994,0.0036623
0.5,7.97E-05,0.001339,0.005013,0.002498,0.0034245
