x (m),R4,R5,R6,R7,R8
-0.5,3.02E-03,,0.0208111,,0.010914504
-0.49,0.00396175,,0.023766519,,0.013223623
-0.48,0.004947355,,0.026615728,,0.015587913
-0.47,0.005956574,,0.029642,,0.018232867
-0.46,0.006904437,,0.033071449,,0.019929129
-0.45,0.00776021,,0.036026635,,0.02086635
-0.44,0.00877459,,0.03805916,,0.021385542
-0.43,0.009899009,,0.040154012,,0.022438839
-0.42,0.010911166,,0.042469584,,0.026066107
-0.41,0.011943974,,0.045158998,,0.030538166
-0.4,0.013182687,,0.046451896,,0.034849821
-0.39,0.014548782,,0.046806194,,0.036646678
-0.38,0.015469419,,0.047142397,,0.03771989
-0.37,0.016444917,,0.04772249,,0.039684978
-0.36,0.017683593,,0.048938748,,0.04139347
-0.35,0.019094481,,0.050958783,,0.042448396
-0.34,0.020789825,,0.05315881,,0.044930765
-0.33,0.023263255,,0.055521482,,0.047319743
-0.32,0.026326152,,0.057691288,,0.049749331
-0.31,0.029391229,,0.059922504,,0.05236492
-0.3,0.031843882,,0.062351332,,0.055049263
-0.29,0.03493779,,0.064173353,,0.057721149
-0.28,0.038519027,,0.065126194,,0.059069349
-0.27,0.041825493,,0.066621812,,0.060289368
-0.26,0.044635446,,0.068339608,,0.060624259
-0.25,0.048238451,,0.069807004,,0.061631213
-0.24,0.052471051,,0.070973886,,0.06436304
-0.23,0.056368687,,0.072144474,,0.067704317
-0.22,0.060216281,,0.072847032,,0.070175574
-0.21,0.065117276,,0.074481998,,0.071095126
-0.2,0.070853582,,0.077735035,,0.072766742
-0.19,0.074818025,,0.08231824,,0.076144919
-0.18,0.078555307,,0.087127357,,0.079982664
-0.17,0.084332362,,0.092060989,,0.08414976
-0.16,0.09176533,,0.095240664,,0.088695412
-0.15,0.096110018,,0.09612323,,0.091748679
-0.14,0.101514006,,0.097524241,,0.092517634
-0.13,0.110603917,,0.101115604,,0.092833105
-0.12,0.122562286,,0.10483555,,0.09297899
-0.11,0.131359498,,0.104987006,,0.094987941
-0.1,0.143203756,,0.104970068,,0.094557693
-0.09,0.159523085,,0.105884779,,0.09398529
-0.08,0.179098153,,0.107462041,,0.094401535
-0.07,0.183122704,,0.108075215,,0.093767871
-0.06,0.187410032,,0.108433024,,0.09313878
-0.05,0.196029089,,0.107876707,,0.093729161
-0.04,0.20844342,,0.109279667,,0.097240532
-0.03,0.205581933,,0.110163131,,0.098531717
-0.02,0.205490121,,0.109834723,,0.094246262
-0.01,0.210159671,,0.109347437,,0.088847405
0,0.219286571,,0.11143056,,0.087775007
0.01,0.209125547,,0.112914124,,0.087653871
0.02,0.203032927,,0.114751517,,0.08885179
0.03,0.201378614,,0.115331249,,0.090288069
0.04,0.2023086,,0.11425712,,0.09358211
0.05,0.188185375,,0.111841981,,0.093713172
0.06,0.178039658,,0.112023153,,0.092342307
0.07,0.172572469,,0.11248276,,0.091470403
0.08,0.168344226,,0.11238137,,0.08742981
0.09,0.151148811,,0.10946755,,0.083458114
0.1,0.137685928,,0.107642296,,0.081300323
0.11,0.129128384,,0.107445508,,0.081987395
0.12,0.123088732,,0.107149357,,0.08334793
0.13,0.1119748,,0.103750971,,0.083326741
0.14,0.103429671,,0.099118433,,0.082057036
0.15,0.098126255,,0.095968513,,0.0814657
0.16,0.093363358,,0.093736938,,0.079088296
0.17,0.085038728,,0.091484894,,0.076047927
0.18,0.077799707,,0.088664419,,0.072639181
0.19,0.071973815,,0.086028392,,0.070225883
0.2,0.066140561,,0.083822677,,0.06954355
0.21,0.059274434,,0.082078985,,0.069241112
0.22,0.053248228,,0.080107334,,0.068708034
0.23,0.048378718,,0.077995568,,0.06791364
0.24,0.044114827,,0.075593711,,0.064486241
0.25,0.039794859,,0.073854972,,0.062351281
0.26,0.03595621,,0.07249786,,0.061035484
0.27,0.032768632,,0.071209581,,0.05845456
0.28,0.029515782,,0.070041952,,0.054316369
0.29,0.026289177,,0.068651343,,0.050461407
0.3,0.023629028,,0.066528335,,0.049151451
0.31,0.021744728,,0.063736861,,0.049020837
0.32,0.019758899,,0.060358679,,0.047808679
0.33,0.017743759,,0.057898147,,0.046968594
0.34,0.01603548,,0.056344516,,0.04518658
0.35,0.01465092,,0.054523875,,0.042958766
0.36,0.012973843,,0.051711492,,0.039991339
0.37,0.011378623,,0.048068704,,0.037400689
0.38,0.010038848,,0.045186236,,0.037022403
0.39,0.008986908,,0.043165575,,0.035520542
0.4,0.007924699,,0.041592125,,0.032633352
0.41,0.006922288,,0.040035616,,0.030002209
0.42,0.00602047,,0.038366871,,0.028239128
0.43,0.005172812,,0.036346177,,0.028128763
0.44,0.004283399,,0.033949506,,0.02826078
0.45,0.003416781,,0.031362142,,0.027088894
0.46,0.002595854,,0.028614574,,0.024370739
0.47,0.002020873,,0.026631255,,0.021445025
0.48,0.001512231,,0.025260254,,0.020086691
0.49,0.001007071,,0.023453135,,0.018481139
0.5,5.16E-04,,0.020815302,,0.016817173
