x (m),R4,R5,R6,R7,R8
-0.5,5.46E-04,,4.87E-05,,1.8485E-05
-0.49,2.23E-03,,4.56E-04,,0.000620251
-0.48,0.003926204,,0.002153897,,0.002985643
-0.47,0.005626227,,0.005685669,,0.00848885
-0.46,0.008021441,,0.010084845,,0.02246133
-0.45,0.012734229,,0.013344681,,0.030589899
-0.44,0.017593336,,0.01957205,,0.033978259
-0.43,0.022504245,,0.029258651,,0.04152463
-0.42,0.02655027,,0.039003801,,0.049967681
-0.41,0.030169219,,0.046923243,,0.056783633
-0.4,0.034233882,,0.05449544,,0.066815752
-0.39,0.038485156,,0.06254777,,0.075750593
-0.38,0.040196923,,0.07197453,,0.083572805
-0.37,0.041267667,,0.081697094,,0.090566869
-0.36,0.042817111,,0.091578553,,0.097369868
-0.35,0.044660014,,0.101472245,,0.102337018
-0.34,0.046312411,,0.109949512,,0.104624608
-0.33,0.048808544,,0.117212117,,0.10471627
-0.32,0.052143394,,0.124834312,,0.10662093
-0.31,0.055667055,,0.133162639,,0.109703723
-0.3,0.058934117,,0.138934548,,0.11065337
-0.29,0.063624346,,0.140519222,,0.109891637
-0.28,0.06944958,,0.142562088,,0.10884501
-0.27,0.074953711,,0.145438492,,0.112670382
-0.26,0.080086729,,0.148503439,,0.116188445
-0.25,0.087332112,,0.152332356,,0.116691585
-0.24,0.096214211,,0.156048474,,0.115322495
-0.23,0.104443431,,0.162303714,,0.112575438
-0.22,0.112476863,,0.168762394,,0.111847141
-0.21,0.122746315,,0.173008938,,0.112757755
-0.2,0.134740807,,0.168627417,,0.115031589
-0.19,0.145214411,,0.163603494,,0.120892163
-0.18,0.156140164,,0.162643962,,0.125819338
-0.17,0.169978236,,0.167555777,,0.124012063
-0.16,0.186079595,,0.172988393,,0.12185065
-0.15,0.196359781,,0.174685031,,0.126062706
-0.14,0.205929668,,0.175361852,,0.135170804
-0.13,0.219331813,,0.174541894,,0.140570082
-0.12,0.235913761,,0.17021601,,0.140793958
-0.11,0.23609118,,0.163803187,,0.138496147
-0.1,0.23325174,,0.15721269,,0.132616279
-0.09,0.235295227,,0.152921066,,0.132395112
-0.08,0.242098104,,0.153830972,,0.130837038
-0.07,0.227767725,,0.155113555,,0.130886504
-0.06,0.215290544,,0.157062163,,0.131456242
-0.05,0.212227034,,0.158784036,,0.130570883
-0.04,0.218970954,,0.154793416,,0.12993426
-0.03,0.208267969,,0.146431544,,0.128798686
-0.02,0.202346089,,0.144321812,,0.128957837
-0.01,0.204501856,,0.149810906,,0.126540369
0,0.214491283,,0.161789958,,0.122235457
0.01,0.207303064,,0.155748261,,0.121710706
0.02,0.207481222,,0.156324446,,0.122016068
0.03,0.215008829,,0.158801539,,0.122900871
0.04,0.226439642,,0.161001886,,0.132195418
0.05,0.218884207,,0.161865762,,0.136525694
0.06,0.220274219,,0.162772201,,0.136808716
0.07,0.230446473,,0.165940322,,0.13870651
0.08,0.24224944,,0.173769394,,0.137323263
0.09,0.233534136,,0.181891377,,0.131700135
0.1,0.230308076,,0.183946481,,0.127219531
0.11,0.232800449,,0.185032188,,0.129190711
0.12,0.232670415,,0.184858026,,0.129224099
0.13,0.215037287,,0.18378148,,0.130795111
0.14,0.200124955,,0.183772609,,0.132941769
0.15,0.188580674,,0.18152477,,0.133608839
0.16,0.17670896,,0.178193812,,0.130612603
0.17,0.160369457,,0.177235974,,0.124967715
0.18,0.146616971,,0.177333049,,0.119791173
0.19,0.136238024,,0.178653181,,0.117239798
0.2,0.127077392,,0.17877698,,0.11446349
0.21,0.116770825,,0.176197341,,0.112056891
0.22,0.108146128,,0.167303553,,0.111716424
0.23,0.101631754,,0.159732325,,0.11323845
0.24,0.094760627,,0.155101209,,0.113301413
0.25,0.087015585,,0.151854906,,0.107644514
0.26,0.080513102,,0.144692454,,0.103291294
0.27,0.075575057,,0.136465274,,0.101284873
0.28,0.070131265,,0.131526428,,0.102911891
0.29,0.064500739,,0.129356655,,0.107448298
0.3,0.059953121,,0.126477277,,0.109511622
0.31,0.056748,,0.123615151,,0.110022126
0.32,0.053701056,,0.119352005,,0.107914954
0.33,0.050863296,,0.112416148,,0.107399951
0.34,0.048655407,,0.102176164,,0.10828835
0.35,0.046858385,,0.090148613,,0.106360273
0.36,0.043603823,,0.078314113,,0.10124807
0.37,0.040469529,,0.068296857,,0.094479488
0.38,0.037868819,,0.060970489,,0.086710212
0.39,0.034870311,,0.055518184,,0.078738128
0.4,0.029665678,,0.049458178,,0.070169068
0.41,0.024672123,,0.04050078,,0.061521275
0.42,0.020232749,,0.032059323,,0.052684152
0.43,0.016425518,,0.026382412,,0.045873257
0.44,0.012587411,,0.023539052,,0.039979544
0.45,0.008776221,,0.022555073,,0.032795157
0.46,0.005053356,,0.021722687,,0.025512578
0.47,0.003381132,,0.01930157,,0.017621227
0.48,0.002336837,,0.01506827,,0.009629686
0.49,1.29E-03,,0.009867431,,0.002040732
0.5,2.53E-04,,0.004764014,,0.000188293
