x (m),R4,R5,R6,R7,R8
-0.5,0.12205,0.21998,0.22111,0.21942,0.21658
-0.49,0.1252,0.22516,0.22593,0.22453,0.22179
-0.48,0.12834,0.23035,0.23079,0.23023,0.22712
-0.47,0.13148,0.23557,0.23581,0.23622,0.233
-0.46,0.13462,0.241,0.24102,0.2428,0.24105
-0.45,0.13776,0.24703,0.24628,0.25033,0.25009
-0.44,0.14089,0.2533,0.25133,0.26009,0.25855
-0.43,0.14403,0.25996,0.25699,0.27115,0.26792
-0.42,0.14775,0.26729,0.26369,0.28227,0.27886
-0.41,0.15207,0.27527,0.27179,0.29426,0.2922
-0.4,0.15639,0.28369,0.28184,0.30754,0.30709
-0.39,0.16078,0.29242,0.29258,0.32235,0.32228
-0.38,0.16705,0.30214,0.30457,0.33783,0.33818
-0.37,0.17406,0.31222,0.31782,0.35185,0.3552
-0.36,0.18108,0.32172,0.33172,0.36636,0.37445
-0.35,0.18857,0.33106,0.34535,0.38372,0.39333
-0.34,0.19909,0.34029,0.35947,0.39922,0.41064
-0.33,0.21009,0.34926,0.37731,0.41204,0.42899
-0.32,0.22108,0.35723,0.39778,0.42388,0.45074
-0.31,0.23219,0.36521,0.41942,0.43261,0.47462
-0.3,0.24367,0.37348,0.44021,0.44251,0.49525
-0.29,0.25515,0.38136,0.45728,0.45526,0.51006
-0.28,0.26662,0.38831,0.47038,0.46612,0.51885
-0.27,0.27899,0.39603,0.4811,0.47409,0.52451
-0.26,0.29306,0.40521,0.4905,0.47958,0.52976
-0.25,0.30714,0.41502,0.49897,0.48291,0.53623
-0.24,0.32121,0.42581,0.50543,0.48284,0.53848
-0.23,0.33368,0.43574,0.5099,0.47978,0.53082
-0.22,0.34409,0.44457,0.51214,0.4752,0.51277
-0.21,0.35449,0.45152,0.51239,0.46981,0.48871
-0.2,0.3649,0.45647,0.51112,0.46145,0.46703
-0.19,0.3729,0.45965,0.50845,0.45147,0.45358
-0.18,0.37878,0.46127,0.50438,0.44347,0.4492
-0.17,0.38465,0.45969,0.49916,0.44005,0.4482
-0.16,0.39053,0.45577,0.49225,0.4402,0.45
-0.15,0.39364,0.45049,0.4812,0.44302,0.4487
-0.14,0.3951,0.44437,0.46412,0.44509,0.44228
-0.13,0.39656,0.44013,0.43905,0.43962,0.4321
-0.12,0.39802,0.43681,0.40655,0.42425,0.41761
-0.11,0.39418,0.42363,0.36866,0.39866,0.39867
-0.1,0.38826,0.40659,0.33124,0.3716,0.37714
-0.09,0.38234,0.38531,0.29665,0.34863,0.3519
-0.08,0.37642,0.36274,0.26015,0.3236,0.32137
-0.07,0.34556,0.33401,0.22055,0.29766,0.27847
-0.06,0.30893,0.30385,0.17855,0.27035,0.22965
-0.05,0.27231,0.276,0.1345,0.24064,0.18088
-0.04,0.23569,0.24853,0.089083,0.2171,0.13299
-0.03,0.17832,0.21351,0.048819,0.19435,0.088608
-0.02,0.1188,0.1777,0.0092701,0.16139,0.050638
-0.01,0.05928,0.14603,-0.029948,0.11908,0.013288
0,-0.00023806,0.11456,-0.068684,0.073899,-0.026408
0.01,-0.062445,0.076446,-0.10432,0.033186,-0.066185
0.02,-0.12465,0.03782,-0.13697,-0.0031406,-0.10705
0.03,-0.18686,-0.011277,-0.16497,-0.039789,-0.15089
0.04,-0.24641,-0.060545,-0.18771,-0.079204,-0.19914
0.05,-0.28035,-0.11148,-0.20887,-0.12123,-0.24415
0.06,-0.31428,-0.16114,-0.23753,-0.164,-0.28224
0.07,-0.34821,-0.20303,-0.27398,-0.20156,-0.3137
0.08,-0.37715,-0.24361,-0.31729,-0.23046,-0.33581
0.09,-0.38444,-0.27851,-0.36498,-0.25909,-0.35344
0.1,-0.39173,-0.31093,-0.40401,-0.29139,-0.36831
0.11,-0.39901,-0.33524,-0.43894,-0.32206,-0.38388
0.12,-0.40436,-0.35906,-0.47001,-0.34702,-0.39825
0.13,-0.40475,-0.38162,-0.49498,-0.3681,-0.40877
0.14,-0.40514,-0.40081,-0.51365,-0.38976,-0.41384
0.15,-0.40553,-0.41307,-0.52559,-0.41534,-0.41802
0.16,-0.40388,-0.42363,-0.53294,-0.44032,-0.42293
0.17,-0.39885,-0.43133,-0.53756,-0.46186,-0.43291
0.18,-0.39381,-0.43731,-0.54025,-0.48015,-0.44709
0.19,-0.38877,-0.44094,-0.54284,-0.49353,-0.46157
0.2,-0.38171,-0.44182,-0.54438,-0.50291,-0.47822
0.21,-0.37237,-0.43957,-0.54388,-0.50892,-0.49763
0.22,-0.36303,-0.43487,-0.53883,-0.51212,-0.51813
0.23,-0.35369,-0.42785,-0.53023,-0.51236,-0.53474
0.24,-0.3439,-0.41999,-0.51922,-0.50965,-0.54257
0.25,-0.33374,-0.41147,-0.50658,-0.50607,-0.54211
0.26,-0.32359,-0.40086,-0.49221,-0.50352,-0.53951
0.27,-0.31344,-0.38891,-0.47583,-0.50098,-0.53629
0.28,-0.30053,-0.37601,-0.45833,-0.49689,-0.53022
