x (m),R4,R5,R6,R7,R8
0.29,-0.28617,-0.36262,-0.44112,-0.48892,-0.52134
0.3,-0.27181,-0.34928,-0.42535,-0.47637,-0.51018
0.31,-0.25745,-0.33598,-0.4107,-0.46257,-0.49792
0.32,-0.2436,-0.32376,-0.39628,-0.44697,-0.48667
0.33,-0.22992,-0.31201,-0.38195,-0.43069,-0.47359
0.34,-0.21623,-0.30158,-0.36834,-0.41341,-0.45878
0.35,-0.20315,-0.29181,-0.35662,-0.39392,-0.44088
0.36,-0.19394,-0.28423,-0.34533,-0.3717,-0.41776
0.37,-0.18533,-0.2772,-0.33294,-0.34758,-0.39369
0.38,-0.17672,-0.271,-0.31992,-0.32553,-0.37195
0.39,-0.16893,-0.26467,-0.30731,-0.30782,-0.34953
0.4,-0.16316,-0.25785,-0.29646,-0.29091,-0.32733
0.41,-0.15748,-0.2516,-0.28746,-0.27704,-0.30438
0.42,-0.1518,-0.24633,-0.27939,-0.26665,-0.28462
0.43,-0.14696,-0.24125,-0.27129,-0.25771,-0.27066
0.44,-0.14297,-0.23637,-0.26324,-0.2492,-0.26045
0.45,-0.13897,-0.23167,-0.25607,-0.24165,-0.25193
0.46,-0.13497,-0.22707,-0.24985,-0.23549,-0.2444
0.47,-0.13124,-0.22265,-0.24383,-0.23013,-0.23822
0.48,-0.12759,-0.21829,-0.23807,-0.22514,-0.23311
0.49,-0.12395,-0.21403,-0.23254,-0.22033,-0.22785
0.5,-0.12031,-0.20979,-0.22697,-0.21556,-0.22261
