x (m),R4,R5,R6,R7,R8
-0.5,0.127850306,,0.255361045,,0.19907454
-0.49,0.132957218,,0.26898979,,0.212671183
-0.48,0.138226952,,0.281917048,,0.228372039
-0.47,0.143641757,,0.293736095,,0.245701237
-0.46,0.148839303,,0.305066381,,0.262046347
-0.45,0.153241637,,0.317028135,,0.276160877
-0.44,0.157941482,,0.32900018,,0.288964895
-0.43,0.162913148,,0.343427403,,0.297785901
-0.42,0.167307678,,0.35963373,,0.30432719
-0.41,0.171382479,,0.376386216,,0.313700355
-0.4,0.176015899,,0.391902421,,0.328326963
-0.39,0.181094263,,0.404419134,,0.343913567
-0.38,0.185138575,,0.415464389,,0.355556549
-0.37,0.18962066,,0.426588402,,0.366342983
-0.36,0.195175166,,0.436478043,,0.379796933
-0.35,0.200986852,,0.44499563,,0.392977949
-0.34,0.203021636,,0.45287812,,0.404775199
-0.33,0.205338058,,0.456811811,,0.417200888
-0.32,0.208628731,,0.458460822,,0.429682685
-0.31,0.210761506,,0.461578213,,0.44144313
-0.3,0.208534112,,0.466197598,,0.44964283
-0.29,0.208861706,,0.476288003,,0.464006801
-0.28,0.211732068,,0.484662312,,0.475190122
-0.27,0.215129125,,0.491174098,,0.478201964
-0.26,0.218423518,,0.492362353,,0.472967574
-0.25,0.22568255,,0.487887907,,0.468556746
-0.24,0.236542862,,0.483279924,,0.472856759
-0.23,0.242104152,,0.48225863,,0.48006106
-0.22,0.241181443,,0.481321123,,0.483369992
-0.21,0.245204707,,0.479121449,,0.483477699
-0.2,0.253942732,,0.468486421,,0.482660463
-0.19,0.258341198,,0.457462018,,0.48030859
-0.18,0.26106592,,0.447899196,,0.478304448
-0.17,0.270069412,,0.440055379,,0.470672972
-0.16,0.284755196,,0.437027071,,0.455736932
-0.15,0.286928104,,0.433866456,,0.443877647
-0.14,0.286104098,,0.430585358,,0.438239128
-0.13,0.293401658,,0.427742617,,0.440188197
-0.12,0.308244319,,0.428752489,,0.451864402
-0.11,0.310752057,,0.430244627,,0.464273016
-0.1,0.313368449,,0.431561793,,0.472718926
-0.09,0.323508018,,0.434925477,,0.480720483
-0.08,0.340496406,,0.438566932,,0.484744603
-0.07,0.335147759,,0.43519466,,0.488504285
-0.06,0.330851457,,0.42555156,,0.486486683
-0.05,0.334593705,,0.410817018,,0.481347831
-0.04,0.346112442,,0.395837599,,0.480717972
-0.03,0.337344403,,0.385012131,,0.478531867
-0.02,0.332560038,,0.381434056,,0.472601499
-0.01,0.334865451,,0.384564951,,0.466797974
0,0.344119556,,0.395863262,,0.452876758
0.01,0.332801381,,0.403520827,,0.437965482
0.02,0.330634944,,0.405818324,,0.437014753
0.03,0.337795725,,0.405957334,,0.437732275
0.04,0.350861747,,0.406111795,,0.440254999
0.05,0.343592224,,0.405250292,,0.443561454
0.06,0.343157468,,0.406978131,,0.45285061
0.07,0.349581481,,0.41009617,,0.465376424
0.08,0.355265322,,0.419201639,,0.465235438
0.09,0.335627191,,0.430388793,,0.454162949
0.1,0.322675261,,0.439075182,,0.440801066
0.11,0.317230844,,0.443136293,,0.4331991
0.12,0.311063434,,0.447928058,,0.423870398
0.13,0.289687904,,0.452440798,,0.424362387
0.14,0.275556487,,0.456333712,,0.427549618
0.15,0.269813241,,0.460500573,,0.435166197
0.16,0.264030044,,0.466236627,,0.444143238
0.17,0.250516585,,0.474371207,,0.452459375
0.18,0.244198268,,0.483600483,,0.465693565
0.19,0.245630857,,0.493663582,,0.482956948
0.2,0.244629265,,0.505084266,,0.498880065
0.21,0.237139373,,0.517006248,,0.506161672
0.22,0.233981101,,0.522851533,,0.502139164
0.23,0.235328774,,0.524854445,,0.489505238
0.24,0.230349057,,0.519753133,,0.478626097
0.25,0.22044798,,0.512635191,,0.469801403
0.26,0.214122652,,0.507190077,,0.462143579
0.27,0.211689823,,0.504189807,,0.4545399
0.28,0.205641063,,0.498759745,,0.449319063
0.29,0.197960444,,0.494502168,,0.44336533
0.3,0.192516423,,0.492190898,,0.432352265
0.31,0.189502118,,0.489753751,,0.419924425
0.32,0.184435432,,0.48677168,,0.408621517
0.33,0.179091699,,0.482953695,,0.403543158
0.34,0.174902599,,0.476831918,,0.407410027
0.35,0.171558608,,0.466967087,,0.407913059
0.36,0.166659807,,0.454025224,,0.402024743
0.37,0.16225834,,0.440828073,,0.39356555
0.38,0.158823696,,0.428188962,,0.382098161
0.39,0.15554514,,0.415221912,,0.370275712
0.4,0.150788191,,0.401726773,,0.357711125
0.41,0.146466784,,0.386405315,,0.341906973
0.42,0.142717718,,0.367751587,,0.322136125
0.43,0.13916001,,0.349774084,,0.303048253
0.44,0.135490872,,0.332685786,,0.283950853
0.45,0.13204264,,0.316244301,,0.266818429
0.46,0.128833051,,0.303171244,,0.251579896
0.47,0.12490603,,0.28930099,,0.238774423
0.48,0.120767986,,0.275201973,,0.226519271
0.49,0.116731111,,0.260718183,,0.215279807
0.5,0.112805774,,0.246192774,,0.206199112
