cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 2.9000386E+000, 5.1760832E-001,-5.0000000E-001, 1.1111663E+003, 1.1621892E+003, 1.1146144E+003, 9.8636258E+002, 8.2696068E+002, 6.9166257E+002, 1.2766527E+002, 2.1042914E+002, 3.0840041E+002, 3.6011533E+002, 3.5127848E+002, 2.9594937E+002,-2.0500000E+001, 4.3747919E-016, 4.1401585E-015, 6.2443420E-012, 5.7569517E-008, 9.0382278E-006, 1.9473190E-016, 1.0209390E-014, 2.5926923E-011, 3.0008215E-007, 4.6300703E-005
 1.5000000E+000, 5.4281582E+000, 9.6537157E-001, 5.0000000E-001, 1.1007652E+003, 1.1473063E+003, 1.1275043E+003, 9.8032713E+002, 8.4414006E+002, 6.9956829E+002, 1.1860071E+002, 2.1400971E+002, 3.0955322E+002, 3.5262018E+002, 3.5726160E+002, 2.9435918E+002,-1.9500000E+001, 1.9769006E-014, 5.3603237E-013, 5.1664534E-010, 3.3741017E-006, 2.7430347E-004, 1.5375322E-014, 1.6066910E-012, 2.5613536E-009, 1.9834153E-005, 1.5211099E-003
 2.5000000E+000, 7.6221583E+000, 1.3640805E+000, 1.5000000E+000, 1.1572372E+003, 1.1052455E+003, 1.0583965E+003, 9.5101211E+002, 8.3822376E+002, 6.9518892E+002, 1.9375742E+002, 2.6695996E+002, 3.2306966E+002, 3.6092561E+002, 3.6429489E+002, 2.8810121E+002,-1.8500000E+001, 1.9769006E-014, 5.3603237E-013, 5.1664534E-010, 3.3741017E-006, 2.7430347E-004, 1.5375322E-014, 1.6066910E-012, 2.5613536E-009, 1.9834153E-005, 1.5211099E-003
 3.5000000E+000, 8.2619571E+000, 1.5193291E+000, 2.5000000E+000, 1.0338377E+003, 9.7636704E+002, 9.5077593E+002, 8.9860148E+002, 7.9655597E+002, 6.7954196E+002, 3.2668840E+002, 3.4814557E+002, 3.6167360E+002, 3.7003394E+002, 3.5180661E+002, 2.8166479E+002,-1.7500000E+001, 1.0932471E-012, 7.8005401E-011, 4.4429325E-008, 9.5829892E-005, 1.8671347E-003, 7.3950063E-013, 2.8520262E-010, 2.5068670E-007, 5.5146417E-004, 5.9718055E-003
 4.5000000E+000, 8.0530332E+000, 1.5147636E+000, 3.5000000E+000, 8.0216589E+002, 8.2924267E+002, 8.3233509E+002, 8.0669983E+002, 7.2625385E+002, 6.4518279E+002, 3.8774149E+002, 3.9810853E+002, 3.7999046E+002, 3.5879369E+002, 3.2329893E+002, 2.6631623E+002,-1.6500000E+001, 1.0932471E-012, 7.8005401E-011, 4.4429325E-008, 9.5829892E-005, 1.8671347E-003, 7.3950063E-013, 2.8520262E-010, 2.5068670E-007, 5.5146417E-004, 5.9718055E-003
 5.5000000E+000, 7.4908568E+000, 1.5637912E+000, 4.5000000E+000, 5.9537887E+002, 6.8703527E+002, 7.0949447E+002, 6.9869024E+002, 6.5082927E+002, 5.9640978E+002, 3.1577581E+002, 3.6419975E+002, 3.5614544E+002, 3.2893111E+002, 2.8673854E+002, 2.5155551E+002,-1.5500000E+001, 4.3029616E-011, 1.0899689E-008, 4.7326522E-006, 1.2772778E-003, 7.2169803E-003, 2.6387578E-011, 5.1015736E-008, 3.2467941E-005, 5.3495093E-003, 1.4884648E-002
 6.5000000E+000, 6.8690663E+000, 1.5977184E+000, 5.5000000E+000, 4.6546435E+002, 5.5589284E+002, 5.9501995E+002, 6.0405775E+002, 5.7378357E+002, 5.5055724E+002, 2.4032433E+002, 3.1259270E+002, 3.2371070E+002, 2.9646311E+002, 2.5415764E+002, 2.2952119E+002,-1.4500000E+001, 4.3029616E-011, 1.0899689E-008, 4.7326522E-006, 1.2772778E-003, 7.2169803E-003, 2.6387578E-011, 5.1015736E-008, 3.2467941E-005, 5.3495093E-003, 1.4884648E-002
 7.5000000E+000, 6.3013655E+000, 1.6165197E+000, 6.5000000E+000, 3.8219183E+002, 4.5799932E+002, 5.1445652E+002, 5.3243954E+002, 5.1633731E+002, 5.0965364E+002, 1.6316575E+002, 2.4661863E+002, 2.8149913E+002, 2.6182541E+002, 2.2890968E+002, 2.0644286E+002,-1.3500000E+001, 1.3497741E-009, 1.3721003E-006, 1.6548683E-004, 7.2906768E-003, 1.7549444E-002, 8.8071328E-010, 7.5936138E-006, 1.0618530E-003, 2.0179790E-002, 2.4047098E-002
 8.5000000E+000, 5.8133656E+000, 1.6397971E+000, 7.5000000E+000, 3.3694171E+002, 3.8741645E+002, 4.5205244E+002, 4.7275919E+002, 4.6849058E+002, 4.6823157E+002, 1.0270978E+002, 1.7851808E+002, 2.2986523E+002, 2.2326208E+002, 1.9443641E+002, 1.7811846E+002,-1.2500000E+001, 1.3497741E-009, 1.3721003E-006, 1.6548683E-004, 7.2906768E-003, 1.7549444E-002, 8.8071328E-010, 7.5936138E-006, 1.0618530E-003, 2.0179790E-002, 2.4047098E-002
 9.5000000E+000, 5.3921392E+000, 1.6752808E+000, 8.5000000E+000, 3.0726868E+002, 3.4271896E+002, 3.9714083E+002, 4.2480466E+002, 4.3407131E+002, 4.2962832E+002, 3.8131162E+001, 1.2043927E+002, 1.7788955E+002, 1.8420608E+002, 1.7209291E+002, 1.4502231E+002,-1.1500000E+001, 1.6480410E-008, 7.7569166E-005, 1.9071777E-003, 1.2745392E-002, 2.8128261E-002, 1.3917513E-008, 5.1242424E-004, 1.1718006E-002, 2.8504780E-002, 3.3581363E-002
 1.0500000E+001, 5.0535424E+000, 1.7429805E+000, 9.5000000E+000, 2.9642475E+002, 3.1598239E+002, 3.5204695E+002, 3.8325797E+002, 4.0141162E+002, 3.9725239E+002, 8.2400373E+000, 7.4695716E+001, 1.1889478E+002, 1.4275619E+002, 1.5186449E+002, 1.2342666E+002,-1.0500000E+001, 3.7588721E-007, 7.6656895E-004, 5.3009986E-003, 2.2441277E-002, 3.7072675E-002, 5.7174012E-007, 4.8018267E-003, 2.2654910E-002, 3.7019117E-002, 3.9539727E-002
 1.1500000E+001, 4.7807632E+000, 1.8311497E+000, 1.0500000E+001, 2.9465786E+002, 3.0294505E+002, 3.2168868E+002, 3.4914945E+002, 3.7271377E+002, 3.7213737E+002, 1.1312089E+000, 4.1510063E+001, 7.6242896E+001, 1.0404351E+002, 1.3240188E+002, 1.0716150E+002,-9.5000000E+000, 1.0842848E-005, 2.9934802E-003, 1.0809208E-002, 3.3129176E-002, 4.6422031E-002, 2.5718211E-005, 1.4262043E-002, 3.1129121E-002, 4.3670383E-002, 4.2740917E-002
 1.2500000E+001, 4.5615886E+000, 1.9497627E+000, 1.1500000E+001, 2.9443066E+002, 2.9680054E+002, 3.0669733E+002, 3.2101643E+002, 3.4467141E+002, 3.4656575E+002, 9.0863532E-002, 1.6941157E+001, 4.6597515E+001, 6.6531505E+001, 1.0007628E+002, 8.0754699E+001,-8.5000000E+000, 3.0741158E-004, 7.9895536E-003, 2.1239106E-002, 4.5869402E-002, 5.7184124E-002, 8.8997114E-004, 2.4701504E-002, 4.2417770E-002, 5.1573461E-002, 4.5965411E-002
 1.3500000E+001, 4.3789111E+000, 2.0811795E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 4.1207641E-003, 1.9563657E-002, 3.9189500E-002, 6.6228917E-002, 6.8459177E-002, 9.2857418E-003, 3.6671565E-002, 6.0551853E-002, 7.2078638E-002, 4.9410071E-002
 1.4500000E+001, 4.2435150E+000, 2.2214415E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5000000E+000, 2.1879562E-002, 4.1928681E-002, 6.5983620E-002, 9.5573569E-002, 8.1877293E-002, 2.7356959E-002, 5.4952810E-002, 9.2259552E-002, 1.0939009E-001, 5.3623283E-002
 1.5500000E+001, 4.1621044E+000, 2.3731656E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.5000000E+000, 5.8565918E-002, 7.6789267E-002, 1.1522638E-001, 1.3462374E-001, 9.4910921E-002, 5.1951432E-002, 8.8533990E-002, 1.5261364E-001, 1.7467274E-001, 5.9974570E-002
 1.6500000E+001, 4.1299887E+000, 2.5292293E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.5000000E+000, 1.3201566E-001, 1.4810650E-001, 2.0724799E-001, 1.8376335E-001, 1.0720591E-001, 9.3054995E-002, 1.6899224E-001, 2.6387068E-001, 2.3758868E-001, 6.8894027E-002
 1.7500000E+001, 4.1239718E+000, 2.6858258E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.5000000E+000, 4.5180780E-001, 3.1936303E-001, 3.6565670E-001, 2.4590372E-001, 1.2145662E-001, 3.9081002E-001, 3.3918814E-001, 3.9039877E-001, 2.8486412E-001, 8.9651524E-002
 1.8500000E+001, 4.1228376E+000, 2.8356559E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5000000E+000, 1.1732814E+000, 6.8114905E-001, 6.1043245E-001, 3.1100783E-001, 1.3536440E-001, 4.0574886E-001, 5.1697643E-001, 4.9533648E-001, 3.2954266E-001, 1.1419489E-001
