s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_METHANE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000,-3.5121238E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5121238E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0014699E+000, 3.3639986E+000,-1.9427630E-001,-7.0353669E-002,-1.7042432E-002, 9.6799535E-005, 0.0000000E+000,-1.0446815E-002, 3.1152232E+000, 3.0719762E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0617974E-005, 9.6149538E-006
 2.0007253E+000, 7.8111823E+000,-6.6085555E-001,-5.0993646E+000,-1.3479961E-002, 9.5473561E-004, 0.0000000E+000,-2.0157600E-002, 2.0119824E+000, 2.0182793E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4376683E-004, 1.9574499E-005
 3.0012105E+000, 8.8469612E+000,-7.8093012E-001,-7.7237841E+000,-1.1035345E-002, 1.6349988E-003, 0.0000000E+000,-2.1772278E-002, 3.0909687E-001, 3.1107430E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5871025E-004, 2.1609113E-005
 4.0001974E+000, 9.0531072E+000,-7.7749530E-001,-7.9611279E+000,-1.1653283E-002, 2.1349476E-003, 0.0000000E+000,-2.2545257E-002, 2.5146164E-001, 2.8242044E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6088395E-004, 2.1905071E-005
 5.0000811E+000, 9.0605872E+000,-7.5405893E-001,-7.7320019E+000,-9.6436494E-003, 2.5578578E-003, 0.0000000E+000,-2.2526068E-002, 5.2489487E-001, 5.4491460E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4299791E-008, 1.6118103E-004, 2.1945521E-005
 6.0001984E+000, 9.0664612E+000,-7.5248095E-001,-8.3084802E+000,-1.1276411E-002, 2.9088567E-003, 0.0000000E+000,-2.2456132E-002,-5.1610577E-002,-2.5323666E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3305583E-003, 1.6122136E-004, 2.1951012E-005
 7.0001297E+000, 9.0642642E+000,-7.4743150E-001,-8.1626706E+000,-1.3725026E-002, 3.2176084E-003, 0.0000000E+000,-2.2263808E-002, 8.8266619E-002, 1.2139093E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2970246E-002, 1.6122682E-004, 2.1951755E-005
 8.0019293E+000, 9.0292181E+000,-7.3795170E-001,-8.6601365E+000,-1.1559347E-002, 3.4443306E-003, 0.0000000E+000,-2.1925126E-002,-3.9806096E-001,-3.9891029E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1618162E-002, 1.6122756E-004, 2.1951856E-005
 9.0011988E+000, 8.9903168E+000,-7.0113502E-001,-7.8914848E+000,-1.0911197E-002, 3.5911847E-003, 0.0000000E+000,-2.1058711E-002, 3.6699965E-001, 3.6931823E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0262689E-002, 1.6122766E-004, 2.1951869E-005
 1.0002184E+001, 9.0020410E+000,-6.6907811E-001,-8.8981627E+000,-7.0199844E-003, 3.7194407E-003, 0.0000000E+000,-2.0477094E-002,-6.1379688E-001,-5.8897748E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8904354E-002, 1.6122768E-004, 2.1951871E-005
 1.1001614E+001, 8.9495988E+000,-6.0697766E-001,-7.7428308E+000,-1.1584128E-002, 3.7223151E-003, 0.0000000E+000,-2.0174803E-002, 5.4566899E-001, 5.7175364E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7544766E-002, 1.6122768E-004, 2.1951871E-005
 1.2001670E+001, 8.9869381E+000,-5.8644647E-001,-8.5493021E+000,-1.1598680E-002, 3.6719179E-003, 0.0000000E+000,-1.9964124E-002,-2.0794097E-001,-1.7670133E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6182803E-002, 1.6122768E-004, 2.1951872E-005
 1.3001576E+001, 9.0019394E+000,-5.5255517E-001,-8.4488037E+000,-9.9330002E-003, 3.5781915E-003, 0.0000000E+000,-1.9838321E-002,-4.5942154E-002,-2.5612584E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4822424E-002, 1.6122768E-004, 2.1951872E-005
 1.4000834E+001, 8.9658364E+000,-5.0877731E-001,-8.6945167E+000,-9.2259510E-003, 3.4754728E-003, 0.0000000E+000,-1.9876738E-002,-2.8530295E-001,-2.6308485E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3459987E-002, 1.6122768E-004, 2.1951872E-005
 1.5000237E+001, 8.8889725E+000,-4.7406329E-001,-8.3232507E+000,-8.9399655E-003, 3.4005784E-003, 0.0000000E+000,-2.1388459E-002, 4.5758615E-002, 6.4730622E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2093975E-002, 1.6122768E-004, 2.1951872E-005
 1.6001932E+001, 9.0774603E+000,-4.4757283E-001,-8.6169536E+000,-8.4583621E-003, 3.3055073E-003, 0.0000000E+000,-2.1652577E-002,-3.4093900E-002,-1.3871538E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0738374E-002, 1.6122768E-004, 2.1951872E-005
 1.7002090E+001, 9.0202828E+000,-4.0698035E-001,-8.5889263E+000,-7.2041665E-003, 3.1889494E-003, 0.0000000E+000,-2.1603617E-002,-8.7247307E-003,-1.2426320E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9386370E-002, 1.6122768E-004, 2.1951872E-005
 1.8000053E+001, 9.0326728E+000,-3.8741853E-001,-8.2550003E+000,-6.3471314E-003, 3.0349613E-003, 0.0000000E+000,-2.1619799E-002, 3.9688615E-001, 3.6532195E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0801782E-001, 1.6122768E-004, 2.1951872E-005
 1.9000546E+001, 9.0098152E+000,-3.7589071E-001,-9.1368846E+000,-6.8814735E-003, 2.9115437E-003, 0.0000000E+000,-2.1630227E-002,-5.6547002E-001,-5.2856026E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1665029E-001, 1.6122768E-004, 2.1951872E-005
 2.0001675E+001, 9.0432511E+000,-3.4403381E-001,-8.4104289E+000,-6.5376631E-003, 2.8065535E-003, 0.0000000E+000,-2.1575592E-002, 2.6036201E-001, 2.6348171E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2529929E-001, 1.6122768E-004, 2.1951872E-005
 2.1001543E+001, 9.0514622E+000,-3.3548261E-001,-8.6880585E+000,-7.9093357E-003, 2.7317069E-003, 0.0000000E+000,-2.1648777E-002,-1.2196210E-002, 1.0946769E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3394390E-001, 1.6122768E-004, 2.1951872E-005
 2.2000858E+001, 9.0306405E+000,-3.1745919E-001,-9.0067384E+000,-6.3942689E-003, 2.6091817E-003, 0.0000000E+000,-2.1644400E-002,-3.6584504E-001,-3.1898658E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4258003E-001, 1.6122768E-004, 2.1951872E-005
 2.3002039E+001, 9.0628026E+000,-3.0494305E-001,-8.6414410E+000,-5.9473661E-003, 2.5331446E-003, 0.0000000E+000,-2.1558781E-002, 8.4050565E-002, 9.1445523E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5122230E-001, 1.6122768E-004, 2.1951872E-005
 2.4001045E+001, 9.0127004E+000,-2.9107158E-001,-8.6683428E+000,-5.6411495E-003, 2.4970014E-003, 0.0000000E+000,-2.2170694E-002,-4.9809564E-003, 2.7971207E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5986327E-001, 1.6122768E-004, 2.1951872E-005
 2.5000275E+001, 8.9545886E+000,-2.7373124E-001,-8.7250796E+000,-5.3478348E-003, 2.5406068E-003, 0.0000000E+000,-2.4469654E-002,-1.2225846E-001,-7.1499207E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6849555E-001, 1.6122768E-004, 2.1951872E-005
 2.6002275E+001, 8.9532202E+000,-2.5230977E-001,-8.8198780E+000,-5.7308705E-003, 2.4744740E-003, 0.0000000E+000,-2.4764968E-002,-1.5104647E-001,-1.4698885E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7714120E-001, 1.6122768E-004, 2.1951872E-005
