s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.0719765E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0719765E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0095457E-001, 2.4934714E+000,-1.7615486E-001,-4.1598389E-003,-1.5359823E-002,-1.2165250E-004, 0.0000000E+000, 0.0000000E+000, 2.1292744E+000, 2.2976753E+000, 1.6299272E-002, 6.6185347E-005,-3.9998713E-046,-3.6492929E-035
 1.0002992E+000, 6.8839403E+000,-1.2134304E+000,-2.0290633E+000,-1.3327511E-002,-2.7974184E-004, 0.0000000E+000, 0.0000000E+000, 3.4036399E+000, 3.6278393E+000, 4.4123579E-002, 1.6659933E-004,-9.7307007E-039,-1.7013104E-031
 1.5008107E+000, 9.7948133E+000,-2.0821106E+000,-6.7265556E+000,-1.1784767E-002,-3.6123274E-004, 0.0000000E+000, 0.0000000E+000, 8.1131378E-001, 9.7400117E-001, 5.9340108E-002, 2.2366101E-004,-1.8273764E-036,-5.9704268E-030
 2.0002222E+000, 1.1273243E+001,-2.3345964E+000,-7.6332871E+000,-1.2778484E-002,-3.9924566E-004, 0.0000000E+000, 0.0000000E+000, 1.0588489E+000, 1.2921820E+000, 6.6091038E-002, 2.4898165E-004,-3.1495816E-035,-4.1522076E-029
 2.5012813E+000, 1.1846535E+001,-2.2776231E+000,-7.1614623E+000,-2.1057093E-002,-4.1596146E-004, 0.0000000E+000, 0.0000000E+000, 1.7065597E+000, 2.3859767E+000, 6.8768777E-002, 2.5902564E-004,-2.2319634E-034,-1.4234854E-028
 3.0018659E+000, 1.1959200E+001,-2.1913915E+000,-8.2194923E+000,-2.9464646E-002,-4.3080132E-004, 0.0000000E+000, 0.0000000E+000, 6.5025490E-001, 1.5184208E+000, 6.9783213E-002, 2.6283125E-004,-1.0780785E-033,-3.4623115E-028
 3.5012648E+000, 1.2098173E+001,-2.1962370E+000,-9.1656660E+000,-3.4794497E-002,-4.3681362E-004, 0.0000000E+000, 0.0000000E+000, 1.7009523E-001, 7.0103890E-001, 7.0159578E-002, 2.6424216E-004,-4.1580219E-033,-7.1619453E-028
 4.0004253E+000, 1.2167001E+001,-2.2842286E+000,-9.4445698E+000,-2.4842529E-002,-4.3811367E-004, 0.0000000E+000, 0.0000000E+000,-3.0563509E-001, 4.1292240E-001, 7.0298429E-002, 2.6476270E-004,-1.3282808E-032,-1.3688129E-027
 4.5006356E+000, 1.2012142E+001,-2.1844679E+000,-8.6631469E+000,-2.7078385E-002,-4.3600715E-004, 0.0000000E+000, 0.0000000E+000, 2.7123413E-001, 1.1370122E+000, 7.0349680E-002, 2.6495479E-004,-3.7661427E-032,-2.5875266E-027
 5.0010719E+000, 1.2111377E+001,-2.2071164E+000,-9.0195711E+000,-2.7279664E-002,-4.3857675E-004, 0.0000000E+000, 0.0000000E+000, 5.2390181E-002, 8.5697115E-001, 7.0368571E-002, 2.6502562E-004,-8.5915591E-032,-4.3275291E-027
 5.5019360E+000, 1.2095222E+001,-2.2426975E+000,-8.7912021E+000,-2.4909702E-002,-4.3447194E-004, 0.0000000E+000, 0.0000000E+000, 2.9564789E-001, 1.0359782E+000, 7.0375521E-002, 2.6505168E-004,-1.7684666E-031,-6.6919479E-027
 6.0014787E+000, 1.2168512E+001,-2.2770693E+000,-9.7664111E+000,-3.0699624E-002,-4.3751416E-004, 0.0000000E+000, 0.0000000E+000,-4.1279536E-001, 9.3894942E-002, 7.0378074E-002, 2.6506125E-004,-3.1151385E-031,-8.9392418E-027
 6.5009913E+000, 1.2082673E+001,-2.1955053E+000,-8.5436209E+000,-2.0668755E-002,-4.3835162E-004, 0.0000000E+000, 0.0000000E+000, 5.5632795E-001, 1.3224393E+000, 7.0379012E-002, 2.6506477E-004,-5.2833771E-031,-1.1935655E-026
 7.0003014E+000, 1.2056752E+001,-2.2561333E+000,-9.7583624E+000,-2.9737058E-002,-4.3416054E-004, 0.0000000E+000, 0.0000000E+000,-5.3483905E-001, 1.2084607E-002, 7.0379357E-002, 2.6506606E-004,-8.4278665E-031,-1.5707897E-026
 7.5020013E+000, 1.2120651E+001,-2.2159889E+000,-9.4606179E+000,-1.7416982E-002,-4.2906756E-004, 0.0000000E+000, 0.0000000E+000,-7.4275258E-004, 4.2619776E-001, 7.0379484E-002, 2.6506654E-004,-1.3164581E-030,-2.1169002E-026
 8.0011787E+000, 1.2020285E+001,-2.2416059E+000,-9.1558607E+000,-1.9115265E-002,-4.2969332E-004, 0.0000000E+000, 0.0000000E+000, 1.2338016E-001, 6.0327322E-001, 7.0379531E-002, 2.6506671E-004,-1.9077119E-030,-2.7176572E-026
 8.5005312E+000, 1.2184471E+001,-2.2500194E+000,-8.7605289E+000,-2.0550315E-002,-4.2715888E-004, 0.0000000E+000, 0.0000000E+000, 4.7109711E-001, 1.1529454E+000, 7.0379548E-002, 2.6506678E-004,-2.7032931E-030,-3.5155853E-026
 9.0000124E+000, 1.2043187E+001,-2.3307750E+000,-9.1726719E+000,-2.2434168E-002,-4.2512553E-004, 0.0000000E+000, 0.0000000E+000,-3.0428038E-001, 5.1688106E-001, 7.0379555E-002, 2.6506680E-004,-3.5767381E-030,-4.3744255E-026
 9.5017986E+000, 1.2190280E+001,-2.3963724E+000,-8.4983163E+000,-2.4020323E-002,-4.3616580E-004, 0.0000000E+000, 0.0000000E+000, 5.2798198E-001, 1.2711349E+000, 7.0379557E-002, 2.6506681E-004,-4.3871166E-030,-5.2070043E-026
 1.0001478E+001, 1.2112507E+001,-2.3212926E+000,-9.0194181E+000,-3.1410258E-002,-4.3671776E-004, 0.0000000E+000, 0.0000000E+000,-9.1145620E-002, 7.3994883E-001, 7.0379558E-002, 2.6506681E-004,-5.3197561E-030,-6.2920739E-026
 1.0501430E+001, 1.1945706E+001,-2.2245945E+000,-8.8646778E+000,-2.4749693E-002,-4.3346494E-004, 0.0000000E+000, 0.0000000E+000,-2.1857137E-002, 8.3125022E-001, 7.0379558E-002, 2.6506681E-004,-6.4095714E-030,-7.6914825E-026
 1.1000456E+001, 1.2172583E+001,-2.2591997E+000,-8.5971070E+000,-2.2666374E-002,-4.2534985E-004, 0.0000000E+000, 0.0000000E+000, 5.4141197E-001, 1.2931844E+000, 7.0379558E-002, 2.6506681E-004,-7.4846491E-030,-9.0705170E-026
 1.1501471E+001, 1.2095414E+001,-2.2885573E+000,-1.0005913E+001,-2.4327856E-002,-4.2413361E-004, 0.0000000E+000, 0.0000000E+000,-7.8814182E-001,-2.2380830E-001, 7.0379558E-002, 2.6506681E-004,-8.2370918E-030,-9.9806320E-026
 1.2000456E+001, 1.2127919E+001,-2.2812337E+000,-9.1165598E+000,-2.1729315E-002,-4.2603645E-004, 0.0000000E+000, 0.0000000E+000, 2.2742603E-001, 7.0797041E-001, 7.0379558E-002, 2.6506681E-004,-8.3537750E-030,-1.0048383E-025
 1.2501105E+001, 1.2006419E+001,-2.2949531E+000,-9.5455412E+000,-2.2467777E-002,-4.3215470E-004, 0.0000000E+000, 0.0000000E+000,-4.1147626E-001, 1.4302433E-001, 7.0379558E-002, 2.6506681E-004,-8.0851376E-030,-9.6500947E-026
 1.3000633E+001, 1.2172608E+001,-2.2219049E+000,-8.5357083E+000,-1.7450645E-002,-4.3483961E-004, 0.0000000E+000, 0.0000000E+000, 7.3602847E-001, 1.3971090E+000, 7.0379558E-002, 2.6506681E-004,-7.6183410E-030,-9.0989034E-026
 1.3501045E+001, 1.2271830E+001,-2.2470954E+000,-9.1110494E+000,-1.8004766E-002,-4.3834918E-004, 0.0000000E+000, 0.0000000E+000, 2.1859778E-001, 8.9524184E-001, 7.0379558E-002, 2.6506681E-004,-7.0298408E-030,-8.5693978E-026
 1.4000484E+001, 1.2040368E+001,-2.2312766E+000,-9.8282558E+000,-2.0289727E-002,-4.3447795E-004, 0.0000000E+000, 0.0000000E+000,-7.3462213E-001,-3.9889061E-002, 7.0379558E-002, 2.6506681E-004,-6.5151634E-030,-8.2788919E-026
 1.4500065E+001, 1.2028059E+001,-2.1935267E+000,-8.4287291E+000,-1.6974050E-002,-4.3386042E-004, 0.0000000E+000, 0.0000000E+000, 6.8643496E-001, 1.3883954E+000, 7.0379558E-002, 2.6506681E-004,-6.1297607E-030,-8.1063951E-026
