cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 4.3535745E+000, 7.0838694E-001,-5.0000000E-001, 1.1706274E+003, 1.2342103E+003, 1.1281817E+003, 9.5665288E+002, 8.1238559E+002, 6.7152001E+002, 1.2137463E+002, 2.0957452E+002, 3.3700675E+002, 3.7596880E+002, 3.3502668E+002, 2.6114716E+002,-2.0500000E+001, 2.4887395E-016, 1.2820565E-014, 2.5007270E-012, 5.2061888E-008, 1.2116266E-005, 1.0431873E-016, 4.6640391E-014, 9.1567018E-012, 1.8063653E-007, 3.6745784E-005
 1.5000000E+000, 7.9045483E+000, 1.4069786E+000, 5.0000000E-001, 1.1883804E+003, 1.2072920E+003, 1.1215561E+003, 9.7311279E+002, 8.2945278E+002, 6.9199752E+002, 1.3212258E+002, 2.1492968E+002, 3.4538434E+002, 3.7688997E+002, 3.4080468E+002, 2.7330342E+002,-1.9500000E+001, 9.8919772E-015, 1.5424562E-012, 3.6571601E-010, 3.6823526E-006, 3.2448684E-004, 4.7701532E-015, 6.4158719E-012, 1.7000484E-009, 1.6475064E-005, 9.4552997E-004
 2.5000000E+000, 1.0901181E+001, 1.7508618E+000, 1.5000000E+000, 1.2105727E+003, 1.1149729E+003, 1.0508528E+003, 9.5283269E+002, 8.2198610E+002, 6.8598057E+002, 2.2188870E+002, 3.1476325E+002, 3.7259212E+002, 3.8343628E+002, 3.4605030E+002, 2.6459774E+002,-1.8500000E+001, 9.8919772E-015, 1.5424562E-012, 3.6571601E-010, 3.6823526E-006, 3.2448684E-004, 4.7701532E-015, 6.4158719E-012, 1.7000484E-009, 1.6475064E-005, 9.4552997E-004
 3.5000000E+000, 1.1337121E+001, 1.8278511E+000, 2.5000000E+000, 1.0664698E+003, 1.0011201E+003, 9.5643005E+002, 8.7948960E+002, 7.8018643E+002, 6.6509652E+002, 3.6977200E+002, 3.9179398E+002, 4.0014868E+002, 3.7725347E+002, 3.3854622E+002, 2.5901521E+002,-1.7500000E+001, 6.5499882E-013, 1.8401574E-010, 5.3419234E-008, 1.4531454E-004, 2.8389877E-003, 3.2431669E-013, 7.9694227E-010, 3.3768783E-007, 7.4314224E-004, 6.4262745E-003
 4.5000000E+000, 1.0669762E+001, 1.8248415E+000, 3.5000000E+000, 8.1521679E+002, 8.2969571E+002, 8.3712290E+002, 7.6887872E+002, 7.1076667E+002, 6.3109122E+002, 4.0031842E+002, 3.9999526E+002, 3.9167422E+002, 3.5311111E+002, 3.1915013E+002, 2.4501266E+002,-1.6500000E+001, 6.5499882E-013, 1.8401574E-010, 5.3419234E-008, 1.4531454E-004, 2.8389877E-003, 3.2431669E-013, 7.9694227E-010, 3.3768783E-007, 7.4314224E-004, 6.4262745E-003
 5.5000000E+000, 9.7077534E+000, 1.8558304E+000, 4.5000000E+000, 6.1328791E+002, 6.7670255E+002, 6.9491380E+002, 6.6023263E+002, 6.3208276E+002, 5.8860039E+002, 3.4018170E+002, 3.6597605E+002, 3.4914611E+002, 3.1971751E+002, 2.8191909E+002, 2.2035142E+002,-1.5500000E+001, 3.3234126E-011, 1.8839333E-008, 5.4083133E-006, 1.7643575E-003, 9.0302892E-003, 1.5831152E-011, 8.8708353E-008, 4.0554770E-005, 5.8878271E-003, 1.4997641E-002
 6.5000000E+000, 8.7731900E+000, 1.9540167E+000, 5.5000000E+000, 4.7090908E+002, 5.4728735E+002, 5.7169357E+002, 5.6587829E+002, 5.5655073E+002, 5.4724214E+002, 2.3462361E+002, 2.9437997E+002, 2.9498216E+002, 2.6653260E+002, 2.3927953E+002, 2.0019092E+002,-1.4500000E+001, 3.3234126E-011, 1.8839333E-008, 5.4083133E-006, 1.7643575E-003, 9.0302892E-003, 1.5831152E-011, 8.8708353E-008, 4.0554770E-005, 5.8878271E-003, 1.4997641E-002
 7.5000000E+000, 7.9465777E+000, 2.0200796E+000, 6.5000000E+000, 3.8058716E+002, 4.4555204E+002, 4.8563353E+002, 4.8426773E+002, 4.9196039E+002, 5.0323114E+002, 1.4373781E+002, 2.2210230E+002, 2.4495100E+002, 2.0909024E+002, 2.0000969E+002, 1.8216964E+002,-1.3500000E+001, 1.1777959E-009, 1.8788072E-006, 1.8226986E-004, 8.7558501E-003, 1.9559781E-002, 6.6819696E-010, 1.0276716E-005, 1.3891544E-003, 1.9565171E-002, 2.2408706E-002
 8.5000000E+000, 7.2380455E+000, 2.0558464E+000, 7.5000000E+000, 3.3035436E+002, 3.7695695E+002, 4.1485313E+002, 4.2017792E+002, 4.3907392E+002, 4.6072961E+002, 8.1751669E+001, 1.6777707E+002, 1.8395805E+002, 1.6140067E+002, 1.6452604E+002, 1.6332792E+002,-1.2500000E+001, 1.1777959E-009, 1.8788072E-006, 1.8226986E-004, 8.7558501E-003, 1.9559781E-002, 6.6819696E-010, 1.0276716E-005, 1.3891544E-003, 1.9565171E-002, 2.2408706E-002
 9.5000000E+000, 6.6542401E+000, 2.1094038E+000, 8.5000000E+000, 3.0442404E+002, 3.3520687E+002, 3.6352681E+002, 3.7668337E+002, 3.9579508E+002, 4.1964034E+002, 2.8463257E+001, 1.2405587E+002, 1.3362771E+002, 1.2247220E+002, 1.2582880E+002, 1.3779006E+002,-1.1500000E+001, 1.6873390E-008, 5.4561643E-005, 1.4490975E-003, 1.8908904E-002, 2.9879383E-002, 1.3416390E-008, 4.1349240E-004, 8.3698335E-003, 3.3460464E-002, 3.2361886E-002
 1.0500000E+001, 6.1932231E+000, 2.1772060E+000, 9.5000000E+000, 2.9592583E+002, 3.1439773E+002, 3.3221023E+002, 3.4455242E+002, 3.5993335E+002, 3.8276509E+002, 4.1846887E+000, 8.4735543E+001, 1.0358871E+002, 9.5832656E+001, 8.9967770E+001, 1.1225555E+002,-1.0500000E+001, 2.9254735E-007, 6.3848829E-004, 4.8852608E-003, 2.8535988E-002, 3.9490922E-002, 3.6159160E-007, 4.4560280E-003, 2.0072812E-002, 4.3947521E-002, 3.9789796E-002
 1.1500000E+001, 5.8281807E+000, 2.2703347E+000, 1.0500000E+001, 2.9478523E+002, 3.0053712E+002, 3.1567092E+002, 3.2286759E+002, 3.3601185E+002, 3.5352927E+002, 2.9957800E-001, 3.5756544E+001, 9.0395961E+001, 6.9206320E+001, 7.0044210E+001, 8.8213160E+001,-9.5000000E+000, 7.3596085E-006, 2.7520115E-003, 1.0959553E-002, 3.8350575E-002, 4.7875099E-002, 1.3411322E-005, 1.3222231E-002, 3.1219831E-002, 5.2970492E-002, 4.2928450E-002
 1.2500000E+001, 5.5604765E+000, 2.4122707E+000, 1.1500000E+001, 2.9467036E+002, 2.9563731E+002, 3.0722244E+002, 3.1064547E+002, 3.2047994E+002, 3.3179905E+002, 3.0283622E-002, 6.4627536E+000, 8.6483814E+001, 5.2746984E+001, 5.0343958E+001, 5.6614597E+001,-8.5000000E+000, 2.0185341E-004, 7.4200046E-003, 2.1763215E-002, 5.2455432E-002, 5.8397021E-002, 4.5253056E-004, 2.3208096E-002, 4.4987128E-002, 7.2773855E-002, 4.5763048E-002
 1.3500000E+001, 5.3731235E+000, 2.5862277E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 3.2780895E-003, 1.7330156E-002, 4.0735278E-002, 7.1675467E-002, 7.0735247E-002, 6.9593830E-003, 3.5635909E-002, 6.5491443E-002, 1.0384249E-001, 5.0611768E-002
