cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 5.0962124E+000, 1.4642770E+000,-5.0000000E-001, 1.2215741E+003, 1.1644764E+003, 1.0286488E+003, 8.0316738E+002, 6.8024692E+002, 5.9852203E+002, 1.8068688E+002, 2.6544250E+002, 2.7986501E+002, 2.3315443E+002, 1.7555038E+002, 1.2900726E+002,-2.0500000E+001, 5.1346224E-009, 2.4557708E-008, 3.1338434E-007, 2.5736259E-005, 1.6479020E-004, 1.9453587E-009, 3.0356621E-008, 5.3110455E-007, 5.2154934E-005, 2.7403418E-004
 4.6000000E+000, 6.8165794E+000, 3.0942589E+000, 1.5000000E+000, 1.2469590E+003, 1.1834745E+003, 1.0322959E+003, 8.0825246E+002, 6.8845496E+002, 6.0399999E+002, 1.4175582E+002, 2.4022589E+002, 2.7714873E+002, 2.2722833E+002, 1.7652337E+002, 1.3810493E+002,-1.8450000E+001, 3.5102564E-007, 1.5891627E-006, 1.4878707E-005, 8.5658795E-004, 2.7533572E-003, 1.2396409E-007, 3.2102129E-006, 2.8934536E-005, 1.6887127E-003, 4.4017182E-003
 8.7000000E+000, 7.0676425E+000, 4.3682553E+000, 3.5000000E+000, 1.0831792E+003, 9.8328102E+002, 8.6217280E+002, 7.2339545E+002, 6.4047808E+002, 5.7618539E+002, 2.9407943E+002, 3.2125259E+002, 2.9583897E+002, 2.3426966E+002, 1.8287966E+002, 1.3795114E+002,-1.6400000E+001, 3.5102564E-007, 1.5891627E-006, 1.4878707E-005, 8.5658795E-004, 2.7533572E-003, 1.2396409E-007, 3.2102129E-006, 2.8934536E-005, 1.6887127E-003, 4.4017182E-003
 1.2800000E+001, 6.6701178E+000, 4.9892743E+000, 5.5000000E+000, 6.8867516E+002, 6.7765600E+002, 6.4833775E+002, 6.0094107E+002, 5.5435189E+002, 5.1919555E+002, 2.9144908E+002, 2.8306025E+002, 2.5213495E+002, 2.0447001E+002, 1.5763994E+002, 1.2361900E+002,-1.4350000E+001, 1.4133644E-005, 8.6082777E-005, 6.8266501E-004, 8.8224823E-003, 1.4051272E-002, 4.8981191E-006, 2.6363476E-004, 1.6398345E-003, 1.2145099E-002, 1.3402063E-002
 1.6900000E+001, 6.0668904E+000, 5.1350800E+000, 7.5000000E+000, 4.4030775E+002, 4.8147705E+002, 4.9491645E+002, 4.8544053E+002, 4.7021667E+002, 4.5783758E+002, 1.7557665E+002, 2.1407233E+002, 1.9839832E+002, 1.5893820E+002, 1.3043812E+002, 1.0722621E+002,-1.2300000E+001, 1.4133644E-005, 8.6082777E-005, 6.8266501E-004, 8.8224823E-003, 1.4051272E-002, 4.8981191E-006, 2.6363476E-004, 1.6398345E-003, 1.2145099E-002, 1.3402063E-002
 2.1000000E+001, 5.1147859E+000, 4.6954107E+000, 9.5000000E+000, 3.2949278E+002, 3.6414910E+002, 3.8596093E+002, 3.9723178E+002, 4.0302547E+002, 4.0319800E+002, 6.3500144E+001, 1.1854780E+002, 1.2633347E+002, 1.0841345E+002, 1.0255874E+002, 9.1603608E+001,-1.0250000E+001, 3.5803262E-004, 2.1250709E-003, 7.8956479E-003, 2.2171584E-002, 3.0580333E-002, 3.4288899E-004, 3.9423897E-003, 1.5205878E-002, 2.5596527E-002, 2.5068407E-002
 2.5100000E+001, 3.3577863E+000, 3.5678817E+000, 1.1500000E+001, 2.9859942E+002, 3.1183686E+002, 3.2708460E+002, 3.3794224E+002, 3.4381577E+002, 3.4896348E+002, 1.0721145E+001, 4.4404508E+001, 5.9611931E+001, 5.0718663E+001, 5.0785134E+001, 5.1645945E+001,-8.2000000E+000, 6.3886796E-003, 1.8640675E-002, 3.3441833E-002, 4.4916562E-002, 5.1467688E-002, 6.9986962E-003, 2.3378986E-002, 3.8491224E-002, 3.5340293E-002, 3.4068230E-002
 2.9200000E+001, 2.3372606E+000, 2.8049653E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1500000E+000, 4.6131534E-002, 6.9500152E-002, 7.8879897E-002, 7.5245853E-002, 7.1487759E-002, 2.9263522E-002, 5.7178921E-002, 6.1578212E-002, 4.1711165E-002, 3.5001812E-002
 3.3300000E+001, 1.5480678E+000, 2.0315179E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1000000E+000, 1.7321652E-001, 1.8497516E-001, 1.6485908E-001, 1.1159338E-001, 8.9347578E-002, 8.8404797E-002, 1.3677409E-001, 1.2013357E-001, 4.8560195E-002, 3.3484863E-002
