s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.0452467E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0452467E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0034171E-001, 1.6804164E+000,-2.5620061E-001, 1.5147012E-002,-9.0316942E-002,-5.9609555E-005, 0.0000000E+000, 0.0000000E+000, 1.3264755E+000, 1.3489863E+000, 1.6694301E-002, 6.4232067E-005,-2.4494609E-112,-1.2953092E-099
 1.0004197E+000, 4.9759814E+000,-9.4238885E-001, 6.1618256E-002,-5.8185405E-002,-1.0297381E-004, 0.0000000E+000, 0.0000000E+000, 3.9393970E+000, 4.0369224E+000, 4.3924920E-002, 1.6639799E-004,-1.0180691E-095,-9.5738281E-088
 1.5000663E+000, 8.6907392E+000,-1.7110933E+000,-4.8950445E+000,-5.2997641E-002,-1.1123522E-004, 0.0000000E+000, 0.0000000E+000, 1.8773291E+000, 2.0314926E+000, 5.9045726E-002, 2.2357598E-004,-1.1153609E-088,-7.5671805E-082
 2.0004213E+000, 1.0451384E+001,-2.3150951E+000,-7.4423617E+000,-5.0136471E-002,-1.1220927E-004, 0.0000000E+000, 0.0000000E+000, 4.6064731E-001, 6.4367854E-001, 6.5753215E-002, 2.4894570E-004,-1.3881412E-084,-2.7858852E-078
 2.5004017E+000, 1.1316193E+001,-2.4817791E+000,-8.6657954E+000,-4.2846892E-002,-1.1284071E-004, 0.0000000E+000, 0.0000000E+000,-5.9090384E-002, 1.2565830E-001, 6.8415018E-002, 2.5901307E-004,-6.9872845E-082,-6.5896246E-076
 3.0000181E+000, 1.1667023E+001,-2.7169479E+000,-7.8321564E+000,-3.5958194E-002,-1.1199832E-004, 0.0000000E+000, 0.0000000E+000, 8.4440318E-001, 1.0818486E+000, 6.9422028E-002, 2.6282152E-004,-5.6507272E-080,-3.1219984E-074
 3.5004199E+000, 1.1765027E+001,-2.7641393E+000,-9.3981437E+000,-3.6029675E-002,-1.1242987E-004, 0.0000000E+000, 0.0000000E+000,-7.4755158E-001,-4.3339846E-001, 6.9796669E-002, 2.6423834E-004,-1.3674727E-078,-5.0189256E-073
 4.0004268E+000, 1.1934967E+001,-3.1146600E+000,-6.8051798E+000,-3.3569368E-002,-1.1106959E-004, 0.0000000E+000, 0.0000000E+000, 1.5584737E+000, 1.9814466E+000, 6.9935108E-002, 2.6476185E-004,-1.4031815E-077,-3.7140402E-072
